unit_id,HarvestBiomass,AmmoniaLevel,WaterTempAqua,do_set_WaterpH
0,22.92458568821062,54.77542121663433,49.51894070206326,80.0
1,22.05997423394432,62.28518827185116,59.86351935335288,80.0
2,11.438698817014513,43.866492013346395,48.32548059858982,80.0
3,24.690501712927535,49.30442616090498,52.839125074655314,80.0
4,-9.958936545351444,57.070460058411506,74.67056515303435,80.0
5,17.319891300103198,49.1645771318923,47.18801290741226,80.0
6,2.2709027701921984,55.58574880080251,49.2727518671329,80.0
7,8.503363731070742,55.989470821601024,75.60628858348211,80.0
8,-9.11095916078055,32.063467637035835,67.076996373572,80.0
9,11.60739769488066,52.58165546758141,55.1373347224991,80.0
10,-16.922127824654762,80.11584371592531,48.95994798681876,80.0
11,12.12162877652201,65.72221618901756,54.92029885419886,80.0
12,18.809037346784564,54.598945059944406,36.85653856984831,80.0
13,22.42248988156688,50.06902572732948,50.72385039404651,80.0
14,22.290595018981318,52.72628445247519,39.840674164594716,80.0
15,22.713407556840203,52.36458527068157,30.94854690446475,80.0
16,13.92604127368104,38.76130701907646,52.67339077021874,80.0
17,13.487973815407978,32.420507426082764,57.84232078880661,80.0
18,24.31014236994719,43.20222214675253,55.74529686561818,80.0
19,-5.280459425012773,57.18731431027716,33.37441691298754,80.0
20,14.937068632797313,43.99030986250671,44.54054584886827,80.0
21,22.661085012347144,46.19992357454829,62.24659377429038,80.0
22,8.546291790176719,42.24823017856706,40.0723051720017,80.0
23,-2.033035764947222,52.92269208615595,48.288825221982194,80.0
24,11.949614675761556,68.94144196611653,40.835394553980855,80.0
25,25.967798253821396,51.10683022514793,60.38295378043133,80.0
26,12.234633658913005,69.50313982979863,34.89634059468062,80.0
27,21.581391567035023,54.439496932216905,45.02769291585683,80.0
28,12.013134558837585,50.99100822434462,37.74840191362084,80.0
29,14.960197206691895,38.43656586779205,58.56340026244639,80.0
30,0.2049607551224567,34.209277908107694,31.038368635614265,80.0
31,20.046019175253974,33.217863896519745,39.57966148332748,80.0
32,10.911658059392332,59.274341967326926,48.98957503490394,80.0
33,9.258212394649048,35.9631936339875,52.73937808955783,80.0
34,0.09630352781077489,57.191852271977076,46.83720568478785,80.0
35,12.296852220312928,62.91249561864833,59.78277093922567,80.0
36,10.54143209970643,37.29044134946803,60.5166687109945,80.0
37,-3.0348834656595813,55.91357789428774,50.884544685226274,80.0
38,14.713046800116773,42.99255953188676,66.3063330171438,80.0
39,24.957142630216136,53.706376543178656,34.66200999695146,80.0
40,21.233151657409717,59.711515030961976,63.88604621988204,80.0
41,14.832194625439174,66.45097029894424,42.163599938938205,80.0
42,22.574780250194145,54.74657521195057,50.50581733456278,80.0
43,14.764565642332965,42.24030154099468,54.724207169385465,80.0
44,6.87079316584739,53.469686174510244,39.11303683050316,80.0
45,16.430676251393695,45.25999769726734,63.72657178527168,80.0
46,18.561010378312147,70.06115631999872,57.10690663937183,80.0
47,22.380012384250204,55.316158082622636,49.34991081069907,80.0
48,22.655608563498234,60.754318510013064,70.43099748027969,80.0
49,16.982227724447167,71.11937909584276,34.88304547203627,80.0
50,15.685578425238543,34.19126789529422,52.02021911090578,80.0
51,13.53193530270696,45.585072116048714,65.77342215252449,80.0
52,18.967195995120935,65.93870269799444,42.58761556396729,80.0
53,17.868961127129367,56.28103467591579,61.427662890112266,80.0
54,4.448535861525647,45.062989572307615,56.55569794422036,80.0
55,17.95792872337479,60.31398974448361,46.08906017972587,80.0
56,10.59112375333341,57.06633177336837,30.129086791381916,80.0
57,14.86455982831653,42.270040300690276,57.67452048199169,80.0
58,23.63440442873265,36.23465929393059,70.55079673910967,80.0
59,17.995974559910238,51.10595685911185,37.535175784026634,80.0
60,14.963067541676086,58.329949244347354,29.501146296201274,80.0
61,14.919745589344796,55.76902197923288,55.37410000511985,80.0
62,14.85330130811349,49.517281135597386,74.194315026726,80.0
63,-3.112322575477935,45.58814056389259,42.67029840869561,80.0
64,23.13505489139451,57.40705684088804,71.32604164100697,80.0
65,14.074792701961341,47.462442391489674,26.977534993310663,80.0
66,25.92978683184868,58.501243574487646,51.16284320720354,80.0
67,3.1425744484497193,44.39710078553368,52.58690726515972,80.0
68,12.787943831920405,36.613607930615224,44.35663984666398,80.0
69,23.92178732842048,61.99231655582874,54.76738746407267,80.0
70,12.870565032340297,58.14367683536124,41.77791493907971,80.0
71,25.484702720123963,58.79140959187968,32.4463409830186,80.0
72,3.2971790707670756,59.60744248306394,47.24072195482033,80.0
73,-4.736007286365625,74.81544304673781,46.315467575012406,80.0
74,17.914450211862945,46.754647061273346,45.26488571434612,80.0
75,-0.5262237388585329,40.80866654078749,55.4777029437072,80.0
76,18.29990011390775,57.53628630145344,42.65740530387882,80.0
77,2.830251413561257,54.792606255856874,45.81964232239382,80.0
78,17.495970957496937,45.88133837714041,68.47297965679252,80.0
79,19.394107591978646,49.13011534303635,36.39019124223246,80.0
80,18.1932725917092,53.74701295745523,36.4409866181616,80.0
81,20.932154697855086,44.19840244947481,46.2813426620289,80.0
82,3.4055806780433504,38.772700079686324,20.991076540849715,80.0
83,12.105472557705935,69.90789096971349,48.48807983334221,80.0
84,19.117180075102066,54.598420500424226,63.4731488710498,80.0
85,10.323033761758854,56.21431086983819,51.59342678315813,80.0
86,14.408681192577394,45.58064439105298,27.72296561373462,80.0
87,18.3118991810434,44.277519064398454,50.04847644314347,80.0
88,5.258090394659415,57.901050338860955,50.68881543807355,80.0
89,17.369211740436317,52.8491973147337,42.392779235544786,80.0
90,18.38997571169432,55.82365402003157,41.19642896116614,80.0
91,11.212613978020357,51.50870495589751,41.60954663378457,80.0
92,17.996358936221093,42.483010473580386,59.65922998930064,80.0
93,8.737715047514156,62.40494825238659,61.00222358190095,80.0
94,13.973542224294391,48.635570943365586,72.04430615828599,80.0
95,16.3244791756286,31.713408907422515,62.70053760419771,80.0
96,22.383451904788956,43.1443185194354,40.73344823624681,80.0
97,15.826732848579798,55.53343259804157,74.55767288309963,80.0
98,14.927861683858858,51.53183938716047,57.80228345258475,80.0
99,18.204445603725375,53.299818523604046,54.37733159847093,80.0
100,12.741698301946252,37.01699592914826,46.63555853113031,80.0
101,17.362524187603448,40.72327667242987,33.603193942381644,80.0
102,13.1795350469214,44.16455177972045,40.894405413974354,80.0
103,7.051503003581096,49.447191976676464,55.054189100866886,80.0
104,19.315974148914147,49.411187874105856,69.19490897946866,80.0
105,11.83906434872252,58.16732888268173,33.27391516731012,80.0
106,19.963146020774538,53.733711262567574,29.17565210394715,80.0
107,17.90351498903426,62.33506833787531,57.63249050395484,80.0
108,23.848146227475546,52.66961900860679,71.87409684438948,80.0
109,19.662743021615782,55.92627582818278,55.01119593730815,80.0
110,10.86070982906986,36.943167756324186,52.168761939587306,80.0
111,26.75868376580916,26.02887443329773,34.72483320998674,80.0
112,2.0829818457385145,43.266737319514604,59.180096965507765,80.0
113,21.385320389545104,36.363409222679216,44.73958806634165,80.0
114,24.0046150188046,48.66701561869429,48.05863459813376,80.0
115,29.311539967496763,54.522976800240905,73.36495090946609,80.0
116,14.460996798757611,57.15634993990001,28.419596778782342,80.0
117,16.454839405757898,47.28384567085062,50.62009823340822,80.0
118,-1.5681167376729421,40.92252263843044,55.026545788513694,80.0
