unit_id,CapacityRetention,ChargeRate,do_DryRoomControl
0,14.295989839440379,52.40557964769296,30.0
1,19.157028438941822,39.05580220054175,30.0
2,15.560522096773001,38.4733376834226,30.0
3,9.842037636061939,47.040490190255596,30.0
4,16.718996745757583,47.254951116320065,30.0
5,20.41371558310137,49.91051278214729,30.0
6,18.68746950004208,40.94450465346294,30.0
7,2.415427326259974,57.678599455488715,30.0
8,24.566923420173794,31.17289365912418,30.0
9,17.946911444801827,32.07746839051622,30.0
10,-2.4340528909311017,65.24160034989254,30.0
11,26.885762109226054,45.26583959174724,30.0
12,18.78398032770479,37.15043655876004,30.0
13,22.42306527277336,44.93713110217849,30.0
14,18.911914668785595,41.75626720761844,30.0
15,11.668100976889448,26.217480576902986,30.0
16,-10.13665503756831,72.64744251699561,30.0
17,14.413043296551866,34.78855606368695,30.0
18,15.246319158592865,45.64403821694761,30.0
19,17.61256259311214,37.58651667372344,30.0
20,16.971209262687566,50.23194573823131,30.0
21,16.086282606556868,41.86243995683406,30.0
22,16.02815310741533,44.09534159342753,30.0
23,18.296137278956326,41.85456065978553,30.0
24,20.960016202369548,27.373934140085076,30.0
25,24.536716368370293,36.22823443279671,30.0
26,15.610362239983584,12.928552789220431,30.0
27,12.459019587276352,50.58052218963351,30.0
28,22.66630030481256,34.453274008470515,30.0
29,15.284221831607637,43.542080539766005,30.0
30,25.080141150378715,38.46463492644064,30.0
31,24.432210327662116,32.62146596793676,30.0
32,22.176955763040684,38.22276335759319,30.0
33,18.516805397359498,35.91279206926156,30.0
34,14.450520729046898,35.460435598598764,30.0
35,23.352235290678387,52.394345180738895,30.0
36,22.923204790159744,39.70013902800372,30.0
37,2.352318060233311,63.05209309230749,30.0
38,14.062746223820223,39.55913018119824,30.0
39,28.444672569226142,27.357789653646947,30.0
40,22.208270068620486,37.325664133021085,30.0
41,22.792683497640645,49.480978240929254,30.0
42,19.460677309983165,42.30789487995801,30.0
43,18.1765406723067,36.31213037765237,30.0
44,19.9704999817839,47.41472240572012,30.0
45,25.033776030203203,42.77311188314309,30.0
46,10.608338019471335,18.37710627870623,30.0
47,4.366672330541519,51.792585272312934,30.0
48,21.988465762613504,39.72180466573388,30.0
49,16.23466974604067,32.2317832629891,30.0
50,15.612305886717863,53.3710218486213,30.0
51,11.869503375463289,24.757896506962993,30.0
52,19.019491998339177,44.98221609645868,30.0
53,23.382120678894896,43.79569953104844,30.0
54,21.23925255833947,54.67212669934797,30.0
55,-6.3135480786652,83.97257697604665,30.0
56,13.600012807705117,70.94408145065019,30.0
57,17.588659441625467,38.83961207616192,30.0
58,25.203373583299186,27.37016437523923,30.0
59,14.425129559737423,56.43531617517444,30.0
60,19.79843760262792,32.38675311331983,30.0
61,22.161686372882624,33.75877847491315,30.0
62,11.914270563937906,48.99144634179781,30.0
63,21.212577287003985,50.84511049264968,30.0
64,21.715689823425894,38.409281791875166,30.0
65,23.204774892770207,42.03377007669327,30.0
66,15.415385477180687,57.7002770584325,30.0
67,27.233181781431828,36.75947613987626,30.0
68,16.688144680934883,46.46538746378055,30.0
69,23.260377689117277,32.47942151352438,30.0
70,17.773566835988706,53.75481649977848,30.0
71,17.473997235644323,38.158483967931105,30.0
72,22.509521152127768,31.93464852921349,30.0
73,16.450688775676156,36.722759706831035,30.0
74,21.564952997203164,34.79952894724623,30.0
75,22.509570467710912,47.42531728562586,30.0
76,26.07525802907041,34.88462557440914,30.0
77,12.742944834702424,39.44581774226602,30.0
78,16.88502442368979,63.14008596401558,30.0
79,13.693281237743575,29.447807954026494,30.0
80,16.644485850465337,40.923115122455016,30.0
81,10.11309507150898,70.47365000996541,30.0
82,15.168954954351324,20.43887061279727,30.0
83,23.743774054563268,29.419799457361496,30.0
84,20.4489752116716,39.03000963280941,30.0
85,20.98248046670809,34.20168524141826,30.0
86,16.152524345110148,37.08155693220172,30.0
87,21.75122426699083,29.136845816218514,30.0
88,16.665937212561268,46.32943379072054,30.0
89,19.786906321829974,42.503133611988176,30.0
90,17.343468641924538,38.024211524978575,30.0
91,21.210776534948366,43.89911936375761,30.0
92,25.33702797768273,38.30972945058128,30.0
93,14.139260377529341,34.64040806941142,30.0
94,24.102774375229544,19.477492010363605,30.0
95,13.115163910646292,43.44491885139462,30.0
96,16.02875537060489,50.359326849626164,30.0
97,14.20375996718463,47.690832200810256,30.0
98,17.26965414807827,9.491539530467467,30.0
99,21.354843897082873,50.366725806451306,30.0
100,12.243922245786095,57.49893185506416,30.0
101,11.772265336308706,45.70324084830202,30.0
102,24.328018318998275,17.6459734219381,30.0
103,24.4881698009628,25.38189916666397,30.0
104,21.036355784232263,47.34921470146355,30.0
105,14.883919931274527,21.459661290550102,30.0
106,20.12659985266578,42.137495213699204,30.0
107,23.323593436346442,50.94049923952128,30.0
108,17.627297038802165,39.48041406375791,30.0
109,16.49450378221541,44.43090836320181,30.0
110,18.16166940524607,39.26035412151841,30.0
111,23.388052051568653,38.419262982905984,30.0
112,12.232519243692044,38.172252924738004,30.0
113,21.147786821474796,38.39195067703223,30.0
114,12.964134748561591,27.455544515228098,30.0
115,16.1464587428073,39.09984242973009,30.0
116,24.57302600464053,40.43119976384191,30.0
117,21.156209197994727,37.89846490683256,30.0
118,13.576347228409904,37.227631727620285,30.0
119,15.718664675795251,20.658797031641125,30.0
120,19.838156631433318,39.21380278337154,30.0
121,22.318396994770175,40.00744003497283,30.0
122,17.855379073527466,46.610343254795715,30.0
123,21.85069421439455,47.43673519743546,30.0
124,14.780208035350885,60.021457583394174,30.0
125,19.13938911465736,40.78993705293522,30.0
126,17.344325899764225,48.458931065797195,30.0
127,21.2872660665037,51.157002260051385,30.0
128,17.768320027144885,52.199456234283545,30.0
129,-3.201838307791551,57.72107014995243,30.0
130,21.497904034606506,22.643875887707747,30.0
131,20.237604963642237,44.415318650182485,30.0
132,17.29525067688083,38.94617992866529,30.0
133,21.613932161866565,33.38781959679624,30.0
134,13.027048486190616,40.65474823005651,30.0
135,20.01424083225549,31.90800778111169,30.0
136,21.482662439578636,25.518879451954884,30.0
137,16.022159663896623,45.1857275192431,30.0
138,9.131062783541415,46.240468175062524,30.0
139,20.66879685184831,23.468616344955134,30.0
140,20.522177659076267,23.913523989360023,30.0
141,14.948976325715083,58.445673174178815,30.0
142,14.5468566776353,37.511856249879564,30.0
143,21.977039350039696,42.2251545915577,30.0
144,24.8049497946189,30.69339515364461,30.0
145,13.100076919805087,61.505942351746945,30.0
146,23.815954879447105,41.69821117900373,30.0
147,20.191333963403103,40.90359240777703,30.0
148,12.931934550579221,48.71040471685368,30.0
149,27.400136746746504,36.73162822227174,30.0
150,26.985658873919615,45.32328519745428,30.0
151,25.644502157969654,34.022244673752766,30.0
152,19.28319091169424,31.873672075987432,30.0
153,19.63327535349867,35.995282677935556,30.0
154,23.67694483319043,26.789679144318498,30.0
155,20.022009656995767,37.589123855815096,30.0
156,17.682972022202357,39.76159512898228,30.0
157,15.668162998784197,53.40113638167333,30.0
158,19.7631296330634,31.571862142043713,30.0
159,29.57167999223969,30.554951588245192,30.0
160,11.480790407211327,25.02637353304159,30.0
161,20.905364224198472,44.65562744455834,30.0
162,16.53782758236543,26.108605636837094,30.0
163,15.956942019044035,48.88899201738864,30.0
164,25.038704533780486,26.154398464133877,30.0
165,21.198978271288528,18.707611886989483,30.0
166,17.9452714284677,37.06371479686755,30.0
167,22.324214717728175,47.72224773804548,30.0
168,21.501828628311674,25.741292100289197,30.0
169,15.656872583583436,43.96141905994294,30.0
170,18.25316310996875,41.81494275035079,30.0
171,19.328192520035472,23.437603711598115,30.0
172,21.99504923690924,24.009306733996915,30.0
173,20.83553023929406,24.81972996844259,30.0
174,7.051356489561136,56.02840912326607,30.0
175,24.565702109820734,53.42825040543097,30.0
176,15.204671668024236,49.173073144601304,30.0
177,23.054647187948664,47.50473173392231,30.0
178,21.075628635215583,24.31013821849673,30.0
179,22.076297940858122,36.20624886572518,30.0
180,18.613329266532215,30.117030132602178,30.0
181,26.008458874060302,35.751048205152095,30.0
182,19.438799629458202,54.94584037882334,30.0
183,19.044163523777737,42.250547781139474,30.0
184,18.42405819242411,32.01897820769634,30.0
185,19.708819269851254,37.2648179804128,30.0
186,17.983638932057367,38.24457867030425,30.0
187,25.2737363083583,31.133990482397884,30.0
188,27.77952005409728,23.70563776893259,30.0
189,16.614438233077472,27.32118115710902,30.0
190,21.33157518941774,41.78514151150876,30.0
191,29.8061365200081,48.320712877674644,30.0
192,26.77633425080741,29.308000540698096,30.0
193,23.033342695660256,38.98988062173694,30.0
194,14.005364111798004,38.71160008673373,30.0
195,-12.19574980254879,67.18881508263641,30.0
196,10.914957591505969,32.674243116358625,30.0
197,27.373245911576376,49.933432361715795,30.0
198,19.561361907967523,43.04574499333259,30.0
199,17.095384764192346,45.035746001676415,30.0
200,21.188864903971908,29.511558837642927,30.0
201,20.470601392098143,20.00210868872719,30.0
202,19.33409632691559,24.53092660379218,30.0
203,16.90162731792875,37.56937744032007,30.0
204,14.139992507079707,39.54323676420799,30.0
205,22.605807464643675,46.10260700407847,30.0
206,29.218014104059176,35.83578534702937,30.0
207,10.541927383357319,52.81794160181418,30.0
208,19.337169171481992,38.828448513865574,30.0
209,15.99576860307336,38.332162968642805,30.0
210,14.02541806780691,25.093826499761924,30.0
211,21.96637701980061,43.76400205524439,30.0
212,13.809040716219156,25.85533474990177,30.0
213,21.09429853713249,49.307704615804674,30.0
214,19.271190912425197,45.905684685458915,30.0
215,15.876536008728312,38.60002018295521,30.0
216,10.074626333991247,51.69615960906904,30.0
217,28.141700740845895,36.87252259701236,30.0
218,14.302091122154675,53.19148017520512,30.0
219,24.46303884079506,37.467928120738755,30.0
220,17.014653066877596,36.723905935329974,30.0
221,11.246257650998949,42.19652483330026,30.0
222,25.792938090245826,47.59521897279548,30.0
223,15.728425327931358,47.518453833383916,30.0
224,18.74743960400943,36.011678701078644,30.0
225,28.730141464188115,61.29687906294062,30.0
226,1.6392865281281566,63.43573856588038,30.0
227,18.31382793875824,42.91665226315736,30.0
228,16.70202243070563,55.63545449485771,30.0
229,13.58566061626096,46.12764909207836,30.0
230,12.57330414512665,57.39211758857117,30.0
231,25.41876041488927,36.542458944241545,30.0
232,12.572819638177407,41.20949197854388,30.0
