unit_id,CapacityRetention,ElectrolyteFillVolume,ChargeRate
0,13.297601101425649,44.185742127930496,42.42354316440129
1,19.382626527520156,67.55069687679534,38.094211090518286
2,18.121976686404672,52.62119714524377,19.126626240070227
3,12.410988312215103,34.021511799312016,10.17941313721373
4,21.4115127817453,61.357002376571266,39.6891421703442
5,21.273630477941644,45.56094040197978,43.94480033244326
6,9.193310024715416,57.03935892670125,50.224305858244016
7,12.105198999729753,56.331298916272836,51.49446875073266
8,19.984644425379592,45.07477626073438,43.25903106571811
9,17.6658366053947,67.15595662687215,27.40917766756401
10,14.514684949049947,27.954376704580024,32.66817216702471
11,-20.775257546561097,65.002393746449,61.92189871214342
12,11.411813881575133,76.62731107836873,31.277675217857002
13,16.604628985573818,44.22761437091175,45.90945589631449
14,3.830793064950968,72.68778571630703,54.00298688316028
15,2.3517463396336487,52.81188124492313,57.559339044991546
16,8.103786265830225,44.79101287122491,49.75285144069542
17,21.95900540757477,36.45563107360834,42.50103875029783
18,15.833653559178373,62.752273622473915,20.82530844840606
19,18.38910905707367,61.24668967947807,32.06512486599503
20,18.5404546157189,67.40180526593652,38.13186897728659
21,14.398647712938416,24.30579238159033,43.15807286362115
22,7.230625799765345,48.92789468610548,43.67941844717775
23,0.06786268526080341,60.28165302253748,53.29224989898887
24,26.574081470208938,41.99424763831985,22.23840881051257
25,15.112555742786355,34.42621588322667,24.32078846774331
26,-5.825678170028911,40.65597327356683,54.50648915768868
27,16.68068004767879,37.03342827286954,34.036742760262904
28,21.65093984122142,58.99745906403666,40.805078493937636
29,17.993468083497923,33.04149341615489,38.73104070205132
30,10.614716147147291,39.98575327267253,51.719366449348676
31,10.333263691779623,44.708361385803656,47.97628819048837
32,15.768232569720997,60.96882329103636,48.317860754232946
33,-13.886286143223916,77.38455737954764,67.69553201989022
34,19.366664130105057,38.13878185492007,46.28500650869785
35,21.415272870722042,61.53277617810039,34.51945221589306
36,15.930251399487375,53.541976758453906,45.584563845772315
37,-11.648360648067625,57.83110937031625,64.34630086981716
38,19.612381158578653,39.50037764818616,30.942779197369237
39,-0.011570683045698082,43.909685301056946,54.13703830939824
40,14.58121914547348,42.28284543688878,31.17251661527469
41,10.264214457853004,45.67960994090481,22.5953880557094
42,15.748092665073237,51.29161799520974,31.36100384103252
43,16.772554583892127,40.54621682478321,39.024698750243594
44,12.520938551038551,55.089012217514835,51.00165047009976
45,19.82111954909615,78.00614733085946,24.34268861928166
46,4.934675008811171,69.50983092211995,57.762547515686094
47,13.021078080908756,34.80215586684045,39.166824865633444
48,4.094527834814359,34.72237048990532,49.923137606630256
49,18.569856353432154,61.05806900526701,44.74882458207898
50,15.578601188115062,61.468133584550586,29.307989356974335
51,-0.7815750269983117,49.109480736519586,58.47528975164683
52,17.731776392546163,41.742026057346955,30.457737969345764
53,9.322292015055458,32.337543128134875,38.469391870072556
54,-2.373785530917382,57.35236466645634,57.04610534292029
55,13.090164001293498,51.50650331301534,15.865932772290341
56,15.735527439304798,55.738041158219126,29.124485959954484
57,17.882444440022645,66.05888017268045,55.4988868217924
58,23.994272941579485,54.935334098468715,28.261869000796956
59,19.437609702026446,38.68099331932981,41.788119810181186
60,15.12032994855726,65.41416922570443,47.94457114493389
61,17.390489835632764,43.007052468022536,6.5570984675116275
62,-21.863243253913488,55.86815734866176,74.18290962452693
63,21.09212591809268,75.91104286399174,48.17897460639223
64,18.912536669421225,57.93536153005762,14.8601864689137
65,7.8929234982679075,34.87931338935671,57.0669476730457
66,17.66098759067974,47.70271716596441,38.27323331442505
67,-2.1251894978584764,66.95057711122514,61.300745004645314
68,-8.1500324239419,52.46916532793414,60.139365811340134
69,14.970420258806229,43.22224032961036,32.06127715145821
70,21.643581067696303,23.19668120149942,33.72621701311627
71,13.63003814743984,48.67031071689354,21.327100016203392
72,12.42168653391052,66.63407655381772,47.23444781655057
73,19.761953025081755,45.7375716158095,32.8981593294739
74,22.52661045050315,50.5123566129469,36.47748813603827
75,10.59858190206813,66.53878863883546,34.489967693015416
76,19.86313699921797,54.8004190160283,47.58492299412251
77,24.33182169806708,63.96499721064314,31.61694083568863
78,25.592822305904292,30.579544522310783,43.80190777875321
79,13.066577553673573,62.39113566463603,31.141615181552954
80,10.007332802459384,36.853793723369606,36.86808605824775
81,17.45918499970925,51.083764421841884,38.57939506359419
82,17.80339267321865,42.09974352670162,42.1004159220878
83,-9.559896483966542,49.769789017096365,48.10476603269375
84,21.255020253647213,41.87442677583041,31.689297468713615
85,17.543299605498273,57.747484376415294,47.6994335474634
86,0.48747960362035236,41.95746650411845,53.53600679508911
87,14.581241868544428,54.82603184627486,40.01524041834051
88,12.214244953696564,52.38532268757168,46.91219517771723
89,-14.555479730941142,67.5084197393313,66.58591278244623
90,14.045042631594898,44.799769756379916,41.410764730263935
91,11.766756141009976,49.93173235594777,39.097003437843455
92,24.554493831505905,43.69927865414811,38.76269290218141
93,1.2967883845957362,44.423282834883985,63.35369486547203
94,12.243006071540538,42.22488334347732,25.651551739834247
95,9.315996580861789,47.56203362675881,38.780652407378824
96,27.638633834702112,49.09544970470338,33.80688448290597
97,13.92067295869152,28.898101469558547,35.9002275000686
98,11.340777881356356,62.684977378070954,41.4744799163353
99,10.997170322983063,45.164335814893796,43.16140641660117
100,17.430256735822717,54.29632595716052,32.98782524257985
101,21.267971968752242,54.079649852082,32.56818779110115
102,24.147677843978386,52.6748845870557,27.435634749721174
103,-1.2607098506249672,37.1852556128179,55.38460835677621
104,12.586807804749995,44.01731929104804,37.903387314296644
105,22.329374235891176,51.529005767756395,46.6356654287004
106,-0.8826366736706648,54.48898011905771,53.612201708898816
107,13.13474120840717,51.869854157047634,44.770623800926906
108,12.346532708405972,32.805282682063506,41.84338758413669
109,10.72437169215624,52.745861019361776,43.06396744634859
110,3.98719565872077,53.60851963410808,55.997269645226666
111,-0.7234254155684932,51.99283790027245,50.815643901950466
112,11.018719337685898,56.06860549403277,45.10921815923732
113,11.239650423803646,49.947489565660575,28.66747131530186
114,29.369320866412806,59.611929022081895,35.14903946331357
115,16.125755417952142,41.547993127211456,31.847117763562803
116,24.352457058905962,56.1575129470525,35.47548887917015
117,21.837884031705464,29.369869485560496,23.786542520058546
118,15.924439694547933,27.656892962065605,55.99324706777065
119,11.573190587344559,25.5448679304789,40.51571405042407
120,11.938196726472805,51.50465052287281,61.50265843457639
121,15.3524540866875,48.63556472213741,27.54996559461346
122,13.077832216339349,47.981434251955555,31.188892185071214
123,22.16026391209432,43.21219656647422,45.47241117423602
124,15.31379694184882,30.48401456918528,40.18985042315238
125,17.18824731743429,72.42896956655981,29.314936265382862
126,16.37872444680963,30.888123772912124,36.88648439386536
127,22.018742351659892,50.53859526315338,35.457588071042345
128,17.045144603565884,35.19456082501533,45.3583142511681
129,7.327142243753704,53.084468174088684,42.905266420640785
130,20.867742607188625,65.82792865002212,41.011596779916836
131,18.83283197240721,53.43048463415549,36.720528569969275
132,-16.75569808927236,73.12781989379394,55.02041826295948
133,11.034721283699898,58.125866365038455,28.751710187357233
134,12.011186322103697,65.23511832550675,24.157839209360624
135,14.863875524737015,54.7709753253941,49.40972835373153
136,13.442982058842777,50.6089049468138,50.78573639627277
137,7.202321687288652,62.95691186235937,47.579672482242295
138,22.082873308526803,64.23991482532928,27.541138293307217
139,17.933424067383264,46.78889849214772,53.30155510569911
140,9.3024882423837,26.64148951346607,59.33557682810037
141,1.1195776217610964,46.6801040482677,48.89140663350516
142,-4.112958074261968,63.667186393812365,67.4283763288456
143,13.092812283646058,52.56104495017623,35.00707840215531
144,12.041790601207412,50.529193542705926,39.85224023676714
145,15.34917794780727,37.110698825703274,34.02519687870128
146,8.850667182687896,34.099220001852494,46.262789762997514
147,21.68294678459867,55.90122949407368,26.094865899738817
148,19.74138015548157,26.612967680308312,31.394661131548432
149,0.6943035904939152,51.04761394711657,58.48457965137637
150,18.176526899208987,64.54952960369278,35.89637864098022
151,-11.392581315783172,71.60795573002999,69.16409376440414
152,8.746918714120088,52.97929940605443,44.48890411290207
153,20.416114260832725,36.77808121101854,43.25180642077485
154,11.23396315458812,56.972177203948625,31.70759733444245
155,18.00765490238935,59.316403626929784,37.62224520626952
156,24.995941881421917,64.10833540723446,33.61272077038798
157,16.19250882843715,57.6678424548565,39.55430408089251
158,10.174288530915032,55.448133577759066,26.95582677518344
159,21.56574200211167,49.219148223639394,36.3067507041763
160,18.52157885076308,36.63654497168753,18.63898747088073
161,16.594503343632983,37.169807315554216,30.927688372807825
162,21.18740523589547,52.34893290671643,30.494141956912834
163,17.990254280010326,52.91368058116851,38.05124788647383
164,19.612693674168348,23.664339279143228,23.27948694239277
165,16.03893065157374,35.76969647715651,33.30360581910645
166,15.216017784767782,51.55709361467686,29.73550747305005
167,18.00328273440193,62.394787634392344,38.50456806200416
168,10.441694557065569,46.094951927020105,35.86735290643264
169,20.748822316908562,41.41297156822101,32.76996915103444
170,7.1771416219077935,51.53595089697551,33.39074499737126
171,16.708209653379626,55.87081413373012,26.729719092777998
172,22.963071942801694,40.64895771789808,41.84806831450442
173,17.152531526702145,62.17587909411703,30.304299649306476
174,6.433259600010241,61.8626063745618,31.42493971405524
175,12.18468039764346,57.53122970831345,44.00849498874629
176,12.265085258088245,47.538000040116295,49.48551032370532
177,11.765501009519118,42.515513610144396,52.158125758456755
178,-1.280201440932574,51.7186182960836,57.84728007770143
179,19.361664139318766,45.10973414135296,33.99919485187329
180,17.49980277480077,47.65487806677505,33.91104084989288
181,17.073212294499935,29.744321129787615,35.61997971674816
182,19.022651482085568,69.69872164845438,42.99091542420421
183,19.5045330608141,47.666698877528134,39.8302365434243
