unit_id,ReadmissionRate,CongestionBiomarker,do_diuretic_titration
0,60.29265261657219,51.665456942702974,80.0
1,51.55087111049491,15.655869768740057,80.0
2,55.86885317480284,33.26806623716803,80.0
3,41.23610812654853,53.35824372680021,80.0
4,35.022525060203485,-17.55040980574026,80.0
5,61.57853265741205,57.28726711865147,80.0
6,59.675176922679945,58.62033034102363,80.0
7,38.835199899254334,37.15575636298688,80.0
8,93.42009979048252,48.51177388425924,80.0
9,61.6870272465586,48.04278134984759,80.0
10,30.72771091455156,9.887393387102215,80.0
11,75.73666589944001,13.158281008339571,80.0
12,60.740862130921485,12.488416819181655,80.0
13,89.90398066923376,37.374546194434075,80.0
14,81.69569319896264,71.9539639758987,80.0
15,19.781388012314302,-0.2989089830754805,80.0
16,34.7188275795351,9.387778475735882,80.0
17,41.203476889023015,3.361929958414528,80.0
18,58.2005832226626,78.61837283025547,80.0
19,74.54407062019547,42.382851867833494,80.0
20,58.1468779929975,12.373757693353333,80.0
21,41.50772774913195,-4.139696595436433,80.0
22,85.03979372263233,58.2492620593486,80.0
23,43.64234166792732,35.31401392319827,80.0
24,61.095495549050106,50.73111619235078,80.0
25,42.31651984169752,-24.25761211834272,80.0
26,35.98273871975427,12.057471879783428,80.0
27,35.424652171427425,1.1743469437293204,80.0
28,61.92424704170118,8.482018246986595,80.0
29,58.05063537007506,25.40712361963588,80.0
30,78.11384796834268,-3.635020161582908,80.0
31,39.55289101071056,-1.0273391129912666,80.0
32,46.4603407028909,20.951237124834314,80.0
33,50.66783247205444,103.50019734385283,80.0
34,49.42142522582831,36.84929464842238,80.0
35,64.06222201778927,55.41953706354602,80.0
36,35.50377758331597,-1.4675105579034167,80.0
37,32.91562470966196,15.183494037299223,80.0
38,30.456550009248236,10.051240977455691,80.0
39,99.05969770077813,56.90172334344925,80.0
40,53.19164321103768,-6.659208157086496,80.0
41,82.44330502970327,80.43429964281853,80.0
42,56.30117980477695,32.54538872877623,80.0
43,39.26592545433571,31.47672004850378,80.0
44,56.88017944759597,36.368529436982456,80.0
45,61.37410205917389,-0.5341942422740473,80.0
46,32.75670858062459,34.40158012643367,80.0
47,13.285653912300633,5.26730881080125,80.0
48,65.72668773648373,40.18723956459961,80.0
49,34.913907653584914,-21.45573171658412,80.0
50,64.64665146523396,53.023887868872,80.0
51,53.28960810985432,23.917255800539127,80.0
52,37.12863034085969,26.092636442961037,80.0
53,47.863408988537714,20.68191282670993,80.0
54,70.4014566317967,17.120873885450635,80.0
55,43.414543083779186,47.603150339980594,80.0
56,72.90526982310301,68.58901427125222,80.0
57,65.5741089435095,30.65128875002582,80.0
58,44.76898747609572,13.362449055970929,80.0
59,66.98473482468339,34.60912834003866,80.0
60,63.57588396232108,53.21515917749572,80.0
61,59.74322324980564,44.5111993255243,80.0
62,31.569112092052876,46.102227543195795,80.0
