unit_id,CropYield,EC_Salinity,do_ph_acidifier
0,16.107952403834638,49.67447697743513,50.0
1,23.28393915749401,51.90569702309587,50.0
2,17.928908987977923,57.36821122686931,50.0
3,14.603801313556971,54.79567570692275,50.0
4,26.1242293821152,54.014801616121765,50.0
5,23.361288815547027,43.73077030242874,50.0
6,19.034116106016224,52.19811095127574,50.0
7,17.26384972206397,50.68824734225911,50.0
8,19.734252787097198,40.990128120090674,50.0
9,16.989409496883468,49.38666948986295,50.0
10,22.058444485525616,56.6649938801466,50.0
11,20.97887714361817,36.689448611525044,50.0
12,17.79266689086136,46.741953642231394,50.0
13,15.854321176059699,44.049339514881005,50.0
14,19.515863862307306,64.39809271197674,50.0
15,20.069971720950996,64.38691083507612,50.0
16,25.107321530188134,42.16498932852115,50.0
17,17.383816598011656,59.90997398966214,50.0
18,17.09826071886892,61.23602359919472,50.0
19,17.433351144499504,38.94602412915325,50.0
20,19.2887532971067,49.75106216334673,50.0
21,20.50851831655142,37.69674008281835,50.0
22,9.609636902679913,44.10628393698619,50.0
23,19.086016094274036,45.20140710377744,50.0
24,21.21525325342827,59.46938348512629,50.0
25,23.753529730474195,44.47558031415741,50.0
26,19.045904220218016,38.28110333698419,50.0
27,22.97397489984772,53.18330679908464,50.0
28,20.712460690081027,57.68250926733986,50.0
29,14.667422345753492,36.737170640730206,50.0
30,18.198313108604218,27.233426153869633,50.0
31,23.99080898256202,41.91250126741533,50.0
32,22.56251996680157,52.10355041434147,50.0
33,19.693124281694157,75.00355010464985,50.0
34,14.779005122854747,49.01161276744342,50.0
35,20.272334396308896,30.85242092780295,50.0
36,27.872519077190667,37.03062672555524,50.0
37,20.84024288820007,54.59160666142473,50.0
38,18.7719774537065,70.76816656593795,50.0
39,17.94552280691382,54.365123873546565,50.0
40,21.052776262715714,40.15047973589076,50.0
41,23.45435531033342,34.393767017521796,50.0
42,18.861335971208014,53.82710596916612,50.0
43,22.420625061619255,57.64795630738459,50.0
44,22.264943792647117,48.493731659923284,50.0
45,25.815447063027886,42.196009222473776,50.0
46,14.669099229565857,61.518006757790744,50.0
47,22.005824394987712,49.35483206545914,50.0
48,18.07541786250371,64.55051493785521,50.0
49,19.707990878483702,48.428402969393446,50.0
50,20.501900576302596,51.900122155644404,50.0
51,13.675901173426709,48.353868721007906,50.0
52,20.132904331972675,45.52992006906234,50.0
53,23.754338926506726,73.69973439928246,50.0
54,20.941038691349156,33.478924726929385,50.0
55,23.851377552189653,54.817501824485085,50.0
56,16.354178593293906,46.95386680409276,50.0
57,13.886862698053063,49.396635706760804,50.0
58,21.777566367937407,57.01318572913274,50.0
59,16.909054365135464,58.528343811692295,50.0
60,18.57588844813891,39.01001150318875,50.0
61,22.323460534261887,47.45076519272295,50.0
62,20.98391570777745,63.29186901249633,50.0
63,19.47310803901494,50.143818518389516,50.0
64,23.66071686901296,57.5847219709804,50.0
65,23.54845532910683,50.93084151868055,50.0
66,26.79597474406712,20.348525312529148,50.0
67,20.697698982332223,64.1000082902117,50.0
68,19.34559566128798,54.25564378772767,50.0
69,22.577894016222075,37.25988581193521,50.0
70,23.086899704768186,35.19116147898446,50.0
71,17.053429661203083,71.31891132188758,50.0
72,18.741411616541356,65.4556365796812,50.0
73,17.614986878712436,59.55765752919493,50.0
74,19.760959098790963,36.20466828029491,50.0
75,17.829405315314208,47.32822939470858,50.0
76,23.453138736025814,46.465376300752496,50.0
77,18.829899243553044,43.50898991219304,50.0
78,18.249264416387636,61.78153441132292,50.0
79,14.273487989455477,51.08914025953792,50.0
80,17.401942951505788,56.542066072203816,50.0
81,17.43682700912938,24.907720716631616,50.0
82,14.47076727402207,56.828005359451254,50.0
83,25.48437630259294,39.92741310944863,50.0
84,21.27306820372029,56.8847196601314,50.0
85,19.792668475932107,63.86042453824454,50.0
86,22.40347169503505,62.916164959752244,50.0
87,20.367044340026293,47.44943243845945,50.0
88,18.407967993982655,55.54435499757554,50.0
89,23.21267803704862,31.713313253318383,50.0
90,16.99001583428002,54.04288269657841,50.0
91,21.173219502249278,38.35208499059057,50.0
92,15.948394423661561,35.74900730898587,50.0
93,19.11882791513461,62.258836374041366,50.0
94,24.23751383270268,45.90321039880063,50.0
95,16.220002085968556,47.6588070456342,50.0
96,18.916287744401227,55.26245924397686,50.0
97,12.244264425511492,31.72788662416951,50.0
98,12.983238978817784,58.978154658865584,50.0
99,21.412795083550325,41.2614704759707,50.0
100,22.722290611916865,61.490642442844674,50.0
101,14.055074524529264,37.2353102971809,50.0
102,21.502669792581646,38.95051858460816,50.0
103,25.501385006294917,52.90004469595414,50.0
104,25.855564928267118,73.1948944630985,50.0
105,16.73401176077752,68.2197659135391,50.0
106,21.202238615653968,58.75949214683327,50.0
107,26.01549059891274,54.121559867481714,50.0
108,15.330523418043946,51.48032303995366,50.0
109,22.2193812882378,48.77357134508722,50.0
110,20.954529364535095,33.27954520692187,50.0
111,19.866440877271337,61.010837454201976,50.0
112,14.011138094479014,57.682706612155464,50.0
113,20.39806989388199,59.62353784385457,50.0
114,16.259168385930376,51.10707105922341,50.0
115,20.767639782349423,69.36360348014497,50.0
116,19.013691673022194,47.28001306575813,50.0
117,16.543314086110392,62.61899559679369,50.0
118,19.52366416358877,51.77050483458507,50.0
119,17.449074179968314,32.52059544636065,50.0
120,15.026015767269689,60.311348180704286,50.0
121,24.785247666998444,50.711986724539294,50.0
122,15.653600025646377,38.912510469242044,50.0
123,21.616106716493572,30.718460723730217,50.0
124,19.942804457620724,59.377461303200405,50.0
125,17.354227181929645,55.47429923804352,50.0
126,19.45285051036498,64.49464638113056,50.0
127,19.860939639354182,37.085923698410554,50.0
128,15.942111807265036,77.36547012141766,50.0
129,13.183857906686814,59.92678748115346,50.0
130,17.378215307308675,38.563898227794716,50.0
131,23.53840664979518,53.7002353936202,50.0
132,14.836935844181394,48.687157547484254,50.0
133,22.822608471621827,68.46841958121894,50.0
134,20.38932141830581,60.34413295404297,50.0
135,20.677133361517207,36.07818632941881,50.0
136,18.21458210299488,47.33583621428262,50.0
137,20.662928532251502,57.613074513171654,50.0
138,17.35963362452743,38.24738266168304,50.0
139,17.924014247226953,37.43676629922874,50.0
140,20.704460618811233,55.92940460761909,50.0
