unit_id,CropYield,do_ph_acidifier,do_iron_fertigation
0,65.99283816661014,80.0,80.0
1,64.74462583385865,80.0,80.0
2,73.45412940495962,80.0,80.0
3,63.19573799741545,80.0,80.0
4,66.44913073213718,80.0,80.0
5,66.1203394538342,80.0,80.0
6,68.98631328330079,80.0,80.0
7,70.67137469442306,80.0,80.0
8,69.41820293464669,80.0,80.0
9,62.12800513380791,80.0,80.0
10,64.80465667393797,80.0,80.0
11,69.32028352691417,80.0,80.0
12,65.49400533415854,80.0,80.0
13,63.1191300531651,80.0,80.0
14,69.80865430417273,80.0,80.0
15,63.354016159639706,80.0,80.0
16,68.47004063069568,80.0,80.0
17,64.04789879990653,80.0,80.0
18,67.90925781966358,80.0,80.0
19,61.72651038591845,80.0,80.0
20,67.73457694292937,80.0,80.0
21,61.558734037368566,80.0,80.0
22,65.42691469718002,80.0,80.0
23,66.20541827081567,80.0,80.0
24,67.30459782321692,80.0,80.0
25,67.0686117267408,80.0,80.0
26,65.08749318250837,80.0,80.0
27,66.93012273021102,80.0,80.0
28,66.4580879027337,80.0,80.0
29,66.73112718260671,80.0,80.0
30,67.34638975833816,80.0,80.0
31,69.67719283425416,80.0,80.0
32,65.39923016686664,80.0,80.0
33,72.5201615799199,80.0,80.0
34,68.23674955827217,80.0,80.0
35,64.69185267750144,80.0,80.0
36,72.45742652870652,80.0,80.0
37,63.33780087519019,80.0,80.0
38,62.45874942340395,80.0,80.0
39,66.19404087618072,80.0,80.0
40,76.70747869750082,80.0,80.0
41,65.93429466088907,80.0,80.0
42,69.38183691275592,80.0,80.0
43,65.04525767789295,80.0,80.0
44,68.98520009939337,80.0,80.0
45,61.89215554475927,80.0,80.0
46,68.05167222250873,80.0,80.0
47,62.54268405002835,80.0,80.0
48,67.38398447902503,80.0,80.0
49,67.9933149525841,80.0,80.0
50,64.1046389759864,80.0,80.0
51,65.16947469200795,80.0,80.0
52,63.275530503949945,80.0,80.0
53,67.79203470007823,80.0,80.0
54,75.93230613950382,80.0,80.0
55,63.286876574911204,80.0,80.0
56,69.29685825236118,80.0,80.0
57,63.950528221416526,80.0,80.0
58,67.90391072455357,80.0,80.0
59,65.19542322391716,80.0,80.0
60,66.18268461948142,80.0,80.0
61,69.39291025561943,80.0,80.0
62,70.12915676336004,80.0,80.0
63,71.27469206509997,80.0,80.0
64,63.78048819929602,80.0,80.0
65,61.09136654876709,80.0,80.0
66,66.09155961907837,80.0,80.0
67,67.79860891909564,80.0,80.0
68,63.6276991644161,80.0,80.0
69,65.2981746917674,80.0,80.0
70,66.97577029765613,80.0,80.0
71,61.44851601669379,80.0,80.0
72,65.74216167862646,80.0,80.0
73,60.82638518419923,80.0,80.0
74,63.15379502495899,80.0,80.0
75,71.44539574898819,80.0,80.0
76,65.68676663951399,80.0,80.0
77,68.85393863595084,80.0,80.0
78,71.00045268971326,80.0,80.0
79,66.54415086246749,80.0,80.0
80,67.00332374526184,80.0,80.0
81,69.87788196332346,80.0,80.0
82,74.0278383792412,80.0,80.0
83,65.45226348307148,80.0,80.0
84,66.46045719030636,80.0,80.0
85,66.49642563391743,80.0,80.0
86,71.10622558918418,80.0,80.0
87,64.20145618163839,80.0,80.0
88,61.18487864516523,80.0,80.0
89,67.01062851512852,80.0,80.0
90,65.2310997234259,80.0,80.0
91,65.07683643234307,80.0,80.0
92,66.12398532658041,80.0,80.0
93,67.59709591034522,80.0,80.0
94,65.14375446144734,80.0,80.0
95,68.6362625274911,80.0,80.0
96,63.98258845556186,80.0,80.0
97,58.56421813614561,80.0,80.0
98,70.57571767898702,80.0,80.0
99,66.64924209346363,80.0,80.0
100,68.65267548827127,80.0,80.0
101,62.18344551713546,80.0,80.0
102,57.78456443700635,80.0,80.0
103,65.12599059938908,80.0,80.0
104,68.37412397873591,80.0,80.0
105,58.91597077720543,80.0,80.0
106,65.438798094787,80.0,80.0
107,65.89599819989014,80.0,80.0
108,59.359395364622074,80.0,80.0
109,71.62450770227622,80.0,80.0
110,68.42597280526049,80.0,80.0
111,69.90313792229031,80.0,80.0
112,61.74606308019067,80.0,80.0
113,66.4802918564047,80.0,80.0
114,76.49799788731123,80.0,80.0
115,65.90039452770445,80.0,80.0
116,66.13378389694509,80.0,80.0
117,63.053045263323526,80.0,80.0
118,66.7844523732963,80.0,80.0
119,73.79634505840572,80.0,80.0
120,64.48250543523652,80.0,80.0
121,70.3054275930051,80.0,80.0
122,63.37509477962645,80.0,80.0
123,68.42406886091793,80.0,80.0
124,77.32332070037026,80.0,80.0
125,67.8103064365085,80.0,80.0
