unit_id,CropYield,do_ph_acidifier,do_iron_fertigation
0,61.9519907004863,70.0,70.0
1,64.07598147719273,70.0,70.0
2,60.554320550464396,70.0,70.0
3,68.73237931951147,70.0,70.0
4,67.60124604769831,70.0,70.0
5,64.91092720148266,70.0,70.0
6,60.51579589017176,70.0,70.0
7,63.99947721634634,70.0,70.0
8,64.86997790136387,70.0,70.0
9,63.58718286276905,70.0,70.0
10,62.949850564091726,70.0,70.0
11,63.402012246205565,70.0,70.0
12,59.88819363696884,70.0,70.0
13,64.40036676170048,70.0,70.0
14,58.45054447533209,70.0,70.0
15,61.53132551332354,70.0,70.0
16,64.85569894701584,70.0,70.0
17,62.47012109095994,70.0,70.0
18,62.3868883383514,70.0,70.0
19,62.15532201496156,70.0,70.0
20,67.20329264098073,70.0,70.0
21,62.60013727409079,70.0,70.0
22,64.83394300861943,70.0,70.0
23,66.69518735240271,70.0,70.0
24,62.09101391461403,70.0,70.0
25,65.35799060645343,70.0,70.0
26,64.77460789484856,70.0,70.0
27,63.154363506739124,70.0,70.0
28,60.1484227652115,70.0,70.0
29,63.104463420401466,70.0,70.0
30,62.10778497807834,70.0,70.0
31,62.365512196456685,70.0,70.0
32,65.64882510488067,70.0,70.0
33,57.26983520696109,70.0,70.0
34,62.37586448833932,70.0,70.0
35,64.59795438008614,70.0,70.0
36,63.09407559145878,70.0,70.0
37,60.42368971511185,70.0,70.0
38,63.04440562131711,70.0,70.0
39,67.66257085752976,70.0,70.0
40,62.617498834340914,70.0,70.0
41,64.9632174922158,70.0,70.0
42,60.85671637160069,70.0,70.0
43,64.78539634938801,70.0,70.0
44,62.78643222420748,70.0,70.0
45,66.60384953947654,70.0,70.0
46,68.49323772296428,70.0,70.0
47,62.10201081153307,70.0,70.0
48,64.7451234646814,70.0,70.0
49,63.21440192424883,70.0,70.0
50,66.62539241533447,70.0,70.0
51,65.29016182875044,70.0,70.0
52,65.94671694159786,70.0,70.0
53,59.795035138511224,70.0,70.0
54,62.41467247158827,70.0,70.0
55,68.86165223028513,70.0,70.0
56,65.49302637467287,70.0,70.0
57,68.51445816539368,70.0,70.0
58,57.95174832695186,70.0,70.0
59,62.614411585065724,70.0,70.0
60,71.21144875957206,70.0,70.0
61,61.65851578720514,70.0,70.0
62,66.15749867685581,70.0,70.0
63,60.89733531134951,70.0,70.0
64,63.11379917803181,70.0,70.0
65,65.5730773271482,70.0,70.0
66,58.986553608996516,70.0,70.0
67,64.22667028568661,70.0,70.0
68,62.16893205380672,70.0,70.0
69,60.452418320650416,70.0,70.0
70,67.71650569194456,70.0,70.0
71,63.1213833169928,70.0,70.0
72,58.45595403942564,70.0,70.0
73,56.23991501215694,70.0,70.0
74,69.47922567513051,70.0,70.0
75,63.723559488896605,70.0,70.0
76,60.919692499917865,70.0,70.0
77,56.638928613105385,70.0,70.0
78,61.72372496996264,70.0,70.0
