unit_id,HarvestBiomass,NitriteLevel,TankTurbidity,WaterTempAqua
0,-16.006638238116825,53.769701644609555,88.11596620273696,51.09953946571708
1,-7.036710430152055,55.42400547959747,78.77779239863905,52.74740089393892
2,19.604949796695134,66.21927835999858,86.9224881635239,34.620482823794156
3,5.364576318756441,29.83860872647222,70.02518708746179,54.1254090667438
4,10.892756524368385,64.76436729907206,78.51671051043365,66.56456518049949
5,-4.640868295892873,37.6086646029165,84.213069478883,41.46240652089326
6,-16.281798660097277,59.90781845400347,79.76357914381045,36.27811232675038
7,-11.539087416552562,66.42224069869815,77.24529219386811,41.159997033441556
8,-3.2601818680516907,62.728206793232,90.95422065324884,69.9729125656158
9,-9.75896816383037,29.79517020593055,70.8822534874648,48.79436184946784
10,-15.19817162863946,56.475057739917965,64.88306480823576,71.54812789762265
11,-24.151631213607764,47.71579067010306,72.38010965211242,65.20112296253417
12,-14.881671175386582,45.65337060599051,64.07502596032633,50.40877363279511
13,-8.7629137462214,37.70690710612159,75.5648489421798,47.986243991641274
14,-16.807790538432954,70.17404722017446,89.21708615062418,73.94934214760795
15,-19.270704152995375,49.46582871662583,80.95411271529466,51.969838677719956
16,-19.901241599562898,38.757880399377726,69.87875990494625,62.28338286314777
17,-4.9184750305207405,64.558759856806,82.90002739204458,52.86326894080549
18,-11.493451206947437,65.96114717744935,51.62239166063582,55.56871537355963
19,10.436663164456387,52.96113341746475,88.91337328512618,50.01073522339002
20,-5.186510169150939,69.66062257038084,80.3135542984737,33.958611530031256
21,-9.579165444847831,57.2613286306801,80.2405585275907,59.089564224411866
22,-32.014131999486764,21.557343600533198,52.60386315025217,32.890159212785406
23,-21.221306786905505,63.65630310487505,73.28354255622257,21.095694265995547
24,14.859216345875929,52.97157512273301,92.13153517344995,63.290694139479434
25,-0.40351873085340895,38.503856801396154,85.30837662286847,49.339567702878476
26,-31.476907770515115,57.63910309545203,58.06213692261744,26.329433548106305
27,-7.20266583414379,72.76406120796571,67.18791527081922,36.03260542296367
28,-8.704505615124065,45.79513549289286,89.69193188926651,58.68992204273005
29,13.251003703314455,46.558511473576026,75.47113305638977,63.42028649678518
30,-15.776283746116494,45.180936853953256,75.37763478288066,25.86359816786938
31,-20.829250846811387,32.707563841099656,58.072829685962496,28.26329572532571
32,-7.528811211213667,59.60238337836177,89.83395907359824,52.06479403334343
33,-28.371812443634973,47.0182166610609,57.43487873600821,42.68735579361092
34,-6.281472255359434,67.82631768611097,62.48087667948616,31.135040378502026
35,22.688297263681854,51.69446689033011,84.39084947608686,57.25159323038818
36,-10.002347983400442,49.23603874557463,69.27357071350825,31.926621508637815
37,-26.22627285473773,50.826598776614205,68.53886068929049,51.2698435901525
38,-0.6747611328257447,61.137817884474245,91.27906822990506,50.456170882081196
39,-22.134123931114818,41.696160231419704,85.13313374597475,79.10521408651321
40,-11.630883832451897,64.73599839817686,83.37942604292074,35.57460427300487
41,-20.022141295892975,65.34202858640926,62.355419532284245,40.73966167277802
42,-4.906340498593556,25.844529199939103,58.805280710496454,58.39032539937472
43,-3.2632033391128195,46.86106201672755,75.2611177268962,59.43620898246746
44,-10.384684543396558,62.18073402259992,72.11717172570097,78.38122828529521
45,-8.040702686354008,67.8019272857873,64.37986451962779,70.02642509078791
46,-17.406900738743285,80.27595258028357,69.64698197484127,53.208551973116336
47,-17.86023666193805,43.217569537279246,61.763191858587646,61.8884060803374
48,-15.85739344128378,39.477869993911966,76.44674041923882,45.62499923386392
49,-11.491313854996164,41.49731067073771,69.1178807137023,58.88485552600033
50,-11.698365967589513,38.85957206869124,76.83208145276367,51.89654492654741
51,-9.211880174917255,51.188946534653056,90.4245526124487,45.57320562190611
52,-10.1736828209017,47.241189760728695,72.5104868457977,67.60728826192864
53,-18.255370828564665,50.18446508161141,53.66841174052073,45.07873441953286
54,-10.475767170807664,27.033898971401943,93.4889538996312,67.60305200105545
55,0.24525512066069632,51.046797773351464,62.39693415768337,45.0259991732048
56,-12.331757845306434,41.894809792117584,72.41398734660488,28.086285441070988
57,-7.301597227564445,55.322970928425086,84.59721743490526,52.47608640396612
58,-1.8016918792850767,42.92694788806511,88.1667559865542,36.76344858930814
59,28.10434971752139,43.121494722632285,85.71274441951138,72.82674665491172
60,-14.261105625452341,50.43336891896554,69.66322368529892,58.3725673010884
61,3.346424273859699,48.65160054715144,58.96360221568091,57.858067908827884
62,-31.80802415271452,57.40792113620084,59.18906558795378,43.3457778683555
63,-7.447831069284245,58.1511121619104,82.30477682219284,71.78479665945756
64,0.18827925160205217,45.8283993983564,76.46872003803378,49.908299138223974
65,-5.030650159268146,34.630992687315754,100.20933252402747,45.9161948661151
66,0.18348442027835188,65.21974366072475,88.30341052584443,43.32741284991979
67,-11.450435501352434,48.24459969953936,91.93747200628674,49.312355590312954
68,-27.897383023348095,46.02646876697604,60.827934421461315,64.88957918548829
69,-10.553392169904424,25.929776011748636,80.59807150811356,35.08227064691656
70,6.11028514661618,48.6018286631101,87.29365905639727,36.28515337690644
71,1.5222882732945378,25.545329000296466,72.62875533106717,67.29285792617827
72,-13.488721080423193,57.69900265498293,70.28327948574089,38.33466450631755
73,-4.880019238808416,49.13211546010011,90.53992092589648,56.51028282969434
74,2.5688449203854478,72.91716218312416,86.40059446053594,40.96290367206138
75,-16.389458244138122,64.07830888130164,72.55307178352831,36.284553431843705
76,-7.472026512695885,51.13711245614584,89.71567388921066,54.95235400130921
77,8.21646663092333,68.50048251586006,105.57665523222312,48.70834431389604
78,-1.4055252260634354,60.437022501623716,88.76016803607094,48.47820031710735
79,-13.34978346725601,40.03885116194743,66.33636184457197,41.38186417802532
80,-28.64099777740247,57.73522394111055,45.47219050643151,70.86824807822401
81,-1.65096781791208,44.158544033658536,69.31346678323139,79.19526323270567
82,-9.158482005932502,52.63360929679009,82.91684468808417,48.54922318558362
83,-40.37758543739832,59.78105256819898,43.740341076130605,46.62536073915455
84,-3.790908003113724,77.22922804279197,84.01533467752924,48.38775545809526
85,-13.929936675135972,72.35665364219604,85.06662566824191,55.82239999727857
86,-19.443708989050187,50.353935481881656,72.6994648281367,41.39910309713226
87,-15.606332460193059,61.940530270956394,72.43331497543512,51.44428884456287
88,-12.919023832741011,45.32902585580981,84.20355192567412,63.58333899087698
89,-19.017583933427453,47.33868875135043,86.13553233997034,75.25082496039717
90,-17.052475104544502,50.48585666348447,58.23265399229972,50.7939386235614
91,-24.18065347112633,59.44859041272656,55.873725420122405,50.97676701356876
92,8.674770511252056,53.40933591991259,83.03756671726008,46.08770498566983
93,-15.442740583986508,43.414603067863254,79.4400537095196,66.10344786882743
94,-12.890353541077795,61.17964429037765,58.956767838159564,52.27415699594916
95,-25.174143626790844,34.76242606044656,57.48580386981733,59.85291103824527
96,12.407355657409099,49.47165833790606,91.66136106816056,43.88020139824307
97,-16.53049447649574,48.2097426687439,63.63303621611817,21.173803427671213
98,-26.116124144962903,63.17229184336443,63.09887846911457,48.596161243450645
99,-18.94659727471051,55.37470845095409,52.202358205299234,40.0820676906528
100,0.6796741045861743,53.89469408425519,71.653311253844,67.75911390603127
101,8.803750364037642,67.35067028134632,95.71649640615631,42.73202910298011
102,4.405153664474325,47.56389031831314,89.45730728328856,47.30939585313014
103,-13.371186188924117,58.409666441376224,88.31434720047727,50.20284819236811
104,-17.932052550414106,60.94110046771319,71.14242746824102,33.765058661405284
105,-9.31397206808656,58.24833019178038,75.50855342314398,43.86769507936893
106,-21.917957671427892,56.14223251114118,79.88097334561182,50.13207277101762
107,-14.806663003842914,66.6870295802097,66.38351430869294,43.81851672942084
108,-22.403039258614488,46.80374999728005,68.6560024228249,46.111540511077614
