unit_id,HarvestBiomass,TankTurbidity,do_Aeration
0,19.535630086546796,59.6225364321725,75.0
1,41.297930402696785,90.2951838866142,75.0
2,24.217197612169905,72.55870490550431,75.0
3,28.140307858993094,72.93766101605448,75.0
4,21.882002166888636,51.83770783565162,75.0
5,18.319369483848277,52.47068976847864,75.0
6,26.58333598129311,78.4295408361045,75.0
7,41.94212719066253,88.14960405056769,75.0
8,28.33252778745058,65.850154613788,75.0
9,21.96909068610477,59.56633871253931,75.0
10,27.656517212609202,72.53160853726735,75.0
11,34.848282074660894,80.63528742204879,75.0
12,26.871995233608573,66.03978894592969,75.0
13,30.88296383578572,76.50714936087567,75.0
14,30.450584992649013,80.86353622617199,75.0
15,23.210380619107365,62.326346857279425,75.0
16,23.56376810894133,63.50363991291475,75.0
17,33.49662150670633,88.1141295137866,75.0
18,29.875464032627608,82.97277076009973,75.0
19,25.955486643206964,69.81496617351344,75.0
20,33.19635116821348,73.96523638177446,75.0
21,27.056536388474314,70.76075872051257,75.0
22,29.89756179649409,76.12261350554992,75.0
23,30.111159636727514,63.92818227772314,75.0
24,39.59114940595086,95.98300859570136,75.0
25,34.40399489504028,76.79864286204868,75.0
26,30.326168558154194,77.33027571709243,75.0
27,37.39258385719917,92.77275693351656,75.0
28,20.28528714769892,63.25886329211195,75.0
29,37.31657927858106,84.68892629272297,75.0
30,40.14808635226407,90.22312247169074,75.0
31,37.01675201579943,85.53881277608953,75.0
32,34.84397905546605,73.57155379389417,75.0
33,21.348523698086318,76.22012468706497,75.0
34,24.594562269143925,72.0542696300321,75.0
35,34.422813249390074,75.98382588570458,75.0
36,38.92063441924795,88.76542626021947,75.0
37,29.588724046150077,81.4733365607714,75.0
38,30.25146616316352,77.41201153574978,75.0
39,35.49418924938614,71.09533008702007,75.0
40,32.6295857433915,83.2016646745983,75.0
41,38.81622027523345,88.13624817986091,75.0
42,36.29695514829852,94.42032483391043,75.0
43,24.07803175911818,59.16602354064707,75.0
44,33.018828271430024,81.89831577664748,75.0
45,35.52720492612817,85.30903983651882,75.0
46,39.40184565853635,84.52640167518898,75.0
47,25.98246741550276,64.14756305790912,75.0
48,37.08557074577777,80.23741280685208,75.0
49,29.355675444627803,74.12840135933348,75.0
50,35.84970391321948,83.48297120401092,75.0
51,42.85446848559585,90.48952842165338,75.0
52,27.754640110443606,62.08904696935601,75.0
53,27.384649916885127,75.21382377782447,75.0
54,26.496965998096528,68.26823421574959,75.0
55,30.890547564960634,68.72240822254466,75.0
56,21.582473528031247,63.37495370244893,75.0
57,22.086098725737546,56.79997354219085,75.0
58,22.143425052938596,72.2176991529041,75.0
59,33.336557946034716,77.56585091050904,75.0
60,34.619364474977964,67.21247240763087,75.0
61,36.9759377530327,89.73860381566035,75.0
62,43.82036316960902,93.60850532044458,75.0
63,35.839171808853315,82.15030513381713,75.0
64,31.837320079386576,77.50175345025056,75.0
65,27.699923898689562,69.82035538893014,75.0
66,26.513629122486265,80.14640782052378,75.0
67,37.1242126547373,89.74083012812369,75.0
68,21.986175730669572,62.450189830306996,75.0
69,12.28398857553919,55.08632701330161,75.0
70,32.650017325390685,72.28614236232083,75.0
71,21.693021404411855,61.621622162316164,75.0
72,18.399798430531334,68.17669646181474,75.0
73,27.903397917818154,84.83685755680096,75.0
74,35.430242063850265,77.9850021468826,75.0
75,39.01931759136103,90.4659153825577,75.0
76,22.939090506132203,67.81532563693175,75.0
77,28.28262200621242,77.66613881705352,75.0
78,20.935515290757955,55.75851936972801,75.0
79,32.47854534639784,75.91307994678967,75.0
80,20.272988465747147,65.78522984522637,75.0
81,34.787511761482456,78.20736316683427,75.0
82,32.26615763135796,63.13590566910574,75.0
83,32.42856514889782,76.73085401693818,75.0
84,35.294778698763125,86.62079951360005,75.0
85,24.999972923524975,66.01755507699022,75.0
86,45.314254370477734,101.85830276217469,75.0
87,37.32893629326633,67.10057530316212,75.0
88,18.918771228690485,62.74118261712151,75.0
89,36.067273423936754,88.45258003364982,75.0
90,22.12822416678242,70.12287969247119,75.0
91,42.43479858329114,103.18321153256781,75.0
92,27.565117684802466,73.03561474988138,75.0
93,30.196042187767496,73.98007700314972,75.0
94,41.34894768556608,89.40404465259334,75.0
95,22.806259740289278,69.14635144527293,75.0
96,27.408589188454776,67.91915461305258,75.0
97,27.59232292268545,63.59322004143373,75.0
98,32.397719051779475,84.31767417283602,75.0
99,31.36744946869977,80.31692876408786,75.0
100,41.992614282653186,89.1105781797758,75.0
101,24.398185663130246,60.354957516224054,75.0
102,21.10273549235977,61.20903385128452,75.0
103,20.000569753106994,64.82065304344843,75.0
104,35.14199195293726,82.42254475120053,75.0
105,26.50927834944612,72.03243055477047,75.0
106,42.87702591842784,81.01213441950402,75.0
107,19.361542508529666,53.704890881436654,75.0
108,27.022215194247313,76.00377918341702,75.0
109,23.86718325087547,61.42474965774904,75.0
110,30.140419506393563,72.7927220639331,75.0
111,34.64985837244672,84.5142519467049,75.0
112,25.1503382754777,68.28782702276705,75.0
113,22.341527126473714,62.38546975958532,75.0
114,35.40698443083568,99.39675479847723,75.0
115,38.781066466812874,95.66164562169249,75.0
116,25.543265910105955,62.80046377650092,75.0
117,32.30243207989684,84.98409584587534,75.0
118,31.023663269006782,69.60805048903156,75.0
119,31.366358440546538,81.91572045727267,75.0
120,39.5019748960511,87.90274124459256,75.0
121,19.913438141083354,64.8096649465632,75.0
122,29.01510309406436,73.15666312283531,75.0
123,34.53553927600874,81.89781836915277,75.0
124,42.786224341902106,79.90517138448108,75.0
125,31.588458821726796,85.88862758622977,75.0
126,29.903226106671454,86.41338552516342,75.0
127,29.074049513271767,83.70316318732364,75.0
128,32.83482887899258,74.33316942854482,75.0
129,26.10266531686087,59.49546134993609,75.0
130,32.94731134732297,79.36049224723686,75.0
131,41.24163713258042,92.2623496216435,75.0
132,17.664548301218208,59.28367992767498,75.0
133,27.769122929024807,69.21839299839888,75.0
134,25.433724700668023,76.59653486705365,75.0
135,33.817005734017016,86.68399076987836,75.0
136,28.383578074092522,72.18655589593949,75.0
137,24.797729645340674,65.71684892429467,75.0
138,33.34978084649356,71.95833146649277,75.0
139,29.416596271321616,71.75529752521626,75.0
140,30.217818912613428,77.87502867727798,75.0
141,40.552290257640884,92.43961190612274,75.0
142,17.06581407447638,53.602920203028056,75.0
143,36.13967813390474,76.37495157126783,75.0
144,33.761557836423364,77.6226083286657,75.0
145,37.28533141907549,93.86131183129191,75.0
146,29.985890854042438,78.75881371607399,75.0
147,20.86583555738283,64.44015042227176,75.0
148,27.39516733558972,71.28353250253689,75.0
149,27.663421863920814,70.9421013230383,75.0
150,29.89394707107,73.88250269784062,75.0
151,24.924256096368246,61.52365970547708,75.0
152,32.18701707944458,66.04770824528973,75.0
153,42.96364296209735,100.5328943314122,75.0
154,43.800366215508504,99.82388491862031,75.0
155,26.965011573841558,72.84694254982766,75.0
156,37.937358612856166,86.13679897266823,75.0
157,25.646065409906047,71.14036513009381,75.0
158,30.0441685892657,73.8171038351438,75.0
159,35.48686308939535,82.88251819318464,75.0
160,18.873380728065925,49.06575165174362,75.0
161,38.60922120138788,92.14550612693039,75.0
162,19.402164244883693,53.82804302898276,75.0
163,34.31274537507245,73.69165567008483,75.0
164,31.66186450500342,77.56286932674116,75.0
165,34.87876032196755,90.92228019658569,75.0
166,43.72132649030733,83.20354381056677,75.0
167,44.699783462044294,104.88690079252758,75.0
168,27.556689313851447,62.55032764669906,75.0
169,21.853555192696692,57.84612920680695,75.0
170,28.100003629322643,77.800446508222,75.0
171,20.75782648108293,61.82291301514083,75.0
172,27.584838125845444,70.02901286470723,75.0
173,38.996672437260756,103.10423197389412,75.0
174,24.008916819338225,69.72045983706349,75.0
175,14.470659803137563,58.21259151618117,75.0
176,34.12013197111187,80.53547366187381,75.0
177,19.208366197891415,61.01259303302199,75.0
178,29.01010400876769,76.99085337844033,75.0
179,47.97488862654716,100.69582608692832,75.0
180,37.60121728792282,87.1156435414465,75.0
181,26.19817586485672,54.54034209869142,75.0
182,29.407740901304347,77.40517452291375,75.0
183,42.73745904498545,90.03255437608516,75.0
184,19.49921159937701,61.98437267080321,75.0
185,37.859141419086484,87.18140037444435,75.0
186,34.2304993033165,84.58718528640964,75.0
187,34.048276053732295,72.51489948268787,75.0
188,36.131970262661085,82.9208158365354,75.0
189,25.318951291946338,64.94305572346357,75.0
190,37.72757979933487,80.99667903994647,75.0
191,34.77279143581442,82.74347084393149,75.0
192,37.64236809748918,92.9119360967835,75.0
193,25.307547770188794,60.57041591722448,75.0
194,27.32623178537652,76.15030903278141,75.0
195,31.67292802585377,75.78605675627833,75.0
196,30.96359771517237,60.40640407898934,75.0
197,36.43372026478694,83.90954225705225,75.0
198,27.12229776908522,69.04867743116762,75.0
199,26.367439936588994,71.09696894213316,75.0
200,39.11154126136084,84.09117062745456,75.0
201,32.389773866896604,77.59311402133946,75.0
202,42.37123023913411,87.71851224140808,75.0
203,23.747424949867714,57.569730990319236,75.0
204,31.081608239732553,70.01353066077884,75.0
205,31.075736842431493,78.05194324325521,75.0
206,19.032231665912786,59.01713569103406,75.0
207,21.15416179706137,55.976930154231994,75.0
208,28.827778562383827,71.84545617776112,75.0
209,37.37999891929473,88.13715579269123,75.0
210,32.15453258712327,83.14978842308538,75.0
211,25.04579293491478,64.10774136033884,75.0
212,29.66152354081153,72.11488505841646,75.0
213,29.282737298733814,81.10621541113518,75.0
214,23.26924697812288,55.63172763005155,75.0
215,18.91140510620126,61.24464642079597,75.0
216,29.472791846967166,73.67459736359939,75.0
217,43.904115741671305,80.73849218160854,75.0
218,40.94097689556723,95.44564351306606,75.0
219,27.06687529679773,78.93770380295564,75.0
220,30.94550168812076,76.79118487230691,75.0
221,35.553966639572195,68.28114842417317,75.0
222,19.010526278413558,64.02083693339965,75.0
223,30.653598103275282,65.21285040368062,75.0
224,26.90301174632529,77.99580891031714,75.0
225,23.442919718788133,59.8754899040531,75.0
226,38.95731080279159,87.14700748922606,75.0
227,20.77665961244299,56.056317082688395,75.0
228,15.936133826660905,55.814807794610395,75.0
229,33.02036918475449,86.12536718859191,75.0
230,23.559400314476996,67.72371022265118,75.0
231,43.874886964313326,91.93254238274457,75.0
232,38.14248970055777,98.42127448173024,75.0
233,25.565784039202548,71.27130179980409,75.0
234,40.60413417005413,100.62638653543168,75.0
235,34.47710239301899,76.92067900043973,75.0
236,41.89881962062865,98.02777996425549,75.0
237,25.614217135970303,73.3555044288561,75.0
238,31.11335428836286,77.5526450119762,75.0
239,41.10395016727158,85.36353066269899,75.0
240,29.579318820241372,68.45681492586091,75.0
241,19.421822947294235,56.691630479947094,75.0
242,39.22697297158926,78.65324735198676,75.0
243,23.706161119808197,65.97890217807668,75.0
244,29.377074727889777,70.33725924516054,75.0
245,32.900384947315246,67.87921547329496,75.0
246,27.41357529858368,74.94440507639253,75.0
247,33.08913839182709,77.56787807363321,75.0
248,28.3321824109033,64.04750987633646,75.0
249,29.946011921203436,69.52650642228365,75.0
250,28.561535152770144,72.5557085660134,75.0
251,30.919701455703724,83.41723669980158,75.0
252,34.575037138955665,69.89677722929726,75.0
253,34.74970921995779,96.50869685009313,75.0
254,32.50928382897187,88.6759641166605,75.0
255,37.1464155504372,92.29307812224286,75.0
256,36.590851650027254,77.58367701306811,75.0
257,17.710825537020966,57.31107547183752,75.0
258,42.47381885413166,87.73038681541101,75.0
259,23.699249835755204,63.43989651483664,75.0
260,21.703913884477934,67.0951187526655,75.0
261,31.738830860242096,88.967489225841,75.0
262,28.521401665364454,67.34217840533506,75.0
263,33.48112406040409,79.46730800873726,75.0
264,33.63586066419187,84.10870578967695,75.0
265,38.18411943686565,86.22504690121077,75.0
266,20.112340542758187,51.52155597236297,75.0
267,27.725355795002887,66.33016979744535,75.0
268,21.656014958305565,54.196961951693936,75.0
269,27.27888271059746,71.41019183574791,75.0
270,37.04782083771623,87.09140721352439,75.0
271,17.30739215866577,51.96378792823177,75.0
272,30.984491080561877,81.97146251995312,75.0
273,32.049010295286315,78.1661226264604,75.0
274,31.308424193615757,73.1390822223439,75.0
275,39.89024332251892,95.19838346220412,75.0
276,27.16236460276069,80.24430575438879,75.0
277,34.750915575784234,80.21736857747179,75.0
278,32.242863806755885,63.33029071537849,75.0
279,22.797795489557302,66.15249480795411,75.0
280,27.626427747699793,60.79874182157096,75.0
281,30.819935341779725,73.17443476437784,75.0
282,24.473558956609693,65.90158987895663,75.0
283,27.45232000302236,59.798337257643446,75.0
284,30.312298973943054,89.23321624488057,75.0
285,26.57100402448365,74.93083057165882,75.0
286,25.898729126783127,63.365533290486965,75.0
287,27.5311982674227,68.23853280827583,75.0
288,26.537048321661793,76.53047518431418,75.0
289,22.84309521134531,57.504418423801525,75.0
290,41.78139620597135,96.5267267685796,75.0
291,31.281575312723394,82.25323797335241,75.0
292,34.03632068466924,69.5784358608314,75.0
293,21.788592806518654,55.02012929456074,75.0
294,40.80826841513375,99.76803345033177,75.0
295,24.02762509322053,51.90878698844241,75.0
296,27.8488014430324,75.40164333699417,75.0
297,39.542970314380646,94.67672579376838,75.0
298,25.287668249854377,79.04599873213996,75.0
299,23.401155840861474,71.21820978704325,75.0
300,34.037846102283936,79.07034329498994,75.0
301,18.899568468871248,57.301703768931105,75.0
302,34.50880866227245,67.77043060956323,75.0
303,26.346605928276503,63.58255032409691,75.0
304,28.7773583604239,75.44057155145538,75.0
305,20.213957172883564,59.53754384787475,75.0
306,26.733573613526616,73.38951949784192,75.0
307,24.467891824771726,77.00919909443255,75.0
308,30.447833416258042,79.37503118509558,75.0
309,38.188004410369544,89.953357093985,75.0
310,34.60482175260931,86.70281050887243,75.0
311,18.220149794328947,56.27007138212908,75.0
312,29.330008518916234,70.51432362128809,75.0
313,38.23532687836711,78.28920600790623,75.0
314,30.931784720731535,72.09604570539243,75.0
315,31.718566116531928,69.14142199809962,75.0
316,30.55909300619702,80.12824488722981,75.0
317,31.877205228578152,74.58858915272423,75.0
318,31.20657243052551,76.54099334430805,75.0
