unit_id,FlowThroughRate
0,31.915980469558782
1,46.26218647910308
2,28.539748405167803
3,41.07078865814787
4,23.659924138832956
5,57.556523741057916
6,31.907017719829398
7,54.56488417358323
8,63.034272649862764
9,62.95485455184729
10,43.98286410650783
11,51.63381685491868
12,41.930614645251886
13,56.51773599169327
14,69.20395634742461
15,57.69984194909843
16,45.20432373150396
17,53.441864802366
18,53.92331383026905
19,43.63441163126415
20,64.4703421364968
21,54.28164113452572
22,40.428592640310974
23,37.82353104028895
24,38.71086047885064
25,45.932332568721186
26,40.49086304152833
27,41.70081988819576
28,51.70830710678104
29,64.63327157727312
30,50.137055890720475
31,30.91272218391381
32,65.37752411961989
33,37.172177977818876
34,62.73054682511967
35,34.13055638428675
36,56.19109917755386
37,38.02756977058921
38,32.16813535748522
39,53.200781131437864
40,49.778570282411835
41,50.3001287044188
42,44.78781832578433
43,43.77807233424969
44,61.403926246591055
45,61.2248271253309
46,80.46809825338048
47,59.879751165023855
48,61.593716287174594
49,55.247600174769175
50,54.70749744680814
51,57.74487640792451
52,44.57349004219197
53,30.469331098481423
54,58.632436119438765
55,48.11463723378964
56,47.676078246923836
57,56.40357123598351
58,42.619311072026456
59,36.194653762941954
60,56.72517009460215
61,55.731422726213864
62,51.70208466136789
63,59.14235990142777
64,33.621278543374444
65,65.55554531008114
66,56.12705123049079
67,60.4409361706918
68,50.60702397873541
69,53.32956189638224
70,34.87092102796115
71,62.99203998775546
72,41.32835417282963
73,58.82592269763418
74,48.26716801929525
75,39.92450200080316
76,47.89999299884504
77,49.64010374559916
78,58.748215014017305
79,54.81090058419687
80,32.38336594503016
81,27.577229584727583
82,29.29765228479909
83,47.26767210835809
84,24.824356111600864
85,38.337517047403765
86,52.29126433555791
87,44.93140207841537
88,39.0945940224989
89,43.037686351941396
90,46.29523390676783
91,60.30207760781252
92,44.565413253528554
93,33.29674534746947
94,44.356102143609895
95,25.84867634374663
96,57.92986410345928
97,56.27088039096711
98,59.26966765515284
99,38.378940044747864
100,64.65467460464959
101,49.44147179035247
102,17.802048096144357
103,41.76570787228025
104,43.09328849915442
105,35.47273765787877
106,41.74317060960135
107,40.15027450047995
108,53.597647537704425
109,54.22265550947334
110,46.98437525198973
111,54.230948029755986
112,43.69275104029773
113,46.937250457208066
114,70.37062093968113
115,57.72869407043644
116,53.25562287197949
117,21.18594388558659
118,54.97024612303823
119,25.721262836738575
120,76.02306230846747
121,52.35468315648546
122,62.079059493852995
123,32.83760194560025
124,35.81564290847013
125,62.17496460676161
126,52.79754912669988
127,65.88211366564026
128,44.09326842155264
129,51.85712314165044
130,58.001534826475236
131,42.09811078998424
132,40.186962027925595
133,49.59091192808115
134,48.762026444182574
135,48.96515931669626
136,64.21715150784377
137,32.94923142975466
138,40.56855922335845
139,41.415788335411065
140,51.874370588924975
141,48.12733839901822
142,38.48005090653894
143,34.232882349028216
144,38.65210788598881
145,41.70057493262666
146,32.42944077865728
147,38.11226434990808
148,65.92416217627824
149,79.30026913940813
150,50.32822104789941
151,55.04714123803411
152,48.274058334069956
153,63.50741356767008
154,43.95442011016405
155,46.71549351445405
156,53.65244909630256
157,46.81518734153622
158,44.675062691354185
159,43.805358967672845
160,56.298663195964984
161,67.72304124477338
162,27.221879276071565
163,59.589818542021014
164,49.22330183582555
165,40.34023589056209
166,56.941841342493305
167,49.26312685181828
168,47.247134377626615
169,44.47429053606562
170,40.03751753655227
171,43.03462011174023
172,38.36522240766453
173,53.50473321396779
174,53.272693783386174
175,41.490416683153065
176,63.11341990805982
177,42.956687616639186
178,38.48121659067296
179,32.26943774507655
180,63.88788505655879
181,44.76889600733453
182,76.1839899695336
183,61.8418578496511
184,76.3930585512679
185,49.40440282496619
186,29.580808264192317
187,83.27480220421418
188,45.232238251405384
189,30.387429795274198
190,50.430541580868024
191,56.520221604692274
192,41.11827724611694
193,65.51683775488452
194,50.74374362041438
195,49.39510423079231
196,40.520248870238255
197,53.04623699474221
198,67.99238295243633
199,57.22604406186149
200,48.25618674362816
201,27.1728034343172
202,66.08210385470596
203,51.34963490344896
204,37.989554638623204
205,54.12745507384206
206,54.475928790092276
207,67.32228881295008
208,60.72275295067798
209,29.369734419694083
210,44.58280972825523
211,45.21063115676328
212,47.738327909946484
213,48.20490574697157
214,38.438583469761745
215,25.693529076720296
216,50.84269224369797
217,35.761802838223396
218,55.81605970826901
219,32.92890391809251
220,26.69533672248646
221,27.81031439165324
222,33.00818718101868
223,56.16202922653862
224,23.94311248752855
225,17.43096962990866
226,43.3606161004557
227,68.06398226339363
228,50.58150730866128
229,50.48358171012077
230,51.40918955541774
231,47.236404420527805
232,58.75344883633483
233,42.711206742825496
234,60.99384878343385
235,31.95574116380695
236,43.62451370879511
237,62.2988787871883
238,42.21193554681136
239,44.707233941307855
240,40.53922656311248
241,44.76586125012508
242,24.959908023232344
243,59.03438553962097
244,34.047772846800655
245,65.4505312340131
246,40.430324947003946
247,64.10388731738679
248,36.566133555666376
249,40.412439822101604
250,46.1357648371606
251,57.248504672942914
252,42.564545449405365
253,49.12640295935582
254,51.72561420142699
255,41.604237618886756
256,50.55525499263236
257,53.938519621146106
258,49.63765553153513
259,59.11258435698635
260,72.3796087075501
261,70.38024351555858
262,42.848343800195
263,28.58576923969306
264,45.28969960807213
265,53.807869330428765
266,49.480633884224865
267,51.18083868462335
268,53.035594651623235
269,41.97965187384296
270,61.775974717918714
271,50.30176898509195
272,41.275548838413876
273,33.66504889369212
274,56.43972228512407
275,56.9950524180533
276,46.9286374902388
277,55.99118992533074
278,25.4427427149034
279,41.84870328035928
280,70.27385726345221
281,42.373817694934814
282,69.71473035678792
283,51.35455482020389
284,24.373874544598713
285,54.28801839632153
286,58.09279716295955
287,51.415616030389046
288,38.42229203515745
289,58.901476700263956
290,68.97027161433016
291,42.83009797464315
292,65.09817706607545
293,51.86654319141407
294,47.331012259764904
295,59.528716018272426
296,47.14104132209629
297,52.590480313093806
298,44.703827240150396
299,47.47536694215619
300,32.949849767514706
301,60.06667125305098
302,50.80807908232499
303,41.75148254628063
304,29.657811647672137
305,50.1019587982138
306,41.1308018523748
307,38.235813449531705
308,36.814552000780054
309,54.25362539896192
310,59.825775419457116
311,33.37913724689441
312,46.12791299427031
313,45.82224160027866
314,52.69202705044383
315,43.35975523644042
316,50.21848209650662
317,47.30766611728071
318,60.96145024628218
319,38.80865818604387
320,39.692837589594696
321,53.64580568912709
322,73.96164473665893
323,53.29846937122043
324,40.42614512702085
325,76.09511827232855
326,60.17538528113791
327,46.725938825295195
328,43.86065275778589
329,38.957667684009
330,20.419925357687884
331,46.725557717793144
332,61.635970554223064
333,40.937363170659594
334,55.22499532376784
335,64.69008093411972
336,50.79101684478196
337,65.70859690472862
338,13.74942279791028
339,42.52391530694641
340,38.77037937738521
341,62.084668189343496
342,52.384302327353225
343,70.84483961254507
344,43.517556924678146
345,18.448532182539086
346,63.854452642621354
347,32.93181777238772
348,46.8937915885337
349,72.28731831774094
350,44.84669251292697
351,56.73082926897152
352,16.926155129739065
353,55.38768897890098
354,43.52404413219078
355,52.05237926209706
356,63.00998895664464
357,65.02283627294189
358,40.299479647644056
359,48.333588694972676
360,62.34149632263217
361,46.0452745802381
362,56.76822598572776
363,54.01392806158387
364,33.051725586882924
365,72.95961670503763
366,34.48006635654684
367,53.07210895595249
368,49.50303924244899
369,35.583525291413
370,50.40777163307003
371,67.5594137112229
372,40.797363495806934
373,40.54332217651739
374,23.109582513701994
375,49.01741321237118
376,51.26218532855354
377,58.926379655378106
378,48.153831379595246
379,64.49227114028358
380,58.378218903994295
381,53.74091061299502
382,46.5325715891238
383,35.543058074455914
384,36.10373450449331
385,58.391696224821025
386,66.73635184265454
387,40.35599703413958
388,49.631313736100665
389,59.6278474557261
390,33.74714758753421
391,46.241080783363465
392,57.0511138210502
393,78.30057128509799
394,53.852056167245365
395,64.56259690392082
396,40.6785014749375
397,56.92899958023784
398,43.463871142735314
399,37.050415944912515
