unit_id,HarvestBiomass,TankTurbidity,do_set_FlowThroughRate
0,0.051140647837674136,71.91556919108082,80.0
1,4.864407581326682,63.005291711565874,80.0
2,-2.2187895412974594,62.464121375052386,80.0
3,-15.955132282076619,66.8438011459594,80.0
4,-21.855247626538482,64.74387396509914,80.0
5,-12.88639313957446,66.57564504351556,80.0
6,10.756528685607284,65.6377425030433,80.0
7,-12.996577626040672,78.99287127234658,80.0
8,32.099407767534764,70.66856112768528,80.0
9,-10.378001424220265,75.44268082718202,80.0
10,-2.1290485949603672,74.03705652763459,80.0
11,-6.733826772497022,98.28822844771558,80.0
12,-16.2165495647269,73.02799666960064,80.0
13,-16.185475498607577,79.61755937698483,80.0
14,-7.919342963064698,78.07998984587621,80.0
15,-21.847469876809093,79.85369920031904,80.0
16,-0.8697143994430856,108.69347042993634,80.0
17,-1.8978631504002936,81.68851929759802,80.0
18,-1.9163539700661691,86.21954291745851,80.0
19,21.272599337311,85.98222718762207,80.0
20,-11.01773241268642,80.18403147015853,80.0
21,-3.0433917145473455,86.35805944448634,80.0
22,11.59021900340519,73.4716992342687,80.0
23,22.785356955142632,73.18032809202563,80.0
24,-2.5931144834131543,72.3288583551107,80.0
25,-12.577283365883074,78.79969308152675,80.0
26,-12.655919389344481,67.49868078981842,80.0
27,19.61839369360849,86.00321257144047,80.0
28,2.1184700593854267,78.84140012617453,80.0
29,-5.826256207108714,95.85352895572684,80.0
30,-6.5369160372772175,59.73056724121071,80.0
31,2.4656272620399897,105.01329662699325,80.0
32,-27.545997962570393,59.988710120117226,80.0
33,-19.912149331905105,72.77036955933043,80.0
34,35.783327667935175,86.30864609288061,80.0
35,-16.10742687049217,55.94077396380664,80.0
36,-2.0231957444154043,86.02651718973901,80.0
37,9.30669224627016,79.13075915663352,80.0
38,-37.11193876685335,54.08267512283494,80.0
39,-26.987597819477525,69.04095498304338,80.0
40,-20.390586788717865,68.5375162831769,80.0
41,-9.738615641280541,77.61905140104025,80.0
42,2.8963267576924507,83.04727038941498,80.0
43,-20.3442909402473,74.11538621204387,80.0
44,-12.557043672518855,75.43897407421402,80.0
45,-25.273671874465037,65.91008792435035,80.0
46,32.60920411398999,91.40575573874484,80.0
47,-22.09655561508373,79.55741067759236,80.0
48,-9.598546083827868,81.88400741990613,80.0
49,-15.023440796551675,76.8088712285214,80.0
50,7.184612312364063,67.18775244351545,80.0
51,-14.758764722296972,91.92132431712552,80.0
52,7.207435020483229,79.75725053343221,80.0
53,-0.7856980968158915,83.10080508952059,80.0
54,-16.803288979766418,59.942448917980734,80.0
55,-22.761310926005056,68.78153247712554,80.0
56,-16.3444743832892,75.91542202817355,80.0
57,-14.524822030270206,71.47447110292663,80.0
58,-22.619127898815254,71.52548951772818,80.0
59,-14.56449406975321,75.10626875078486,80.0
60,-18.636480561443907,73.45024042847058,80.0
61,-14.192117289098388,75.28198605965791,80.0
62,1.1701748206952214,82.0590426176131,80.0
63,-17.857768087394565,74.85994923188365,80.0
64,-12.385326025240865,78.0412367672388,80.0
65,-15.943069523884551,68.39973867654233,80.0
66,-14.155223747169256,79.02014603962694,80.0
67,-23.076532041172378,65.52360192826663,80.0
68,12.179246901271103,58.2557730376362,80.0
69,-0.3001634721342136,82.87175447343074,80.0
70,9.153749335610117,74.1262557402589,80.0
71,3.0154408290977974,73.17557790632752,80.0
72,-4.212917574692261,52.977449500916606,80.0
73,-15.076257713736531,89.79974575802309,80.0
74,17.515896578242586,79.20138160186258,80.0
75,-16.707887413084592,59.36557771559465,80.0
76,1.2862416598434612,93.213392230376,80.0
77,-6.04447557331226,92.70936339426417,80.0
78,-12.310841725878557,75.17123836210513,80.0
79,-13.605361230994802,88.53757422251597,80.0
80,-0.9317226259431297,73.26148278324418,80.0
81,-20.434337057314515,71.41487514551076,80.0
82,-15.285819105590019,71.41841724613445,80.0
83,-10.165338557146322,63.846604964930805,80.0
84,-20.41628457388559,73.97483596700516,80.0
85,-30.691909441183743,66.86536043292814,80.0
86,3.0923292486444725,80.54185573800991,80.0
87,-27.662974205445973,57.42200319719128,80.0
88,-19.04900048745127,72.6011377539705,80.0
89,-20.519043649585466,63.89797474370069,80.0
90,9.293834170098766,73.28133748595187,80.0
91,-15.570676382235208,69.43134777292371,80.0
92,18.980065472137696,77.65043166772679,80.0
93,-17.406885014645837,78.492733171387,80.0
94,-16.817668659495478,72.25525072303662,80.0
95,-15.15981537783881,88.91752535779801,80.0
96,-8.29351822472574,88.01442453660422,80.0
97,-21.63325541756607,81.60247393026307,80.0
98,-15.989160189892797,84.81727117785535,80.0
99,-12.872519073738868,87.84595264286224,80.0
100,13.080232444899131,88.06709510319534,80.0
101,-28.05594864433535,54.96549544326663,80.0
102,-17.184646718766565,58.39619212053662,80.0
103,14.957213759697831,70.65421288093943,80.0
104,20.472838078581706,74.36424077258069,80.0
105,-7.462941230824621,67.1349326339436,80.0
106,16.799445549948167,71.46448154937218,80.0
107,-13.539825464676001,71.1702191516859,80.0
108,-10.990303082460334,63.16498432505758,80.0
109,-19.039453179643413,70.01959426990881,80.0
110,-15.057754417854742,82.50040628738792,80.0
111,-12.143520180280694,83.12552425602578,80.0
112,-35.25355331821862,58.77677695331776,80.0
113,-1.3421724955639527,84.87608765910817,80.0
114,-14.399206894704804,75.89194334814468,80.0
115,-16.580828388403937,80.52045416741035,80.0
116,-15.903638273373177,80.10054000663473,80.0
117,-9.067295744729988,87.5633437954599,80.0
118,-20.656156518618346,60.80860645037551,80.0
