unit_id,MemoryUtilization
0,63.20676075912417
1,55.56803996771385
2,44.55958738686325
3,45.74764965778775
4,53.52630848925054
5,33.471570722685215
6,61.249435800822205
7,67.33505932213106
8,55.40834112004545
9,38.453986510179504
10,53.985892011143605
11,60.19572481669513
12,27.429428247328236
13,26.234430776639343
14,53.00392641398505
15,55.560670134796176
16,68.44466503142428
17,66.3331899989295
18,36.61430392762514
19,47.1512842639075
20,57.054294716424444
21,52.51279604623554
22,49.58989221851915
23,52.61109955038155
24,23.440179321088472
25,46.52423828290617
26,49.77261281201352
27,63.77870641664811
28,39.439619362484436
29,58.33381364818651
30,47.954853524619786
31,53.215122974268255
32,38.9286611850109
33,40.53740944318297
34,71.08694153241925
35,54.263722166996125
36,66.36282479797617
37,51.02215130987235
38,57.479682107208866
39,47.10223399914339
40,38.93880846412705
41,64.42315844972842
42,59.296742455310174
43,37.737184565095404
44,43.68601283449847
45,39.93537801767909
46,68.61275030389952
47,38.07216830583012
48,42.16194240367893
49,49.82344358885903
50,65.88595790673764
51,54.43832570906686
52,46.494574562753726
53,47.03841581772266
54,51.83225942594993
55,58.851443589879764
56,30.75036251523162
57,49.804713413609186
58,51.89793025123092
59,54.72525932537408
60,33.73838527611573
61,60.65071199250879
62,61.257190364652764
63,64.39201302287138
64,37.28808449064893
65,36.592808621674095
66,51.68343336132433
67,54.436502992690876
68,28.2132763897883
69,58.660427900076755
70,54.761693420949676
71,61.36355767658337
72,71.07844374883727
73,53.019078533182125
74,63.48715064132988
75,52.00610465513057
76,46.49486572068617
77,50.52158976183349
78,54.7332280454814
79,74.74877336599235
80,48.00561230108776
81,45.222339598587475
82,70.92593554665096
83,45.68079038467719
84,77.55545211995226
85,35.11539173563812
86,48.11921264357845
87,51.43296698646899
88,31.523939247957042
89,45.6021529593185
90,47.84350221463335
91,69.7964459290211
92,51.022764904738004
93,66.08892768519011
94,43.11139710777864
95,50.0018045490172
96,44.155710028089565
97,43.285282850565196
98,41.05397636495162
99,64.7253816203035
100,31.392155293622086
101,53.72459098030202
102,34.408205981976714
103,44.37875393465458
104,62.577962211849
105,59.29171804080353
106,38.21692113657667
107,48.98358031646921
108,63.93164548717276
109,66.34893230442432
110,59.8700019540358
111,63.2950065552407
112,37.4723580079716
113,22.33516283411583
114,75.95333230450997
115,55.61084361738895
116,54.94057558492797
117,27.8774911137435
118,31.30058544285349
119,43.92934763169919
120,60.41990406392451
121,72.6126699486041
122,50.8249278047206
123,61.17924355072528
124,52.28254899641659
125,40.73908564873042
126,65.21779104732059
127,51.23451357459427
128,56.15383134653056
129,36.713219447418936
130,47.03611278190094
131,38.86519005993765
132,58.32152140417781
133,61.05968750142885
134,35.807448476881945
135,64.11342753360064
136,64.8406461058743
137,56.11134528912995
138,14.885707177035428
139,63.697914901492815
140,24.664502923663033
141,50.64692673082292
142,38.37929086008895
143,38.87283543204109
144,39.77810242712291
145,70.43773037008017
146,50.62973784408019
147,69.79551263045173
148,56.00426263862706
149,42.10158188450154
150,45.50131664790341
151,48.7096512962987
152,45.15409044586606
153,38.093869485086714
154,75.6266521025863
155,52.772005998941935
156,49.21767936939811
157,55.07769300086764
158,56.08456775359182
159,50.95543191596964
160,46.32056845475507
161,27.666973322424234
162,59.49021943901345
163,66.54542873825926
164,42.55654717317835
165,37.17246660024298
166,36.003165839895814
167,43.326567512562626
168,35.24239854243836
169,33.134989315800986
170,4.295419883113916
171,28.462867869997503
172,33.362465789961554
173,33.7008190334227
174,52.92827372783208
175,43.33461529886117
176,35.01353059345863
177,24.42726937244943
178,43.7996870620715
179,46.182430941255284
180,48.86683223956816
181,43.21235100065144
182,38.67691504192358
183,63.94541705537918
184,50.07772301904516
185,57.94913430590718
186,56.39398475992624
187,53.73076802974906
188,61.45293196875651
189,43.65418936879523
190,50.59574024067101
191,47.714331985436175
192,48.76872357060469
193,62.42130209421836
194,42.351225692783764
195,55.7029981491103
196,44.262303238436324
197,59.015683120375826
198,39.52652880516984
199,50.569015298587736
200,29.66232747883869
201,45.96204572042798
202,44.437674347804204
203,43.10706172605539
204,41.29690558216393
205,58.06014550281827
206,49.56607386691955
207,51.79530846973315
208,28.75447792030139
209,46.960460199181725
210,54.10464655484809
211,38.08459984037118
212,39.69701880995948
213,74.74125002285074
214,27.144889236449007
215,71.23704582785432
216,50.56868037323993
217,35.13478144062007
218,63.851022429065665
219,55.457845326974336
220,55.226857604093546
221,23.814801688026108
222,48.778876349173196
223,73.78296896136474
224,32.4442085296239
225,32.21576052088986
226,50.412273529919396
227,44.01469636225553
228,60.35180953518376
229,56.03013822888939
230,71.4612603414901
231,39.596804144776975
232,67.14281040197307
233,60.169273745863485
234,53.59741897492318
235,64.19723263714765
236,38.82599391744642
237,53.884629651452336
238,48.589144412978676
239,35.28940977259781
240,44.481015210868755
241,33.73429261630896
242,55.422935696847055
243,56.696196083148095
244,55.84957750991387
245,55.893098796783654
246,65.45059397221051
247,34.19025248985566
248,41.791784240360414
249,37.081026241651394
250,59.34957986736928
251,37.1145518441925
252,48.98739400513775
253,69.90767823559008
254,30.26232136317893
255,29.06325936485563
256,39.857862565860046
257,48.587936390700314
258,61.20423502640334
259,64.07295515829429
260,68.80426514571931
261,60.71539332344184
262,51.31780548410743
263,66.37785511878637
264,67.0164157567916
265,44.79968710615715
266,26.53650127555668
267,68.0731387365438
268,27.105450093680037
269,42.262495814387364
270,37.84435950417892
271,61.28269750412976
272,31.722823337625446
273,47.862658755061965
274,52.96148794115163
275,59.64810619229394
276,59.775083873221575
277,67.57389933999033
278,42.60378623270555
279,64.24624530824188
280,61.847033078091
281,57.03640397181128
282,54.93656866736493
283,66.34586194107743
284,32.937067981433934
285,31.791348778456978
286,62.21254738134964
287,25.47519351128771
288,58.6768853033148
289,27.16155960611461
290,37.32364251721863
291,39.268327976578995
292,67.44758977898485
293,61.721581438357376
294,48.70260037344851
295,41.8240719280106
296,56.464224853406
297,62.308132715058306
298,56.427778704968986
299,61.874401197272384
300,33.46572069635795
301,31.846917124966218
302,40.83479297846815
303,51.89647660621599
304,47.13326575805283
305,55.872801595584804
306,30.352485218314897
307,40.85703639315326
308,34.28492139332915
309,60.91452395199133
310,48.14687881729678
311,44.8686919211174
312,51.989172669887054
313,43.25139585407791
314,48.00886385227706
315,46.31408709414044
316,62.84670313603074
317,51.13692421017572
318,34.381295972396906
319,35.91391737007405
320,52.26311112450212
321,55.980011226063475
322,59.66640619553972
323,61.442796767941864
324,42.03116424057553
325,28.025851805028456
326,41.84712063987873
327,64.1080234251298
328,24.54606640988389
329,54.5819406625241
330,27.666701423934782
331,57.57083603546957
332,40.61497554860716
333,64.31680147148195
334,63.99271104574937
335,58.62695367065529
336,77.96562803273872
337,49.078894669429445
338,61.4874545597398
339,49.757351131818425
340,57.816323164353044
341,43.24625249282722
342,59.39484861614382
343,39.67853383993296
344,47.72996924491604
345,41.17833583512644
346,35.60472771081239
347,43.02629782264034
348,66.01440160068636
349,41.339506312039035
350,31.805726214419874
351,36.999079514791525
352,50.110617930753946
353,35.38137985932035
354,39.76850106507913
355,38.341270032279404
356,61.37190102472189
357,44.07164216958821
358,41.921001089819924
359,57.97020190897973
360,57.57644290887167
361,47.178307808222954
362,41.730900689727875
363,63.2082723585296
364,53.10634559137126
365,19.318822251109516
366,63.83742167774331
367,55.903324229488256
368,69.20570700758685
369,45.58088910604023
370,59.56659494376158
371,46.62485006919435
372,26.89184533678355
373,32.79640926205371
374,50.3547624433748
375,55.13521773208581
376,48.34458118090774
377,56.01087104387011
378,50.84931737044542
379,34.49997972687501
380,51.67570689046002
381,68.19804029903986
382,47.67818138431904
383,50.570006747159994
384,49.20637398929842
385,56.48294771532518
386,52.08329379238519
387,29.866483185071374
388,59.31024323618474
389,36.48381601836175
390,52.64004819757103
391,56.02562528787442
392,70.22700805185103
393,42.12598298825371
394,54.805215463041044
395,45.37788973409948
396,73.24712706019626
397,57.61616852233114
398,46.51812408028347
399,59.04644881707314
