unit_id,GpuTemp
0,58.85275958489358
1,45.15222204773111
2,53.256807905699105
3,41.110825638102895
4,37.40636471250382
5,46.59539317511517
6,46.73595136310197
7,44.5590233999627
8,26.29257205637128
9,48.13285683152367
10,55.022087229964754
11,80.0993061814821
12,49.56554437435541
13,53.24829616116781
14,39.089585221366484
15,55.08145857324477
16,44.16774128270547
17,63.91768789805847
18,61.52108366034427
19,47.127325295667454
20,55.27636265275817
21,46.24147884868903
22,52.42093687588644
23,46.870684923802926
24,47.88481149518287
25,50.599924640394164
26,61.488315649465605
27,61.990151589564775
28,45.98919032364404
29,61.17350203239313
30,56.7325444682922
31,33.3488970558664
32,48.70902231751759
33,37.35625939594354
34,16.41048298459501
35,57.78896791985443
36,35.27168390598584
37,37.47658302190347
38,42.32573263169322
39,46.215062456444045
40,63.49122327577084
41,57.149657981347424
42,48.16520118698692
43,33.63433340145307
44,59.91382678741071
45,56.13279329231532
46,39.4474157597511
47,47.3624246306768
48,33.62348319659619
49,48.70720061977675
50,63.81628049068769
51,28.903834732355925
52,32.88547321432878
53,27.989171065158416
54,48.068949435890495
55,57.47966992534403
56,58.60320928282965
57,50.49014415506416
58,58.41587370206783
59,47.10298275015481
60,49.62648751616707
61,67.27536339071258
62,41.76433178788774
63,66.2192668238919
64,53.76714468371523
65,47.5847382283377
66,54.30392223497197
67,55.25012194015412
68,33.86785808167498
69,62.252611416002296
70,61.112265855310426
71,54.36603522528762
72,16.880431075747463
73,57.45159844508477
74,47.44084441104772
75,53.979894060163346
76,70.78709175809296
77,60.67839291045275
78,40.42836225014899
79,44.05423991155597
80,51.02117157828442
81,57.35649780399192
82,59.61670484717282
83,43.1127430898738
84,46.54976476197309
85,32.01954935537641
86,40.4771272909617
87,40.80284585961114
88,54.12658452752294
89,68.46635070576401
90,32.574386917177485
91,27.475383206389647
92,68.92933107909893
93,17.6571377799522
94,58.203514889329504
95,37.61963979872696
96,32.96068062415887
97,58.58310738036241
98,51.16938854002887
99,24.69302723397165
100,24.04421064520539
101,62.03425839670217
102,40.29056179971733
103,31.076751033465484
104,31.959190203151806
105,48.87271372109722
106,48.626883637199136
107,55.88788496009118
108,69.15953260156908
109,59.974525416395835
110,73.08035831524415
111,67.53510208064135
112,44.36798484995266
113,38.930855710620634
114,61.361026877630664
115,68.11247722209791
116,48.00554373087801
117,54.11183854897865
118,50.740088730617394
119,63.375968931022435
120,40.18454350348637
121,50.53091716916679
122,43.55210516697816
123,56.2769913794268
124,62.09420016222961
125,40.57313220445143
126,50.70254200013007
127,47.843473542080794
128,31.980571740059677
129,35.76125828834257
130,66.98277349917774
131,42.566912588294464
132,59.500728846483504
133,63.00258065910476
134,20.470108167382428
135,50.684266001517805
136,63.342034563804226
137,42.84263632339402
138,48.55282662065778
139,38.525181372385326
140,50.15277020311636
141,27.997414181632255
142,39.26488619525305
143,31.742020729798103
144,50.51230704457115
145,46.57415949883348
146,65.50766795330088
147,72.80095174442918
148,47.6785245723098
149,63.37454228346646
150,45.29675948614181
151,43.979893135457395
152,49.142775738937544
153,74.67891655101023
154,56.782493207797856
155,54.18297615350311
156,56.63951649335725
157,35.913015433473134
158,39.48026656365929
159,39.11849216820135
160,26.172326024464898
161,67.02241279353476
162,55.15523660045662
163,48.477969355419795
164,46.46912906355734
165,63.18628662935563
166,79.83597422848409
167,56.71019889828817
168,49.887809323774505
169,47.15352585838192
170,29.018142441196055
171,70.15851222728847
172,32.535151372455786
173,50.05275043804068
174,27.407295165806865
175,45.2551664608651
176,60.56957216081562
177,50.330110215646535
178,48.94915791933184
179,45.22422178585518
180,68.38596315892651
181,54.58506908392998
182,52.00390826856686
183,71.63064443513046
184,42.409521592702845
185,66.18269756136608
186,66.78212586963197
187,53.137453023894466
188,72.22676812073368
189,24.500729260822627
190,39.53472834947508
191,49.44267736691545
192,76.62278366936056
193,49.774783516551906
194,56.6680208135781
195,46.09915075728842
196,56.98928245865016
197,50.56678962700234
198,49.04575423789416
199,55.6127425593352
200,58.847748975274776
201,61.302077909710505
202,63.07629895673535
203,35.939158310134786
204,32.72306376978956
205,59.73155278012421
206,61.389401248966266
207,45.91593995254959
208,48.80640505060147
209,61.825089001774224
210,52.333149067907726
211,47.3163749588467
212,18.978847602379545
213,31.003878952555596
214,56.16084495131895
215,55.158051031791864
216,54.05331336912812
217,59.3576507983163
