unit_id,JobThroughput,FanSpeed,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,43.309561211083405,60.147341378997844,45.56812873949394,53.56549501746573,56.50418084005316,75.0
1,38.193285013548106,65.73590812589394,45.058063066695944,67.42185254198749,47.754291160458564,75.0
2,31.29161987378962,73.0933884445273,78.16857225342027,45.55624163394805,51.38384979395216,75.0
3,15.951619511528932,64.21079293554682,73.74724846609676,52.84322419184886,47.31160144261657,75.0
4,38.83082175880209,52.71211559783067,33.69622433388952,37.85091478420844,44.911265380710766,75.0
5,20.46634073056353,55.200807937177366,69.20117919169002,43.53773018743625,47.4626956834114,75.0
6,46.567005982401,67.72829457228481,53.141723961422144,56.654074108592035,48.85603476898803,75.0
7,44.37762759995939,53.19806603358588,54.25471121031986,36.09572455739837,52.07522890220202,75.0
8,26.750430080073272,73.93236204127837,63.00387631982098,38.661706269070606,56.878166605417704,75.0
9,43.84099304211759,68.51167456783877,34.25402684437068,55.904951757117004,38.89515510683666,75.0
10,49.2716511214324,49.87343030974746,42.132191029771484,50.950107782703,40.68348512426743,75.0
11,38.086870622285225,57.89176648818686,51.37657465945406,68.17029642420906,45.87288107928585,75.0
12,42.939511760110236,65.95711356237823,44.68510359748368,54.832772493788895,59.341216560665245,75.0
13,49.32382050661646,49.49395947509947,37.21545950225836,73.86771894289105,43.09958627418182,75.0
14,23.754140765770707,44.72212411688293,58.956069411278264,52.59313708302134,53.068861030665,75.0
15,30.325938904519024,68.64139772820029,60.09993762414827,39.4168895237427,35.569302491527274,75.0
16,49.529739995052125,79.29380053984154,50.873204870198954,43.78943841528301,53.29963202723751,75.0
17,27.013344496367193,56.23882892392695,65.42381943635104,40.367064977268676,52.40092118146206,75.0
18,40.78120378527125,50.55980650142133,51.1994403525625,66.73436022248931,47.835123947473555,75.0
19,42.926138565923864,57.45541596045952,41.71924968450919,48.6737603096,44.76453200450294,75.0
20,31.252607111646636,61.53072301368185,43.17288364814478,69.15912971705575,60.08937538766876,75.0
21,32.59392309642088,52.275489548619575,66.11670333845032,49.58713228216354,51.49642513950788,75.0
22,27.25792467423302,62.41514191527711,55.87832654982978,58.71567477864564,45.359730848042055,75.0
23,40.15198331491767,59.65693959208969,29.39443757204735,42.67410811705564,39.65566677796944,75.0
24,34.17361557575779,65.04966469591258,38.21177899797581,65.27290220352599,41.635646625893614,75.0
25,33.91296106765492,59.23931602510626,38.923768779053844,55.108096827321816,50.00149913097072,75.0
26,31.470927305872383,40.893762091767655,56.70828114892025,53.491920137834384,52.19845385975003,75.0
27,38.32655053719303,56.029788952694304,50.61617965517888,29.206680695923634,41.484139212184175,75.0
28,54.45451654142092,64.65013627579832,53.882829824139165,52.63761015628155,53.03011003703547,75.0
29,42.47425843581294,73.0039963573772,39.93676942714306,58.20814822634496,46.65833735400262,75.0
30,20.46276006631777,44.03371358249143,63.37802672413401,66.97384322654642,67.9211752356791,75.0
31,49.519962688648704,64.47569674159396,42.52900458805534,37.19562800925409,37.184645040493706,75.0
32,29.964390597699385,61.74653536848471,55.961286632944905,37.448878518824316,52.60873322731976,75.0
33,50.99711287880261,78.8965241068387,41.4773101931845,79.49940399380735,39.37502855971525,75.0
34,29.308049077931635,54.97280120139173,76.97092056427263,39.46935183460288,49.449581737847744,75.0
35,36.576507017136436,54.57420278095014,53.830052010336736,63.64096945714018,51.49013138466888,75.0
36,51.64511011815492,63.93676478102135,53.91293201492399,47.22033223677174,48.3869365577548,75.0
37,54.8804057078268,63.765287767514785,41.28340345759423,47.525214255399796,62.81989525249904,75.0
38,43.07731093445459,60.08514998672873,45.60565385299948,49.51435133608594,47.05946930568633,75.0
39,47.66894788567136,66.75663636073786,42.90385626169569,59.871311522874734,40.54927793631432,75.0
40,42.65775015216294,70.50917132656565,62.47238027750293,25.23180298260815,49.022254053895665,75.0
41,18.6043566310442,39.507658276001315,67.16350739251642,36.56592170807575,53.77395031342758,75.0
42,38.66806936851242,50.47722534099038,45.72092327802384,75.98711326236109,50.84963051843829,75.0
43,26.187914306552226,66.65248639646273,48.12970906654152,33.125708396219245,45.830277777520244,75.0
44,46.248747655507174,62.90663014133548,54.31415208533747,32.52520751193566,46.82446325127073,75.0
45,37.85734886327089,60.12957146129012,51.448343088292695,51.888952580409885,48.29324244652711,75.0
46,44.442552443530246,56.39411908614745,57.200357650386984,48.08810943125947,67.05893999178473,75.0
47,44.19967708246712,61.2364043702996,50.63140335575701,57.06589403496344,53.19762776536583,75.0
48,34.39798301796298,54.30244977553876,40.23674170084297,50.67778010721857,44.225993270253774,75.0
49,48.526508459553035,60.59220650913766,39.78120147637489,46.19823232425849,47.507837287820315,75.0
50,58.166011956398265,83.65658492035105,40.71700717915581,59.41033523047151,60.64641655736469,75.0
51,25.171421143779227,69.29874483294854,53.09037725850211,59.320816682096535,50.105987700190134,75.0
52,27.850178141203273,45.98172432226123,48.38848719327268,58.58047153010321,55.392745008540956,75.0
53,35.00272408388922,44.72381899693624,72.40891548188027,51.598469876559754,48.637897111105396,75.0
54,41.64178168999137,70.21376406042107,48.589178363129356,39.0489335336793,74.57277354571512,75.0
55,47.416371171950374,67.01488306435236,39.83791721440879,48.1909279560784,45.0090129806187,75.0
56,50.634253976202906,49.503067609035,42.31701923206743,31.837902577757603,41.28167306538208,75.0
57,31.469745080016423,56.96282904675167,58.54335565710298,16.192408116062083,50.54142490671405,75.0
58,32.847640382430676,58.91502489014408,42.682133825329444,47.99221918389291,50.68239750409959,75.0
59,39.598969650909844,65.69293466788861,43.398706926860456,38.57060258932208,59.36292778593099,75.0
60,35.28637752653284,58.32321158316896,50.00944746662533,45.542873754932096,48.579374600968194,75.0
61,53.92247388969281,57.06007609611032,51.81647938387909,56.982840244997746,46.013548772303174,75.0
62,55.20651380150833,52.45730491786297,53.16115741063516,55.74373109959584,60.84288571059322,75.0
63,38.54400916863983,60.46573440786338,55.325094905290435,65.26904358104552,49.20297338048793,75.0
64,38.72878824736879,80.32502717605952,62.93875535277013,52.86916244765593,59.638435556024504,75.0
65,57.96601923390425,57.31591534648209,36.94575011530451,60.272052775340185,55.667836661564365,75.0
66,30.300352608929536,74.45948819661004,61.59143917554682,60.68541667730899,41.75259427796327,75.0
67,64.3380365143947,60.837175823422406,43.059198140327794,54.431023492421296,36.05075776060002,75.0
68,22.03472307637181,70.67377881442441,62.29384412343381,43.809187506752835,62.52316021702013,75.0
69,40.44258152819135,47.08987324564198,65.52324570589786,44.02644456280235,49.97648872691768,75.0
70,47.97599844797742,51.16246265971376,45.089156591416184,36.37611109949073,50.173133098217804,75.0
71,29.476395145531047,49.29795087549791,51.65706708436777,55.206492161310365,51.18311395221555,75.0
72,63.06531402283736,73.77319009463022,40.136907016119444,65.29284764440617,69.74329052566395,75.0
73,39.104960152600135,48.81981274577183,52.19240297820009,69.73834418593312,58.03535572844528,75.0
74,22.685976606678086,68.39496868014541,46.54339677759171,57.44305149122495,55.215166030968355,75.0
75,42.10545522050768,54.632954737072694,39.335380159276404,56.9663036149444,54.14160814809971,75.0
76,39.05605847359344,53.66927519474201,64.83827121904623,50.526069637656065,55.4546712094003,75.0
77,34.62994175527836,59.74581096722986,67.70802798947355,63.27295365896101,47.99844515933549,75.0
78,34.738436988426784,59.16477248459471,65.86423364835517,61.97991211844548,57.52492633094201,75.0
79,34.277692113189254,54.990953517752224,38.40398062926289,33.70234208993381,52.23713901631855,75.0
80,42.217064296376265,68.22112529739383,34.93601777608965,50.785467270831774,51.07807069739557,75.0
81,29.271138295290754,55.372970672096145,55.06255037239075,61.85852913654047,54.97873876369306,75.0
82,33.89578877384154,66.04469326170228,59.51241216461737,49.137449847316205,37.796521767766066,75.0
83,54.615706382753814,59.45042920856144,32.633253952594366,48.40292049074909,40.07294231901821,75.0
84,30.0227154700496,64.51572360504561,57.339978709163084,50.28579098119321,46.78284064192684,75.0
85,25.87505350915379,48.39213358563966,50.35965966668075,47.73962597491945,49.03515269341001,75.0
86,37.0705073888643,50.63143066882684,58.381073635153165,54.59435776566624,51.679328761589254,75.0
87,25.572686539538374,62.67984094077153,64.57411938875237,54.37367360678489,56.6327284366101,75.0
88,34.795851073615076,62.84693312298332,45.76411259846603,41.096589648448806,37.06366040903786,75.0
89,13.155321670918175,65.92165186749477,69.18141233632572,58.95645339409017,50.67594057598752,75.0
90,35.77730747636381,54.94101745031153,50.425424684648576,62.42402365098077,58.53969202025653,75.0
91,28.565314680697302,56.34701953828187,61.940506178702755,56.6293104975531,53.98797886665239,75.0
92,51.30337791550928,64.52432207958356,39.0393647419562,21.910468414572033,58.00444868301456,75.0
93,38.456612500464594,67.29579356037203,84.64950544865098,67.574255075984,56.00070250774524,75.0
94,31.71857533144365,55.233192935731076,51.28106891507262,48.599286370182725,43.642437954617755,75.0
95,64.79375091428614,66.79199784760095,44.25888428724833,49.27212009720902,57.65102438883208,75.0
96,30.78149269535672,53.84525550545414,61.374752461345395,52.48082612796912,39.52300446334135,75.0
97,25.81835569080359,57.95683971803897,64.75360804802291,36.46346927698711,66.78966490418267,75.0
98,36.670167264634195,71.17576198833571,54.1068596322509,44.752090825960096,56.52700883885039,75.0
99,40.94158356785432,63.223168745393615,62.54258166942461,57.6656512079535,70.0362351233324,75.0
100,35.769282720847485,57.116378603613654,59.349787773358635,64.51591416356113,45.617368604468446,75.0
101,32.680415067463116,61.318295858874066,67.6678269399243,33.597852829633965,45.231630523878074,75.0
102,35.780023930713206,49.162624087733505,51.80654831391691,40.471661649187176,40.35509441132893,75.0
103,27.277218435963132,36.680911710798135,57.11766944070974,34.53601631199388,68.30303055092173,75.0
104,21.04328479025756,47.07060577829015,60.90489764114756,42.81233557482681,53.81452616442602,75.0
