unit_id,NetworkTopologyHops
0,47.16616804113483
1,54.862801016872574
2,67.79388625288038
3,60.28897507215681
4,44.32444473201658
5,51.80188144700014
6,60.03488325776101
7,50.74378160598565
8,55.25695740972115
9,46.24101787814122
10,36.07096719095929
11,48.499840735610704
12,49.44917871308719
13,73.21686972323462
14,52.655083895913535
15,58.5295588030896
16,43.74827121079984
17,24.779430938700678
18,58.18265589204322
19,68.14002428072679
20,59.09586446882972
21,30.268955005111618
22,23.749229933292987
23,34.47826519170529
24,55.506324299302804
25,53.09679799454069
26,51.511657814116106
27,40.82507792904592
28,16.80400552220943
29,33.84223591065874
30,31.58913007864644
31,43.60299491827227
32,52.54154448618949
33,58.52792602757795
34,39.920220044433975
35,48.612975355415315
36,60.617475066092304
37,36.72161926413078
38,48.67290028263238
39,40.50211383344363
40,56.376895972995285
41,54.75402255401745
42,56.67582194488371
43,66.44377442814131
44,58.421433029612196
45,37.65722051446838
46,48.23063007165504
47,58.27011294229024
48,54.88161758660302
49,37.90056615190728
50,57.171190913554504
51,41.75710185543533
52,50.63064655484758
53,64.10367863180949
54,32.07582651672945
55,47.07309027629079
56,52.065968833953264
57,56.58381523558744
58,39.07280185566667
59,46.11194812092762
60,54.151760770537365
61,47.279980753031126
62,40.46140634407583
63,68.72449400463306
64,60.94474190203183
65,46.13918321631113
66,81.28754294032846
67,54.559520011662904
68,43.41166956895325
69,50.8998025070395
70,54.855109210159895
71,34.91681941102356
72,52.20086772471428
73,49.03411353924911
74,46.79930420572764
75,55.8308074797086
76,61.786112116710406
77,35.765202701949086
78,60.34989231063772
79,69.5286129217249
80,60.1024365251777
81,30.356642332335447
82,64.18714980214432
83,53.27325315753621
84,57.20375165251982
85,51.14382537996825
86,57.14963402971836
87,39.27936039233704
88,74.60628996618253
89,38.4417670658219
90,37.889546363756935
91,59.90067172910717
92,62.095221424420444
93,45.65991544501167
94,62.4817128416964
95,56.09487144145353
96,55.34365172641762
97,38.43667179723433
98,60.70031839689191
99,64.62972791485399
100,62.326473879008034
101,41.59032300572194
102,39.91076769773554
103,44.935187592636126
104,39.366352717446986
105,33.14229937306891
106,39.51889565099558
107,57.32026911033834
108,30.514357753056217
109,53.466644261424406
110,56.30677120022641
111,27.37859101356784
112,34.199189378238415
113,29.51446904676071
114,75.27156257475954
115,23.8716588401985
116,34.68844289871485
117,49.51404939630959
118,42.93431669307492
119,60.042256440828005
120,42.366533023538395
121,25.54806249659766
122,30.031200588684698
123,55.77437523827723
124,29.653503571423744
125,77.3393333608723
126,39.472272681034895
127,62.3963069592853
128,51.569289838560366
129,61.980969164457996
130,46.28183302044668
131,56.061216876173994
132,56.01937388903514
133,52.989563653356925
134,43.567900548987986
135,48.0163408928313
136,39.93589277579799
137,38.97838229283873
138,43.8301948703264
139,61.199445206186184
140,70.1478469355556
141,16.233763018514615
142,53.42871797145013
143,54.426439763338045
144,42.760047371652504
145,40.31689804650411
146,49.58888460418057
147,52.79181323351416
148,46.15652952179128
149,44.49691935941536
150,30.725576876234484
151,45.28734224471723
152,46.714573698032304
153,43.50044186426192
154,47.09680175347962
155,56.39850080524
156,56.394299461163406
157,33.677631962689446
158,54.83773847478768
159,57.599430774009754
160,53.26088453539335
161,43.74939428012193
162,55.77099710663792
163,36.04848017550154
164,55.777929707276655
165,46.217618553501694
166,81.40189380436377
167,72.61261168624745
168,36.42416968631732
169,54.23566045024372
170,52.573636407648095
171,31.71297825747363
172,25.116262975307198
173,50.27627816375252
174,59.3987024227345
175,28.615568758104097
176,35.50539519225318
177,53.51514142002788
178,64.84621303123063
179,32.696316338057535
180,39.653202550840895
181,44.65995318505341
182,62.74418611809258
183,48.55722826734806
184,57.43290451434844
185,47.134475443551516
186,50.09195137272615
187,45.083899577221786
188,60.41062617139364
189,43.762114024762255
190,35.38105265610268
191,66.40645559354445
192,34.49480941150485
193,51.65239435571708
194,41.15605484143757
195,45.78329845790623
196,39.02562826255482
197,53.2011870763916
198,57.57164657596897
199,52.946399353743956
200,46.191530147482545
201,54.645866144858104
202,44.94875108078861
203,67.82053071104502
204,70.48269495939283
205,36.40384926934088
206,41.65547310249802
207,45.771556359840226
208,43.981747767662554
209,57.74553308508769
210,49.53813239655305
211,46.642020732470485
212,38.38267695295961
213,54.339030734080985
214,69.51688939433129
215,28.968114043513104
216,82.5779498554172
217,45.34122357644245
218,48.164780150946434
219,58.45131154507074
220,48.46945615724172
221,58.17987850845016
222,31.953259711294635
223,44.98937141451935
224,35.06504403243171
225,26.182688483236653
226,50.879939265740774
227,50.848429926145144
228,41.512996019352876
229,52.82953596592673
230,72.94904043668836
231,47.49470927962456
232,38.06122746574391
233,48.21143884364192
234,36.88237721798862
235,49.06099090888717
236,48.937728505599146
237,41.819650018342365
238,28.012328602042743
239,37.52397238414099
240,45.35064704649642
241,49.68259157985076
242,41.6618455179297
243,47.74595994079774
244,49.36924267479763
245,47.038632804394936
246,60.09391107104909
247,29.80930045723496
248,57.35691444398494
249,78.22612140104461
250,50.2746862211168
251,47.275563483752784
252,66.83102600723196
253,37.82639739417774
254,48.060132769429465
255,59.684077105910326
256,36.79682237332029
257,34.60308288997011
258,49.86772811556982
259,51.54387603706999
260,46.435573039274686
261,49.799576912257805
262,60.021204022750155
263,54.26383394603706
264,51.57027784274358
265,24.882600046572364
266,37.95168684863043
267,62.18114440002693
268,33.58012768566249
269,32.78767956621023
270,34.43431219493685
271,67.13130733503736
272,65.31997649335658
273,49.96792729348772
274,50.349167912986516
275,57.15278589034653
276,20.88157923918492
277,41.174253015920875
278,66.4780471380794
279,52.18672990361955
280,46.4833058521017
281,43.69878675351691
282,44.016707361733744
283,61.50608386973971
284,58.2355396049167
285,57.29638151145119
286,56.21741952078276
287,44.867715644361496
288,54.92716558712415
289,45.131012616892825
290,53.1122563669489
291,44.66598260523382
292,62.630312765056956
293,56.729249225382624
294,58.16581892991029
295,38.31574202565345
296,46.811437067657586
297,47.082732776751556
298,40.99133154658401
299,38.531200107060336
300,38.77328766958398
301,48.15308638054484
302,54.60303169281835
303,49.710200561529966
304,32.002492758493304
305,46.33523059624379
306,62.488524356213475
307,83.51944827501673
308,36.4493766165816
309,53.63889448479026
310,55.35675248449061
311,51.569844430903444
312,56.86787029748593
313,53.33880851943311
314,30.9568038940236
315,37.83200880462413
316,78.32519161335091
317,67.49645799823259
318,51.64053484933783
319,39.50389298739171
320,56.9992088488855
321,53.88851183291364
322,12.002649848325692
323,59.36504486425632
324,45.18859432818448
325,41.99906067661952
326,32.78748496275349
327,35.476168170777285
328,42.74281629585867
329,59.63936626030145
330,73.59839283997204
331,38.796755805389935
332,62.774328888594354
333,39.125102063922135
334,56.03754611635159
335,44.709390915264706
336,37.95041300247143
337,50.7151366250807
338,43.09551843061885
339,43.46220789007251
340,52.827048437941365
341,47.42317199090171
342,55.76332918512089
343,74.11725417745777
344,32.06586735370091
345,36.89461116142783
346,51.85701855480079
347,62.96318153557942
348,48.735325031628406
349,41.56176233918044
350,53.075597339462426
351,42.921910327172284
352,60.14640353863644
353,65.72492554533446
354,52.35618091781481
355,56.442438476173926
356,50.747523433744924
357,67.6433423100844
358,40.320205205053796
359,69.52980674057453
360,48.914695231134516
361,39.88940656976595
362,41.70996433804119
363,53.430759440962746
364,38.48320450053574
365,41.81852301217369
366,53.8729953429301
367,65.55073739123654
368,42.686590731257944
369,51.95370876183607
370,50.25422355654729
371,65.17401410035177
372,39.60418972609493
373,69.22077230633015
374,57.10321232310033
375,45.32344710178584
376,34.82047549042129
377,59.342437149596044
378,51.53675094673621
379,33.36019336001557
380,45.46749756888426
381,49.67815482430234
382,64.1058355319785
383,72.26293858312553
384,47.70228031189304
385,29.515502880194358
386,38.67622095822151
387,74.12939616468923
388,27.52069466669663
389,53.330241227207
390,53.45992104027999
391,37.28836507435557
392,56.737969230240765
393,44.656881569738125
394,66.41621729183466
395,46.90528290455598
396,55.0697861727583
397,68.69537802281893
398,38.48287010885414
399,27.073241893472357
