unit_id,FanSpeed,RackInletTemp
0,49.93911938414826,47.16313865295189
1,75.05022769122141,41.092402952156974
2,68.95912302456773,51.63203579056355
3,63.45334038990036,62.275613499937215
4,49.14443731661136,64.56447884296146
5,49.57834185059607,49.69476936773754
6,65.3251983541832,36.101370249740974
7,73.84591649167638,70.03518528553309
8,50.23160175460108,32.38421880317572
9,53.22178166024529,40.59966495994292
10,52.78596021982027,52.48008224185707
11,62.490960069041975,77.93915638918949
12,80.12866797575573,59.23957952185525
13,45.64362296836194,62.11966671850601
14,34.81840726184127,81.11471900844269
15,78.95993405526751,71.85657933208626
16,50.681632711987326,70.82298094712131
17,74.218434720601,46.377920962334116
18,73.72246482074308,57.41348492772253
19,75.2021412125014,43.06482626198386
20,60.567324502129956,51.61682921877515
21,53.28045565254355,58.64774239799241
22,65.52439326644907,31.067112188670965
23,61.56149511752718,52.667105923094226
24,47.72474091474453,49.25138718464988
25,70.49210937525802,53.09645875050921
26,63.69077138720379,56.143197731472824
27,52.6262019895825,47.77779877348437
28,77.89427333559162,44.950920982223145
29,64.51301053931746,60.77405983470854
30,57.621850845415814,47.40159173590769
31,78.59131485225743,73.48125287583768
32,61.48804244216582,56.70033529148651
33,57.93109158353264,74.3126099869672
34,57.394701498797936,33.677128848954226
35,52.18447536902688,39.89775117961461
36,80.26824019909833,58.68672960686299
37,53.039640291494486,33.31297231253129
38,48.58304715134301,59.98146742631826
39,64.81618345595446,73.10230153013374
40,50.64472596634276,85.15212490909244
41,58.218213500638996,53.408805669787895
42,50.090189715033475,61.83193312328994
43,58.93852820127577,62.6904588571416
44,47.71785235777237,61.42449893070343
45,49.85224075488435,51.819955623495275
46,61.82835168248548,39.04691648708543
47,56.1335824739239,70.58115410258252
48,64.5144762728399,59.52709824255491
49,74.02443322550295,56.869066495015524
50,73.45903944083777,43.0110358886696
51,48.95580246014306,73.00289698568321
52,40.59967808178463,44.79431214788382
53,83.34649826457903,68.27031449742158
54,54.482642050688774,56.475082866855395
55,58.74193982182843,62.6328335633802
56,52.50571798062545,57.43711294106555
