unit_id,JobThroughput,RackInletTemp,CoolingAggressiveness,DiskIoWait,AmbientRoomHumidity
0,-15.384725376892145,84.45696686026722,42.42354316440129,54.46272291136383,50.925354135771535
1,-6.973981218538483,87.60303280324769,38.094211090518286,59.37939034937045,51.3709745567028
2,16.883395338863494,84.44536385312335,19.126626240070227,50.988355269944655,43.71075917462822
3,3.105035620680585,72.84667505074378,10.17941313721373,49.45375292822968,58.439658464154405
4,9.201820604488537,89.09058633503815,39.6891421703442,43.88067011793365,59.89460342492106
5,-4.662228429604981,83.28531488365296,43.94480033244326,52.25087261372993,43.20864794480186
6,-15.629914895836162,80.51616537500124,50.224305858244016,68.23878824508398,36.08486424727396
7,-11.418264366033341,83.23607175477503,51.49446875073266,42.768259086127976,44.50938313120055
8,-3.1604081941270032,88.6819387448431,43.25903106571811,50.1338709398801,67.77949008735402
9,-9.36663946071319,85.94554247447904,27.40917766756401,61.238246573774525,52.22184427634165
10,-14.920605719124598,68.88124694907293,32.66817216702471,54.66491578714387,72.63494113690881
11,-22.777207260426742,74.16975783654783,61.92189871214342,46.14872061263385,65.94985627818129
12,-15.253607538949769,68.82854964092597,31.277675217857002,52.721857996150824,46.493426576990814
13,-8.194995849883519,74.18147673512124,45.90945589631449,61.54026776219068,45.33586747153421
14,-15.726290376431251,80.12603977649538,54.00298688316028,32.71748718100257,75.90346586207193
15,-18.196688472950544,74.77527420435592,57.559339044991546,65.90202524397864,48.592804476174905
16,-18.812345985513435,74.48970582147152,49.75285144069542,46.40917569134937,68.59708134337363
17,-4.906943947512859,80.89368152986991,42.50103875029783,42.26442115151205,53.73387396575645
18,-12.098024644114094,60.46371797189763,20.82530844840606,60.7859948050414,58.13112343427704
19,8.602304140453402,86.83903527956774,32.06512486599503,73.27115839562846,53.127846579518156
20,-5.383198866623449,76.39237500734001,38.13186897728659,65.70463429353303,36.612625906677344
21,-9.62907052229297,85.59247345821271,43.15807286362115,45.39739778829338,61.888080378557085
22,-31.494505334662918,45.98777755978065,43.67941844717775,53.87482400728451,32.26596003703609
23,-20.11408104282292,77.88134578509019,53.29224989898887,37.673460611253496,21.477585520537783
24,14.048248837827998,94.86161801998416,22.23840881051257,40.72288693050641,56.81887636031572
25,-1.234115814571406,86.50523401316595,24.32078846774331,51.207374854589034,46.618429621358935
26,-30.40366040619718,55.04604979150841,54.50648915768868,66.36638307821849,21.33925461005075
27,-7.736708142977559,74.75822857640513,34.036742760262904,45.16658831725153,31.17047576131277
28,-7.934711752355115,80.58647208734656,40.805078493937636,71.50189116513381,55.33470826403226
29,10.844756729548267,76.40587970927169,38.73104070205132,56.17096669137776,58.51865425282224
30,-15.317349144290358,79.2218024026911,51.719366449348676,51.08357927332775,24.740601715355993
31,-20.205230743255395,54.626290084309126,47.97628819048837,44.819511411986134,28.496032800872563
32,-7.073591545346598,86.89002924576457,48.317860754232946,44.784465038357794,56.029530176307944
33,-27.531322576441298,57.31758223924696,67.69553201989022,43.98927307655222,39.324298681803654
34,-6.449502721174158,72.94020249502101,46.28500650869785,48.873592353110574,28.962422178908046
35,19.854090715363764,83.69935862797726,34.51945221589306,66.6481791139012,56.332709305771715
36,-10.512245701709945,62.759895178675,45.584563845772315,54.28396852840059,36.776511970776426
37,-25.14669778770937,67.30097945835601,64.34630086981716,46.652715907854116,46.866054751681936
38,-1.0683005552635918,86.31525578197643,30.942779197369237,26.987911846412775,46.86513982603123
39,-20.9344705853073,81.99398688958499,54.13703830939824,55.48412152609369,66.81036550711038
40,-11.433823361712601,82.81459508724754,31.17251661527469,59.25177471258641,35.01165647379315
41,-19.936646658491792,65.46666317570204,22.5953880557094,35.75064730990042,42.21618658930425
42,-6.271396300162996,56.69279563155195,31.36100384103252,58.27580712319018,49.96107720988824
43,-4.228039337297303,77.39300048783404,39.024698750243594,57.13910882849822,60.423927536376894
44,-9.756530710034403,83.43219328399407,51.00165047009976,69.0533634376911,77.78017126792713
45,-8.008264418374166,80.04770542583648,24.34268861928166,32.150364185665346,66.77698704555254
46,-16.76024527427602,77.12033584964584,57.762547515686094,70.38474439237257,49.39289263901398
47,-17.947025152942754,58.569454697154015,39.166824865633444,23.692377194716432,63.47230771846265
48,-14.787654983686632,79.25018950146318,49.923137606630256,57.40683929219025,43.2686123327553
49,-11.707587537755572,63.59135209278407,44.74882458207898,85.9801852588549,52.156754656497746
50,-11.143228649364712,74.27353058802737,29.307989356974335,46.769537791429464,54.88636395901097
51,-8.091934451466798,100.0788032786024,58.47528975164683,69.42372022460205,39.106901724031914
52,-10.04117652340926,68.16395819312166,30.457737969345764,31.969935180350102,65.97880337130248
53,-19.024598379290836,52.90234093794577,38.469391870072556,56.1635973201139,44.39309096469554
54,-9.426623162992506,99.07227965105874,57.04610534292029,47.45862967413329,64.68822028770619
55,-1.7274816422935237,69.02435120544868,15.865932772290341,50.50634976469912,48.67603304532962
56,-12.518114153880234,65.12957001747932,29.124485959954484,54.2014983183064,29.88115828399457
57,-6.975010412696706,80.71411227422095,55.4988868217924,42.85752047566938,57.4062897213337
