unit_id,JobThroughput,RackInletTemp,CoolingAggressiveness,do_CoolingAggressiveness
0,22.4390454791508,69.04676931854192,11.211965000686511,10.0
1,21.201405490280848,67.92053067696096,13.645334809040092,10.0
2,9.777406391582339,62.646857348941566,11.155094972058414,10.0
3,23.41842347546575,72.758794155448,12.120143500159202,10.0
4,6.10999292897084,78.65457011741438,16.178048024163495,10.0
5,14.643638601073567,91.58591258344478,8.846759359343862,10.0
6,11.178669316066477,67.8797321488198,14.034015935396392,10.0
7,16.51757652340053,69.89415471769746,10.255731970499516,10.0
8,6.195609679751657,70.88224436707821,15.415831219199113,10.0
9,10.018160876380778,57.90006018746184,7.808351599864941,10.0
10,20.16085585425434,84.55230238377723,7.289353991895929,10.0
11,9.375226675507458,55.58299718011824,12.715657342253234,10.0
12,16.39628290024581,76.92144890686711,10.439267315683306,10.0
13,25.75924397892468,78.39188961201019,9.469361075516188,10.0
14,20.654904134556073,81.28326796250353,11.992159368230439,10.0
15,24.343754766344155,87.69158571160608,13.727385455886939,10.0
16,12.25293834080262,64.69018874476322,4.892034621183463,10.0
17,15.306938258293384,77.87912504325001,11.82080813939364,10.0
18,26.08049126271722,94.42654775283108,6.500122447777516,10.0
19,11.111752360986266,69.3982570559301,14.792305095477158,10.0
20,12.156878928837498,67.46523655369579,7.4718329050514685,10.0
21,19.231989058539884,70.02364269543709,6.387772091647815,10.0
22,6.5117298014015095,44.8909598105784,12.322848766361398,10.0
23,30.321807239160687,108.91352035601905,8.560596291697209,10.0
24,8.763237638657046,81.01175410232864,12.586752547453365,10.0
25,25.009819097789087,90.15318285502549,10.624751184058685,10.0
26,5.369658527459744,75.58857045636671,4.912765855485478,10.0
27,26.59054587516221,73.76275873479929,7.077586491808555,10.0
28,4.100918143155982,74.67174764512538,10.911400647549474,10.0
29,15.071297342083113,80.65889651921307,7.9488203800905275,10.0
30,7.37644118921633,57.460480204268784,9.705129115710173,10.0
31,17.66972267994612,64.77900958319773,8.738817816035784,10.0
32,10.045741661379832,81.8532743351793,11.979870738827335,10.0
33,4.736021296550973,64.42053845987682,12.427955127554426,10.0
34,-6.346783885806232,41.15524372302593,10.996049658511547,10.0
35,2.0817095324337567,51.53621177384932,10.903027523241922,10.0
36,12.362970389758221,63.7649681347477,7.918421967853366,10.0
37,2.721072273755422,66.07828737064884,10.797648119801355,10.0
38,9.997415333922172,68.46185381019869,6.724536240227726,10.0
39,28.13524230729956,76.74813367365536,12.331975934174356,10.0
40,21.832812800462225,73.12359704327143,11.74350087773412,10.0
41,11.576831741158891,74.09381152649233,16.14669765058024,10.0
42,28.86316701094635,90.42502603685487,7.755077550526874,10.0
43,6.355437589813856,70.57623979934074,8.857276919123388,10.0
44,26.7279230001849,87.1641731159023,8.16957854207381,10.0
45,16.78048150747481,67.35617286421076,12.85253353859212,10.0
46,19.629376176001394,78.0710539699526,12.632342180332374,10.0
47,26.770585936909992,90.56480005697992,7.934747401694658,10.0
48,26.01377704812146,97.37014263027386,13.901376209956672,10.0
49,21.859146201329942,95.64449080351558,4.924184070502175,10.0
50,24.221101528923512,75.43126283518626,9.612822821421398,10.0
51,3.5589348759822386,62.75741350631119,10.951108113747022,10.0
52,20.675551238566307,68.67889477357338,4.220908099233184,10.0
53,15.811271368879458,66.73872170418107,8.15938845736342,10.0
54,10.437158639140202,85.87380744955848,11.012599014564756,10.0
55,9.836348663495873,85.36335620298613,7.860893433203797,10.0
56,27.548499365307688,85.41908631610661,11.668945469516373,10.0
57,15.128668034335128,62.78251756661059,13.944385731299185,10.0
58,25.779292102161655,82.92263862284531,8.328010152808762,10.0
59,16.261027303419464,83.51333219362012,9.949550139671672,10.0
