unit_id,JobThroughput,RackInletTemp,CoolingAggressiveness,do_CoolingAggressiveness
0,-14.009640675317037,75.27152833759408,46.20556083594191,50.0
1,-2.5212762423720427,83.09629060846298,50.26993367229717,50.0
2,-33.553634464145475,64.1799789630793,49.42022939683384,50.0
3,-9.455925743626334,89.95525717514661,51.13432492726585,50.0
4,29.99189478204091,92.42666180799888,52.64777255501424,50.0
5,-8.75401529917473,93.67342936777082,53.04850229609896,50.0
6,-12.542070474378141,71.20757808419017,52.042718032599275,50.0
7,-16.799942937526986,65.95939723083724,51.808335555295834,50.0
8,-12.244567234251756,86.02566514779794,53.88501274714997,50.0
9,0.11626811317215413,74.30502800056873,46.51619168840545,50.0
10,0.4372800871631668,74.6225346616269,51.47612202389472,50.0
11,-4.257457992856394,80.21790952575404,53.52815138173445,50.0
12,-3.6875578176051986,70.66267365427247,49.52647994913697,50.0
13,15.190301766419154,83.03833183726158,51.197788996969976,50.0
14,-25.720364522482882,72.63373478482293,45.25952264141916,50.0
15,-8.035420432430156,87.09255374326555,54.83278357687216,50.0
16,-24.174777892142846,59.79273383599202,44.32961148018782,50.0
17,-19.66421857275032,80.63952188872997,48.81177064384529,50.0
18,-15.378780620822523,72.81619800870158,45.40851191625667,50.0
19,-7.056117104572493,73.53675861686706,50.757988725515865,50.0
20,-9.620285557794539,84.87380763631876,46.053297238867415,50.0
21,-28.247206099820787,69.09425322973733,48.6271690715796,50.0
22,-1.326495953572595,91.28844302832411,51.1314067993787,50.0
23,0.7777016568226713,81.86688453517645,43.73593507829514,50.0
24,-1.3056818013718372,84.51402697968076,46.72032022409052,50.0
25,3.046647462986643,88.06458318480809,49.88979074580974,50.0
26,-3.468289735237228,83.799045824564,48.067537169116626,50.0
27,-9.440292986012022,67.91176229284335,54.5739614503602,50.0
28,-23.394557837782486,58.07944590979477,50.40785573436181,50.0
29,-8.573820600858568,73.31682967961713,46.089934249540725,50.0
30,-8.515242166618798,93.63395699565298,51.94474093113695,50.0
31,-5.861645442038754,64.23848840050249,50.9990950732979,50.0
32,-18.178113380113984,84.204610643385,44.73324185947173,50.0
33,-9.448028890346647,62.73428228824444,51.06855638725018,50.0
34,-28.262931811489985,66.96056332463856,52.10497869031355,50.0
35,3.721474716117026,95.02094967971676,55.803832181660866,50.0
36,-20.58429944892179,69.98176587065386,47.99776467184716,50.0
37,-1.6878415354347671,68.82150981520115,52.032388682552636,50.0
38,-10.236505925061378,75.17626096575864,49.941059579336084,50.0
39,-15.769934174638127,68.60472839415169,48.423132870019074,50.0
40,-25.457088222778502,68.98799952309952,52.60459374570406,50.0
41,-10.139144208233684,92.65764144488304,54.00554448063874,50.0
42,-3.910016726313914,80.94398608872285,50.29061256226972,50.0
43,-7.191753509430015,85.26826192852293,49.22373919051965,50.0
44,-10.743650173044536,77.59815136293929,50.95607316858622,50.0
45,-11.75056551018843,75.91487992263663,45.438030255820465,50.0
46,-13.852673678120407,73.73466890504764,49.98223280847248,50.0
47,-9.466938153002598,69.744378882895,55.515578498862965,50.0
48,-2.3067539243017277,84.34307198265024,47.66192259684104,50.0
49,-0.6310404742191769,78.14323711876894,49.63054065703929,50.0
50,-7.130184677396845,63.493726900744605,48.946237390849525,50.0
51,-11.019850716257801,88.15290466007035,53.537553371709706,50.0
52,8.650334533405003,105.17221109993861,49.323113930303755,50.0
53,-29.447992452266064,72.40154061264202,53.1386082771378,50.0
54,-18.986633078381253,76.88562358192891,49.595651828364126,50.0
55,-6.558489552484353,69.39734514136575,47.833248959770245,50.0
56,0.8383054110089434,72.64266556965786,51.84427353145532,50.0
57,-15.800939919162579,77.0420543551857,47.20340953620668,50.0
58,-14.391342959129966,84.00153570114865,46.119927578026584,50.0
59,-16.3730998316642,67.39602317159812,48.212526659048,50.0
60,-10.201945285327334,78.95211321980759,52.042830750589964,50.0
61,-5.010381478726195,69.62442183421916,54.41586268161562,50.0
62,-33.913372925882456,56.39402718980504,48.91851144252784,50.0
63,-7.45551961535202,86.37752066052101,52.25487108877502,50.0
64,-11.62317597559925,83.02009860421695,53.86742139835656,50.0
65,11.867520534433218,66.64871679418934,53.29077969624121,50.0
66,-12.657447642230101,86.50703806560036,50.32775868699424,50.0
67,-12.426732397304589,51.64898335281646,52.23534917122825,50.0
68,-14.035095356236967,89.44702968219336,52.89558070913753,50.0
69,-17.73171909682123,75.58264135367577,49.49802881292945,50.0
70,-7.788707259835338,71.53929432606341,48.898160303163934,50.0
71,-5.200153904326456,82.61895576651396,50.94153182120025,50.0
72,-15.92577087050581,50.37350547931876,48.68705937907467,50.0
73,-9.260299783210636,78.68480733121906,50.76873108969123,50.0
74,-11.232196906926841,90.28288489301063,44.67296747895607,50.0
75,-7.33147429413331,72.01534550800429,46.970701119242804,50.0
76,-18.388942853498442,68.89964604799654,50.707018485657535,50.0
77,-16.62179601747359,79.4816207296236,52.177362108213615,50.0
78,-25.125301336207897,74.24713868953435,51.11719317631277,50.0
79,1.6612209302530299,87.72281125345103,48.090803720161524,50.0
80,8.296575522083758,83.34090903309084,47.67784069507707,50.0
81,-11.722891762692583,84.10596201874144,47.992466191318435,50.0
82,-14.350401297401278,76.89378538267634,51.2603247727338,50.0
83,13.94873669575265,68.02595749390943,49.758345551962826,50.0
84,-18.957607817135475,82.21284087624967,49.35892945474017,50.0
85,-11.357631229855901,87.0169921829051,50.1724771367675,50.0
86,-15.821638002177261,79.79234756003987,48.52850335234483,50.0
87,-6.995384236006516,86.25727354934432,49.61813042437673,50.0
88,-8.887177026348434,79.35677075261867,47.74831902640777,50.0
89,-17.702207941131768,84.25750571085482,49.4483778560458,50.0
90,-10.11969443883465,82.11122816950142,49.87977857865146,50.0
91,-28.073150829623543,63.820965198879854,45.82933269557215,50.0
92,-6.7139958157759265,65.95863534197173,46.33237187376638,50.0
93,-27.70059913760774,65.25960501861081,59.23817582958593,50.0
94,-8.30706083252612,89.39196127525534,49.7738280838165,50.0
95,-22.390064414709183,50.57940536623853,50.1930556460754,50.0
96,-9.010261448526954,73.07707702237319,51.62172137114784,50.0
97,-8.995028924384439,93.82970569098981,55.52201548461327,50.0
98,-8.699376956166496,79.45104497029214,52.09084191482538,50.0
99,-25.221465004091133,62.86484899505723,49.06247847747898,50.0
100,-19.288335496997632,79.07441175807305,50.37353831667942,50.0
101,-19.407833615166975,71.09722958878226,53.431747354653034,50.0
102,-8.65915745423024,78.20975319742438,52.52156004529217,50.0
103,-11.324976506492069,86.01105451089536,49.80907365973952,50.0
104,-8.78368404152486,87.0398563570324,48.80415633934798,50.0
105,-0.1251867451923001,84.97115105070188,53.41786440734969,50.0
106,-8.999541054788367,80.72033028254297,52.873330253298136,50.0
107,-9.25218916928527,92.60373913894577,55.182441831322876,50.0
108,-13.014904616590421,70.82106825364012,48.37772024620963,50.0
109,-11.901542337794622,84.6180969399191,52.91228246758753,50.0
110,-18.66918088782742,72.71290794217961,50.98834462043185,50.0
111,-6.3006301648078145,74.96629681717862,48.64702253046012,50.0
112,-18.076027267466895,74.83614093258264,44.09287709601057,50.0
113,-25.677605276982316,60.50394716362697,48.913086451727395,50.0
114,-12.166417358539007,63.444688654069594,49.05280307888928,50.0
115,-16.685899470920276,78.84767096552036,50.998098761704625,50.0
116,-30.541013087001026,46.59482228965169,51.57884938053554,50.0
117,-13.068847942843188,72.0600305468995,51.16940064594962,50.0
118,-18.483503396474465,71.21704567286378,51.66955666120743,50.0
119,3.5993555567795195,60.41796432238114,54.30504830420377,50.0
120,-15.46190618856918,91.67068357268361,51.213170353907195,50.0
121,-24.815635404866576,55.501846736416255,47.16013185596788,50.0
122,-16.4956769890436,77.65787628483824,49.80537690908757,50.0
123,-17.60580121117664,76.74455150618927,51.15971783465161,50.0
124,-21.03879857948337,70.52427525705622,45.1038675599475,50.0
125,-26.05754169681094,63.016684767442996,53.201069067297894,50.0
126,20.47960444982288,78.98634812335101,48.441965621710416,50.0
127,-22.707456116473843,79.26184471068596,51.31066461559124,50.0
128,-22.797863029888475,75.50375843812913,53.841426428993415,50.0
129,-12.868957451024606,76.73823114502531,54.85772559725596,50.0
130,-23.262162643430777,64.73988907726024,52.84202800959034,50.0
131,5.5042357898291465,83.67134385011106,56.15568150449014,50.0
132,-19.59045914900545,68.1293813372013,53.38065131089865,50.0
133,-13.088571782150687,88.86653561252847,49.491776940160754,50.0
134,-18.331473732395345,85.76660458022766,49.80502229317677,50.0
135,-13.124830187014206,70.47625407845894,49.33750130639092,50.0
136,-0.3555969324689414,103.42666754419955,46.80339539502309,50.0
137,-13.203879393598172,66.57989246842004,53.255379590228145,50.0
138,-7.840283804591605,73.5084822085288,49.422437114871556,50.0
139,-28.76222603325857,58.249373466653275,50.1164923291696,50.0
140,-23.096879103349554,67.18824300924939,48.582362676539326,50.0
141,-15.278994331045634,82.08672988599511,50.51046020115546,50.0
142,17.48646779956457,101.09596772750287,52.55520240549649,50.0
143,-17.533636186193927,66.11065777375357,47.06922768246491,50.0
144,-27.616669431222405,72.31012550230746,47.42461734352949,50.0
145,-14.203958322688868,78.67881327459065,49.88645038906935,50.0
146,-13.676173149233708,79.35963480057046,58.16591410685823,50.0
147,14.22711277397553,103.69708400959998,49.003499622733,50.0
148,4.067478160995391,109.95331450235922,54.94973049383074,50.0
149,8.488382858447526,80.76556974401858,49.10809528906496,50.0
150,-13.197844439296192,67.09403277344111,46.3483096629652,50.0
151,-12.371013278418912,74.92669322687209,51.019169980379615,50.0
152,-21.983182817132008,80.75017065084505,49.509525491323224,50.0
153,-16.533863745426604,71.79240876439428,48.596744408389696,50.0
154,-3.0798885277935213,88.97688949612726,47.96379849108288,50.0
155,-12.376182764069272,61.244293396748915,52.275805104144,50.0
156,-13.951715211174395,76.86010021204557,50.15216472750363,50.0
157,-18.075964498019225,55.26637779343296,49.98539346364688,50.0
158,-23.758747057332624,55.45166125400684,40.79267856781209,50.0
159,-8.480955554063577,87.2704851557912,52.91528711166006,50.0
160,2.3784584191406783,84.02063535339467,47.80084507445662,50.0
161,-23.426775961684772,66.9725727844165,51.12468268365713,50.0
162,-14.893771593468468,80.68351544485614,51.950100106406694,50.0
163,-0.28342463964791165,94.28701542448759,47.63712492375116,50.0
164,-26.289016502040614,69.54253287299449,49.65399272636715,50.0
165,-14.17533050097777,68.89888693256643,53.64669341427306,50.0
166,-5.810391906407561,79.00527466983917,48.43005883452957,50.0
167,-25.430018834096632,63.2356564285782,56.849855688245434,50.0
168,-10.814808742429184,72.65086898973773,47.65244846273315,50.0
169,-8.943020856600388,63.82119174215432,53.691170960687906,50.0
170,-26.05718152467989,67.73957484463159,53.595891232138804,50.0
171,-11.93055470638167,73.09084680768684,48.364730361210384,50.0
172,-9.503468288173588,85.61080435504712,52.387453617000034,50.0
173,-0.7027063918525887,113.56004714066616,53.42089486916975,50.0
174,-20.154014499937446,79.60728232961202,51.81167429611975,50.0
175,-17.74640913349137,78.31414181159715,46.84726838837987,50.0
176,0.7517361261432498,92.94340701014626,46.91809010040513,50.0
177,-12.400113739895762,62.40912137570144,45.9979250811698,50.0
178,-13.820038694001251,89.97928491548596,50.27978686483818,50.0
179,-8.238283276652885,53.93155564982154,50.580533572958736,50.0
180,-13.231906172242054,70.42515439502012,45.98855692109646,50.0
181,-14.16448772132127,63.55144339897075,50.987641154885054,50.0
182,-22.48603118499219,77.31792896677437,47.76211375920977,50.0
183,7.4959085357013695,81.50023874482626,48.037670249539524,50.0
184,-33.97655418443344,54.03543810470949,51.53708767568021,50.0
185,-21.898671741858664,70.4375594663986,52.71855368365299,50.0
186,-5.675612805697575,74.13519371357653,45.80906236567762,50.0
187,-18.8822487460378,73.31963818862839,48.319519894619006,50.0
188,-12.295466439833312,72.67574723633736,50.51886077344207,50.0
