unit_id,DissolvedO2Nutrient,IrrigationVolume
0,26.147086623126267,42.333211104372225
1,45.36468548049614,35.25288201321099
2,46.77895457600657,71.15697238432827
3,54.08116718979053,57.20532361403683
4,47.4886193366499,46.677866562225546
5,56.727829980064776,42.98865648726058
6,47.639096653527176,54.88604219797658
7,32.29619575056848,53.58454225949651
8,45.86425177604749,57.8128415501204
9,54.365355413066055,53.168718302757696
10,55.89656835847482,43.7188854823635
11,70.11685309057314,42.15410786165209
12,44.378882656924226,66.1735735813799
13,49.85328465555334,43.014449248305176
14,64.18573534157254,52.13916607538902
15,44.4042786849769,51.78645627887439
16,35.917241632832884,58.42559280787904
17,37.497879862387066,30.62951245531592
18,34.85121416233327,40.35109765258565
19,39.18301613915347,34.2764907590701
20,65.21201020661327,54.122196286883884
21,34.92725568132432,40.459545703754884
22,65.44130256378301,60.757946926201726
23,44.43127983791322,46.1877776310245
24,40.48258859462139,56.28173964697473
25,43.3832075193853,50.74103675791487
26,44.8893268153062,71.30766195004844
27,58.15060877892145,66.68645945436724
28,36.22836915284681,46.9568180844547
29,55.965910210179736,40.391990835288105
30,60.29691251304272,63.93845220238254
31,57.57451347152796,35.09771230727622
32,56.125556936270904,56.64705082220975
33,49.01228424610384,61.894333787505325
34,64.80888729802417,37.45035154078687
35,60.59020040654848,45.80737774885213
36,46.02360057958548,70.95397682109778
37,65.81947493403212,40.822884494584635
38,65.53538303416329,53.90509764995076
39,50.525274544275426,39.18682097511055
40,58.681241060374134,47.80561377420395
41,51.427678329483705,66.40986707592396
42,56.6282483083659,42.4079214317222
43,32.00956860310812,63.9261656856573
44,57.3042952839826,56.113272663011024
45,36.597778822363544,75.8656075891957
46,62.33953505324772,75.79359246402463
47,48.14194239290177,46.295217752189586
48,33.29218875915054,50.11700714346312
49,20.73763122916038,55.73935583021977
50,39.438408947215706,42.084459075283874
51,73.02323732138295,52.03278171622587
52,29.296999967251374,68.49382034673299
53,73.44984135200045,29.696834895200308
54,52.21403961977521,34.82849379769787
55,51.19177803762567,53.40518534698814
56,42.76256690088938,54.793906278854436
57,59.358245897780755,63.14883202462461
58,40.686267380174684,59.83077566771411
59,61.90881773791568,48.4882987572415
60,70.27137616696986,45.205852548825824
61,38.139000144382386,36.465690390300445
62,51.565154400081674,38.50532890993087
63,49.54421565291407,49.18669402466724
64,43.604731386224664,55.99593289116112
65,54.29526762038853,27.55824157339324
66,38.64849415023172,45.003939747771284
67,52.249751358875464,65.11374044832846
68,36.54512878186421,32.985694617535216
69,57.51530919559758,71.67425496532903
70,35.638875067718665,36.949436421679565
71,49.27597927291108,48.67873076561391
72,75.40964491277428,62.985036007820064
73,43.5440805103645,41.97581340557488
74,37.964908030268035,37.153002507966335
75,45.28358336076515,53.24596469710182
76,38.32058562793718,34.39241673169638
77,69.94040853063875,83.78757171594995
78,61.55982887513053,33.16250583414279
79,45.06867888799595,38.27124426997512
80,65.0738698725798,40.38203613658925
81,54.384888071178395,34.10818769443194
82,46.15897502692361,64.69357365742482
83,57.639874125589074,35.8456596570387
84,44.92471449380398,63.32818532533895
85,40.582572253562525,39.51764689352951
86,47.32986068204212,59.84661315726321
87,75.0980648556686,46.45757557425404
88,26.676718277538345,64.23438840142735
89,41.702910777894125,42.96565017511253
90,30.337873681605092,53.78489955807675
91,41.23663595883897,43.208063968767064
92,44.55554887100033,41.38855845789689
93,29.94235489819406,32.38770419505129
94,48.01363827855251,49.80514237102693
95,55.906646146104165,54.623706006796894
96,47.517719454631106,48.027624083761616
97,39.337495480503776,40.03084894534896
98,58.600857135142704,61.8030467861675
99,51.477003992537426,45.22419168574071
100,65.26352972288234,49.38440877319117
101,36.79412810474056,58.21468450394736
102,43.832281747835424,69.75542943135139
103,48.84880592054873,52.41243678832238
104,66.34923151997332,33.03676463222891
105,72.17258586180817,62.152701353918644
106,30.994830934930107,27.520086766796425
107,43.73781243896716,54.252246331023386
108,57.87561741276556,40.83161753220429
109,45.32366162579321,46.25732617751362
110,60.5024713541017,40.943146091718724
111,49.0690159280593,50.334395302573974
112,42.193873273015804,46.290125738024535
113,31.896387225712118,72.71866760489466
114,55.13648824836863,54.09093953972059
115,48.858614083935876,63.65794899970867
116,60.69289259890186,53.230659189834014
117,49.81829932931612,41.78287698407061
118,30.268486981826577,45.28473789332149
119,58.67479790105031,45.858728190410424
120,60.875267919230595,58.65055467641923
121,56.980466338143415,43.71455729512676
122,40.76520687609999,56.063442368686125
123,35.67766557529162,58.17867806133031
124,50.15353525114748,48.713573998280204
125,61.5139059706295,38.39277829826247
126,39.051477504764044,50.359185138178454
127,32.31183994215743,39.30745798356657
128,46.05672872971779,43.35502387651667
129,40.27831330328433,47.51987330078691
130,56.94569207654643,44.10675420032083
131,34.953186924088534,54.06568671335062
132,53.7953387769822,49.436164539000785
133,50.48152015324223,55.73958064128583
134,42.71538324071917,42.213432232499066
135,65.13776796379791,64.99937555278127
136,40.92412542638315,23.835597632961445
