unit_id,NitrogenPPM
0,65.67388542699798
1,49.887959047014355
2,60.373776619345335
3,45.90376468065494
4,34.21687350218927
5,42.646295618864606
6,64.92135082309208
7,45.69565159043731
8,37.02630988388946
9,53.813386148183376
10,35.73862488695759
11,45.23406709632823
12,54.29256982375203
13,46.56799646586689
14,56.88732011000374
15,58.143560088840445
16,42.95366898288641
17,32.1858171362151
18,67.6226194902663
19,35.851079169895314
20,72.70504013653958
21,40.12114480389337
22,58.93770378287756
23,39.25775538494747
24,35.28982276927798
25,48.49391734560411
26,30.86486678989617
27,51.33362062192442
28,52.7937029713324
29,50.293969826268615
30,58.4845382628532
31,48.302357029430965
32,28.36573030669943
33,36.723340777765145
34,24.43842565599408
35,44.34209361820729
36,33.59751651429045
37,71.20909175639315
38,70.77453803376571
39,76.11672982030302
40,53.261531180577954
41,45.89217949292799
42,61.826884383019866
43,31.89846507269241
44,55.53772205313674
45,55.741023947399896
46,58.76566021870238
47,55.04620427868083
48,19.891254057089732
49,39.55820543348237
50,55.98905937267661
51,27.276648316861813
52,60.8233652669601
53,59.59154147307194
54,17.2181714280987
55,54.45481247718857
56,28.498145360031167
57,40.069929009204984
58,40.87120957569369
59,51.194313065294594
60,81.86102404892344
61,58.255472261566425
62,58.09515984137647
63,42.54725797598553
64,51.73962677211697
65,59.64820586352849
66,56.93313120821948
67,48.91801212717764
68,56.634407738614414
69,41.793643774042856
70,36.04180047093026
71,69.95705665093844
72,46.513750590863744
73,36.338909194927155
74,45.55845986145946
75,35.690300798792904
76,66.58722086614237
77,34.78042685816659
78,37.25247910055348
79,56.334873619793136
80,51.86405688336226
81,46.603302494071
82,50.8846391799078
83,58.65783785098921
84,39.87244798180332
85,18.43077290564005
86,46.53341256888887
87,48.41508699603199
88,54.005255490090065
89,50.719794531495
90,67.13414924306618
91,61.89051323863256
92,42.87922133524589
93,41.46854515594539
94,43.32580949564326
95,54.66226511956314
96,51.69400247412525
97,47.60034455739691
98,61.06549116461332
99,55.30646707559691
100,47.992504752006894
101,62.85541412309899
102,60.87314141328144
103,63.26744907415005
104,42.70524983373896
105,64.8995678901876
106,59.898686610361395
107,30.679629476687584
108,28.17385407484803
109,58.50229694597522
110,70.67130977834182
111,49.827099977340936
112,57.35838959540381
113,48.02761285090397
114,36.572478715402525
115,78.45975814555405
116,44.994621270202565
117,42.053913694826555
118,28.743247410637057
119,61.69482457995351
120,46.18983318630937
121,44.22366304055975
122,27.396189596369663
123,41.905954180027656
124,46.041013525292925
125,65.3233084408138
126,50.94856903786326
127,50.85861794852529
128,51.543991431978654
129,59.2752167869151
130,44.48340106105435
131,57.65185714017009
132,55.23370440717516
133,48.99956620861857
134,36.061152859101824
135,31.130458062510414
136,27.577134676535803
137,34.35232661426562
138,50.52445278019377
139,47.49314099178996
140,42.91774471585988
141,60.32612809700751
142,38.48043270782207
143,42.824573448399754
144,48.34039221978785
145,62.878464978493476
146,37.68619759763433
147,70.51227659350377
148,39.507705722266614
149,49.46742285072396
150,48.777773831656354
151,61.27677914499633
152,52.98897389131456
153,40.136687199428515
154,54.955636933067794
155,57.35005414797162
156,52.94140427641033
157,54.092346710095704
158,49.74028808508992
159,61.76755476489845
160,42.415464055581026
161,41.74659670972434
162,71.99997392338096
163,46.44303640423395
164,56.70116080428383
165,56.98949928165063
166,48.69762957307459
167,51.35621184048779
168,9.69604698503238
169,25.547870938962298
170,65.32065218600229
171,65.15812338646339
172,45.22735558892532
173,45.89943829882095
174,50.23030507663904
175,57.35981414248477
176,64.22543991733926
177,44.48650291804807
178,57.11313288715768
179,52.407401927905916
180,48.333775502712996
181,35.98415495149712
182,37.983001538691184
183,32.80852427415085
184,64.49007829440723
185,53.48550146285486
186,48.446667908088195
187,58.27072195013375
188,55.11399043397369
189,56.50956597467369
190,38.825755104865884
191,39.89896066227063
192,40.39487124532765
193,58.719647623662574
194,27.49613365817768
195,45.07327866687864
196,49.09666216993287
197,48.37330919805552
198,51.198784852510144
199,45.49126968781738
200,26.533042635414205
201,50.948773277435365
202,50.8803326137907
203,17.54012334410733
204,59.16887475760381
205,80.41107279034668
206,34.208184537384355
207,52.36797849202959
208,50.511437044099026
209,37.41985996752227
210,26.79166492960911
211,42.83667518968809
212,41.51968336160393
213,39.24300263020127
214,47.96862529342424
215,48.7168626952987
216,40.77003190090302
217,46.0382420983313
218,48.145861283550495
219,54.00277635649293
220,52.2078610638449
221,78.38276259854838
222,38.98849923801079
223,41.61890886945852
224,51.11285936768163
225,49.75282440614772
226,53.03699784585396
227,57.74806461346619
228,37.99566704180139
229,40.04024660591129
230,61.92739808947536
231,55.784503136236175
232,49.84571783896777
233,68.10410460723719
234,36.03059389633185
235,39.88501762183569
236,43.03597873917588
237,38.06179362589212
238,50.65750291115641
239,52.704867344360025
240,33.8174440241776
241,33.904901948333276
242,54.277989264334835
243,57.085845020600516
244,27.159700028141078
245,39.75055456834143
246,40.58703449088162
247,41.20996520594283
248,59.60725953980234
249,50.416880083442656
250,47.37420764823644
251,67.5668409283125
252,42.80745379365119
253,52.409250466498285
254,49.7669734138556
255,53.17121032643658
256,52.36701021274498
257,60.09765203905335
258,47.483277555516516
259,56.205622180968774
260,59.65917100131848
261,57.90761658125824
262,58.57284954222892
263,43.988470356145825
264,43.71555961057558
265,25.749860338439785
266,54.690779995541014
267,43.538079146152
268,47.269032818408256
269,51.19671077725193
270,25.851613343627378
271,55.04510644849673
272,45.20118122885421
273,44.25106886630842
274,55.292906935743076
275,42.03957914834188
276,55.2778360290598
277,47.19488574130269
278,31.996797329655966
279,63.49092238016995
280,42.0293530771272
281,44.78160657132721
282,56.74457421768993
283,28.320119307958205
284,48.96960817196099
285,42.74629617359779
286,66.42622469776434
287,47.64989376988966
288,21.835949868566104
289,55.875334170440226
290,57.26193182750559
291,53.549837382925574
292,57.7288656587681
293,32.62966990912422
294,57.988325948501746
295,22.194283380371296
296,52.78278330623995
297,55.76915718277649
298,55.05383755523265
299,44.15778263231376
300,53.204997681199714
301,45.48370957935589
302,44.094942645129834
303,79.22308680515431
304,43.71701204344019
305,51.96715227051577
306,60.73991699007397
307,36.59291023510246
308,55.39947329029357
309,47.16127958740874
310,40.57440643288501
311,61.37472845794667
312,56.622562550476864
313,51.987665878529896
314,59.241289222465305
315,62.976361430054425
316,61.47287570119937
317,33.387140495704145
318,48.29795173737791
319,72.85452131557616
320,59.86075268129107
