unit_id,CropYield,NitrogenPPM,do_iron_fertigation
0,16.672145529605054,62.71994101412509,50.0
1,23.6391866208258,57.03232394701253,50.0
2,18.253502300448726,54.36907039745421,50.0
3,15.01188132057753,47.87187654291058,50.0
4,26.675055167238593,50.812427437416844,50.0
5,23.843309072186955,61.6992445505213,50.0
6,19.34285716878157,61.64287533442151,50.0
7,17.932504588154625,53.48767335621222,50.0
8,19.98089568777129,42.781111565288064,50.0
9,17.205200561380202,35.802220734530835,50.0
10,23.10904172295184,33.595970691039966,50.0
11,21.481349113090467,68.61553506203586,50.0
12,18.136625190452715,39.35155812313591,50.0
13,16.35006292626194,51.105664720373376,50.0
14,19.86751906924193,55.71794572600364,50.0
15,20.24398038504257,52.59167625712186,50.0
16,26.523517354990354,55.4179544642755,50.0
17,17.67824276132196,49.946189752713856,50.0
18,17.44782107073474,40.21101353915574,50.0
19,17.764798346828027,45.22552242609833,50.0
20,19.89657764871728,48.31457309362648,50.0
21,20.9432390287097,47.253682129772216,50.0
22,10.036792108354042,33.28149154262952,50.0
23,19.416847651237656,48.118334435526386,50.0
24,21.376807996758398,44.0261133682795,50.0
25,24.09202929571545,47.94376847651948,50.0
26,19.127569098209523,48.86312203933193,50.0
27,23.567115812130336,37.310581372776916,50.0
28,21.011513833716954,43.73984814740474,50.0
29,15.101196996807394,54.628017112529314,50.0
30,18.622461675731895,44.63215211198831,50.0
31,24.232184355840957,53.56854378833999,50.0
32,22.861891441158075,35.71100670725845,50.0
33,19.856989255358688,70.37302235947192,50.0
34,15.037498272533702,35.17203670203103,50.0
35,20.78892260922181,52.492005130652196,50.0
36,28.223982796614642,41.302905394515875,50.0
37,21.730491427969564,45.52678627348893,50.0
38,19.09593258018749,42.19008181098537,50.0
39,18.130229841804066,50.52464647757661,50.0
40,21.410792173687675,36.86769741490524,50.0
41,23.924855021017812,42.679914885126095,50.0
42,19.23326287973702,72.3809168289583,50.0
43,22.676092525283092,70.16224512591081,50.0
44,22.732946566602806,49.66204333244118,50.0
45,26.28126244070053,44.05210583103139,50.0
46,14.765244959474154,49.832587566452794,50.0
47,22.580746756864468,54.41424291211252,50.0
48,18.39654977861537,39.12733399868524,50.0
49,19.995525014624658,24.83313614196518,50.0
50,21.113652207538053,45.65077052946131,50.0
51,13.850639520853608,58.646761993583596,50.0
52,20.516717483850574,35.09388148490628,50.0
53,24.140540785860683,31.31293735491266,50.0
54,21.682024188884142,50.191257115071885,50.0
55,25.689822886776017,37.416853614132485,50.0
56,17.49672737950392,36.42860953089276,50.0
57,14.228320714196267,62.96395766223899,50.0
58,21.946099884978373,26.589854757041234,50.0
59,17.6628215878796,54.636609630556265,50.0
60,18.787982154246002,57.15418526421776,50.0
61,22.554081259660475,50.610195713510535,50.0
62,21.419281402851418,65.1898382339764,50.0
63,19.981415918405464,44.62688395849585,50.0
64,23.983333760658475,52.87521837738291,50.0
65,23.962989917035895,57.806613097820104,50.0
66,27.585912327518894,53.722177518347536,50.0
67,20.963892396171172,45.086495459798165,50.0
68,19.833209720242213,27.85878785598408,50.0
69,22.8008608208806,67.95253071429555,50.0
70,23.604543574557788,29.216425973762043,50.0
71,17.399658991152993,24.133551814691828,50.0
72,19.01325633226907,49.02070244081587,50.0
73,17.863157073444626,52.60327115406837,50.0
74,20.01287052647295,58.538316047957295,50.0
75,18.28072162780043,51.42222176439695,50.0
76,23.670504769541317,53.23353258134672,50.0
77,19.213600696375742,26.49600707997299,50.0
78,18.932262641775903,82.45460833436573,50.0
79,14.506873106311444,49.74116470769597,50.0
80,17.733137932099115,54.90865002120114,50.0
81,18.598156575541253,50.15321439488241,50.0
82,14.59294229815863,57.461650264790194,50.0
83,25.670527000357975,39.27397186634516,50.0
84,21.553593231174847,43.35071757183045,50.0
85,20.007938446567007,61.363078011292494,50.0
86,22.686768382546404,58.01280250360042,50.0
87,20.555224404433698,60.84916551258795,50.0
88,18.861083245186382,29.70802520792185,50.0
89,23.604021445373434,46.47514788815678,50.0
90,17.24903543015345,53.31671282013856,50.0
91,21.567562704006093,52.33821251188942,50.0
92,16.218748363909075,57.60511053869928,50.0
93,19.398795866713595,38.03864889890073,50.0
94,24.36594547285228,43.530682005414185,50.0
95,16.655701580228005,45.914633764991585,50.0
96,19.403051810396335,71.09829112828336,50.0
97,12.70011100582757,49.149894276183346,50.0
98,13.051919501918402,27.53517787674756,50.0
99,21.92384611445703,47.95646721689266,50.0
100,23.391685820454168,15.236735940550293,50.0
101,14.404019932681468,56.409526102298486,50.0
102,21.60061436941763,38.320249836786864,50.0
103,25.686618767271398,45.69914307553146,50.0
104,26.15890297975413,35.46394875268267,50.0
105,16.858575058427807,30.28623128094905,50.0
106,21.53055418558357,45.750543267730905,50.0
107,26.54589621911532,32.193478792212574,50.0
108,15.67587277276819,67.07610337382636,50.0
109,22.584537833528223,52.72812323683789,50.0
110,21.30305326914983,46.56340563937579,50.0
111,20.170047766469775,58.9970993078891,50.0
112,14.273772299979603,59.34018424677331,50.0
113,20.678992403469202,57.24100761523398,50.0
114,16.437197576116453,32.80980470824973,50.0
115,21.154631262530376,45.137567839276606,50.0
116,19.34773959920189,40.00323479566122,50.0
117,16.833905185366685,50.53085595891312,50.0
118,19.768796757297284,60.23240191019458,50.0
119,17.563081070141493,23.832586141810285,50.0
120,15.323035972470121,51.79962200767166,50.0
121,25.14370185731635,44.04358105084813,50.0
122,16.072239539540476,41.02982057331191,50.0
123,22.051089341327565,76.4851084179764,50.0
124,20.825130462795336,46.53204315853868,50.0
125,17.639315100909965,74.92203341439131,50.0
126,19.87178046628075,67.3990845351829,50.0
127,20.35795342102881,66.7992077413161,50.0
128,16.53217216181458,60.132099770408274,50.0
129,14.000667989455902,27.173454174783085,50.0
130,17.52464402732747,41.01609281528192,50.0
131,23.984636792622386,50.243692047396564,50.0
132,15.124026025037644,66.22311420656156,50.0
133,23.01039876699078,50.967150385020446,50.0
134,20.70075578886715,58.835778428857864,50.0
135,20.89332232814176,54.157905073986626,50.0
136,18.40522942278361,47.97053190356114,50.0
137,20.98184101474905,35.528652682686264,50.0
138,17.878760724257898,31.191195360027976,50.0
139,18.070034426255997,37.22667455655743,50.0
140,20.86453741355579,58.38468827377911,50.0
141,20.555741468181914,70.91035363412051,50.0
142,17.849548620956394,55.21910875015665,50.0
143,20.88678241130193,52.39974662757932,50.0
144,21.173629397503746,46.240606099127575,50.0
145,22.40377886363693,43.25950441889607,50.0
146,18.54995725001278,60.81475534395712,50.0
147,23.64140144882453,43.96137443414078,50.0
148,10.310543452404822,50.16529463849344,50.0
149,24.170518513093285,54.9820632629114,50.0
150,22.568057185109193,36.65907728800949,50.0
151,21.877928276510254,39.8018814765231,50.0
152,23.151105448226016,52.373995399189525,50.0
153,22.901462495000388,60.365518522172046,50.0
154,21.94194240516751,28.872441856727118,50.0
155,23.348517399106385,67.1322004437109,50.0
156,17.60752226048993,61.3777761956818,50.0
157,25.736676444702326,42.95739624217498,50.0
158,24.465254703714866,61.16074943600878,50.0
159,21.074436707473662,48.435697085171896,50.0
160,14.387508639639176,40.64342067771726,50.0
161,21.237923878827118,42.14035954482514,50.0
162,20.402249108508713,38.83606528018662,50.0
163,27.21617308601151,46.52356201971633,50.0
164,19.155920901302945,51.147311752330886,50.0
165,20.772010717275226,58.61748710913164,50.0
166,17.670939947084,61.76334118800043,50.0
167,18.954920777615307,35.72587199038626,50.0
168,19.83936735329311,31.68211195989196,50.0
169,18.51891295421555,64.23383343687134,50.0
170,18.363876595524548,53.57494874180508,50.0
171,17.163754033049774,48.35853923301399,50.0
172,17.446315825326437,39.90410739216769,50.0
173,25.168141805507638,55.945732030853016,50.0
174,19.9607003642397,72.52115956817163,50.0
175,26.908628998151706,39.97767355604097,50.0
176,21.124764050999776,54.63478256351876,50.0
177,19.33826923947141,44.4725432769286,50.0
178,22.60706240656569,63.75436714664205,50.0
179,24.158566731636935,59.53944190492086,50.0
180,15.669627108938958,66.01798943778385,50.0
181,21.481032037720496,35.76513676321682,50.0
182,23.674895505784,47.16891614173286,50.0
183,23.97403643089587,48.557998644711326,50.0
184,24.120175931148328,48.81734297519429,50.0
185,24.396580019980433,52.96675241636807,50.0
186,19.67976904894039,50.30679921313141,50.0
187,19.375957144944664,68.08315428609818,50.0
188,24.042497928996042,42.33319999380628,50.0
189,17.836398147403113,52.08427146973293,50.0
190,19.59530505345329,50.039118377900486,50.0
191,25.4182820680781,60.979042362150686,50.0
192,21.225711894250505,41.84635267166735,50.0
193,23.108129279586354,36.57375645722008,50.0
194,21.059650669613596,41.68415765294457,50.0
195,20.32712708481753,22.07876078534107,50.0
196,17.05257445621268,52.654597499909826,50.0
197,19.831173882377286,33.201139799843155,50.0
198,17.32671051370837,63.23566942377312,50.0
199,16.054380201385158,69.00215630378197,50.0
200,20.764979123568864,60.78633373654216,50.0
201,22.215617295142675,61.94407700541206,50.0
202,20.398571736087877,66.86414174872658,50.0
203,15.533306938813348,69.92554483025737,50.0
204,17.60899415114963,36.73524267012841,50.0
205,21.116738946532948,52.27698928153851,50.0
206,22.89486580104801,44.9337462716882,50.0
207,20.485035509426435,40.69589547893068,50.0
208,24.43231897161709,40.99351884878477,50.0
209,22.16500240235599,84.7340146786383,50.0
210,16.29843807595211,59.676872614317986,50.0
211,22.38633760093888,53.413591970695286,50.0
212,17.44355718572128,42.586264349906564,50.0
213,16.37657644461257,51.27247693710925,50.0
