unit_id,CropYield,DissolvedO2Nutrient
0,15.89137875846496,48.27771929557728
1,15.431575691105468,57.847489070680666
2,16.794975377189818,66.04544103244017
3,17.60498783138421,56.747465032717805
4,18.85959381027685,48.55993058063915
5,21.583279056825717,54.70606848906142
6,20.48900347559495,65.29394016522116
7,17.54830192509496,53.07926775285786
8,22.625140598393905,55.449471773093705
9,17.142432854547135,47.34253544231109
10,14.74687256223299,43.067795718120436
11,16.663931703002238,50.80203680297178
12,18.579963395287166,50.922364613001065
13,25.79564300452851,65.77664134184954
14,25.396551485524366,49.30074448385567
15,13.93789217128866,56.31215049223879
16,12.7162475865271,47.2565007659079
17,20.37024761155857,24.80385238184007
18,21.755540461020907,56.75354718841686
19,14.454226772054646,69.44801632272149
20,24.22658855581046,53.69102835462696
21,16.20396265152365,31.08685752761694
22,14.117516991175998,28.079268191535533
23,21.212883357955068,40.4642419416262
24,11.885897653108596,56.85897271650751
25,15.146258352094389,50.05754584944433
26,21.794932082128952,44.95612266342832
27,13.302055417659775,49.31917060422765
28,17.44076360322628,21.371986341174992
29,19.602615020223656,33.09791234091012
30,18.110559607157104,36.90041440597942
31,17.011603709742555,44.743459924282575
32,23.012157978562364,45.709347007082705
33,26.51955533673078,51.439073316016696
34,22.154735671076878,37.784916968423815
35,13.397311497110529,53.67636433357597
36,25.811139523405117,50.04203281800474
37,16.495573029242404,35.068701292641954
38,19.27142644779497,52.48200202229921
39,20.413873478823074,37.89043469716874
40,21.327876132166143,53.5446664802276
41,15.978504024095773,57.90986472972532
42,18.65262703960235,54.95055205372741
43,18.45903046849956,66.23008904014318
44,20.079699401383657,58.5510755765603
45,18.862303381277982,36.60180505094563
46,20.425743847754177,48.24701656185758
47,17.292590477092865,55.40806372644555
48,21.22200007784393,52.06638086834835
49,16.379010146412377,38.61135307779418
50,15.84370453760735,64.7168074737819
51,19.098021238784384,46.231196295583196
52,19.517201126071093,52.07029230374196
53,20.81193624029007,54.99382782321338
54,16.973308443025488,31.38083835020778
55,12.552096086101528,53.91177710045461
56,13.273711035643785,56.11876576368494
57,21.070785232357856,58.93621343449192
58,24.772667540311804,40.859259416133185
59,17.03367319336237,50.33449665470792
60,22.29754262067276,51.895881697443286
61,25.72761970351484,43.356560568578324
62,22.65460458281184,37.16139604592702
63,19.164461576341456,68.54690702502809
64,19.41505346738388,55.413353886408785
65,17.132659222161543,46.32541321615343
66,20.619628324220898,79.31318525992654
67,17.886432108591162,51.2941953951929
68,18.92565775861378,42.86928245133631
69,18.063946460553865,46.45722058288447
70,15.626850550271344,60.942177790000045
71,21.900215326143282,36.63996581200218
72,21.22153343088169,53.17744670687136
73,18.856658327458522,55.99426298159421
74,16.78055185867413,48.70473683965569
75,19.834183692858392,54.324327672252856
76,13.304702570908772,70.7610229357727
77,19.875367002561163,40.182957387837035
78,21.536324791398137,51.84377079561822
79,20.153649291378386,64.35619088221304
80,16.726195504619312,62.07208206868486
81,17.726223837428066,36.07128599159835
82,14.973177977255503,69.36450492783977
83,17.886208772342552,59.39890846174035
84,20.003697885614493,54.80027109182478
85,21.599685003173608,51.42919272240974
86,17.248035913608696,55.930804696216256
87,19.11200767345189,43.805115910092375
88,17.237147470890392,73.03343374352507
89,21.46197462374306,33.843563129630155
90,13.963894944413047,47.74951043636554
91,19.32802926568007,62.17044641296192
92,18.268900735472567,68.36745230612036
93,16.153441390562673,48.29713649982365
94,18.917309071683356,65.00708501117471
95,13.737925943821118,62.6529373200078
96,14.33818368723594,55.1564884726671
97,15.095714512981438,37.10980237068356
98,13.573412642559646,67.66666293066307
99,22.78056437743859,68.22093780047544
100,21.753285125826732,60.19630276223123
101,17.67307541018081,41.35403792167376
102,12.553591709758521,44.48903046659519
103,18.544535175879997,44.981718531794385
104,19.655911848811556,38.283660251265744
105,17.080697210071047,32.339693532879735
106,17.17093495100027,41.04945244344206
107,15.783984839165981,62.659686589747686
108,13.1260978381408,38.74290314034283
109,21.952816011067505,50.3859837864725
110,20.52557654114997,54.635672626757994
111,16.66207842250534,29.213439236974327
112,17.78948046776994,32.71608969827403
113,15.094345269129876,27.613604649332633
114,19.5414122755298,78.47816617481071
115,18.911046579068703,19.052268817669813
116,18.979997143724564,37.36772465269609
117,21.44638088612527,52.35309307740698
118,27.359488730814718,29.639013315072056
119,13.998537984125987,69.24975258977466
120,17.761612991006363,45.20416070958224
121,20.00022856940669,17.57693347538179
122,22.456011793152427,24.7506235119345
123,14.286902363903188,56.54876876312411
124,24.112806662049003,29.604157015441693
125,23.78359250903987,70.02480674419527
126,22.725113742529,28.716226600039565
127,22.825781707883408,59.803615814239706
128,27.596631785890192,43.194294945954574
129,16.723328177505095,65.10623604231468
130,25.83008572763259,39.19899643716553
131,18.379536253415086,57.87401042500385
132,14.858030870126768,65.59282136425749
133,16.486177533054253,58.07503074365568
134,20.489970992076987,45.39168580733543
135,18.926329023043454,48.93749722493516
136,19.702944625714256,44.99005626787276
137,16.48955631146464,50.82263732738998
138,19.347623304534103,46.542604322583514
139,18.622990776330163,66.71374856824288
140,15.587248312736067,71.6420627663536
141,12.092841144536123,26.47863229064821
142,19.51220032944219,54.6162214297861
143,18.800004800022002,48.492831946951554
144,16.7962547470893,45.38104471239093
145,21.241654351737274,34.870728323999884
146,22.24141524768322,49.552229583691336
147,17.457432266310896,52.887921360588976
148,19.902522454710322,42.83430301498457
149,16.6244353890037,46.90753494648165
150,16.559458352217042,31.499029093850883
151,19.58088910010595,45.13345961214234
152,19.216140516865142,44.610224780478106
153,21.155485101687454,47.75083187785632
