unit_id,PotassiumPPM
0,49.11306185425465
1,52.88520252350658
2,35.99116241842368
3,50.912414996685904
4,63.713747970241684
5,42.99493231340019
6,30.329152459563304
7,39.83866590118275
8,64.3387699476848
9,53.59948676228896
10,68.18517517523071
11,64.48255513953234
12,43.61978930519726
13,49.54319460214258
14,69.6687158955001
15,51.26092145567051
16,69.0609151435678
17,54.492522698752396
18,61.40980283312848
19,47.99935727327782
20,38.669805045699704
21,56.75148514453958
22,28.157870444420755
23,22.218183362524403
24,64.95759842427613
25,40.1002032002855
26,27.367759660516832
27,31.55687991908281
28,57.48615775170762
29,63.21486153677311
30,26.23324101917053
31,33.36144174838475
32,51.52207757925053
33,40.378555975626725
34,38.505329428022655
35,56.66231121526901
36,31.535976174164222
37,47.42710536353086
38,48.47627040265362
39,74.3782450304226
40,32.49404918523268
41,39.05625313986911
42,54.016168318369324
43,58.18983707471544
44,85.62638727869722
45,67.82622948121443
46,53.237726417273706
47,58.73261564924437
48,46.532092270668635
49,57.428459273654255
50,57.47975331594444
51,47.379429921995666
52,68.63414508177695
53,39.361355374760954
54,61.565873477013824
55,45.35766507052819
56,24.963729778695196
57,59.39149664812439
58,41.325668655993695
59,73.1091376556985
60,60.00671987548056
61,62.70846656753205
62,39.68131695939918
63,73.9508909939835
64,53.17549129681067
65,49.63273648868485
66,40.88993363161684
67,45.169929007913794
68,64.42898727717579
69,33.68181926682604
70,38.77134806477269
71,62.389670535185104
72,26.62178193707819
73,57.80749742888395
74,37.824590387394494
75,30.606904055433784
76,60.36687705016562
77,48.8502866506786
78,56.96229891943753
79,42.497861420495084
80,70.43530494720375
81,82.32301766100858
82,42.53265699791075
83,43.76187592146525
84,49.838614712164905
85,53.94377970818669
86,38.28122525011752
87,50.32057969472896
88,61.67974366364965
89,76.34527072141502
90,51.79498362186051
91,49.289950935956014
92,51.433992929171225
93,65.51189607394556
94,55.367308381751926
95,50.65564076094195
96,45.08844427860719
97,22.036501577980246
98,46.94748855397319
99,38.54992005804526
100,61.72565293335273
101,37.96053974605878
102,48.88850715601666
103,50.27940552692394
104,34.74377108926845
105,54.223974253893566
106,43.39714283016136
107,42.65617774868847
108,43.871050133135185
109,46.81131527287676
110,61.5562606255235
111,30.18779863899644
112,49.363593575055276
113,51.13147801889393
114,75.62253197865095
115,40.12762554714809
116,53.34380997959955
117,33.788214312578205
118,62.17261265037626
119,43.15555605830105
120,64.62468239523939
121,56.595772379982506
122,56.890303146570524
123,48.6774125742634
124,56.50485459450943
125,27.794358005612008
126,42.48122370402669
127,42.51117353869014
128,63.981518563402055
129,61.565530578245145
130,52.12055014469795
131,56.3053279859201
132,55.5643056460116
133,48.84595768179796
134,33.07025964178002
135,55.22773070756743
136,32.8039895115442
137,47.91416466663595
138,65.4771151109261
139,66.9417032221238
140,57.17390430875705
141,50.81553379373957
142,41.447346411114225
143,50.263249772203785
144,11.850296899281853
145,55.64141428408298
146,57.29675882826584
147,47.047545737813344
148,50.24736406077068
149,53.226855036557964
150,40.23867754249525
151,59.17219409245709
152,42.36383703171371
153,48.66534554877077
154,55.73480853315594
155,35.298354618108
156,47.98013140180519
157,52.96042273822228
158,53.0032462437848
159,63.101681334324994
160,58.49600298558133
161,63.21420104746089
162,45.45817008592903
163,68.80725121439626
164,55.87348823978842
165,80.57995369471962
166,37.43465123817037
167,48.95937541537726
168,68.41419079737118
169,39.48725824108554
170,22.84203134362008
171,49.043100277721216
172,36.93824321834285
173,59.454441014346145
174,40.61141446311519
175,41.949989241876125
176,56.80412596572503
177,79.6127808295333
178,53.2453705105291
179,55.21543939529509
180,60.46077452813799
181,37.896073758815845
182,35.88961383731631
183,41.926785995440085
184,42.807434396192086
185,61.9785439271908
186,45.211262060747586
187,64.3417910579625
188,22.317467610713933
189,26.49544413466662
190,43.628044746994206
191,36.28282729654953
192,45.234283653245875
193,27.003981753136596
194,39.82457975549558
195,59.775654860632976
196,46.76628818898417
197,41.862782836545556
198,31.083452983763323
199,56.74098431409507
200,29.59682814818899
201,38.52088497091594
202,51.92256065639154
203,61.15765411374951
204,55.11146626275893
205,50.64530007333692
206,66.47488880321269
207,61.957820431793735
208,55.10364524471632
209,50.40676628745273
210,38.71556972117744
211,47.26972248609733
212,53.27970994909507
213,77.03493424492079
214,35.19932521549528
215,65.4652066407157
216,55.99351580005031
217,44.73032269504812
218,37.56104683000571
219,34.80161641629868
220,44.868578679011875
221,55.08854643519803
222,29.91553829210902
223,66.01795365860956
224,64.85932814825459
225,77.07832459444175
226,65.67358498534566
227,32.74783349832391
228,37.18068783092022
229,43.547109964096876
230,63.35471264516147
231,44.68448414751317
232,76.42068730542178
233,63.596655977374496
234,50.81791296029655
235,58.83151961910793
236,37.873562860742354
237,55.175113398631
238,62.63024187736887
239,39.04115152313865
240,49.58455092406675
241,6.092663963438022
242,70.2201241804675
243,56.95964457956399
244,60.24074147675739
245,44.856747255673085
246,42.57350558218329
247,61.32466967293895
248,30.98274908333794
249,36.17117203882092
250,52.1918680038949
251,38.79766745691475
252,44.3870952259278
253,62.73352537275155
254,43.04747157997365
255,54.24901722528039
256,71.14158107325906
257,64.98992121526233
258,34.811888861880064
259,61.753063193466126
260,24.561727021408284
261,44.310692442399585
262,68.56883229227029
263,50.875818067420454
264,28.421906915064078
265,57.56978455043314
266,57.04899447912413
267,55.281365100370024
268,71.47067328821858
269,52.60858757996551
270,47.4543800927557
271,45.94079260298567
272,38.80107646535863
273,46.427321234807124
274,61.633147650555934
275,44.760328355136046
276,31.953001395725792
277,42.82867273590739
278,58.54880410468708
279,30.1655037143854
280,30.349866157668448
281,22.96129438186629
282,35.78178683778731
283,30.060238672700546
284,45.88520490440769
285,39.2647040393131
286,42.68695069539069
287,49.517143516674864
288,60.96826248048191
289,50.61436350005042
290,59.300092725811474
291,67.94672130159279
292,65.57810066660657
293,33.834961595939106
294,46.97625186907828
295,59.78037568275094
296,62.59103847380231
297,70.09851610186726
298,32.22230478575853
299,45.5600246612387
300,49.137786784735
301,45.98482150537251
302,38.29665214001967
303,49.71180317856461
304,39.43596913599644
305,60.46649262572614
306,74.97974215899696
307,71.16708611610794
308,36.58745603897844
309,41.33826067101831
310,56.26405121657311
311,43.200597529627224
312,59.94468319760335
313,61.253073951809554
314,57.01020173750052
315,33.53126038248098
316,61.242029596591664
317,39.71687873396939
318,73.2874549781441
319,51.5019355839172
320,63.57589397156916
321,52.35517133493588
322,54.93655805465906
323,61.196340078236055
324,51.80036196219269
325,66.32413305230881
326,66.0744489277933
327,63.83852812601783
328,53.47355023334803
329,60.780831437150795
330,61.04514453770867
