unit_id,TankTurbidity
0,68.292043342139
1,84.85093781264702
2,79.51466528888685
3,66.2602551849344
4,72.25983417336394
5,74.53066964010152
6,99.73648561283784
7,73.52035640426094
8,76.46205791537017
9,90.71454901677498
10,72.61441823070727
11,82.04304954446123
12,70.28610883984672
13,71.32397203497378
14,74.1410941105832
15,69.12518091718978
16,84.52058989503205
17,88.56732716789463
18,70.19331781619476
19,84.98816542992087
20,82.63709051188029
21,74.98378730505797
22,70.27906606067236
23,106.63863959670441
24,54.62998839843638
25,78.12324423032253
26,53.30109862749174
27,73.86592453651006
28,78.96385071476722
29,48.70630310994509
30,73.74267360864734
31,70.50742368005949
32,75.87239556334472
33,63.117169497565996
34,77.61270306448904
35,80.19843256736729
36,86.51630363433367
37,74.24741176924174
38,80.65542234182774
39,57.975144362119956
40,54.042460991595455
41,85.12643057841915
42,73.01471528425505
43,78.9850383768369
44,97.57396848374582
45,106.23063419854883
46,64.59886242704523
47,82.77564839664215
48,54.12910247697997
49,88.09271529514939
50,61.057091642074106
51,71.83587463532291
52,94.87380767992417
53,77.59556887411043
54,88.18268664505574
55,85.57590185318166
56,98.00688856418422
57,66.2984457255614
58,73.8093450151473
59,75.39075508545007
60,83.44029115726546
61,62.215130982968525
62,85.88121813442899
63,79.11106075372169
64,79.52964166834973
65,83.40206552238187
66,98.324150840398
67,68.14280434772283
68,71.65383291007964
69,95.80242747037373
70,73.01403533124704
71,60.20124443624656
72,70.89111576526722
73,57.46592407909672
74,68.39708928564403
75,68.03044577607335
76,76.98848575975643
77,53.705626019532204
78,78.32561123408423
79,59.78857124792937
80,82.98803377204119
81,65.82227216417847
82,56.11900683565338
83,68.42931299635612
84,95.02708475210561
85,74.1298478318906
86,76.362613033247
87,86.04126873397205
88,66.27570192461253
89,85.2824710068698
90,76.953642957949
91,68.80117785169331
92,88.76954805835308
93,103.88241331644227
94,69.55841967209857
95,69.20346849212011
96,88.46330537021392
97,57.014942317461035
98,82.65489210898811
99,77.43533900964181
100,72.00672329158547
101,60.73913101568716
102,85.9072133235259
103,94.75388365233029
104,65.87874281387391
105,60.93561436650676
106,98.57842357812025
107,92.86318137453895
108,59.5728611628299
109,52.38107979332176
110,83.03334000871126
111,88.70844138180327
