unit_id,TankTurbidity,HarvestBiomass,StockingDensity
0,67.50502546087861,-8.377530911552592,68.1557981636101
1,73.22205683201457,10.196314330964576,57.95044284769883
2,77.91121495318083,-7.156905918642389,60.23489188563455
3,67.82220859358424,-10.7471670290764,54.01533950909261
4,50.79372015060785,-4.990847598470319,51.435171482672565
5,87.46102957182028,6.341887659540884,36.36333548143226
6,80.3620457711229,7.904771176170236,46.88838279170761
7,51.31543966050895,6.527528117115874,32.0201409705042
8,70.67378601867038,-8.830157354575032,65.1594501870977
9,79.55464918016216,20.643227787978486,41.85245160145414
10,86.32786743972179,14.022823844983911,47.44543499821797
11,60.310436743024106,3.8270178135898956,31.50616514465664
12,76.82209779652945,-3.509413503307387,47.08707031471062
13,98.35347062981981,3.0703020090348776,54.571526354468695
14,64.76403390077932,6.954545484112031,43.60657641822275
15,99.1875247847659,9.14195842513508,45.74372558958764
16,68.36590368021449,11.34967267543626,56.40675888593535
17,62.18157553128938,-1.4545516497273836,53.78842145733962
18,66.17691268306828,-1.8195611298627892,23.207161567866294
19,85.88669149474518,9.315387471688831,28.10302216999298
20,77.33606914234596,-9.753141785302635,60.95253510950746
21,73.35327131288305,6.049977171694977,15.959140626408217
22,78.9472451749587,12.132160858619445,45.53515465083399
23,67.95677773634857,6.389613804739401,45.37156616748491
24,71.42210001722474,-11.006000974639718,62.834399271433014
25,68.7048595459263,13.015807081299815,-4.321439990988898
26,86.15808143182213,13.897243904496126,30.179472630689972
27,71.22639804597985,-4.165051170085227,55.43762699802637
28,66.84388108064107,2.9611633097012255,59.397008159071305
29,91.17304328897343,7.663066828584317,56.17350552035857
30,67.38162793758784,3.211477053158938,41.17761674446455
31,81.98161916288785,11.787937563036932,41.92423024190246
32,54.80564851601991,-21.484825497831345,66.41546764519066
33,88.42947836244065,16.820743293004288,43.60260110049284
34,76.54752318582132,8.936080537032804,43.290102678506216
35,65.92970187975783,3.4010126164640004,23.478758704634547
36,79.17059165812454,8.974026596628146,45.15207889268537
37,59.34109638902151,-13.076620817542,59.75183488613726
38,71.14299494948868,6.873123032479701,48.73442015943337
39,79.21353325605965,-1.718126724146227,58.17344508695703
40,88.41460825010012,0.7181279492975365,61.96728593900455
41,87.34607470575048,1.7280993771736037,54.19110863974206
42,56.2680852482435,4.697447307060713,46.88980706059653
43,69.11148233982996,1.6201330324898295,57.250688922820665
44,88.20522646148659,12.316406016391744,28.60982614544312
45,71.89947987714349,10.881599258768997,52.22930128690037
46,49.10893965996786,3.2879888819130434,29.955385048841205
47,89.37608080136648,14.544988120596319,53.21215153407977
48,76.83911453846301,6.148062952757066,28.40937541423432
49,33.57521961323221,-25.027212153693835,68.80003953955143
50,78.41348027460332,5.489902353841764,47.43156711154822
51,72.01507121607322,2.763882663716977,49.10941983513454
52,78.37606877568246,-2.3117483797458167,59.08321622470711
53,55.2835436576815,6.749793501516825,44.69367941958895
54,76.42073136992077,6.180537418118731,51.14115900694223
55,87.43101814506461,16.31980489632988,33.31374543582798
56,87.14965870814912,2.44075782311219,59.89770780705916
57,77.05095868224879,-5.250217083702129,67.30582525250064
58,66.12685818592425,8.632847779093543,46.871839191013414
59,64.93126629553007,-16.090418308199713,74.14581937518105
60,58.4503154988153,5.339179039808509,45.73309979448799
61,64.73441681568738,1.2099838053325929,50.279532311024596
62,69.55942093934463,8.32483955331186,39.81609333442138
63,53.153283632280676,5.180277865277714,40.989412135156265
64,62.86321806533027,4.0176012425819305,55.626233625014166
65,67.14787329838119,1.5442876751810157,37.643558178452636
66,86.96849378608229,-4.552452962487799,52.88867823963269
67,86.90874840566094,11.796285723117533,41.5672628571838
68,65.75282407106856,-11.0194053639821,63.6589510242578
69,61.929687460313936,-6.498600159943685,62.319716655823555
70,61.18932797659008,-1.7274999815099346,57.139048957339924
71,71.48114503091185,11.507431848761648,40.15718160345979
72,74.70639839743006,6.5034152643211085,53.21780541906995
73,59.49553230617515,2.7879129728692646,38.580287387100306
74,92.74147546495337,-6.248343689030357,63.10089023547006
75,74.90591264226016,9.257090733020803,47.496985194706355
76,87.21078998339883,10.044657646905975,31.79107894339989
77,77.47885771369185,9.116264055913895,42.32780255647967
78,46.80969823088399,7.444765961496035,27.882229296766354
79,70.91397312095147,9.97901118969544,35.87324597358466
80,80.60192648968675,11.94975213180266,27.999682074647
81,74.4260212282268,6.748942211763185,36.807427231080545
82,62.00757156036269,6.33267825784776,43.99055351038372
83,77.46547410857008,5.7248689163734845,61.53486896703225
84,75.79752189351147,-1.3523360370984743,63.532964515342144
85,90.75626106506321,14.349575166505225,50.3554583885027
86,71.55247679336208,11.760241901747193,49.29866546385121
87,66.40315118417237,7.387540489248671,39.00074551670917
88,74.54823413197366,8.745481127143112,42.02529325716744
89,81.00130991564617,11.582706388760883,44.13088452676705
90,46.757840509213814,-2.111303441018496,34.276438463531136
91,55.44059550488256,4.9759659544846535,37.52308531818632
92,72.37731033798244,4.667618126822645,51.0925102739901
93,74.13918959032362,-7.29813940501537,56.483805829692955
94,78.6107264620864,10.073015110213529,33.738483646173464
95,89.58326782182877,8.840126490625043,59.5742199899378
96,85.61211701366594,3.9018431316726145,57.343212530796265
97,81.61216572694201,7.283200742501329,41.54560331608707
98,81.28894211856777,18.085149116871897,31.504471614109477
99,86.73976751375515,13.844723093309069,25.550755784148205
100,66.0524866335859,-6.276432556371792,51.69510405864049
101,75.71609592476169,8.51921831296244,41.335349386631954
102,81.38597922171897,14.950557280451747,47.84636648154973
103,70.39474660517368,6.902632026838768,30.829961886873694
104,68.69554845420957,3.9637706471396905,33.33650675242518
105,70.62255144475958,9.898984037543217,31.017805947098072
106,68.21643287440918,7.195884326681148,32.76236269055833
107,85.35228457667019,9.506768256144293,46.244433410976434
108,61.63699031891747,8.246520624109476,48.133617006818774
109,91.43428223989606,13.044717414471085,34.75247117909569
110,62.984888921713775,6.813254769312435,30.325945863408677
111,85.77054142504015,12.115954713453593,28.25163967684687
112,68.64379268460287,4.513568511487154,36.13936956485727
113,80.3673348426095,12.689501437691721,42.54509370609993
114,60.823647548873744,-3.4271134921037736,59.55390703700773
115,92.10374774841213,1.3343710602606387,55.31095074376029
116,72.36814550842047,11.464132552678283,46.830626569655664
117,79.43388889783138,10.1631213787804,35.21694869513202
118,91.20697771755904,16.347912239262293,52.138703387032514
119,75.9483641661589,-14.521877135260143,61.212331229991115
120,56.125105029898066,5.332356229454321,35.13492415807981
121,68.82857277477522,12.603049736567076,45.20715539425402
122,81.60881003303557,2.510769057832445,57.757020377847375
123,74.26887942194351,12.522265159277191,40.67601785943276
124,45.016892685843736,-0.5239424082339088,19.859690521850702
125,58.490995329661814,7.89313215587588,42.485377306898336
126,77.2243329022753,11.261972401084087,46.398786479923686
127,90.79691069757776,0.8392989951429426,61.63434940582072
128,69.10126672848642,6.883292531750786,24.00228128701266
129,88.03200072558101,4.484157226390199,59.4821086946764
130,62.58544449913101,7.4688023556038585,33.272277554226655
131,60.58248380242485,-14.865248331351827,55.664928854470496
