unit_id,HarvestBiomass,TankTurbidity,do_StockingDensity
0,10.594869036644159,93.61831346741737,50.0
1,4.666027199395624,73.27191051309008,50.0
2,10.54302559899637,76.325964772695,50.0
3,10.880315913630707,62.330186837686895,50.0
4,2.6285111669326406,85.34322273755505,50.0
5,14.708365966784747,79.45848820768981,50.0
6,3.639521825015888,66.99979707379165,50.0
7,-1.881838587580167,72.34423889522881,50.0
8,6.864753613807592,78.02001289642556,50.0
9,2.906716736999722,64.29944837261748,50.0
10,6.731303025855194,72.36228374985667,50.0
11,20.831139279538654,80.10959029303515,50.0
12,4.246249588451558,81.50593287534987,50.0
13,12.232062600582639,71.0183445484036,50.0
14,1.0553330538052224,63.78565639658004,50.0
15,-8.680064039675267,58.85295588897257,50.0
16,-1.0021635769656543,73.7156380012654,50.0
17,-6.717115214570274,68.0201379406945,50.0
18,-4.90058968040136,64.2032156456114,50.0
19,10.460370063350311,85.6434474062604,50.0
20,1.9194708881500977,84.36906313967737,50.0
21,-3.2994081125246986,65.7870039719062,50.0
22,13.801476800539973,81.49916339486612,50.0
23,4.928673773990188,68.11378385857688,50.0
24,7.357693205529288,77.42923137367342,50.0
25,5.76655057585628,73.49544560040832,50.0
26,4.072857827877599,76.2228918845941,50.0
27,10.953977243273881,83.36088298007077,50.0
28,3.0661211015977887,73.35199160173268,50.0
29,7.011943618663459,92.95212858065884,50.0
30,6.689778530498476,81.14295189506505,50.0
31,15.858554865897805,71.11290222421916,50.0
32,5.158496455331939,80.19055918718526,50.0
33,-2.8522314906474024,69.21426162518377,50.0
34,10.785104826027812,84.54867183890445,50.0
35,1.3098810794275042,63.35424701151083,50.0
36,-6.958734316600893,60.61674899203321,50.0
37,9.093364949836035,79.07449680672605,50.0
38,9.129327793558907,82.72717619652818,50.0
39,8.212241096118113,75.54497449492702,50.0
40,9.02706052637672,73.39085122856501,50.0
41,8.621559241577188,93.34664813198184,50.0
42,12.97198712759072,82.89573009071312,50.0
43,1.9765506391038148,80.03855383027239,50.0
44,-1.9755013817756828,56.66408328990581,50.0
45,3.708886390333045,79.75205201222138,50.0
46,10.317781681534687,97.79765169482754,50.0
47,18.789691364679125,106.42629692855132,50.0
48,-6.3832424345351715,67.32946192310071,50.0
49,4.428272414978638,60.404305650971,50.0
50,11.475473522013079,78.7311905091861,50.0
51,1.519591686736961,67.46195345155708,50.0
52,2.6858654029631275,70.38836386802055,50.0
53,10.631525869987701,81.66099794160056,50.0
54,7.5082689430314495,67.31077363560809,50.0
55,12.72980375088289,89.6818756960107,50.0
56,3.7413431841236937,74.56272826942038,50.0
57,12.007407400711882,72.61269405811687,50.0
58,9.557313603563893,72.96224580115468,50.0
59,4.688265441403168,74.0786260145058,50.0
60,16.637137946106776,86.67660776239444,50.0
61,1.0252027392893082,66.28732736181915,50.0
62,1.6316882272397906,65.72852550404964,50.0
63,7.275506998494819,69.68571254487685,50.0
64,7.812794233804549,78.8161081205898,50.0
65,-5.877758610515948,67.17405653688074,50.0
66,2.7863204964224093,69.47997132637262,50.0
67,-3.1704428336908608,75.70690128576383,50.0
68,-0.7295614343140274,64.51750545397373,50.0
69,3.778533445156717,62.99972429302772,50.0
70,11.480381413880812,70.11234664456241,50.0
71,1.2095458481961257,74.75523339884388,50.0
72,4.614910467045731,77.4742610759407,50.0
73,0.9157409442177078,67.84814634773987,50.0
74,7.850948692155978,60.445855780619226,50.0
75,-0.17734740733522525,81.63343510122955,50.0
76,-4.45828953778082,67.84055171374386,50.0
77,1.734239402890629,53.66687252264243,50.0
78,11.07154768834968,66.00355182299634,50.0
79,5.438416699591204,56.91589463552446,50.0
80,2.844698092801883,63.14909466850768,50.0
81,1.9442197389144242,69.03795575619256,50.0
82,1.516428213985735,82.21889562729086,50.0
83,3.7681382195498054,67.37670022410856,50.0
84,2.135396690718803,58.95994249502281,50.0
85,-1.8543413928657713,66.43194549138084,50.0
86,18.049769145824612,98.57765643532959,50.0
87,10.592122708753102,57.20761559723952,50.0
88,3.9531921525067117,85.23077299646613,50.0
89,3.8656305319219246,82.54391872471402,50.0
90,9.540317676568021,78.00761753326411,50.0
91,7.017366122223788,72.54070555961125,50.0
92,-0.8609250501788948,68.81754847401001,50.0
93,3.3194636712278465,78.3953351655322,50.0
94,9.123267756975327,76.34961987036858,50.0
95,1.6535847292854906,69.40265706760667,50.0
96,4.066978049217678,75.4958733263643,50.0
97,5.776854460916741,61.89208989906594,50.0
98,7.575505845175111,70.52339714998979,50.0
99,2.4647531427708627,59.57608101096416,50.0
100,14.560683988017761,96.1059425539401,50.0
101,7.908004391563744,81.90190243318031,50.0
102,-3.140132078546822,75.09750713196706,50.0
103,0.8936004079998776,69.03463609576235,50.0
104,7.12359769039282,84.43820589013463,50.0
105,3.2251453499596865,72.45575037288287,50.0
106,6.381023901169741,73.7641965675075,50.0
107,2.6791926016021206,52.516983684897774,50.0
108,3.8227910787119326,93.70142351154682,50.0
109,2.952179517760973,50.03462378483298,50.0
110,4.89515409482712,75.12760654982989,50.0
111,2.973286834905731,75.58615526260088,50.0
112,11.911618145144523,69.35298500260704,50.0
113,5.795186173289568,72.84106383519278,50.0
114,10.793631493804849,86.06498274951728,50.0
115,9.606487250375025,58.318979627704735,50.0
116,8.920824590152966,86.97501541783822,50.0
117,6.813049082264333,81.80570096699313,50.0
118,-5.955948577816722,82.30526531337692,50.0
119,4.20114175139253,80.29942077271431,50.0
120,6.325764581144038,78.89517123367558,50.0
121,3.202128149344005,70.49976780273445,50.0
122,2.8869746508858554,72.61894224758933,50.0
123,2.88168869622163,64.20877664189338,50.0
124,6.116485990020255,82.91757593225701,50.0
125,1.8119415959393965,61.44567257055708,50.0
126,5.505337319780788,69.38078190463354,50.0
127,5.729766014098093,71.68833531823707,50.0
128,11.503733271243208,78.94503373333572,50.0
129,2.3746973519087264,81.65682379457284,50.0
130,11.554887260894235,80.56586891966258,50.0
131,1.4406903922104402,64.73055265990457,50.0
132,5.395474870774974,79.46195757169217,50.0
133,10.848565701681345,60.86084094872348,50.0
134,10.251799007047904,68.92702634008981,50.0
135,8.602281828547092,72.4766582039972,50.0
136,-4.123208365627921,83.34014518206051,50.0
137,4.169286997544591,56.099767830871635,50.0
138,5.653861973763197,71.72147539233339,50.0
139,-1.5634866981709816,61.94446110361599,50.0
140,8.160834031257947,86.6883343785875,50.0
141,-5.364933215173954,79.72899103939527,50.0
142,0.17061029138093975,79.95072358785217,50.0
143,-7.068753287611699,71.53289974848603,50.0
144,-3.409288219628656,57.424485463251486,50.0
145,-1.603495604365727,68.57307634601628,50.0
146,10.2647841247448,70.65013456213566,50.0
147,1.5872451752955472,82.22924369609227,50.0
148,1.8287738263183533,70.99371294421039,50.0
149,9.194510643765206,95.6811455019986,50.0
150,-2.5424889829604473,69.1005240824392,50.0
151,5.109358861240652,82.4069101195865,50.0
152,3.477465641230781,84.73529575696014,50.0
153,12.619785831893493,84.3918046059232,50.0
154,4.4986565056481425,79.97565749271118,50.0
155,7.652079203699683,99.29234493030995,50.0
156,4.11789297686063,53.29160689717319,50.0
157,-3.2818064493467904,71.0184120981194,50.0
158,3.458448419814742,76.94906199233169,50.0
159,3.5630367461286014,74.89740786938555,50.0
160,5.9287274863379,81.83996372364875,50.0
161,5.37448123898942,62.4066503281974,50.0
162,9.792385561980883,85.77034020146627,50.0
163,6.223851430393083,72.3759620893656,50.0
164,11.707048965914634,103.294004897456,50.0
165,7.011453692199305,67.30216246482726,50.0
166,13.213504848713892,84.92404935451565,50.0
167,-1.9804486964295376,63.13986115457305,50.0
168,6.956058118921054,89.78778850740001,50.0
169,0.844023830341075,61.511772690119386,50.0
170,6.659504726791537,93.0030249783684,50.0
171,5.97112198631409,85.50213775751126,50.0
