unit_id,TankTurbidity,HarvestBiomass,do_set_PelletSize
0,57.16539409839955,-20.91081423390128,0.0
1,92.38512919414504,17.674515392759854,0.0
2,65.75631506314467,7.7381517257836645,0.0
3,69.79248183718724,9.228977154548819,0.0
4,58.589631868915305,-17.05539643687843,0.0
5,53.98558296371969,0.018271604393795382,0.0
6,69.08983330829616,13.893068922872999,0.0
7,93.6681762560667,12.419255124196534,0.0
8,70.38010387243492,-9.387823198988155,0.0
9,60.90224218560129,1.0771635524092522,0.0
10,71.10118138459332,7.765012469137853,0.0
11,82.42062230787191,12.73017625108001,0.0
12,69.15112147400305,4.172270477029685,0.0
13,76.0162461918512,9.261767863378306,0.0
14,76.54592239233683,5.425857582620652,0.0
15,63.169327126947245,0.3007942928294991,0.0
16,62.02917953965167,9.018761123412554,0.0
17,80.71333346038702,17.342170194233578,0.0
18,74.76547041924896,14.635996042476679,0.0
19,67.23641463908513,10.202576732681779,0.0
20,78.06906546605964,-4.048191800088646,0.0
21,69.06971754086439,9.14711866168283,0.0
22,74.20513797090177,-6.108663597511342,0.0
23,71.55668477022044,9.522385050890342,0.0
24,91.47502877715519,14.403197321095371,0.0
25,80.9938573151052,8.501373991956001,0.0
26,74.00012043334534,5.164247561844073,0.0
27,87.54505019489169,15.593023796941598,0.0
28,58.07789046639017,-0.9352309358480904,0.0
29,86.7552199519594,13.607668521599761,0.0
30,91.97883554877342,14.723536745712295,0.0
31,86.2830571553749,3.4329317295213517,0.0
32,81.44779855342207,7.042707582461171,0.0
33,61.450189864288916,13.856583389835894,0.0
34,65.65291597696665,-4.814362103461704,0.0
35,80.82522560364761,11.122009558060531,0.0
36,89.73850532716729,-0.7469761339419232,0.0
37,74.67508714027561,13.973769298517094,0.0
38,74.12790393373369,14.040766170381618,0.0
39,81.9388522974051,2.024102472548236,0.0
40,79.03938471783025,13.951849526651015,0.0
41,89.0710036634635,14.356123985927375,0.0
42,86.26509728141555,18.12755132333961,0.0
43,63.58097185593175,0.7474935914952621,0.0
44,79.5512832136277,14.76525762151985,0.0
45,82.66826592370414,14.428478660599781,0.0
46,89.05043361346323,11.227734833819971,0.0
47,67.48143495475452,5.326877204499066,0.0
48,86.42145824020714,9.424224558008575,0.0
49,72.35772000356985,13.338048729035233,0.0
50,82.95399436988117,16.10773147552094,0.0
51,95.54823029100672,15.97583904530391,0.0
52,69.35070357789755,-7.420269194335599,0.0
53,70.31928195019815,11.620948454440116,0.0
54,68.29880501250196,7.432334130480973,0.0
55,74.38255105631461,-11.32104360876793,0.0
56,59.68370808806204,6.837772855143518,0.0
57,58.939109839237275,2.653943543019442,0.0
58,62.533442482347326,11.241327430793124,0.0
59,80.01812846396184,10.523797202886419,0.0
60,80.19287050349165,0.5205776215071234,0.0
61,86.84054674455052,4.0368125897682585,0.0
62,96.96022417042848,14.033074181281853,0.0
63,85.27358924232271,10.529127196338901,0.0
64,77.9138427473211,9.295743971627356,0.0
65,69.93773316488169,5.387386850959323,0.0
66,69.63390674487705,14.978388109272059,0.0
67,86.50329643078652,14.030033403942708,0.0
68,61.11749638353728,4.67400307797524,0.0
69,45.15493789277984,5.239593885043605,0.0
70,77.32888607794675,-5.114456046648058,0.0
71,59.63808345376865,6.984794072100465,0.0
72,55.62607199019413,13.156753323828925,0.0
73,73.13177942979087,14.143525912805604,0.0
74,82.00911566191482,-1.2796445994508783,0.0
75,89.04094045641465,12.637024023817013,0.0
76,62.327472271263325,9.404963393892693,0.0
77,73.62639835325447,9.036067532608318,0.0
78,59.06901452655057,1.3852730069696326,0.0
79,77.33021188303304,12.934058381329937,0.0
