unit_id,TankTurbidity
0,81.37386363196467
1,79.8176602523939
2,81.21373864221579
3,76.52111829199768
4,64.01488671868286
5,72.63345690078644
6,92.59748417179411
7,92.57917718505946
8,66.80101058291864
9,53.884181085996914
10,64.7498881584553
11,77.56667408261588
12,86.67207305658587
13,66.43426431225024
14,93.63016218317155
15,72.05361604928954
16,69.04405162775613
17,66.09423175304609
18,84.0930665277666
19,77.6094880603893
20,71.86600959554004
21,64.97845230633165
22,72.45498706079255
23,84.43640800208993
24,86.05491312336284
25,68.87323466712289
26,68.21697584258987
27,79.63555973870837
28,47.39438541494723
29,82.1464885259584
30,76.09741983417103
31,68.73850214927819
32,69.10848570392787
33,69.40376414404608
34,71.79731174201928
35,79.02647830579252
36,56.682420562102635
37,77.41049099522724
38,71.69157445212002
39,50.616736363640065
40,63.48638782986118
41,64.1832375802728
42,63.07508490044078
43,81.06279258849149
44,84.90552670946815
45,101.06378486037082
46,86.21161323722275
47,77.80435070249378
48,52.8963674230876
49,59.68174389984518
50,76.58042783909
51,70.29180380397985
52,68.9694123770744
53,91.13155258835145
54,58.964646569861685
55,66.92649193458735
56,63.742204910703336
57,73.68736373243732
58,75.07801170102209
59,85.89562130011397
60,86.62823464972416
61,73.5911595156621
62,62.29344626783616
63,81.23211263718338
64,73.14951748772123
65,80.55547875318145
66,87.27124027160454
67,80.26009489358097
68,84.6695939998511
69,83.7977156457428
70,57.353293363479665
71,66.55388614612113
72,78.84775687050596
73,76.25890750421074
74,91.34537531429658
75,77.83836090210384
76,98.9324817550981
77,70.90849960494108
78,54.17712187172854
79,81.17927469487923
80,72.90194923595155
81,70.17681389901276
82,71.78474994108086
83,92.77934031726481
84,70.10211405437553
85,104.46464812005793
86,87.12060732877792
87,57.90438454929008
88,68.29591676658119
89,72.08130197956486
90,59.07228082348438
91,70.72378964720527
92,83.14611082707799
93,74.7137131084013
94,64.5469087171814
95,81.1979325010996
96,80.99262860190642
97,59.40563141954432
98,83.00670278775455
99,71.72638954872679
100,61.445915490631656
101,61.84284454880736
102,74.08093691156807
103,100.95008273542464
104,88.31714407684184
105,82.60177172501334
106,65.81739718595058
107,77.50572958346424
108,81.65124667446796
109,84.3261076503197
110,52.82572105708855
111,59.324638297643624
112,61.554049668937665
113,81.35245595885083
114,113.67963894402777
115,83.8491237059257
116,91.3652147511107
117,78.2752696552649
118,84.3461984569659
119,77.26077631638915
120,72.94512605363799
121,62.63480991139415
122,76.02953697056388
123,80.94467451639882
124,69.62911269120463
125,74.11839670834878
126,110.53147351851972
127,71.8163522988892
128,78.3343298475118
129,91.89381796797046
130,103.23217051756302
131,60.599996068346535
132,73.87404531160863
133,91.46933717868892
134,87.17066717546167
135,93.80649125879023
136,66.64617358422998
137,81.16202089694235
138,58.4577146052013
139,79.57596455235442
140,76.0139600469063
141,75.09074732041523
142,71.63763379512943
143,61.73862239688392
144,77.12496617420969
145,90.5171187539545
146,71.69636838491402
147,84.77052333818611
148,91.38110453872972
149,57.49451129908349
150,96.44520920233566
151,65.75414762928153
152,79.1516713095958
153,84.59132833396393
154,82.57169140210326
155,68.04843783040945
156,50.35105096907574
157,80.37229189681209
158,69.57801140853107
159,86.18209099167977
160,68.46626314480442
161,71.9090944548066
162,75.01368647580041
163,73.4924943591113
164,73.93858790733586
165,77.02527312474943
166,90.14424657515607
167,83.82723540941082
