unit_id,TankTurbidity,HarvestBiomass
0,72.46504809861828,14.681973576680221
1,85.26714700874933,6.392505427939965
2,80.87456023294669,20.008334456575056
3,92.34584301032922,11.491375685636454
4,98.21050665260178,6.242844229788163
5,109.28569129162389,23.632841505202485
6,73.47783857136288,7.545775075347674
7,97.61271695653083,18.071432632611646
8,75.96579954181091,4.264503131686046
9,60.19238455582003,-1.019036285172521
10,106.99738144119469,-3.634857117944259
11,65.83633678431809,5.519047900995669
12,87.71996243558368,-1.7468484009284437
13,91.5188409019389,20.481806706265314
14,84.0210431576964,12.16441036822339
15,88.39345236534447,9.134978015000785
16,80.10205691323159,9.098362297357243
17,66.63303544766435,7.829573169168646
18,75.07420146468986,-0.7794170096932818
19,64.80002234688985,13.715334087231344
20,70.6806917475501,13.875501994815295
21,74.30900942940765,14.728406541747404
22,61.910632784283194,6.693805556928222
23,61.58766330672077,6.140663092644314
24,69.79067510842755,2.5078320736133706
25,64.67236273994604,-3.783695068818187
26,77.62967712097101,-10.2407871630379
27,61.65220368984793,12.583235005412742
28,78.68256390062854,0.9307510878376208
29,79.29523882056151,-16.2254971885755
30,72.259877572833,12.458195265622404
31,85.03363949190918,13.674482372568061
32,78.23505473008177,8.369831059636589
33,69.05157022094333,7.937538613222209
34,79.67492150691497,-3.937689927994887
35,89.31209642760817,11.49927181166492
36,55.12893041805372,10.546826649102027
37,87.43364411955649,8.267352180619614
38,87.47017726718265,-5.816452825014274
39,73.09700239195593,12.651312398848951
40,95.69498670415611,4.409080810968531
41,54.72451769444595,15.194466568000738
42,79.36705374267957,9.338439729997681
43,78.54952089479127,12.16847477629064
44,94.37295839628945,9.249790009797447
45,78.64053805931333,12.511023242788648
46,72.36902785651282,-0.19915315024033386
47,78.9297136818302,6.911095971231827
48,71.99394267395088,5.4078783104895365
49,76.21252681591325,1.1194678419779185
50,67.8628603401123,-27.157036081270853
51,87.91535769681846,12.803490945918059
52,83.6751883125727,-7.573356868237619
53,73.75278016048864,8.040240877182406
54,87.62498678773456,4.046823689218301
55,86.90389856522341,18.90877769592583
56,71.99639749658051,-4.459741962950861
57,70.2659623654329,4.2646041278625315
58,84.34699584775737,15.993879526508412
59,74.63615637735765,10.419044063685531
60,73.18843165991231,-20.399727472714005
61,77.04966677509705,-16.832156603358687
62,70.86980128282407,3.0843189508444846
63,68.58934316067952,-1.2979710831556854
64,68.22856301248034,5.094047277825783
65,56.905488396118756,3.9633392906279648
66,64.29373914511322,5.41898141824886
67,84.68866188180262,5.3042480438404125
68,90.70221374287331,11.280203574222258
69,77.13566916756425,18.269753618602785
70,66.30205856296662,4.549726088628088
71,83.92822533590278,3.67436813327464
72,70.79241951179971,7.553992906322103
73,87.9452538902659,16.835233281127366
74,67.54816055976156,13.886600400044314
75,95.51881286196836,16.47924921851945
76,83.61763769517759,6.7534444257512805
77,76.38732013786681,4.221723525670571
78,71.71332872288711,4.183117897511796
79,71.46558916520074,6.02740051075367
80,63.477193829535224,3.8039308884589547
81,86.72480050920313,5.7371174802417535
82,93.172836705595,16.691311370972425
83,69.01236607228553,9.06282619906613
