unit_id,ConversionEfficiency,CatalystSurfaceArea,do_RegenerationCycle
0,22.393045139792967,7.955460824898148,100.0
1,21.97664055826173,19.257574468718964,100.0
2,18.928011904924524,2.233476668920063,100.0
3,25.237582313221786,12.508342136344002,100.0
4,19.92502818529313,20.454976313622474,100.0
5,22.942715996992646,4.399141111042519,100.0
6,23.22119146090139,2.3786699479922078,100.0
7,20.675450318887115,-12.210903794082071,100.0
8,17.557287144869097,2.0312687889687577,100.0
9,19.718633255315186,14.738656973280282,100.0
10,11.477359400724746,17.423411499945757,100.0
11,21.793019155844892,-0.9181261595253201,100.0
12,23.46698813024766,9.884652554206436,100.0
13,22.31263314893352,15.623591131869293,100.0
14,24.409341340912054,21.772607059341876,100.0
15,26.75745675857581,16.561444053231227,100.0
16,18.423798618925662,0.1678934377343051,100.0
17,19.585813320957666,-3.0821289339930793,100.0
18,21.306828462686262,0.967466754579748,100.0
19,17.93438178812457,24.56989721100598,100.0
20,21.165726662710195,8.054392630247657,100.0
21,21.264596446895414,7.122701135122747,100.0
22,22.899319031501562,20.94186736017452,100.0
23,25.902550917177432,-0.09577647143809997,100.0
24,19.533737962340545,21.38121841447711,100.0
25,12.932650277594798,2.7117838365887126,100.0
26,24.461577049433185,10.405082067640064,100.0
27,22.608445794539524,20.47090373356773,100.0
28,21.295152855606243,-3.6139722941655883,100.0
29,20.815146836935973,11.665359568907771,100.0
30,18.40881590230904,7.861453776969666,100.0
31,19.18541539980555,-3.1102383362061428,100.0
32,21.52571646951807,-10.690439864730134,100.0
33,26.44327199365944,10.4967332728991,100.0
34,22.583571354414374,8.684223957936883,100.0
35,19.468880732983077,5.473346721254073,100.0
36,20.537563206281938,11.127982856538695,100.0
37,23.098978906336498,14.497596715033119,100.0
38,17.163959626200842,6.886746268018473,100.0
39,26.387454666587843,3.139117788760335,100.0
40,17.937275994612733,16.293223565372646,100.0
41,16.280185222128388,13.104804894409739,100.0
42,30.109287427805878,5.901483571117315,100.0
43,25.946975081212347,5.705112832971631,100.0
44,20.157954243423497,12.402933485204779,100.0
45,11.526177000529241,0.22064655061992688,100.0
46,26.134176446538685,33.67818796830824,100.0
47,19.2718729553093,2.7409009015216226,100.0
48,21.48368538602837,3.1378801690890725,100.0
49,16.02170781689791,5.909072734433476,100.0
50,21.64946465399538,13.984327921658362,100.0
51,17.170648162887463,-1.397947268052821,100.0
52,21.94658356512995,5.815049275047124,100.0
53,12.663616105192666,27.93720557958474,100.0
54,18.11701376104589,-6.857111491836903,100.0
55,23.509622035893216,16.95082094728642,100.0
56,13.787859909265068,-2.979219738369391,100.0
57,24.7450538499527,12.317213607137099,100.0
58,24.34594790775606,9.336769627530401,100.0
59,22.970841138735533,18.436583617292058,100.0
60,19.29585055889194,8.452279966471385,100.0
61,15.014158648079274,-14.328178910593842,100.0
62,25.157898083510915,21.91003943578566,100.0
63,25.37300188310399,11.29540611209419,100.0
64,24.138049597286187,18.177540161948226,100.0
65,13.721291571669159,15.327439962708041,100.0
66,13.848409250276415,12.22606930158279,100.0
67,23.179258328947697,6.402568317530495,100.0
68,18.048836799395822,-2.1154749798135644,100.0
69,25.594055610546373,-9.560189151995747,100.0
70,23.42954051147887,11.404891251761978,100.0
71,11.333614445503484,15.131596067931135,100.0
72,20.000865911697105,-0.4199872997938936,100.0
73,9.703621952518253,3.8999645669802634,100.0
74,23.10750064732075,3.785834221100841,100.0
75,25.734853932009116,8.803987494896667,100.0
76,16.804143654410097,19.34702835179985,100.0
77,17.02838905011231,7.941568222031251,100.0
78,24.644736938105194,7.62353803629471,100.0
