unit_id,SoilMoisture,IrrigationRate
0,94.1350632333263,33.96608366250021
1,73.23410108120733,56.150315103425726
2,74.56360957636657,41.59646945327363
3,98.42853331711187,41.66767807376344
4,71.82018835562457,68.00824628521649
5,89.03352828433829,42.16635334696606
6,63.946473699953614,44.23384214621049
7,67.92104692482869,52.46919437510472
8,71.79334560275886,61.33759511937973
9,60.77285407190058,45.79201895589773
10,67.39170392505564,35.41909248604903
11,89.32053046079054,36.333843175017954
12,84.26764228202457,50.25148099567766
13,70.5850089913092,44.93110993073307
14,78.88745187635004,41.94223213585039
15,73.84391254966792,25.638038333980663
16,70.39164672681012,43.74064471680603
17,65.01240967386553,56.78421886191842
18,77.66570066944884,15.191231453490364
19,55.14508005346633,51.333242036309755
20,67.29658690603092,31.34994935327597
21,88.68377187405682,53.8561395053585
22,67.26207560360884,26.76985944844742
23,82.14718365208395,36.312655986670116
24,65.54127144518566,59.23041391330578
25,61.66652240682668,35.17661028784785
26,62.59851460902232,34.16032065273405
27,86.74173939814709,39.14881201093624
28,59.294749500182085,40.57662494427856
29,64.68942187860964,37.952841953011074
30,68.41034582228947,21.366786730907723
31,68.67617806927014,57.07099898343959
32,70.64314640035103,32.22142444832298
33,101.96799881448966,35.65451240338342
34,107.48149674085263,42.84025347529006
35,68.4186490459914,40.297572161367064
36,73.95973237547611,39.3722936382007
37,85.85512462951961,54.551276389916396
38,92.188785106838,56.55667936020164
39,94.68143274928475,35.02235406786167
40,60.31240773815999,59.562605139638016
41,60.46786571990168,13.208451904588637
42,96.67858270585026,27.644849675481012
43,84.77373758924679,45.479847100185104
44,95.13987272299775,34.78705079031669
45,63.12770152608547,22.28271220654424
46,90.15574356580534,52.91669663729009
47,77.70495915152472,24.609326952525066
48,86.67890833921008,41.165375514208435
49,66.4595571543739,23.87080301060435
50,57.79098123771246,46.32397897001646
51,87.3307371707748,47.610232458936636
52,62.42712309084717,30.48085269582869
53,65.78964353139828,18.15722566994934
54,60.7418989851231,27.666614713887057
55,77.25185914214194,43.56205752049908
56,55.891873621731875,31.33028929755585
57,92.90396157463346,47.807325242142134
58,60.85393664011863,54.89432106741285
59,86.41562680226059,36.33906858030622
60,76.4713341067138,55.76337358091299
61,86.20662600806816,38.925472597518805
62,81.16448645570925,45.76137063192343
63,67.6989834862888,30.003940995062603
64,69.87063247270449,40.38757640655376
65,73.8789446831566,27.82796306856287
66,56.73823990141355,36.9244391569086
67,87.0086923556326,43.58020935301248
68,62.24193196422841,28.9045571597076
69,85.54955654798196,50.97642244228721
70,88.87994329761939,29.958950465627748
71,57.19347866672552,49.658477306244095
72,66.18939054724082,47.46894930051232
73,62.088869489016425,55.22463348759839
74,84.38956896955092,52.98624013124348
75,86.29742116016969,51.26308946859907
76,54.79793303131432,22.852396292326425
77,65.2615123482579,37.42590691745379
78,69.90596533445924,32.907286788155986
79,62.15480040033394,38.14364480321477
80,71.62186485422038,51.07780717921179
81,87.18620177475586,45.491585089715876
82,86.25795438352155,28.781874939469823
83,61.144133822548056,26.569014615221793
84,83.48856798489213,32.48011811048458
85,83.28764507546234,49.865274932858654
86,82.36622676896168,35.67814964997695
87,65.86164962558945,17.530924489398956
88,59.79813591921675,58.849346148437505
89,71.98518564731772,32.9230406969191
90,66.90321777757472,40.80135738519557
91,93.59753463293713,41.014956075783665
92,60.480146041539776,30.842938433616624
93,91.06924694530589,33.36857354569481
94,87.94530885334352,33.834711479652896
95,88.7227837382269,34.45945069221795
96,75.09537402223985,38.194777584324015
97,81.58231202711349,42.52518369582946
