unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_ChelatedMicronutrient
0,-20.33247637522765,-9.460402602025606,57.52459431317813,60.0
1,10.268530281111698,1.046236144119046,75.83122621304807,60.0
2,-3.0789563632617067,1.9068206044300116,83.32735640048146,60.0
3,3.309777258485483,-8.442092474186953,68.03846346283093,60.0
4,4.107532949120806,25.369257536953953,98.24594929818265,60.0
5,-7.315441996073924,23.168438707277833,76.3776456788957,60.0
6,-9.583417993500197,12.726377160860332,95.72101949386897,60.0
7,-2.255928952600005,15.738740490143723,88.55991744145301,60.0
8,-13.638412979794479,7.352010732405317,98.57819585485421,60.0
9,-14.531724606139488,9.447869521717362,66.31559348591442,60.0
10,-11.496148432547235,-3.8480989606239433,101.91821965470598,60.0
11,-10.40197286763472,1.3491232047111232,76.09632401135708,60.0
12,-24.87916549664624,7.181199195267665,66.03089264438313,60.0
13,8.245007131917442,-7.4048688715028455,72.41558268330552,60.0
14,-0.025352829347467853,7.7812598859131725,68.96496521903613,60.0
15,-8.287186797399972,23.23302348034298,62.45080401640799,60.0
16,-12.323518458948977,3.593748399939882,71.14024275478538,60.0
17,-3.6974972272484963,-4.017652945319837,83.84074875392466,60.0
18,1.8736786252250317,23.024041455222893,62.04609231369241,60.0
19,-11.463880263013028,17.183164332459874,100.23196676853968,60.0
20,-16.048492269129834,11.226201246381272,74.76944112440884,60.0
21,10.938299875754069,20.53301707939445,68.3922123142072,60.0
22,-0.7645921429451374,-0.9390192163846436,88.30399702175772,60.0
23,2.783410812815415,7.446951201484916,94.2472319742689,60.0
24,-21.881492192941764,31.061274004661453,81.66163431525554,60.0
25,5.281471484907827,11.265384223725151,72.65253991791657,60.0
26,-25.56889444085747,13.23403737653222,46.538878964785646,60.0
27,3.33256813002135,3.9782037433166373,80.06697394145424,60.0
28,-20.917897461335485,18.616870642538885,50.11898551646437,60.0
29,-5.521001868883528,15.364047516437832,79.03142929433096,60.0
30,-0.9382700273113943,16.55840326196919,90.26162202933247,60.0
31,-9.343799891302544,12.156402831845554,77.09021937955912,60.0
32,2.0850346943445217,19.0418887095707,84.34992332292417,60.0
33,-21.292154990726342,7.504532034797894,65.62346624562491,60.0
34,-10.16654705367107,-2.779067463946335,84.2038740994085,60.0
35,-6.81978027295308,8.341298937595196,63.32133238059851,60.0
36,-22.358793928038324,-3.077786587742642,63.485453367529516,60.0
37,-0.8173318979827839,10.313107863138859,88.51590011861344,60.0
38,-3.2379916011684515,2.948206767078906,70.95065891942863,60.0
39,1.4625230758136532,0.5836837738988052,63.47088649853404,60.0
40,-13.32491785096967,1.992045402912634,69.01865870037197,60.0
41,-21.18059598625524,27.66085820207119,78.81725073656408,60.0
42,-8.75536061992647,29.374885913815227,60.617499759003685,60.0
43,-20.11909254972483,10.803378773408548,66.81336299624355,60.0
44,11.391264432642911,16.42698764905974,89.96488862541118,60.0
45,-14.966966019329256,11.073605413983932,69.68084723438336,60.0
46,-5.069676992475545,11.439542374948957,68.63554996971556,60.0
47,-16.263701277695446,13.581491113553069,54.03846058592217,60.0
48,-11.9553881117251,12.617204461380055,81.86905503982763,60.0
49,-5.802509210018157,37.73179592558235,74.18224731827033,60.0
50,2.386971670053228,9.502566501392556,87.50475167741975,60.0
51,-4.1051423390129465,9.011186667494295,67.53159213718857,60.0
52,-20.790172199874082,19.29404815507678,55.93127486139663,60.0
53,3.535798254958335,1.205761225050093,77.66437723766477,60.0
54,11.024991315277623,15.311653596553963,84.95911076642213,60.0
55,-21.760860398266946,35.40141069072869,65.17435157020213,60.0
56,3.2750045470042677,10.221592638261537,104.58702189368925,60.0
57,-16.309855290269507,-0.32434799542717485,74.11708656861252,60.0
58,-12.1234303607584,-9.613498123692796,58.65633194758908,60.0
59,-12.344565966226606,22.346940485663445,69.04465499282333,60.0
60,-4.154632269301091,17.6286805322944,71.34696369035821,60.0
61,-9.669724095282739,5.026271424070685,79.69544595481503,60.0
62,-5.495022497694091,5.519484590406642,76.3775513044456,60.0
63,-3.899911904573598,-0.6052027439464833,82.97090365995062,60.0
64,-0.4969638076904408,0.4188631611776632,77.86993240944915,60.0
65,-9.800665435149178,17.600818538473938,75.86371601590805,60.0
66,-6.968320843661052,-2.366739796680749,54.220862205905775,60.0
67,-4.401989408505486,3.2897750302093973,89.23849164984999,60.0
68,-0.3806156165747412,5.515602200774341,87.28964122975475,60.0
69,-0.18598124606371336,9.734056819481516,68.68607920309304,60.0
70,-15.488906195480679,18.088990253585948,74.38137589345644,60.0
71,-2.3208621743699016,13.50203753150025,73.40920086910711,60.0
72,-7.572138264742703,6.770780973714826,90.97795714937232,60.0
73,1.472394331291536,18.51819204958999,94.80623956588462,60.0
74,-7.677891187905807,-2.319503390587098,70.94852302247277,60.0
75,10.792159618907192,13.058130350107918,94.21859320919907,60.0
76,-24.712871619876033,-0.732079281767934,49.5263316055562,60.0
77,-10.188756841839846,-6.497679696369293,90.75553121406426,60.0
78,-8.004034121227782,11.97201479823811,72.5084486242061,60.0
79,-8.256017467118964,2.685539958226757,71.65791584352874,60.0
80,-2.80349853390114,11.934889128265741,80.89175250983344,60.0
81,-7.304966550752157,13.42166460572176,72.1425064384191,60.0
82,-4.534540815044677,16.613561710561648,88.68224896285246,60.0
