unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_ChelatedMicronutrient
0,-21.582666987090846,16.9422666540229,68.29599225746584,65.0
1,-17.001634801215097,12.531841585228882,63.44573149240624,65.0
2,5.7997122716416065,9.245258089241624,96.18409349516662,65.0
3,12.146442101759778,3.786445391122866,78.30053561183824,65.0
4,-1.1517059662801126,29.983468483218427,71.52134881834364,65.0
5,7.273659030911692,14.025371458817768,74.16835155113293,65.0
6,-7.993623743592949,-8.147433802933355,71.88264894158493,65.0
7,9.16344891055548,9.647336272870762,56.98086523749088,65.0
8,-12.913277899848635,19.640231124820353,72.42956519301269,65.0
9,-6.786324090185021,15.785803809483454,71.78325198341399,65.0
10,-7.752722134330069,9.021981634038156,54.535564498297106,65.0
11,25.51524787321462,2.79006248915287,102.60905556010883,65.0
12,2.5277368253354955,20.106223876315124,91.64567720577169,65.0
13,-14.120308351902104,-11.247689686749247,65.72115353031563,65.0
14,-12.536172463398822,0.26271899176430935,74.54804436934913,65.0
15,-16.37601833515856,4.580221405580958,72.74144195843537,65.0
16,-13.956212799660445,0.1090875408544889,76.11128827861435,65.0
17,-31.78990014389409,10.75007711745494,44.369078844903555,65.0
18,7.9140342851433845,27.869591064999867,80.69091553915953,65.0
19,-6.178327813982099,-0.32422145844265415,59.09283928577828,65.0
20,-3.644157971906912,4.154414949494998,94.96965168251187,65.0
21,-2.2363288773045467,17.319631289486313,71.74809910425417,65.0
22,-1.8854529370287016,3.952614905170603,79.45990427055385,65.0
23,-4.290048512161333,7.411308282364205,70.47134819903884,65.0
24,-13.864297741353823,21.65478460967662,73.81594854266142,65.0
25,13.523675872254502,4.782837070190937,98.99263576809406,65.0
26,-5.520192328811661,15.634036040028612,71.35933327397535,65.0
27,-2.216114167132977,14.198813528593554,89.42694294594311,65.0
28,-2.6959601104184934,15.93716076321855,75.3435295481303,65.0
29,-5.02648396567189,11.860864846081967,92.43074582902318,65.0
30,-14.282145483580706,16.149978333806654,60.63682436790116,65.0
31,-16.000116261380178,12.28743007845982,72.67012697609215,65.0
32,-8.967707213757112,14.984744205458636,80.60980900963655,65.0
33,-7.2301024433802015,16.799388974662175,67.00457798988761,65.0
34,-1.3799761133021804,6.276138762920535,76.44856032997514,65.0
35,3.0832240898644643,-13.663480868530026,76.5244658750266,65.0
36,-9.723808482343287,12.886141820464012,80.61938884385793,65.0
37,-16.82224442347467,-1.9905693033564038,67.07468657992501,65.0
38,1.4218637064213029,20.70551468180122,80.27163716335134,65.0
39,-14.781751061022371,16.871151960427362,59.202495076311536,65.0
40,4.014937152347812,4.129727117461232,72.52209765982747,65.0
41,3.224039420774704,20.97320180838924,80.64793816930862,65.0
42,6.4606807481173965,-3.023022084330389,93.02029410476257,65.0
43,-12.48215629459352,-4.457748031560227,56.03136359650479,65.0
44,-11.411056787400808,8.938454785718257,75.17028999238369,65.0
45,-4.812269122900792,-1.815598196892127,77.28908214246344,65.0
46,5.390027448014007,29.296940491382017,67.44197929460667,65.0
47,-2.255203122013215,19.167818138821836,67.63769661181396,65.0
48,-11.279336816536834,13.425599170166798,88.1232363161552,65.0
49,-16.352500038401818,16.570715498284233,54.792363327631264,65.0
50,9.216545674433462,5.628845528678362,86.39792356009364,65.0
51,0.7995317057486553,19.04629020669207,79.22377312469825,65.0
52,6.615783530436421,19.729426603546926,87.09719042587062,65.0
53,-14.90433047458507,4.715994159732165,45.17125752804305,65.0
54,-14.993990408469365,-0.0062814370675727815,75.7254627380273,65.0
55,-10.396432033831545,15.300166830986313,68.5553611614431,65.0
56,-11.731249025517059,20.953931397134106,73.81890182116402,65.0
57,4.586911778024334,14.355867075241928,82.36005356482262,65.0
58,-0.42454110039725856,-0.1117185608096598,75.67424683198828,65.0
59,-7.387777651063807,7.379900830358947,67.60990617891079,65.0
60,4.526451779706326,10.802396284394426,87.19166530294332,65.0
61,-19.318095349126633,8.831255739221868,76.63895116183247,65.0
62,-0.4609971244103579,-6.550415811783685,85.44618754117003,65.0
63,3.8700290463068794,-4.151446814152193,85.16073592511322,65.0
64,-3.5326432845752773,9.154163362160348,80.58147833729652,65.0
65,-15.484911672112762,20.2542742612261,85.29838249265767,65.0
66,6.024926905802779,2.760754524517134,83.41186657372673,65.0
67,-3.1417485223246127,24.71049946229119,85.19510845001481,65.0
68,-13.015356319065193,-3.309841883178315,48.985689126763376,65.0
69,-1.6679184090350745,4.793554186081029,75.66590456876368,65.0
