unit_id,ChamberFlowUniformity
0,33.615995163576095
1,39.97602302311477
2,62.010612566210945
3,55.51548447085399
4,62.96060819582776
5,58.61943114710649
6,49.2548106478602
7,40.21201772879959
8,50.21477959247301
9,46.49241608268086
10,56.36293668972231
11,42.129309997740776
12,43.76383910307901
13,51.22682207578294
14,56.044252625085164
15,52.501259165223054
16,60.23239721122109
17,53.30017806765571
18,44.622978982728526
19,38.06099083595394
20,31.134921023779302
21,53.43984891824467
22,39.2348348189225
23,29.364466325530554
24,54.85831840045062
25,55.90104309056005
26,44.87911601744014
27,31.426017652683925
28,48.27028662695274
29,55.37752669074686
30,47.05663470037956
31,28.966342244235378
32,74.37463596683537
33,37.30043741143746
34,48.63457844449785
35,46.311543451054334
36,34.98457240488048
37,59.57775657593142
38,48.798014142716475
39,52.82359996656119
40,68.98693339673437
41,60.65251911314036
42,80.18881981409223
43,44.23993852744125
44,53.284924362404674
45,60.0139264145145
46,58.45297554441089
47,76.38107038986709
48,43.536096963061155
49,40.02245293520459
50,45.97110239196999
51,43.88042879213501
52,44.44621065198473
53,46.476735089913824
54,38.62352378817733
55,47.77628277437585
56,42.87631560179022
57,35.53003326852391
58,69.05996048103
59,53.974323509404215
60,28.361326526226545
61,39.244189970933114
62,40.935907261670835
63,60.949417413574515
64,78.72547663615133
65,51.027485276872696
66,56.08035058640847
67,43.27602974727273
68,55.52185790098081
69,62.11899748608408
70,62.42538644156915
71,32.507307133948295
72,51.252659380171
73,48.538120397662226
74,72.17777335723399
75,54.93606471230929
76,33.95421786850526
77,57.74630144060815
78,58.93480779763029
79,37.92052235355396
80,56.773291767096396
81,17.935565927570057
82,44.266584323189676
83,43.99894141164
84,54.54437751184864
85,41.519416385831455
86,52.15878076920194
87,40.166541722683164
88,50.13287199768864
89,45.01833098747781
90,51.30129593355008
91,48.061375129374255
92,69.11887563021037
93,65.50740909271659
94,80.94713145316163
95,44.95550949020193
96,48.57945851297778
97,65.99506570159544
98,40.13926167212169
99,26.54206757570909
100,63.974541321963684
101,65.58963246923419
102,22.902704146624274
103,50.63549231592919
104,31.2637009043173
105,48.96366573026922
106,44.31264076298649
107,58.5064958138901
108,48.10854877456543
109,58.126757377533885
110,49.13890147359072
111,61.57455387687608
112,50.05014320713165
113,38.22347619189105
114,37.270375987692205
115,77.49656383615864
116,56.16301381443969
117,49.70283269511014
118,56.07938684627682
119,64.39793675865535
120,36.364758441158315
121,46.66858486294663
122,42.68894354807533
123,35.96394256143341
124,65.24793885324773
125,32.45005934240163
126,40.28545478315903
127,54.9014281349808
128,67.84123321439905
129,36.70381580985595
130,54.527064902470805
131,61.308536972986595
132,81.516633666439
133,64.59479741724003
134,16.677474170042764
135,44.81121582809672
136,55.5977453339254
137,28.92752555808151
138,51.909983220203486
139,31.262227153140586
140,43.28321792374037
141,79.46870425957873
142,64.35740674173556
143,27.414153904945437
144,47.52499951815971
145,73.37975807587875
146,49.32515299192856
147,55.611926834190484
148,38.30960789460979
149,49.090403270206146
150,42.46931856195119
151,63.64121094804349
152,57.53320649292229
153,54.87389740443835
154,34.3487771181018
155,54.696556672752045
156,62.61075461808748
157,45.41547073107597
158,39.42131811968175
159,71.64494594295313
160,41.122975749829706
161,40.11767433446102
162,38.51644288252292
163,40.57077947656565
164,65.2014203083634
165,48.09296429228685
166,62.77664070657731
167,43.289845913461924
168,76.30045426238907
169,35.25543556057054
170,59.89517148358432
171,40.65365342848526
172,36.39002923342703
173,74.63481240563397
174,38.29938746337565
175,50.71611098155765
176,53.82942771158793
177,37.5635504629283
178,60.78532225976126
179,37.016230875210084
180,53.91015832591441
181,40.070826253967574
182,49.69096856772885
183,77.99232358223239
184,3.649078097022014
185,64.8337244387888
186,47.335494299823594
187,49.77902243718889
188,45.38912164357931
189,60.870306048422165
190,52.16606546460105
191,55.69098166102799
192,34.99096419492141
193,49.920525913823305
194,38.054365063818466
195,47.13642348108501
196,49.94502424558274
197,70.15968205416895
198,66.79014838170234
199,44.58880136826078
200,22.377599137149325
201,57.65891741430399
202,34.66349530552363
203,46.12322549788735
204,53.27477117506202
205,70.10660609315075
206,41.33150247109633
207,32.48856181532998
208,45.338474594718214
209,59.88092971417943
210,42.6515312473287
211,49.66441753213645
212,50.18356712183544
213,59.1960680985798
214,38.95302955623177
215,60.839357096442924
216,39.89722829349298
217,54.5762828748219
218,59.478721744712104
219,35.54175393316234
220,67.12066648414351
221,59.827323675855936
222,38.895617440933634
223,57.87751178063675
224,50.71665924415
225,50.00278649859888
226,66.09197559261422
227,35.7157956346869
228,36.40066695640931
229,43.719014948283835
230,32.823643982792056
231,54.05270174663045
232,47.86406295091018
233,54.69039084908578
234,57.13998792926264
235,66.94178696767308
236,42.99268458952246
237,56.423461926042215
238,51.049455603684905
239,57.63306352870975
240,53.47684514911577
241,28.57736738638438
242,56.01679708993728
243,59.81268817435814
244,50.18151955530102
245,75.78542027281514
246,47.65319102193427
247,37.15138992841488
248,75.07765101618337
249,38.428602229712006
250,56.51136704190315
251,57.32721450146022
252,52.35432917469055
253,67.32563856125131
254,55.837777767300935
255,52.56472135566353
256,55.80645863889579
257,36.084373444929525
258,44.716246473747105
259,34.925097180386544
260,67.23522135022996
261,36.049204790442836
262,48.095495065366514
263,50.60670781302234
264,50.64660248684628
265,49.6389963024401
266,69.49519387538854
267,41.177752088272285
268,41.57004650345205
269,65.78319022945391
270,47.87372135698397
271,62.8280857236073
272,43.7545195987084
273,29.317099273266336
274,65.94269645027855
275,63.77668624269482
276,73.37525847903389
277,54.88872807504701
278,69.94384526347743
279,49.994119797040966
280,61.54223296608674
281,48.061504254722536
282,57.310003970633346
283,45.6698387431842
284,41.838212046902775
285,33.822712158152235
286,81.68224364550755
287,62.80477925108509
288,38.870655965557816
289,49.33840559239293
290,73.9489803815827
291,47.935315832605625
292,63.9821797709796
293,34.52040294572216
294,48.0635678405341
295,44.990157259280984
296,55.148154512224195
297,56.324566723236565
298,45.22335336961786
299,52.07183382247255
300,52.66563385738919
301,45.26607440514054
302,70.50850806873876
303,61.474818527182045
304,35.23788982491359
305,53.16064554452635
306,28.199240872227424
307,46.55351774837238
308,65.79753719488178
309,28.262361874631335
310,48.84912705219824
311,42.43796855745798
312,57.89647304362136
313,54.41322958488785
314,64.62758886174298
315,78.73906609053655
316,35.184564441193054
317,65.68711094406949
318,65.53691253832227
319,63.432306312942806
320,40.05992535789085
321,49.9792482598982
322,41.57160424284369
323,42.72510379964449
324,44.82569826432196
325,71.56728168430932
326,36.984895617983994
327,64.90034044972117
328,39.495663036638135
329,58.11019690991697
330,39.75006410521296
331,51.53363751813925
332,53.372548865719494
333,28.413363492610408
334,64.08840433815696
335,54.0748928588786
336,34.214864890406346
337,59.166740565386895
338,18.015536115998504
339,34.40611114796767
340,49.69894348745072
341,33.236855999163176
342,51.354044951881754
343,41.625954843725594
344,14.081902961673471
345,52.60149057754288
346,48.690416643921466
347,53.68293040714003
348,50.49122082468709
349,54.247334696245666
350,43.53186242684636
351,50.04966223433706
352,57.15958241551452
353,51.5977120046514
354,27.869555222351956
355,44.03401984014667
356,67.15652548833877
357,38.25688523577832
358,51.138498126760034
359,75.88616443686522
360,59.34716019049459
361,56.83925824905095
