unit_id,WaferYield,ChamberFlowUniformity,DefectDensity
0,13.297601101425649,43.639634068216424,9.828638905053246
1,19.382626527520156,39.788889859901765,11.837728952725527
2,18.121976686404672,36.46019783957224,-5.341985969436422
3,12.410988312215103,54.35198059391355,6.078574756115681
4,21.4115127817453,70.9933353179949,21.56222561188738
5,21.273630477941644,45.02335113576664,9.09586401231876
6,9.193310024715416,37.09809366406104,26.425019277326886
7,12.105198999729753,53.63267430804102,15.562149494111218
8,19.984644425379592,23.58703686161083,27.971524873415824
9,17.6658366053947,29.387355675370006,1.8469058451985525
10,14.514684949049947,53.67320165174415,14.77970919398399
11,-20.775257546561097,36.163482702640025,47.390146896046836
12,11.411813881575133,58.83499266447318,20.388314444933687
13,16.604628985573818,53.218584052403834,24.50581319258393
14,3.830793064950968,39.5975093040414,31.13727938875275
15,2.3517463396336487,38.95373972864238,32.51792294026492
16,8.103786265830225,39.333476945546344,13.66124522866316
17,21.95900540757477,44.0019208265996,6.082952333252795
18,15.833653559178373,55.804017642268164,6.477317548013257
19,18.38910905707367,34.30294650934875,8.406213958837418
20,18.5404546157189,32.984283448174246,2.8984611708616335
21,14.398647712938416,53.40302587322086,9.477545797937966
22,7.230625799765345,34.43601332624125,18.45066418455155
23,0.06786268526080341,51.82900905377401,23.202725425507747
24,26.574081470208938,38.31218096405853,19.769697063547962
25,15.112555742786355,55.92802933371429,21.169243569518635
26,-5.825678170028911,11.047483213032653,24.920175902482587
27,16.68068004767879,51.554365910821424,18.985505751229027
28,21.65093984122142,31.225080837320498,23.090404421687133
29,17.993468083497923,62.315088146947794,3.9851372325577934
30,10.614716147147291,44.83879946955483,14.033361188339486
31,10.333263691779623,44.501104575378555,12.79679701656128
32,15.768232569720997,50.3464954037116,13.945674521625067
33,-13.886286143223916,49.2393648911892,37.25453149068862
34,19.366664130105057,56.573581378746354,9.273546713332252
35,21.415272870722042,51.74014475922116,10.209123029457675
36,15.930251399487375,34.68829872368119,14.446880597177678
37,-11.648360648067625,45.2420805179817,44.86713495379485
38,19.612381158578653,50.35160912164397,16.320794974661656
39,-0.011570683045698082,43.956086380683544,31.10874543045299
40,14.58121914547348,38.2496075083844,6.746466273489455
41,10.264214457853004,39.486685955559345,9.021997325062765
42,15.748092665073237,25.995478494608108,25.908361371343517
43,16.772554583892127,53.05056354488311,7.242263002867121
44,12.520938551038551,50.81595634911194,14.010909209074503
45,19.82111954909615,41.70561981926278,25.61911039824312
46,4.934675008811171,40.617599935154914,27.586633432455802
47,13.021078080908756,33.755715854009765,18.18611548115169
48,4.094527834814359,55.58145944347435,25.84708068757178
49,18.569856353432154,56.7967441640391,23.090229775384103
50,15.578601188115062,70.24193959807661,8.271369051649181
51,-0.7815750269983117,40.80296106007062,35.52351916373795
52,17.731776392546163,61.09888558613827,14.969796671786089
53,9.322292015055458,68.3621346205245,13.32293660250809
54,-2.373785530917382,27.882184745321,42.91466610505151
55,13.090164001293498,33.0780756379309,2.698639177609759
56,15.735527439304798,60.58156679843207,21.079520154481735
57,17.882444440022645,44.08702643873373,6.140588539952317
58,23.994272941579485,52.45993279826099,4.704386978680745
59,19.437609702026446,56.41076266544419,1.4085462734611722
60,15.12032994855726,33.34097307731935,16.983721270823395
61,17.390489835632764,54.36976820926101,9.114581676493659
62,-21.863243253913488,32.31900969480041,48.508772014379275
63,21.09212591809268,76.81928785036743,14.11404118525655
64,18.912536669421225,23.833728270422753,6.288457820547928
65,7.8929234982679075,43.121171116041374,6.890656060554431
66,17.66098759067974,48.180847086175206,15.239293987258515
67,-2.1251894978584764,52.24608277747054,40.33597680583019
68,-8.1500324239419,48.7547289374278,31.077788897692294
69,14.970420258806229,59.37927838355095,5.81764592855876
70,21.643581067696303,52.284052869155346,6.447205381328824
71,13.63003814743984,44.17657831341023,15.515280998011443
72,12.42168653391052,51.37390171473352,45.58483524497159
73,19.761953025081755,29.159151772928237,9.135026613972373
74,22.52661045050315,72.81703095615029,20.85285999076919
75,10.59858190206813,51.81597156900915,2.7806526921047094
76,19.86313699921797,59.71457507260725,1.549939657182108
77,24.33182169806708,44.978210569769615,6.515042701182311
78,25.592822305904292,49.48665472892994,9.565064606001187
79,13.066577553673573,35.859006090731086,10.678107456521275
80,10.007332802459384,69.10470085136397,18.828529954848552
81,17.45918499970925,48.88841282317124,4.304051295174421
82,17.80339267321865,50.56446577666298,18.590891384720884
83,-9.559896483966542,38.9991832200649,22.041685044660365
84,21.255020253647213,47.769353887711205,9.003611787180866
85,17.543299605498273,56.780285113266814,16.19522596654567
86,0.48747960362035236,62.323424216154045,24.37736343473099
87,14.581241868544428,42.00408001287136,6.550748702593987
88,12.214244953696564,51.215899050520065,15.649656541913918
89,-14.555479730941142,49.84339692429016,42.450612484760306
90,14.045042631594898,54.23339905241801,5.029812299147884
91,11.766756141009976,44.971670465490384,21.362089841895926
92,24.554493831505905,52.10146254744405,2.7629389773101387
93,1.2967883845957362,56.1438175991135,25.705447336644266
94,12.243006071540538,40.62220603720227,8.160914241169786
95,9.315996580861789,50.19272586618663,27.91531371992412
96,27.638633834702112,40.00838074632771,17.762551845400502
97,13.92067295869152,35.60941318457052,14.928567782922636
98,11.340777881356356,49.02123651330278,18.774803483151256
99,10.997170322983063,53.93147640221215,11.792242224801443
100,17.430256735822717,34.38236480581841,22.287389413441936
101,21.267971968752242,68.3585499111683,19.11898884085035
102,24.147677843978386,67.34988542411007,13.490540873931485
103,-1.2607098506249672,48.439361038904984,25.086145677069986
104,12.586807804749995,57.54796660073102,8.622243081171288
105,22.329374235891176,29.85916082628211,14.349574038137455
106,-0.8826366736706648,49.20163573243002,35.820807476135904
107,13.13474120840717,58.7113279563956,18.88098974633625
108,12.346532708405972,38.66628550786867,9.673290328218119
109,10.72437169215624,59.99246624541044,13.02372638317468
110,3.98719565872077,55.889802551142544,52.23459485250757
111,-0.7234254155684932,43.23999287708911,29.590026426847693
112,11.018719337685898,44.167425588913154,14.968098747004353
113,11.239650423803646,39.38415628239398,15.88719670408421
114,29.369320866412806,51.79212222204552,11.863244114139054
115,16.125755417952142,31.55415225318746,-2.691215954250673
