unit_id,AmbientHumidityBatt,ElectrolyteFillVolume,ChargeRate,CoulombicEfficiency
0,42.581989704568215,5.33159803172641,41.23091936017754,23.09777373298411
1,37.94312593056408,5.198098046364208,43.43548122939011,20.524249520608663
2,86.27541269914514,4.4768370103615265,36.197489320308925,4.2683337814512425
3,66.66213162926141,6.594213837414077,55.11595610133762,7.7530948916248175
4,48.09231036883401,5.74636764110073,48.2548249123984,22.342950252155816
5,47.58211921821625,4.585642248588062,33.88596994815265,15.432503391661594
6,49.07929450450158,5.205878736316133,45.81063569060677,-12.467464746520532
7,69.10430784361428,4.418545286949798,41.95078037449946,32.273828515259176
8,41.76790883904179,5.766667938088368,44.881281925259614,34.9235364902187
9,52.03416915780662,4.921324436135847,40.071029361193695,13.097578998122076
10,40.3432623583719,6.257245796272262,45.3297987882578,2.4043255438092768
11,51.7761087853619,5.820800777683064,41.407004473646836,35.027728010938
12,37.632528655715745,5.061536859399873,25.362160892217215,26.28273519585411
13,58.213141048097214,5.696338723265127,35.59508930397106,8.831315426689905
14,41.12794660141914,5.99369961086217,47.564955387224614,16.674208311426085
15,77.46928669230441,9.049189027845626,70.43643813635397,27.50400135910179
16,49.55885732506271,5.208386749895191,46.143191142393434,12.705506192598316
17,51.10395517229479,6.331174193070305,56.44645073448052,4.211473444207151
18,39.152251267498265,4.613051249242117,34.17842550408532,21.544400012136656
19,28.68645794095105,8.02791155433425,49.23836502217201,16.08756370532218
20,52.539596842994975,4.947399998037572,15.791626241990821,23.62527400913038
21,35.728023152064814,4.521126595266147,29.917038516427287,11.278423160249286
22,54.447057160372445,9.749039354525456,66.55880135805616,51.17596985005134
23,50.1543450520173,5.9355327615057245,44.918654095761845,31.855665668721855
24,39.251028334311634,5.7438158184794865,48.83924693635321,23.335934230880518
25,40.31888272029009,4.916201545678884,31.03120516940514,15.183285024161428
26,65.64847005130565,6.437099468009171,54.332298675417135,9.060411470348095
27,51.15832900857532,5.544959761186656,40.72528391480267,12.541724099821286
28,71.9888317897722,5.17145880928989,44.781776823961934,3.008730762895624
29,49.17361269525857,7.393368170264176,77.43751165936123,37.115725453415706
30,57.71143604521384,5.509909812802459,29.217575400773413,-4.110906622993216
31,30.80363636710645,5.624321980248638,50.87601339875444,31.627589125466415
32,34.42406140138212,4.819834945451315,33.94616832585403,12.813185173692837
33,49.0584775287969,5.529207453384973,49.06969833503525,15.44241985841371
34,40.21070940174401,7.824449242283558,62.36010376833918,25.473686054406485
35,48.59532378825775,5.451740875396288,45.02266787701717,30.85748167598319
36,27.403984092596176,4.981546435515245,28.924419950929252,24.8725481725055
37,47.139721804100965,5.805445084857124,48.199192053850965,27.07534074129337
38,32.01821302752589,6.0592620693546815,21.91808442971448,28.572190639043747
39,52.11929794317659,5.20025282625635,52.62121122657509,30.3382854851592
40,46.35516425557017,7.043831615352299,49.90803594142555,28.691151229304317
41,62.59568876484496,4.985931753502544,39.39413806965314,11.146133516566586
42,42.79213650408455,6.1038257580299735,44.93831102161152,-4.7393345770068915
43,51.36003587348782,6.338568803585145,22.024202454187073,26.21380195003088
44,54.468437757871975,4.953038797567171,43.166025236021255,4.532294641933245
45,39.6689919376208,5.732518912784252,50.49126594046477,0.8815320265897384
46,57.58868861530624,7.640603796533924,61.29580129660097,21.46930278269542
47,49.59001764782004,5.128115583568781,42.68171165471522,17.27738345400832
48,50.537630785547165,9.444711036681268,58.456566409355574,66.4688384541103
49,39.474137923277326,5.8370326110928685,40.92716044567313,-10.077088780731687
50,42.575548076414634,5.031610609837348,30.674676393065305,-14.716847899183811
51,55.5614268781865,5.469008417749542,38.24306941261079,12.701711443456867
52,62.792663133776756,5.447694404904712,33.63268477884352,-6.15278125902079
53,63.545072945557365,4.818641298041842,46.61167517799498,-3.8167082055885952
54,52.994403188678,5.40664655508391,25.75563950534603,9.942949070533436
55,53.18910800187289,6.694939616571686,45.79095639081776,20.79729878317814
56,53.532583612611354,5.706231402009206,47.356239334309365,7.673915349416193
57,41.38734574390499,4.958024779816986,46.94370067516116,12.147131011578331
58,67.26680594753107,7.521003007481212,54.49769583479942,34.02255349373132
59,51.527107111411226,6.220595907182702,61.08469885408074,25.01089565493551
60,32.64396757150983,4.416853143229648,35.75503641440181,32.833078367069774
61,21.460673548200024,4.713725395023514,52.12227448734713,13.703350580646331
62,33.548002798690355,5.771413980059619,46.31850213991064,10.03490229660396
63,44.229706517484274,6.232172845286655,35.14805755498518,0.22420216397810577
64,46.22677510604643,5.06298903838023,40.788955301871795,31.50408704101948
65,35.73550434497657,9.441432416891264,84.18692315230413,59.92816195508788
66,57.6873998893376,7.308160244154118,64.44609477447689,45.398573284682975
67,41.02313473259236,6.7853927655542,52.90418040764114,43.05577230485691
68,35.477543184178074,5.755040137469464,52.79943831310828,15.250104515605605
69,67.14506399805666,4.549844566907101,40.25529788121135,21.80473606123986
70,40.70607677934729,5.369263271994015,40.729672260307076,8.884770026256682
71,44.67557351327663,7.922399667199304,57.35066333834511,23.64803310662684
72,28.768810199429133,5.0492121288023535,50.3107918255156,14.99580039223705
73,60.61913242532181,4.747685460239946,45.56364095045481,24.71932802148082
74,54.833109649307914,5.636344021724946,48.998376530415186,16.995023306851827
75,60.967717161854765,5.268455275710461,30.647737027581595,23.355683102915926
76,56.54331993935316,8.025545340017734,50.7055373037281,21.194197384812114
77,52.153635760731675,6.776180034693872,56.58424776200302,27.05621615219961
78,72.04733846649154,5.7463998957836795,54.080196514761035,9.516708677872455
79,31.12101265301107,5.18088983329673,38.3076535039124,14.30386900643833
80,43.42892424735591,5.777988279259093,37.76826595237246,13.441319277228112
81,67.40195681062049,5.443807455741525,46.7269950193334,28.982604485788315
82,60.55229233458473,5.684093102138275,63.73576582341671,37.034316024524465
83,51.794518756319135,4.346476657148118,41.758416173736855,18.357911883026805
84,28.07879882954399,5.811503318756679,25.620759692972022,15.690542188125377
85,44.364217250168906,5.535784865604803,37.69761011973425,7.617605308771248
86,38.54022499112074,5.185116219461406,40.8435408289475,14.11208242009437
87,42.487252551223435,5.220700443353402,43.97295031948717,26.616201084807354
88,31.919370596518085,4.550157481745711,33.86291031058439,22.97618262822589
89,41.87765820045574,5.422609718313957,35.46731977609362,16.885122821513928
90,49.2073823483584,4.398406300713534,40.957550697288305,-0.4088929270589521
91,38.40780357702214,5.130436229962653,21.422960464983316,27.60261824448314
92,42.03761322068569,6.599906458325911,51.92277253030387,34.130459417555976
93,63.97757605446,4.998311133706999,55.97736171177359,7.102143967799468
94,68.27628075719,6.924275144961665,74.13943046042097,32.54452254748703
95,39.46751331211579,4.888805069503059,59.86954049738809,21.578387210895954
96,39.81135911229773,7.385818284064796,51.622432924572436,31.87284541802065
97,42.40624585726837,5.499196447984075,56.04749532551577,8.576742571756894
98,32.73683896196657,6.659453968625616,62.24364374022171,18.526112084864707
99,40.68339464195743,4.80644417683087,50.07020504078483,8.622215883117889
100,39.51587342766701,4.779210137104962,55.91229677756896,17.818022852687918
101,65.35193368157942,4.563435673356483,23.970766240268937,12.710296111615863
102,47.6937451790112,5.985472648794231,50.612785767288486,15.273198560726858
103,45.718648137136434,7.224029136608653,71.18787830565641,31.049412437179477
104,45.74061257740503,6.738357093455312,26.627975692898218,7.635038759099513
105,37.14477865061953,5.16127376483291,30.297521229164257,12.219941885969444
106,43.45046646621555,4.981445926063504,35.98790238685675,13.185609071525482
107,82.25844362385139,4.39652987419708,9.776299689468303,15.830619121689189
108,52.61035579375117,5.01623929252811,54.820362973296824,37.66627288794488
109,36.18403714913444,6.2061618892944805,52.179083498103815,11.899639667429428
110,52.50095835593761,6.464122551409717,57.77594992589993,5.013234737911535
