unit_id,CapacityRetention,CoulombicEfficiency,do_ChargeRate
0,11.44263805481287,35.285992339837456,50.0
1,17.573867892015016,22.522572831806706,50.0
2,39.42053181393885,21.018926348851558,50.0
3,17.373222838626887,23.96146954807274,50.0
4,20.427014111012788,-6.181287620486355,50.0
5,13.477273361900702,30.05327371888916,50.0
6,27.48034157866641,22.662811795298104,50.0
7,22.99897399972368,23.870191310278162,50.0
8,30.17701787222724,2.0192695439018635,50.0
9,39.125429368091,6.4037229109708385,50.0
10,26.358183478132023,5.888212131379324,50.0
11,36.69166111031448,21.032338062013654,50.0
12,28.578830562745836,22.1137528939335,50.0
13,34.90853908473631,15.409187881987286,50.0
14,25.604324838522995,18.557211602451353,50.0
15,21.368792894402006,18.314844547689702,50.0
16,38.40094452158805,29.673423036540175,50.0
17,26.6218670017857,33.765649094131795,50.0
18,15.858067361096403,20.267545303396123,50.0
19,25.087274091316118,28.79715395363762,50.0
20,31.47825867657195,11.038536742789097,50.0
21,22.9838259014912,38.67315582484565,50.0
22,32.44986350990538,12.106151961879238,50.0
23,33.55457152189976,17.6746072227977,50.0
24,33.861013726030755,33.90410002564242,50.0
25,17.465873034316637,34.093978586603306,50.0
26,20.41493437344636,-6.56854841920023,50.0
27,28.647958772364348,16.632318357464165,50.0
28,30.877167053059324,-1.2370013421595232,50.0
29,12.369555761326826,30.484861761937992,50.0
30,34.16534463103278,29.311001116832838,50.0
31,28.32553974319059,12.31561764245026,50.0
32,34.92394923835331,18.66818070907843,50.0
33,25.30997951841198,18.504224487056955,50.0
34,29.290675512374097,-17.056611644471978,50.0
35,32.622141206228314,10.946623917055533,50.0
36,28.877896207091556,24.450442126571055,50.0
37,41.90772221957481,6.937722692356517,50.0
38,33.33748682701082,7.996784391543884,50.0
39,17.019378054243802,21.885048734239458,50.0
40,31.215590240411963,26.57804653730667,50.0
41,35.17725886415632,27.070914805938934,50.0
42,19.21079132896772,9.174577875509854,50.0
43,28.61301035441155,20.34026734282511,50.0
44,8.73715219389786,16.95951245455556,50.0
45,38.316949685936,-3.013840371145603,50.0
46,33.78706236090615,28.830158917312488,50.0
47,30.259579603167733,10.056078329006727,50.0
48,41.49293723486215,18.119573527427306,50.0
49,44.48847529981792,1.3638962769635743,50.0
50,27.315408208676594,12.204855871607307,50.0
51,24.0001036356614,37.785011587574715,50.0
52,20.845495376623962,15.611692933959029,50.0
53,19.58181550136538,25.504187131779286,50.0
54,34.86135905435064,11.009479306620133,50.0
55,21.540890863020138,11.485655781847544,50.0
56,13.590473807648637,16.707022019265263,50.0
57,19.06691402643019,39.65207450794824,50.0
58,18.9824188699683,42.63584212765248,50.0
59,27.9243085344894,25.00038287140155,50.0
60,21.765365648843005,7.676833680708826,50.0
61,25.08896084735473,13.72400992551825,50.0
62,25.791921445834767,23.141960847576318,50.0
63,28.228783991504834,4.155004400952546,50.0
64,22.94252152097588,4.420182848477435,50.0
65,18.45838410818945,29.641110729446527,50.0
66,14.517884166061993,25.90130565808556,50.0
67,15.817734089585816,14.358158568276965,50.0
68,13.63912585552531,10.365923585967728,50.0
69,28.217917813303963,10.588476898599431,50.0
70,19.471534641455214,31.03715044707574,50.0
71,30.910306528501323,17.961088467567038,50.0
72,26.017422365958716,29.516974609650358,50.0
73,26.929914262176034,20.29263087403504,50.0
74,25.40215471843723,33.06404102642432,50.0
75,22.00754260475832,-9.423139007679637,50.0
76,39.09076802463,21.509350894565504,50.0
77,17.2660268899189,2.5796966932030223,50.0
78,17.285834847285976,30.47139735423252,50.0
79,26.003297682024257,37.016264797101314,50.0
80,30.516748558095635,1.8975272446604556,50.0
81,14.611903458409751,14.212277843096846,50.0
82,36.4975264312504,4.49038426355666,50.0
83,28.294164072282612,13.529530178621403,50.0
84,26.420065646290603,12.58289716871379,50.0
85,37.443168784668586,9.023661175302875,50.0
86,28.87219110027001,23.081051230943014,50.0
87,29.475497364903486,22.873411145933257,50.0
88,25.772612750346536,38.375463328290785,50.0
89,20.961706012260535,38.13418544057522,50.0
90,18.7415175494071,17.71340142941092,50.0
91,13.988865284272418,12.073951785563859,50.0
92,13.416108252350593,21.475775211417908,50.0
93,21.446721904613987,19.9890502847648,50.0
94,25.53633159401105,11.274734623381017,50.0
95,21.48670239028364,-11.270109407673907,50.0
96,46.25035540526797,17.213087780879565,50.0
97,44.112730749505644,14.439124485306596,50.0
98,28.802860654701696,19.269112659472118,50.0
99,14.460204275496544,21.041820793066496,50.0
100,36.35496151664322,12.349867135068688,50.0
101,16.603547398762963,10.538837771578295,50.0
102,34.08544916568887,2.070519984946758,50.0
103,37.392110460571146,34.05884762010362,50.0
