unit_id,AmbientHumidityBatt,CoulombicEfficiency
0,31.957720020453948,23.24411798729539
1,64.34363430693311,15.133982314970162
2,62.19654560783867,29.244751893001926
3,62.0193075318414,5.835125451939112
4,60.78099099333176,37.5224712130278
5,45.47289083564284,20.07345088939981
6,71.74638733423264,-5.412531894681436
7,22.5464142131778,11.987697422971221
8,34.35678653417558,26.140989705469934
9,53.38959789541347,30.097924128834222
10,45.206415488993756,9.899666089403901
11,66.08387606367043,3.9072866706599267
12,44.67313771815166,24.227136811891462
13,61.246571518696435,7.38796214296211
14,50.46499806829829,9.128384730037967
15,52.00558372504459,15.281154022477185
16,53.285183944094605,12.553133845361469
17,38.94920269973174,13.53944268655475
18,58.890851604489164,52.79471036766384
19,47.87876149645525,1.7250617809094617
20,29.323936709199334,5.686495422090052
21,56.79349060396895,19.25803708026136
22,26.027960739919088,13.29548689635789
23,56.2239021401569,10.094707919162072
24,48.83263977002262,45.7827402601917
25,36.75315205614857,32.658868319958984
26,51.85689428212686,17.503028066648774
27,58.5616640626263,18.395555151369862
28,49.61291867477135,23.913649075777176
29,37.803331849384875,14.280533395759388
30,63.29397294062693,28.40752204529302
31,60.89143786849919,16.51428366032929
32,57.1131733219239,22.81752153175022
33,50.19353911516491,20.344684809014332
34,34.360706517786475,18.888932091792828
35,46.512715953335416,-14.937304638188444
36,46.871034331433606,20.04827142442111
37,37.09049680085928,16.848254689255683
38,49.31831871268376,24.696073648847477
39,53.215859388818934,20.103683356200648
40,57.50779315818524,16.911581279815845
41,47.347155632786155,45.45220870708731
42,44.88276585627839,-3.1450299588381494
43,56.312605312801615,-2.4627348559454507
44,40.46275039222035,27.311521793390074
45,36.686246444722904,9.092876710352
46,30.360515320678722,46.828600248201326
47,49.11161730677672,37.88658223952761
48,44.994461292155506,15.482152247341757
49,27.975689315954437,23.852309394855954
50,73.9112148136269,10.71963662474547
51,56.90013570905055,23.6073278121088
52,37.41345389863773,25.171422659824565
53,38.20864598438651,10.98983085870432
54,57.068226049713004,0.8628898251836326
55,64.80044032581236,18.727244045072418
56,52.71311501952997,37.05533658994471
57,78.41427340051986,49.895876661942125
58,50.669370279579326,0.2002910745210471
59,54.839079116828,35.17168041439757
60,46.7520840209693,14.844708941173973
61,53.78833113513459,17.560658118533986
62,48.60757147707757,-7.341412359926281
63,53.11995614810733,-4.620289240439142
64,59.91165137605391,17.739544499028952
65,51.25880948624772,43.17224463426439
66,57.81902784608489,3.74788893952182
67,36.868836926674675,30.019538792533297
68,69.19657213026584,-3.273756494018917
69,52.14646374945977,7.965665577432529
70,37.60892971815741,3.739816785415922
71,59.92846447813115,15.930615066432638
72,29.248983264059042,29.217845594141192
73,71.9521220126356,-0.325405648256444
74,44.621613514930345,2.640056093788516
75,59.3859797795835,58.294586756548455
76,67.56318632148864,21.898019114215458
77,41.64243792117279,5.0012025041849855
78,45.67777865581376,-1.4774221881527012
79,66.99326276046223,-25.70494831758937
80,48.08031859093994,26.497101193067696
81,54.06509659828702,28.716627144236504
82,8.396910879763153,39.45983013215204
83,48.897261822227456,10.555464345916153
84,38.73373169479293,28.58245468997812
85,47.99086613344256,25.472621799019645
86,51.97504422775528,34.09659859691873
87,53.96361604069393,0.5340381210593428
88,36.60986738960471,36.166250564407086
89,61.605854869284336,49.6500670978116
90,37.10365337386639,29.649389296313963
91,30.412105932394397,27.068530332145926
92,41.52954397822709,50.862380332234665
93,60.017795634622225,31.498258083590834
94,58.83946683591272,23.663275204221236
95,64.06764027974015,6.388064655768926
96,37.70635764569374,31.764871802281473
97,59.52198482614487,8.600466478985425
98,57.23873898001918,5.502246210459191
99,61.75329211512759,-5.480614231226067
100,69.3608598606021,38.134731921772186
101,51.050197731031176,31.565931366572055
102,61.089984732346124,21.20442192806357
103,46.51796928494384,27.71790393533248
104,43.043913249245705,3.179735772372947
105,56.18540159162683,9.035818955747542
106,38.007025675547446,15.927074566229884
107,51.91469525547128,13.419273219306916
108,40.762885977431495,18.851996201385656
109,50.46144877528989,-1.47647387019145
110,68.93037408712384,4.7925547180407
111,49.80848405493187,-1.5369382287023257
112,62.14923341325954,2.473964050113027
113,34.9921937975967,7.461156626222669
114,53.537651921280535,9.78309416039161
115,30.338653016587088,17.661421479897598
116,78.61636854996755,42.548825807453404
117,39.71492972171313,9.070994929837118
118,50.48017171721033,29.01766610423089
119,27.77330885124956,17.62577945830109
120,62.149923609911816,39.066135671647004
121,55.72768436405372,18.2228738251547
122,36.17340604696205,16.620839395268046
123,53.35360165713488,4.0425509675972044
124,52.96907687992381,2.6358637990004894
125,55.46908407676871,3.4074886759608765
126,48.201043435723506,12.537039004912065
127,50.773833085850974,6.862550205006547
128,39.92546247508084,39.14494477766922
129,61.87052898725164,27.93575087819904
130,72.86367418971402,17.688797730024977
131,41.2946886191251,26.69272560108238
132,18.158148958399835,31.902913061387686
133,75.4844557917969,11.450603404708522
134,36.10560184883445,20.483815227535125
135,70.34169100902902,16.169593121560645
136,68.99720672362179,38.1136182057504
137,46.88404863164293,-11.479728551167668
138,51.64906033749807,19.73999230240266
139,58.40872095425766,23.600894787194473
140,44.980046761820425,26.527295802753112
141,44.19222858530123,33.540796866713436
142,33.39282156231142,-1.8504247817843051
143,89.39364526464026,32.05735051952023
144,42.27207695788384,-6.057706560159428
145,46.34091106134291,7.213516085258696
146,50.39183589405742,18.624041313466424
147,31.173029460724816,6.0574696363317955
148,43.48047875013185,29.897747255834485
149,52.64615717610674,28.657020870205432
150,46.535096364783755,42.128687537712054
151,36.472403790135935,21.16492613783662
152,36.88465178703625,44.65956231973595
153,53.11879142473912,25.36577021760494
154,47.20058062340343,28.561195311138874
155,81.73395003382613,18.461713601161694
156,50.5721291457177,5.941053117792125
157,36.608311641807646,2.550727108431455
158,48.434042628776545,42.31401263444941
159,48.06821366765533,13.923752392032224
160,46.374143683358106,29.687695969972495
161,36.125404589868,7.10746479554582
162,47.46725208322605,14.999409631728035
163,27.43598334410583,-5.612321523931655
164,55.05010521954522,44.4423368754308
165,76.9440712489126,51.00023124307539
166,50.80403708300464,0.7395701035175737
167,50.85136165002101,1.6437370719239306
168,57.293316907418294,18.62974657299059
169,50.404954622826494,6.56201234467547
170,27.413279871985203,23.22254636396793
171,43.827307534803005,30.896233402892925
172,31.61954630840918,14.770829232166317
173,48.1838838208093,19.307099468249177
174,58.91147562672826,16.951933609232118
175,82.92356897112504,38.90807323006563
176,47.793799694981686,39.50839281913641
177,47.516780449524525,21.87639579924585
178,48.37653065978709,-9.62430460173385
179,64.83884756484657,17.286751185843883
180,43.8722313287952,32.43228153829892
181,67.92674702014482,29.036987518757087
182,48.95629605822588,11.80531104440265
183,54.878961552889834,21.631829760681725
184,45.59796025487852,17.202202426456967
185,46.151835541252225,10.045009967610993
186,53.613480096049685,26.990313313304036
187,61.767213498818606,-19.0833757607361
188,48.60636634904613,4.929763238068893
189,55.03174592174331,22.18207075016433
190,21.931201709117925,31.286397010340686
191,61.57349313421558,41.2159738970449
192,70.13429309447531,1.857769883188313
193,31.82641942827493,21.75059386763643
194,63.310395976456356,-13.620691580876503
195,56.25533422535275,12.644389420033546
196,29.77311567689063,6.2342264236094245
197,40.57238600571299,2.598706182083655
198,50.35486143785932,11.752400543493557
199,53.77078296080979,38.15961668013485
200,71.87287435746686,14.151743089048312
201,34.724413787678586,4.741728176566687
202,47.72732872660547,6.671398267500718
203,71.4514250961434,9.240550501847206
204,40.89232740939695,24.731618063383717
205,30.330181328453996,16.666933407233437
206,52.156754103811764,42.684617928085245
207,70.00514655306999,-1.5624408810737958
208,56.88584768799703,17.532831574124764
209,38.8168068845713,25.311007818081315
210,39.961788843216475,34.25195371156493
211,32.64593255752286,15.688954398892818
212,36.022809276522096,35.33683610432253
213,39.35898684620661,39.37241647014707
214,58.20558035359857,6.177165403860991
215,76.61566472556211,29.94091068128234
216,62.94960509789922,11.728678674626341
217,38.85591652640432,21.447373982451673
218,48.1704821551117,30.952323275734702
219,45.75076925113265,4.781830705247672
220,45.75517035394381,23.758618589361873
221,30.675145982409095,-7.114282607047391
222,37.52050062690518,1.982865384287738
223,26.47327865758126,42.646852058589815
224,38.3413092155395,8.396265727013947
225,59.51493304939831,15.766779075939095
226,25.577715348066768,11.259850322922656
227,50.144841069285036,36.24672439048684
228,67.03975635187538,7.680162438815483
229,37.81033937869462,21.566259315062585
230,46.27323312524031,10.142374877526533
231,45.140357297786814,52.24492314998873
232,59.004227800887946,9.071356483142969
233,57.63267749286173,26.549835546524683
234,35.18123503728906,33.656945426444324
235,42.78075732812611,7.990965487786898
236,81.29661873775169,4.073902428076853
237,51.08673721796007,26.650714835642702
238,55.87193157090543,-5.3261504727394176
239,46.79435813539267,22.164571234499753
240,49.361013923726716,33.322757424597945
241,40.25761787352392,39.42678131124347
242,65.54773205148344,22.118150826724595
243,28.00591172176133,29.627386367450665
244,20.69846904751904,20.885974134041412
245,53.58495059054621,11.302948416686906
246,53.901465729352545,15.154325744839525
247,54.66409652750905,11.30919861029151
248,37.04775669454022,7.332990062730095
249,58.55600985679874,22.564985605994202
250,49.5673004308071,15.012787258910443
251,58.14450573013613,24.236770962075518
252,42.73178286929227,30.37274343456983
253,47.69255436792237,17.105976639699506
254,44.35844660726564,16.66572903385338
255,43.35883511796012,21.17281170336021
256,57.91487154124065,2.122663776955852
257,49.50108578282169,1.2778072447499866
258,63.71511078275301,26.69274737928816
259,45.05775555067877,23.783222213646013
260,38.22461769829899,20.64986135463382
261,54.44307209763573,20.524999481749774
262,41.05943029704723,10.575396969895653
263,50.239887610219306,-9.976491459202354
