unit_id,AmbientHumidityBatt,CapacityRetention
0,44.229133396502675,28.053826592769948
1,48.15730273625927,19.760038751268418
2,45.545179740857286,10.40157230871904
3,63.95907423937399,27.643561038551812
4,30.745537004656324,17.77985321812509
5,54.177834365342164,15.314721770950353
6,54.46863760564974,23.672733410202202
7,54.03134884738771,11.567868020998652
8,20.334831130661215,26.60840271545125
9,65.90946474964917,29.40737900931034
10,41.007817149122545,31.7508597651178
11,58.8651153625717,21.729587468290305
12,56.59107721646885,7.228824316415305
13,38.72000169350194,35.91204322831501
14,28.903778691820627,0.3539367858097706
15,51.88501054436802,20.989437256599192
16,49.82649904794117,27.59484308311771
17,55.94371574619907,44.434653062977006
18,67.58204204536354,18.35016965203415
19,63.503691838854714,18.79292534822273
20,48.62754521765883,25.825518274990838
21,64.68314126400531,10.213232300184092
22,57.55498202377598,31.76918954859094
23,34.58361565730469,20.552641478231244
24,77.45988599699947,37.96042201621768
25,48.77155074132762,21.960015925040146
26,63.72162359939513,28.010019744203664
27,56.381020552973524,16.57434332246634
28,46.54197591195166,28.488394793383733
29,21.091581856517074,9.817026506155198
30,39.825607460351875,33.77731130484991
31,53.950199185218786,16.794867145470256
32,66.18184967209187,29.775585947040966
33,45.246956691637784,3.267352695391537
34,58.46693104694158,21.90683960521687
35,57.19883004651875,33.159585921790104
36,52.904477513765386,33.899326835587686
37,37.79688743243185,23.737907530225037
38,40.15587443200835,40.86144654323306
39,44.294060202498386,28.749931579946306
40,33.11375242331737,37.71965227635948
41,58.59714808448676,20.69216915134088
42,54.43873215107421,23.78008972870215
43,62.162628239227836,13.888466871809666
44,45.498698114825615,32.81012944678618
45,50.97358170212427,29.714087290235643
46,56.554426096127926,17.177787326736006
47,49.81561928997736,8.23057921469752
48,59.649409328716835,3.4927574037893656
49,40.859163194295256,11.718175453839976
50,54.371338827493,35.48269749914918
51,38.97646305210292,35.34549668222692
52,75.50690783732796,23.48071729488599
53,43.28512881960718,32.39747387114012
54,43.07342667983015,29.184876036493037
55,67.46588514818504,31.282149569310818
56,52.66470673282427,26.466256660326906
57,43.866054512162094,23.070001604189056
58,54.70583594663385,10.053474817032683
59,53.59506002721851,21.157686544024443
60,52.94234128667662,15.47023885738
61,50.023842641851274,17.51355410713314
62,53.695756532221324,36.50354707788897
63,75.48478549275465,33.902020975437296
64,64.5853741697004,29.71315075428852
65,39.930061113285035,42.45982470481945
66,75.92670400982122,31.53760596188688
67,46.749211130423994,26.99622274025595
68,56.118282885570544,6.62694749682219
69,51.50908162697461,27.370353534584346
70,64.78142663127234,11.958751015197821
71,50.63217263632938,21.89197309123606
72,48.46879288544492,19.701320534373416
73,43.10122157504515,10.130418955105467
74,54.92240397369798,36.39194961646479
75,27.30328703488592,35.08206737968772
76,54.056342049743826,17.109930030913983
77,66.6598177716588,39.67145815234579
78,31.854289738449083,40.23081323765543
79,37.76565233621401,36.01507625816336
80,40.24151280066242,14.929798017605531
81,51.246049385123094,19.276281276640805
82,42.090665744257734,38.76777119195963
83,59.664796039564735,11.870405574791889
84,31.73266838995855,38.047278632639696
85,53.457414687275914,26.972918498466377
86,70.18360831372107,30.037827715412988
87,75.82979647083332,42.07751864870146
