unit_id,AmbientHumidityBatt
0,56.64978648093478
1,48.50439873107486
2,68.26164871009978
3,37.6055590533264
4,57.91017523603213
5,38.201574331011045
6,68.21920770621048
7,52.399130654988035
8,58.60388003742108
9,47.96772926006448
10,41.54036755974569
11,47.57401716769682
12,44.459650275893516
13,28.2038174715131
14,52.33724234261128
15,54.21832251003995
16,44.221101663696025
17,29.057558449193195
18,56.2893499181631
19,55.74152153602519
20,45.592579857654066
21,52.434609787166224
22,38.739269447137794
23,55.164491046536426
24,35.15458288955714
25,65.21382457237827
26,51.64083365583471
27,47.995833631894534
28,35.87822816149058
29,47.416864475962555
30,39.06678470629723
31,49.81189642787525
32,44.58221170931896
33,49.79589245781039
34,55.91770946628435
35,51.88404356284157
36,51.79700298720396
37,33.62778158868356
38,45.43617210117556
39,36.762693221736356
40,52.448700706349065
41,37.47674628440564
42,33.94975846898493
43,38.61786861734109
44,40.955669697937694
45,56.220635596841
46,59.02098067364395
47,58.28225567295969
48,52.637231394682054
49,56.19078419085976
50,66.82702479770275
51,54.722078311075556
52,55.657813330980076
53,52.33447546872987
54,68.28164684838673
55,59.81470348791983
56,58.79474747762498
57,44.38690556555589
58,53.78510475819181
59,36.704640224676574
60,45.861353574906964
61,63.20375551138282
62,77.28143943641413
63,33.55457839654921
64,44.38212881940468
65,42.52052617898048
66,63.955480661750904
67,43.41920071356711
68,59.06504503332724
69,67.4042101361237
70,44.67402208689416
71,48.13843030924456
72,65.93563631167422
73,44.15285474168992
74,37.46910758420952
75,56.13664401122496
76,57.07481683466265
77,23.950036778793915
78,58.61928993237561
79,50.037883380278394
80,63.01812331450936
81,71.4780789662225
82,69.0443750925713
83,51.156514710675864
84,65.70385621578168
85,52.15817209054076
86,49.26783952929477
87,67.58317518602755
88,58.94241091729238
89,42.393077449326114
90,53.52069835307387
91,74.85975769639029
92,82.28339580150842
93,62.62360276077718
94,33.72697921934963
95,31.622910251052517
96,48.1341604230151
97,63.01104860551828
98,50.234548317858085
99,51.54841299819429
100,56.47099751707533
101,38.758475562429595
102,63.196759607819175
103,29.0448913517933
104,30.526992225770783
105,47.135746107442564
106,42.69012411316492
107,82.81324848665331
108,24.202436653537426
109,49.954923843892715
110,58.74424805706692
111,49.25058248573994
112,57.906501767421325
113,38.76290844175824
114,59.91034475299551
115,29.86758961931606
116,39.30314277048254
117,47.80713946386498
118,45.78467128837939
119,73.07579334763807
120,59.507329905242955
121,58.6764321760746
122,52.36967614685697
123,68.07187425821095
124,65.38528260590641
125,46.514242309405056
126,57.596229916086216
127,50.460271474399384
128,33.43140635373504
129,56.39085547435944
130,52.70819820117802
131,55.37906913852827
132,38.63784289644255
133,61.949257931260405
134,55.70057770512868
135,46.28448207757952
136,64.31124117007802
137,58.55977723507628
138,59.39213333933471
139,84.42386171404046
140,46.696177991050305
141,58.537547494575485
142,44.7908236429093
143,45.8349250850982
144,54.99678814298108
145,46.33230426052749
146,62.962537410506776
147,38.656265302706196
148,43.433322274938845
149,53.02373870602466
150,50.430026234140435
151,84.04605300526326
152,33.82685245228384
153,25.43404768300666
154,46.421082712762555
155,49.69000335117184
156,55.804645543541156
157,43.42787595736433
158,38.454816361520166
159,44.40674324297393
160,51.47643485421821
161,56.227999568822725
162,60.49271552167858
163,54.38631035683638
164,59.275574524385725
165,26.349433320484597
166,44.088983728394155
167,53.75489980166081
168,35.741166319874075
169,37.938725737886685
170,59.76156247025376
171,38.177513050863304
172,56.17837165191202
173,58.58959386576831
174,62.028363942804816
175,42.27387431402191
176,48.181938824176015
177,64.58616439789068
178,38.44447941663362
179,53.13533912646193
180,54.50835880359604
181,69.67067775080702
182,26.54418221018233
