unit_id,CapacityRetention,AmbientHumidityBatt,CoulombicEfficiency
0,12.623790001083869,76.64482114100889,20.595801919798983
1,31.63432642085001,72.84317494554377,30.096563067308217
2,27.690527000605886,43.75107779738597,8.331651957046676
3,36.84638665918439,33.92114222714414,10.860948717026876
4,10.709910866964432,44.81997974824026,18.883652633768076
5,18.92391748866899,51.57160724572437,25.120753224699797
6,39.984647894096156,58.23569607366275,5.950930846757566
7,-9.787918337789568,73.20945083575002,33.84737010454976
8,12.889866973356064,48.20690801413095,9.348917803954457
9,19.675050996364657,43.34096619052546,36.694819412180564
10,30.698262564981952,41.97346270505375,-2.1347615202283077
11,-16.886782852693287,41.3949263601182,40.857587389473395
12,17.203444501153022,28.161077965908067,13.222740436008904
13,28.68249071723157,48.23752352876729,13.079471694116153
14,22.4032283882295,61.52309799834152,13.790426806073723
15,40.06535510603381,37.31386035899326,2.7529370087951737
16,27.34614159126336,31.95205983315249,5.866082127967856
17,34.46909472710262,37.91907518615207,18.88758925045067
18,35.377548325999975,58.540552562594684,15.029282523146092
19,27.463802763280604,44.751229450550696,38.346498042847756
20,28.99241479083451,62.11209202554004,19.087237201672817
21,34.48469466257796,31.00130125381314,13.64246941480761
22,16.182890049623918,36.259342007257914,10.937106555530848
23,-11.849037527715163,48.069804428829514,56.31448372055364
24,36.37994663092975,50.19848636337634,37.334143095897616
25,17.718888686319044,58.79962458744513,5.044415283635287
26,6.478779776289602,69.23152244356282,-0.1840808070061115
27,19.91142405650576,36.028494573994365,35.36565000557972
28,26.04209080627629,34.67784412820594,15.856258088366637
29,47.16845844104839,51.46109813690314,36.926871193854524
30,26.71615035942227,47.019473682396516,31.39903290660461
31,32.25707122327477,56.22183410081714,-5.52098740902688
32,29.722376046129515,44.44832928678261,32.55180193316718
33,40.13693217814565,70.90996355760058,-8.221709591160131
34,19.71590091909992,40.094228639922186,27.400968525641538
35,0.27326575988443524,61.9673209642443,23.761389653556222
36,21.999408718713173,26.438510457321048,22.326596936054443
37,33.88191116980173,46.58811802001286,31.98956099405434
38,22.809704959161188,39.43804058558394,19.993514865148924
39,32.444432073178966,43.51706267772643,14.636069954758305
40,37.44887462780968,52.422876046018146,28.843774744354736
41,16.11489453283049,53.193705700177524,34.02074722739767
42,33.07488715962367,50.945505709793,8.249321613354574
43,26.074027315785447,59.74678130035369,12.496180341116506
44,9.253123553476621,38.98600365980553,21.06242195227409
45,32.11401960611646,43.0011200019641,14.103288523070779
46,32.51543279330148,48.42837069123792,24.312474093983074
47,-2.267456412628537,46.88784795637124,50.00987949747718
48,11.770940935345763,58.258438897508256,21.887303028410397
49,14.991767255328112,56.61095932985465,44.74355273605971
50,30.390537419042328,57.70472624216677,20.600745755890514
51,25.62102399425375,44.572067741096035,12.020770526036365
52,23.440045911319917,65.97703826606727,15.057889866035795
53,34.41797905798021,52.25991756832726,17.572001990337586
54,30.71897020115383,61.9626653394202,19.937623738376477
55,41.377308512933666,52.31723597545279,6.483182632779094
56,43.618195526919585,54.93800154467111,11.990682004387853
57,27.020110440351193,48.40261024339057,24.60086241954206
58,26.491908922169657,59.523336664827106,22.59087893547975
59,22.74743676657448,66.80012123085929,12.006876140640863
60,28.476160982330224,54.36177028528973,-2.0825212390865353
61,26.546825408157208,46.66440046780179,9.224883351871437
62,28.467566994756755,50.59081690191684,25.10279875456666
63,36.16611272899081,58.840649857301614,14.66702208301915
64,25.549969007934873,47.94198444336815,61.526435421499926
65,20.65995836216361,33.61031892470507,32.5633095660094
66,33.4433132732041,45.026219743637775,-20.40647860950342
67,1.2793577848642554,30.504732336152436,25.653675213913132
68,24.356155176496884,59.01899820071209,8.419617319367644
69,21.17123795940431,33.89948222981522,11.153392935156514
70,28.847100957247875,55.677466514006454,22.3597254520238
71,47.84021882806832,53.38926766703,18.269935063113216
72,23.399047036258658,40.55671233823716,16.342838352276793
73,14.121223663198073,63.67435704259525,16.226835642300752
74,29.09837347780106,88.13491415660059,13.139938416009421
75,36.801794193420534,50.89477275023704,22.557281786212094
76,18.819518163109965,82.56803421514829,12.79427570426279
77,5.286119430261083,56.36619619604989,31.66028187679294
78,-3.529814368720137,48.47234232969135,30.59539149470661
79,31.919077281023103,54.761497841169486,-4.37784439504704
80,20.93266042504395,56.13521173960024,22.218880264568302
81,3.14740369988208,56.94776906649966,19.177501621473198
82,17.821504198941387,57.182200001934675,-10.094609469786509
83,8.10822209912062,60.450619572822546,23.349565221822655
84,39.10461875314588,63.0688022370781,16.724441319597886
85,16.159269037864732,49.03564526324093,35.09443810758661
86,23.923019628753487,70.57550202580354,33.65020602647852
87,27.217984039863126,39.23176165265006,20.959057175396953
88,38.31405899265971,36.38061696820439,42.63234305399207
89,35.5434321657174,43.04143221499455,17.01926993708527
90,10.848118027059295,55.31789848199529,35.85672964115788
91,-1.4352283902090535,72.76753235332401,33.615999387963335
92,40.203698306198774,42.37918661553171,22.104962959803665
93,13.822815238831618,33.87916012843444,13.19008550571784
94,13.349866725565976,31.87281446015332,9.355003709092117
95,33.13724656822701,43.77233168284179,13.771282746607485
96,31.59804652958158,54.13170574273439,20.75346549522729
97,16.837594445662827,42.142984917997104,27.213824610823444
98,34.65033027289817,79.49984907852496,-1.9314116240071293
99,29.284772166737792,60.836405744517734,11.548429170321695
100,36.17210003921499,45.7166779772446,-6.403888206694278
101,30.587063401777144,63.053932773479055,29.44323175094712
102,42.81823672476813,58.12032304000487,17.345698354421682
103,31.137502288153716,42.33691099627534,26.027169076486835
104,26.604407264600813,32.91985993956451,34.831332570118064
105,25.234917922419,41.58389019169681,19.816282456454825
106,25.695931794295234,33.907808957622,-3.1793918025370598
107,22.21522437237978,39.60255536228113,20.853794189880023
108,15.558307280101037,42.76442762157184,13.556276874367885
109,44.37021794649064,47.28855941482153,27.125694477658428
110,14.220768897773745,69.3498600230656,22.650062972557247
111,24.088925861339078,62.252609152562314,35.36157668488303
112,20.97005524654402,48.53610322903854,0.0393290072710748
113,-7.826126678617692,34.32662190640105,57.3296728100818
114,33.21872061730219,39.3280797767328,24.04819447929098
115,20.139767384093,42.89415178976835,24.094041023633967
116,29.416515696789542,38.030851522639715,23.88742893830173
117,32.86264163330845,49.83048544319867,2.315069370565083
118,11.03059440552315,50.760206108175105,48.36596666066029
119,25.493795017536566,32.204772062179146,29.24124025769902
120,0.7843156984931205,43.42985486532285,14.303303639343197
121,14.612698477380667,48.21270406739326,32.03126663240581
122,23.06769249547507,67.63816201893822,16.21215042729362
123,29.101414231356213,52.15711461366979,-1.297243840695657
124,16.760508069232714,57.31302162067771,12.536641874752652
125,23.752107741355402,41.08748415746306,27.215812963104796
126,37.26940498818147,46.36612783873859,-3.4042244380554916
127,-0.009456685337277726,48.13599982268448,52.15785904759558
128,29.98646898494395,46.19902050507288,19.957162384746315
129,11.67782230702661,37.360264735752146,48.05625442269911
130,14.395623616551763,63.32134965071281,23.9659658353688
131,25.667243274435105,46.2254377724231,14.481294076781547
132,14.244968226649807,62.80795236393908,24.966733004975918
133,20.85711405449369,45.54222364975681,40.100690212834536
134,0.34731647385369335,65.50211990412129,32.29611815777135
135,25.749983895317555,57.5159352648894,6.688388686629211
136,27.682969714082308,38.9363754961669,14.408090464586078
137,49.72437927680058,38.55030281794297,8.91319580945393
138,35.533884382673456,56.73423185893845,11.841103983684778
139,31.60923107090333,52.05488565990463,13.236435627237695
140,24.33634336683647,22.86929952082335,10.05424403298096
141,35.71087871126766,61.62354132243109,-0.2777683328104317
142,19.935627191379954,68.95364260676442,-3.1506448916955776
143,26.93390427060968,38.5170342820566,10.14753770816904
144,32.48459970696121,45.59107500362318,-2.4354671561004153
145,33.20879472521804,61.38910874322656,47.93632471475312
146,27.206034726812963,46.50982528076734,3.5510471846711944
147,32.473549907178366,57.2581618063374,21.192488115208697
148,9.049602702011784,50.097853361890664,15.744346037949652
149,32.16376491721692,42.975791734816475,14.3230873231671
150,27.020697282626944,38.463687853312365,21.09568049598502
151,16.60700612902571,49.68620148944255,10.379346013978902
152,29.985631986586917,46.81331629260193,-1.309219876271344
153,31.728241842677132,39.96024129355185,16.60980113779484
154,19.535416759305352,43.44076888126759,3.5785612800148314
155,2.8912166994917716,46.54871991955647,37.17852916400456
156,12.419288412888127,45.335682069705506,29.16566430599752
157,31.642901969591144,63.76431697123274,8.37707594851159
158,32.56685549747351,73.3463858930194,1.4758299012932348
159,32.01025708190083,61.036660660619326,0.07658025495869225
