unit_id,CapacityRetention,AmbientHumidityBatt,ElectrolyteFillVolume,ChargeRate
0,34.139595371828285,38.18033603989068,7.050517921862492,47.304776614887544
1,31.593255051911186,47.9742614108644,5.343597985224372,39.25986369848278
2,37.86566375619096,55.494927354778774,4.978312608326738,55.490992805673955
3,26.205960357186132,49.02259608995492,5.730591922348603,33.04318146685368
4,29.28965909608457,44.9882168814277,5.87632744241025,42.15551458635571
5,29.42669363023467,55.11408078574949,5.71074421047088,31.55328682365404
6,8.929647324665458,51.59377447542039,5.74704984017739,60.311677562805365
7,4.62260711976106,62.42287278171571,8.15591322265602,65.2977974175958
8,29.140867460887723,46.77794502148687,5.52903072758998,38.47343699131099
9,17.4052953933937,38.94522248060706,7.485607153484356,49.282841185047424
10,34.86247914256451,64.93528799115587,6.321088429274162,32.89392630254018
11,24.5579858997925,40.517318388294726,5.437557499322213,30.66076073150459
12,36.729246113720635,69.34956067121718,5.6086332912084105,44.485881820586116
13,9.288851224029385,42.77807194728046,6.242414817125939,53.5965274748248
14,39.52926787968731,26.570918603002948,6.129243937534164,42.40602732120293
15,23.92700099123224,50.41848156604645,5.202496800470014,64.8712461018397
16,25.0519294139548,39.810511840250705,4.9890926369939095,23.095314675051927
17,31.340557730168012,53.035499364604824,5.60187641289411,37.424880210018216
18,29.45767122370317,63.446911704276715,5.88369644932676,42.663554556841284
19,27.533530713119152,61.43966028854553,5.020140762612757,43.9394931696476
20,13.826707031414916,36.483780222973586,7.716529676932206,58.050339595408836
21,16.254148706835235,44.30613193192622,5.9634440444379315,43.542273450124355
22,13.572808629984143,15.4213443511986,6.428318262537407,54.95005971952942
23,28.036191164523675,66.52157325685407,5.967575830340563,52.16302240158795
24,31.157247246034277,63.68368879838371,5.59356516008369,24.51134761156385
25,7.700170531400323,42.81434289714846,7.501371261197894,54.1517902608304
26,31.147113335371166,44.132758242005046,6.310483112345489,36.88100053320331
27,24.728161905878082,29.125811677263073,4.6854540879343824,41.19416094070789
28,28.533240300407655,38.198142568573346,5.1750855450575015,57.36587699688503
29,32.839130696025876,51.47741317600076,5.432983397418191,21.31514446498745
30,12.682908725364973,44.294653543535745,7.295750697294646,69.57842819562873
31,29.152517431913594,31.411466022116592,5.329898851848903,55.438526543682485
32,27.73981460136656,55.64638763263356,6.2452087626929655,53.58964872507129
33,23.256488435972052,57.024360492507306,6.3252570830694514,53.75207065710541
34,17.63186108847904,40.1270177512891,5.6779724086278645,60.4240117881529
35,0.6305040212641186,53.65073283284679,7.419567115037812,60.350519100619174
36,47.91180400484787,52.2704122719739,5.187281592185265,47.730198820988036
37,21.8125255310777,30.211355214008115,5.971415682259161,56.3782419643556
38,43.44140390159378,57.85816591026163,4.894242178214689,25.5241629431094
39,25.823579636687317,22.19481696262813,4.601642501300541,45.08682244163685
40,38.13003783244148,54.67325652399756,5.129161892976638,22.50335987259911
41,18.136586388837117,54.08859663468027,5.139995035398428,52.38732775937085
42,11.44785496618843,65.86638602369602,8.75455323093847,66.87562413130662
43,24.70214956119868,54.221924986513606,4.614347471587967,18.492869725289033
44,34.83993594166854,54.98771353363933,4.817077769049841,19.006413496018634
45,1.277155348192625,68.75373264237693,8.596247175098913,59.08721337070111
46,40.98227386571276,53.44168329186411,4.856853384984486,24.4236310945461
47,10.607018983262279,78.95263695865704,6.28933690118906,50.46213655582713
48,38.15006479132258,59.67380808183527,5.20912506351569,59.16531415631411
49,38.50546113097828,34.25274328908242,4.837656067483352,26.224817141876184
50,8.01896056357626,33.69617257980142,7.363865996719475,64.38055766966399
51,23.54916306819521,39.03101058529855,5.995601770092993,49.77133743327846
52,13.97805148114292,55.85804102671693,5.732994129413568,54.06400637115765
53,28.918849666770548,22.580002070115725,6.684392190893376,51.90536185916663
54,19.466104027265388,38.447713376120745,6.337340037151597,48.163228992622884
55,37.374692161806436,72.73333802967684,5.42095613437039,37.78655960656641
56,7.8819434343462484,56.4075285190323,5.9441961165671175,44.31284770864647
57,5.854352325829574,55.30434674466529,8.279115160701332,63.86887354779395
58,12.491002267772316,53.666978471182375,5.73505575876265,50.79605584607368
59,30.335586709723867,39.64185252166284,5.060016485659193,31.987719402239517
60,20.83353037001078,31.11535148847135,5.127018133007798,20.119652558425834
61,11.842208195676239,47.81625529107691,6.872870790118024,69.89882131652828
62,34.2749332225287,53.26047068922538,5.915220972093639,43.008787881044185
63,45.24776052414687,42.538491417553146,6.742104348930253,53.320015388540895
64,27.204344275653888,48.362640690663106,5.72868739742634,51.484827188092986
65,11.24785821129766,43.14822849180246,7.978544272633573,56.47962055310925
66,23.713958187815262,56.472274777828716,6.282786082727211,43.318858928428135
67,31.155137577409537,25.976346787334627,5.405140427658219,33.61629510562457
68,46.949549412751246,46.35066668040491,4.204150233599004,40.42976389548406
69,9.689053556893612,61.159175405954095,7.946720516485719,73.85498909088469
70,19.453075530555267,78.2796432596442,5.834930544857187,50.83786203510713
71,23.25782780169275,60.485440441168684,4.822051796814245,45.57587426202405
72,22.342078837190968,48.52540842025458,4.933170242706397,20.962612418941813
73,19.68894240479802,36.59542225746808,6.596032725803177,51.43211398503417
74,26.818401736587017,38.110099741751284,4.815582404480941,31.58594946987956
75,5.354004408341013,72.76921143884442,9.648593716235032,70.25300750894291
76,29.09086978255519,35.198678425240075,6.189300170865907,37.48891633115796
