unit_id,JobThroughput,NetworkTopologyHops,FanSpeed,RackInletTemp
0,21.000318123023902,55.42112659132065,62.7650992009177,47.60885058890778
1,30.46163958932136,47.08497489162402,69.62848448677154,52.623875921302044
2,22.579379628345205,47.78094484001372,62.72083839944766,45.10346328949464
3,26.289757094700523,56.452554274425154,62.2353666078563,56.48780180155158
4,20.50514920385157,28.13214148580467,58.381709408278276,70.59603733824306
5,34.35632931689291,37.008269480929,65.03366397742083,40.29939765491042
6,18.112277958043393,38.97395866699896,60.56399391567212,47.83736374932261
7,-0.9815986703622519,50.74922379452574,56.813287824232596,76.88473843569817
8,25.55242645494668,58.80477057253808,50.42740448283138,40.410659472757075
9,13.738161390908335,53.234003735236854,60.32172973283068,46.93079594481853
10,35.12853654920679,44.76021678894627,79.23016691256568,68.44305774508256
11,14.177403430033728,66.35982227390991,48.80702224520876,46.63281877035487
12,14.53083174914454,37.10804560434824,52.881793490612,47.61137159851293
13,19.740408143818577,42.65146137026601,64.27219334780412,35.817740040702496
14,36.954204313253236,59.34122403164246,59.54301080369375,28.31700232272903
15,21.2609166476203,62.080264525791506,54.0510093240376,63.49271623427178
16,32.74224548065958,62.05040482291514,55.0819601777465,72.79951084001526
17,11.090399493766842,50.49007843996068,62.719011004050095,58.87705514099242
18,22.688179036449288,59.324057239774845,55.61843393554,54.55338599813968
19,29.070751676573927,52.52357195077378,40.04929941348251,38.8801599155752
20,15.776284219540397,42.92781379389453,65.08187918069729,49.70163649909354
21,24.59704629054561,40.876147379288696,58.763752460887794,69.97983369161216
22,14.644683999452663,34.444944107219634,45.47936352019105,30.700393639065787
23,8.90422484659705,40.77064691594722,51.40398565567232,60.78581091684784
24,16.687245494755903,61.534810872377044,43.799693117088395,56.416189025279294
25,2.529311025746636,39.00481364929568,73.54839976310777,69.15936646238184
26,9.858749022873464,28.644825548354213,56.40570927908985,64.52559915403127
27,25.044125262829702,47.22392625650387,62.239025472782274,67.52296123841101
28,12.572139253933639,43.473142864492544,64.48449141178087,55.14251834325111
29,14.798431846022565,43.41554780250815,55.38517305288423,49.373468666624035
30,13.950765639931884,54.10024050083193,62.567747243395125,54.99417146972155
31,3.1394230645981316,44.4667176745991,63.045387712720725,67.11305119170088
32,9.64812787090941,54.2613253777268,75.67664020525707,62.01555017630248
33,11.05201841602961,56.49990820380812,69.88013030636742,54.63697883054299
34,8.96649717262172,67.0860147828941,62.56199997487353,59.195469135232976
35,12.748440502383104,67.18625549535503,53.81802444058911,51.300904400683784
36,22.21200174502129,58.22021952378717,54.68979285040075,65.03662333984322
37,9.379556601566089,52.5889804725918,64.06605879651484,66.03575643747453
38,0.8693168953750576,51.71721807400254,57.9860114535308,74.46344875949667
39,17.70600424446804,49.65278499982141,70.6850058115739,33.762278693799
40,10.860681881039909,51.8378851768285,64.88169642546433,65.01475263111183
41,45.70513301745092,40.17401867220321,70.88597609759537,37.00604530854942
42,12.833909736530341,63.19490757412555,59.78612111612038,58.327083956326376
43,16.66962393146636,57.991914217057875,74.02966773401639,56.725290866246446
44,24.13976230414994,25.5484504232432,43.297897263764646,50.36159869019532
45,22.50578974936691,40.95037600315628,59.69804599840136,49.466257360447045
46,6.472336447850781,62.79357159242148,61.11299484560876,59.355034288222384
47,55.89609515802923,58.06113552457623,60.58512530973295,71.81874506255237
48,9.862653234731669,50.8655494376914,65.96067594000499,48.16201739404601
49,9.907727532145255,58.48670208176429,59.24763315677117,58.587744639463814
50,45.08973263131473,55.629271937474456,55.269656398742455,34.84140813418825
51,15.84856646025073,21.44049026325984,43.96352349186602,50.069875173236944
52,6.008415661428964,60.60923101687657,46.51229594709782,59.6328172857021
53,9.201577501436724,52.193722458731536,51.77656118753631,61.49294237197634
54,17.48966847559081,37.673390274330444,43.703306751537845,42.02169401178359
55,34.91063337769061,38.908183407296185,60.597760977392085,62.46934549857576
56,18.35922005848545,50.80111274336755,60.4465201759293,48.70162258765469
57,9.487156528857417,61.871384038355124,75.11221723172794,39.87742451641096
58,0.4659564195022159,29.679235986547422,43.06077543424358,61.80372270897252
59,20.163912638083698,55.41228525124684,51.52210217730775,46.24593254894339
60,15.593544745048062,48.417758550142366,54.77736627157769,44.968371997469056
61,17.82594548409327,40.71759579385914,59.3058823607895,53.9275311334413
62,46.90646114133391,40.85816986258799,73.11067958199776,60.37111566822833
63,8.479893380371477,32.59253636118521,74.8323937750094,59.73356349844926
