unit_id,NetworkTopologyHops,JobThroughput
0,69.81330265178407,32.544334893555494
1,64.13995876015869,24.41564818568447
2,57.716194552889874,3.909641514866869
3,53.25576407626664,10.292291940209916
4,51.38023780246999,41.29756876223848
5,31.873547388178842,22.084516729725674
6,62.4696494997296,18.31800887096551
7,33.16436507954337,21.682415135556084
8,56.13255921971741,36.82474392366048
9,33.907850302467025,10.573989554821624
10,41.59017586398438,0.4746601766218217
11,47.55281895857945,14.450467259197376
12,54.87567657064057,28.24478209319095
13,39.54566369079465,3.8290081162831244
14,41.582262790754264,18.298759399367054
15,56.44426539864553,21.606297961607062
16,44.648964452889885,34.38152179084531
17,51.24279362254744,5.862997873626355
18,52.846822573851746,6.731756818495055
19,48.94067699181637,16.738524060858797
20,67.96337051388373,24.107038623939278
21,39.971372667543974,17.89468763563231
22,47.70924005976403,10.91407656831976
23,53.628569338621986,39.764674818217145
24,48.77010988703185,16.192302520379442
25,46.63677908477213,14.869989899710426
26,61.62521984039695,21.119269652946365
27,70.31887230590358,0.528394369216147
28,55.67143234713316,34.13235020232517
29,45.549569592367746,10.71054245716637
30,45.47363492889195,8.761006849410915
31,67.48636530255467,19.935609882046833
32,59.14454980714416,17.295179841988592
33,56.40558088252897,23.3563797831855
34,50.32742286429016,23.123200621748246
35,36.905664583490605,12.143958802886601
36,41.907316349545866,17.190965496131504
37,65.18825840543431,4.540534984372691
38,50.601904964705284,21.86105419909741
39,39.718901090620385,18.88371265544363
40,54.596289138865714,12.741141939004283
41,45.31129211692012,9.833146672191912
42,45.40581190326639,10.057620484080376
43,48.62570439275062,22.872707628789048
44,69.55792806214528,7.153552407451304
45,93.83281076723912,11.569676623703074
46,67.21389553339684,4.21972437154475
47,42.06975705888487,24.039181404632963
48,46.57028608791046,8.27762401869202
49,65.09967939373108,18.66020301156629
50,50.25606504379092,21.097874417782354
51,37.97952097850794,6.024744786619392
52,60.14897655024993,20.07085286365837
53,53.30678496052876,23.915112085530755
54,31.586117326986106,22.133363013620183
55,46.158730067077464,19.664222319175163
56,47.71901276404897,14.10976931360283
57,56.353016979063575,27.782197625514897
58,79.41413662498618,19.538403686586342
59,50.94233703084838,18.82549899344509
60,43.78374312032211,0.7747167761288392
61,52.968894900654604,14.18416297604399
62,49.21202628257641,14.379503710185306
63,36.06678944136475,7.9644697061683605
