unit_id,JobThroughput,RackInletTemp,CpuClock,CoolingSetpoint
0,10.095253147810832,67.87168808333934,43.76286167814856,52.37760906871431
1,10.574996695601948,60.24379389296641,58.91266201552376,54.29898981299803
2,14.527595787567522,41.56512244216587,51.04743175223696,39.90902029280726
3,2.7687555625221005,69.68758846169999,37.07471234086356,33.4708869862773
4,19.71601099083757,47.964846749837925,54.59712144412946,54.691369937655075
5,15.150021727266529,51.967155471152736,46.20610384630446,57.43525276266154
6,13.523901134714075,55.84392265050256,56.02314404797395,64.38562160355147
7,20.77829574700849,54.34329225963259,51.05988237396143,64.82467656847572
8,12.718875545903789,51.28471087754955,48.511429106170944,57.591661682819
9,-1.285965385247028,66.69862033941118,58.19913265243125,50.941823535994295
10,5.639590997239262,49.905461993512546,37.96394353634469,55.95735569934916
11,9.993516024980153,77.02999509578255,60.96095957690162,73.57366876008615
12,16.698904206513564,55.524262003546625,68.62871880479689,49.348264421350905
13,10.868463222432048,48.61633868164845,49.839239319059644,62.06803421432981
14,8.270821977581578,61.91687686409966,69.71344658319799,65.22789161437414
15,16.69135627618609,65.54221236205692,52.86819808420643,64.68705872035925
16,12.710579632831314,73.69207582225205,42.96353566444971,63.844875378118154
17,12.6610470600173,49.42682679756145,41.42915981998395,57.1950409769466
18,26.606957248963102,67.64739285555076,55.380199362897514,42.28849577336423
19,19.220821361679832,47.29698572412395,55.94374810242293,46.62315553115585
20,15.275834084859289,50.64149507309586,61.86868995538122,51.75497053312272
21,14.89971462394074,53.25539205142135,28.970318312045702,58.47067489206291
22,52.82228233437647,55.446286020440695,52.116030262222566,56.920132712205344
23,12.110859891809344,70.0106527553718,55.36019004506489,65.9467519148647
24,4.064715986469668,50.7557007068435,46.36342253629762,42.73719781146614
25,6.551723587105008,53.11022370080929,40.68233546806807,44.48601644193105
26,36.355938012258676,64.1428228824254,43.597318875794976,62.83999479029875
27,13.799884780440289,50.014769916986445,40.993449365867725,53.20243714073564
28,4.123813328067158,62.61795791336178,60.78920825621542,53.945683829827246
29,22.135312100636934,34.88376221473046,37.89928753547905,52.660704025968066
30,20.466909368754084,57.57175971393616,39.82661455290528,62.48858908791469
31,29.534225525610196,49.190672841001714,49.05280108349152,62.28292326762205
32,11.928580775286614,50.70657315057915,58.87227161190859,62.36091322207415
33,46.5614616237561,47.901083842328575,71.10569270896589,76.91045722216867
34,24.156760887796878,50.631677141974805,38.61982788662732,61.84776514641353
35,21.65301219337803,35.46099450598155,58.07249735810839,49.93406465761047
36,30.8854129227897,44.17677942314438,53.943643119997496,58.883206886322135
37,32.08988036039024,61.29925692069754,56.107636598531656,72.06013587126213
38,10.200578719474446,60.755742501940574,42.500541295419396,43.77019521254012
39,7.257100681057604,76.64453815281769,45.15071968395024,58.99897385603508
40,4.06707016384604,61.30239638573383,44.69487360887396,47.83048877444844
41,5.980216850517244,73.77459460282638,45.81212860982007,42.6919031632388
42,34.60279784061892,45.92680108299487,53.43563872930157,46.793737928858995
43,20.680691302080533,49.418643600543525,41.06409115290156,53.401969849021036
44,15.549366510377784,60.131498093995596,49.29707139556279,65.10444251431734
45,1.8831866719770876,65.80469333579771,68.44974217040316,49.30582651407846
46,27.249861425908115,59.06780663574812,60.86403067690716,68.40331510695113
47,27.979163309280985,50.00346608212576,41.376054756531694,55.431521075605495
48,5.307946768572184,62.928359502713775,40.6289450516921,64.9840711426538
49,31.302264629433598,51.02163175757067,59.21534338293865,54.520419944039865
50,0.8349189937871996,69.05297821156606,58.573436821164776,46.85424338204436
51,7.516406400446745,71.22084622113594,45.2460098114233,67.96648312436947
52,7.614792035525195,55.67628121527923,47.440816592244865,48.1180927251023
53,44.94652240996251,44.791835518549455,38.994923337415266,54.769318362819824
54,6.343044304321834,62.62082979245921,55.217983321454284,70.32371888467561
55,15.548278583286168,64.69921152694157,46.705051544941995,36.80909876584044
56,12.937866322010125,63.68146126590707,56.31417019700988,45.52496648980221
57,22.27161830654962,52.53262491056948,59.41822385300127,64.36749415775397
58,-1.687530788017555,67.32442699233361,52.75280804163275,48.57808276252282
59,29.727335186645732,25.54266199815321,43.39976983764373,52.51018940773308
60,20.981875582633528,52.7588546690473,61.10534298915413,61.470597340460294
61,-3.141413574608391,75.1345017146738,43.86640089261945,33.669905633470904
62,51.704282406536805,56.206731709838785,54.641987937296655,82.03426132010071
63,20.127662785674907,57.3064983086967,65.79927160154281,57.55317469791002
64,-4.057022999987012,69.9314416220481,55.68736612668977,37.70777583160435
65,13.648110802805418,47.34632798383375,39.456206236574815,65.25571791367388
66,21.096990725384135,44.37750389229109,51.15911430734167,49.036333285336866
67,11.635909846628586,64.02545906468367,60.33856942683691,70.8426256394418
68,37.38737956650834,59.254085169242245,51.83578385202009,71.85306100346739
69,4.659100015138277,48.691279611925694,49.82832147871856,50.76401152058025
70,15.398002951580395,38.922635401546756,35.45938152181824,49.60755657405724
71,13.32551165824877,55.145907339909314,47.14477306986176,39.47406605157763
72,15.175262581063132,53.80489993318246,63.740794119312895,63.7635506559171
73,8.317744448903824,60.088680344323315,49.095420721899536,46.10024430917916
74,7.96114275453171,47.51687261276547,52.12228482208591,56.61861174802014
