unit_id,JobThroughput,FanSpeed,RackInletTemp,CoolingSetpoint,CpuClock,PduLoad
0,7.511603485383434,58.447360936035025,61.92421526101999,46.85985109787406,48.380002550638984,71.65657243771459
1,16.000979902776436,72.60454390547551,71.06055473553387,56.79317615888657,54.235555999619685,56.121604676280995
2,14.995437015902503,65.31814393676252,63.58238358495607,46.53626164940082,46.298955159850706,58.12076212728727
3,16.039462357580515,48.15703763716355,49.43951149924632,49.03819283928946,53.21868912681925,31.105533917573368
4,16.15999966524121,61.18828870612408,62.496685839738255,63.5569502014507,50.12211680379593,47.435785758175356
5,28.39886378204999,57.25690344313613,68.45006613637857,72.71454189055038,62.467561544086244,18.195181055857613
6,4.156601760815774,59.301449785178995,60.459180155064715,49.50089291483787,56.74485355303565,61.16480027347549
7,-0.2082119997419798,47.592201330412664,81.78117918643557,49.2591530132629,63.8990501465757,38.66903381419398
8,25.947656301338828,60.48232114553451,52.17073223084809,53.49057704039664,43.82850411324384,59.52027487627383
9,11.007049136172528,76.94822162050527,48.987195978294125,61.53721438541974,53.1933519753421,43.56221086189857
10,10.485850795290608,60.88328142058508,68.63404262038783,66.3720322524118,53.00801268269931,49.661755046456726
11,20.030361845310406,58.20885038003616,65.00658518927006,43.559471797485195,55.047665990359455,70.19385017812544
12,7.0231724889024205,54.702732606001234,60.679131147801144,39.06344309507767,39.505047936690744,39.2937641432229
13,41.868091383999904,62.01414322257108,60.09194975558993,50.24312763048676,54.06653374834973,50.35235111629722
14,7.8004112513846575,51.39752587868739,55.97145114391063,51.90765587336772,51.840695347767365,48.31821900255824
15,27.51335007689472,57.71507532494796,52.15145255639286,61.04655180921474,37.36010745160767,43.92307775390419
16,10.152914376882972,66.92933608000769,58.0419087447951,49.07378896023619,49.54409178518744,41.867473485526666
17,24.865570319075296,51.5932502542107,32.32561563059998,50.676191850655634,65.58730808377875,44.77446548873746
18,14.020417992270719,84.53926471595005,53.0246000334174,50.91399910427012,46.534841102361085,35.36991227550361
19,14.914785472451904,36.89591025757869,34.48109758619836,34.99464997232104,41.672854285033345,28.420605914249823
20,11.787224842068133,63.17843729765639,60.06026546377248,51.76792631695153,58.659357478165894,21.840501951919183
21,10.765501618602151,50.11624764255555,61.13607518032151,48.22569669771988,59.29214162540451,60.35561099382226
22,26.058927944948035,67.05569348313634,47.14385561825151,55.42305466246632,54.63063787669851,42.0210055100135
23,20.688412271419278,67.20558221775715,50.95138907449979,50.07215530858501,51.7406268739466,29.411628471616954
24,18.42581889115516,67.6289536806652,43.55505567072919,64.39879004481969,42.28519734594166,32.62485673483124
25,8.545903604888,61.316731773100614,59.03197398355577,56.33590923562672,42.9063052500327,58.69308996789052
26,21.968802971097386,60.607522848801146,46.75033022272404,65.03120025319971,66.45656811888729,60.021286187422966
27,3.6226212149693326,77.41194132509276,71.37608518363305,47.23536107024815,60.432777403793004,58.009693415100266
28,15.448177421949826,61.30368583436849,52.11699872291164,54.70623847400252,48.705157659484705,75.14596959525322
29,6.533218509844897,65.16283220271188,74.65473549526025,42.44854345924714,57.3376943503263,58.638262811587516
30,16.323429031705505,58.276982179129234,45.41219872431161,59.79253517882235,54.040685571931135,50.14437291829402
31,9.376647130095458,52.70089351785999,61.7938000106465,61.776017674764624,50.2816566250842,33.55297859913187
32,12.2947645896492,66.20076760088246,47.76201089784904,58.888756758052175,47.34209254317635,38.63303832623539
33,9.74298833623049,60.237017210009846,50.41405614936444,56.67852135276553,55.21118973003386,57.11473240519945
34,10.982342055175952,68.67408255847658,65.05734707899141,61.56308406392661,46.85278424915603,50.89825960446577
35,21.767610543330797,44.88185854741944,62.17330096693932,65.50905272460469,39.77059495479143,58.168398809778125
36,21.92021993520287,64.2202714224898,49.699089018235256,72.76975272909955,54.01784605041838,40.251197175475
37,15.769383824700013,41.343860749845895,60.658154825210666,71.35410362266276,62.18840177321785,55.28843087081192
38,25.2750722101632,72.91398739668841,57.1917732163994,57.00380657619325,52.47134913376058,58.47597860805725
39,19.08575632580162,55.427188537504136,41.81690962407694,58.730539882607836,48.02455753040134,45.48334011293096
40,15.011224061194628,70.95971164864008,57.5513254908431,67.05690179751014,53.19272624080704,50.374192280882276
41,0.7535801296464264,49.26769154417133,65.61781447893533,60.41115831599226,54.80357642028005,73.6505382334384
42,30.934289716884564,66.32221443892365,42.41570777637371,60.90231253160778,47.037563672996114,53.29108376507792
43,32.881469260560365,54.42150804011605,34.063162470701315,68.96800210230982,54.269262421332186,40.94790290652941
44,29.355370721522753,54.384459947980034,54.90876700114728,61.91048009361966,40.882652626188886,38.31341289680487
45,30.54811252886473,69.74569988672664,48.65531632229527,52.59830031361685,24.39693974715341,31.45437833227385
46,6.023074206246361,67.63313351158352,53.841627193794615,38.48283025629174,41.152685337454606,46.753245814854026
47,29.126287799434145,65.86076462485666,45.31668128335635,64.23335257583977,60.642619946690836,63.12260292445048
48,19.830786046904954,54.443794589445176,38.03319937392374,62.22787895842971,57.13755798895678,56.38761953842931
49,8.092906689789494,84.00621397128205,64.84012078052223,58.77708466824055,62.60672653768919,58.615402062299665
50,24.16722961734528,63.979334553424174,45.85037281033526,47.678590930252724,34.51679111753055,54.11428773861436
51,26.563910280917565,57.35070565706699,29.188914737703985,60.55458101008313,49.9600181084575,74.72571233818114
52,11.791341048773788,45.19203214305193,53.84856378461858,54.780429328446665,47.41445799392849,54.72480306136548
53,13.009460227674854,44.94127156824322,57.313706273816685,47.60822561826442,50.98434591944264,46.63441636523344
54,29.45700958317233,62.38147274020758,44.14081286684013,65.51912483567271,53.98673691934929,45.286551910670866
55,18.41130964421251,65.12637764266508,49.663642805193554,62.12320924005681,50.86647250821752,41.54255568943617
56,5.698238766277504,70.12417636035777,60.04874958801882,52.23883221721871,47.2460115488537,46.73501711440967
57,10.63127794596262,47.43328282502824,55.8779620710716,64.60583721231936,30.004577263890734,49.9069998105187
58,20.797274343442254,54.22813118772085,57.64637776063827,59.82666429152273,52.301978366333685,32.78376202724934
59,16.275859365672492,60.43909467045642,40.321187489168324,55.40254013461754,59.14977308970902,54.600346438061855
60,17.56636112495311,60.18150625415244,58.2844121591101,60.63417449142796,43.78076053469009,43.92768326160747
61,12.35454586802454,66.97865281835335,49.28883705633242,51.20706298841639,46.391592115436914,74.46850901672883
62,-6.931817983325763,48.854099244888644,71.38638122108986,41.10282241234453,60.04764871716723,60.7706622897318
63,35.412003511380554,56.957671415361546,43.52996078948577,67.78935493737828,45.50061062237872,54.90504982742435
64,45.130770283037606,45.02036379940375,51.87196005549519,64.21983631975176,59.198132763371454,51.23009700875588
65,16.865988480200592,34.91937825833369,42.78683588444419,58.73706109727743,50.64216386706835,38.070562468688706
66,11.88914870254109,54.18520776425022,61.737986216125506,54.18622718183948,39.13323488654639,24.6139267948469
67,14.867318241874573,62.344463877127836,51.90512415482223,52.93295873811921,49.81834746422865,46.655965084711816
68,44.61896653691121,47.792538582818565,23.954835412156566,43.465082968786504,53.63458964307255,63.643468408656155
