unit_id,JobThroughput,FanSpeed,CoolingSetpoint,RackInletTemp
0,15.514603697042382,68.60660019654543,44.26438097386422,47.91618860712448
1,15.601454539179043,57.33344286444784,45.91462181166417,53.03812305164726
2,5.658826574863212,64.79576968269362,56.97598638502302,81.7255186718189
3,0.5832651000804892,56.42801396233325,60.58516840708519,73.49630630102925
4,33.87741105509455,53.04281108760784,80.10103763695875,30.274502338453768
5,3.1001089185181367,58.912436350532566,51.97890451191314,66.43018245449916
6,20.80518658739183,60.00480719933205,55.364953771126544,54.35941401780457
7,16.239554050328138,61.111431048491006,48.04575118240063,55.0823682090471
8,10.473842339162877,69.2839474412857,67.62604457882463,58.80493811332136
9,17.56373385153431,45.79312515369115,42.13777903541682,33.963797193295626
10,25.80930372812659,48.43809557951882,56.575649238907474,41.2925174172565
11,14.131797882395926,53.466552259817206,38.13245182528865,48.089341442814096
12,17.86087569241582,69.63758868260217,44.09260861590149,45.581340288188265
13,25.619197104778603,52.50966829337892,46.06794622838078,43.809368480496275
14,3.4467672579372746,61.714752576316215,59.61610027029499,62.70364563053338
15,9.676666491121354,43.81813994827942,48.818104359479726,54.57481744064099
16,15.94617690487219,63.95753021606566,36.86166427715183,56.45117555074397
17,4.221188485330689,64.68401610742272,54.14813692167129,67.24089626121095
18,16.102363466758415,56.77181841430825,52.27277705896949,58.7105953228066
19,19.531531506445297,55.27712642540648,57.59605008947231,40.542192308738514
20,10.221871165354607,72.97825578410543,49.85209582181019,51.13269639224426
21,6.617745060237615,61.52842399721323,53.3995255031971,72.64776587162004
22,9.859343934039527,52.527696604089755,41.656890729565205,56.22213490309909
23,18.506749121704146,50.348787741227255,55.026650535443665,34.142919370535424
24,13.64422768315842,49.691758819032145,48.33183160452731,44.29663468137089
25,14.530599384341743,59.41290926877742,53.17245623730464,47.90811613401094
26,11.152113623586214,63.38225734747657,37.719214165105896,68.36851951854437
27,13.59812404837012,46.28026437826449,49.879465786811416,37.317983092225006
28,25.208987477328886,61.61844247329669,46.180876476117476,51.644659624871416
29,15.84470060256752,54.72157693935533,44.178351579588075,43.12849266425579
30,4.2351070141894445,79.84923207984752,54.82606506905866,64.39795665508859
31,33.45250097778893,43.86661041910728,71.40109021010048,37.908008815226665
32,9.803779508074191,65.44348742410656,60.16141428787762,69.73040900994678
33,25.930577970400854,46.951501497027856,60.2052447752342,44.02211780514183
34,1.705402192626174,56.87949003059061,50.95894689390695,73.87612012831312
35,19.418220109972047,62.0615712004054,59.35405431413803,49.63680401179618
36,23.54413488976072,60.439466781369106,49.887930962627486,58.425023782865324
37,27.566178071086842,77.46836006214154,53.12084099181652,38.89401875130672
38,14.963987972241464,57.34099146696767,40.295900469511636,47.33951847464241
39,18.008829029886513,47.22433166115372,46.16176683603546,43.79100966532073
40,20.883826466816604,58.61997055489863,64.6280289895587,66.41749404820798
41,1.773912835797769,62.2254188231808,51.50842500594978,62.07165765788556
42,19.413585225382377,62.88024905363307,60.39375281738404,49.0168136988885
43,6.338298798327518,53.754611161776296,36.70854427986051,49.66262646322162
44,33.120774722398316,58.370704729408445,73.94963226337099,52.864081781054075
45,11.740247238193863,56.56421565634459,39.123400103982014,53.77971107793256
46,20.449871920358046,80.46365559913632,57.18410656269774,58.34609016920618
47,16.277093000994594,62.15807063840441,46.54525546900399,43.70693387758954
48,17.927509505590034,53.80762599776146,63.67627392043304,40.906203342806904
49,31.303761286803578,58.818447356161556,68.35265343494824,41.9246580045712
50,27.46723807605898,71.68888355421662,47.352192287432025,40.32600040503138
51,3.8535971149182107,61.118233221226234,35.89710098270738,37.58288518737677
52,14.975509526996037,67.94474365503315,54.14902228675934,51.00656368704346
53,9.479254185400334,59.55416006206882,54.847121311741056,65.71411056106858
54,19.803708811769,90.4091029672495,63.197028612630106,52.265330282050755
55,21.295980476549094,52.5204403898343,51.63345738465815,46.14816224300903
56,23.775738655065346,51.689801868481595,47.274841417195255,39.926901240805385
57,6.6142476080465915,61.358921188145445,43.888990072557256,57.25826417957804
58,8.085356032139876,63.33248954610672,42.69592902741797,49.641043716498174
59,19.327014993160674,69.89330989824668,64.5561790680619,52.902628054017654
60,13.37655855098441,60.16808734225014,55.38064241963803,46.03754524076836
61,24.8646900141062,54.20049030608302,45.4803147914582,41.824993002909586
62,51.621138806239124,75.5006340073945,71.958260040883,49.966751275640604
63,14.47933672795337,61.860491403390085,44.543918177242965,59.15094789903397
64,13.148581922265056,73.37665618317182,48.59017213612264,59.28692098641659
65,36.28384061663195,66.28094035114982,63.72911894687382,35.6564437355073
66,10.93867407824464,51.82116670521407,61.67361061769981,61.79841186849507
67,39.536898896283645,42.74373876507476,49.33285707397227,44.24710215020048
68,6.152322104078822,75.16448847203117,66.08640685420735,54.31126206001485
69,15.348590257680527,62.29715924889122,54.07811988482344,60.47176452386315
70,29.37000151512248,59.56879355185332,65.55168105437542,48.477695846802796
71,17.625967340492505,58.78979622798567,71.61719934825325,52.20094211882931
72,39.93301113940256,80.78705911917908,53.88444636571414,44.90933612171972
73,15.097866206754132,68.9543408606823,48.30463805763946,52.510653278581856
74,7.932787817817915,66.43502305349692,64.03596319307181,46.14979353370905
75,21.27487987660267,61.961877239225146,60.43074111999439,46.083745125654644
76,23.398676059657078,66.15522013188787,70.36717457481284,66.83157075117046
77,7.665548886996162,59.500240810955496,43.94916895378584,71.21552761494694
78,9.532937847416466,68.42574466428051,56.21823215742425,67.06126407245267
79,17.334927670649456,62.053747983046335,61.14979367454627,39.37517614497399
80,20.878710527411208,60.68254916447147,51.23067824300168,41.124405187862706
81,7.963958502776798,63.46087989696421,48.41781852684597,60.185931630306996
82,11.403123262670766,45.02051416689479,56.140211134288016,57.58561593704983
83,32.46760311828589,47.50735944961264,61.08853859971901,39.89992900798214
84,3.0012314569479104,57.04733517649175,32.31552060008011,60.805530001213796
85,6.909436951720674,60.35744871878341,53.556861704943636,46.59136630821516
