unit_id,JobThroughput,RackInletTemp,do_cooling_setpoint_controller
0,22.688279565442627,40.34670665062898,75.0
1,28.129669811106993,62.06257503367235,75.0
2,30.61337390474131,52.70785169509275,75.0
3,49.01616473534836,41.45798145377945,75.0
4,20.19559375523905,69.2123531005121,75.0
5,37.106986618291984,41.244371797304794,75.0
6,24.830612865639903,52.78168889521987,75.0
7,19.52852204432356,69.34023248744927,75.0
8,32.13893148811757,47.46338825005006,75.0
9,42.47131473330023,59.9285018069536,75.0
10,31.360444117546145,52.3633520664782,75.0
11,38.66761193407817,35.71997716692658,75.0
12,22.491546446968513,61.41105398803117,75.0
13,33.62878499345982,29.036755916885973,75.0
14,31.45325369864707,53.6238279267717,75.0
15,29.41402517123819,70.74638695901297,75.0
16,15.721089125900985,59.47007121997433,75.0
17,22.112250469979628,65.29107751678382,75.0
18,40.41296427117829,80.30056513109089,75.0
19,19.360574880441323,47.3287707426549,75.0
20,8.492895499311368,70.89017834863209,75.0
21,34.27007876749624,62.88067315531333,75.0
22,34.129953189961206,27.522655995684893,75.0
23,34.49450891825794,50.879577970993566,75.0
24,33.96894419616808,49.50313666546564,75.0
25,27.83039191064551,47.40302067976426,75.0
26,26.312256457592536,59.187112079152264,75.0
27,27.311458845508724,49.42953086159793,75.0
28,31.55164117478284,48.70966374009403,75.0
29,13.06706110223169,57.371371709047295,75.0
30,23.04612579117522,62.8599855078774,75.0
31,48.881445198158666,36.062365879728105,75.0
32,22.102161749607824,61.94568934523608,75.0
33,27.864466214651433,67.45881292255406,75.0
34,23.61746349507354,45.530161975548666,75.0
35,23.35722051431656,54.81757923043029,75.0
36,33.88344249158669,74.37335934762993,75.0
37,21.758211244288045,50.32001365417273,75.0
38,26.77178178607039,59.707533167446286,75.0
39,33.85161745216909,51.07919977836671,75.0
40,30.88506274154339,47.26061053014258,75.0
41,16.19313777059536,64.61941990881954,75.0
42,25.470584121768248,37.214106490715274,75.0
43,12.175594952443758,53.231698400779074,75.0
44,45.15547050149672,63.34638789456315,75.0
45,13.73855853684343,60.49727785625303,75.0
46,20.658994081823344,52.77685509196989,75.0
47,22.790126608752903,43.85230121584466,75.0
48,23.714863173743087,73.02066863532038,75.0
49,56.704859042868826,40.85600558554796,75.0
50,28.517962419940005,47.67335182920694,75.0
51,39.129613588258145,55.83041648503697,75.0
52,35.08913570068818,60.626352474719134,75.0
53,23.362115692634216,53.106183101901706,75.0
54,36.17309267668264,39.974886073665076,75.0
55,22.296188514946646,57.84709340334224,75.0
56,34.92914162783124,45.04035926139423,75.0
57,40.13817366600977,49.924244957728234,75.0
58,33.65464772187117,33.125261008558,75.0
59,28.05988220840997,45.36040204204296,75.0
60,28.20430939396931,51.36796446878189,75.0
61,33.97490493618995,51.97546910342565,75.0
62,25.781337076923204,50.30338915887802,75.0
63,28.28576468091404,49.45915679066666,75.0
64,27.46744966163751,44.03618780216516,75.0
65,30.041703881307075,70.30876233522729,75.0
66,26.657686784376562,55.37244575322052,75.0
67,23.212775094376227,68.30094736413939,75.0
68,24.510667765477983,62.162241389417645,75.0
69,37.587068804575395,58.14817032042317,75.0
70,29.741771349395698,40.667545203609954,75.0
71,15.061057584535273,66.67403877407766,75.0
72,22.165947997128477,66.5081642009332,75.0
73,23.123337919238153,62.12555515963827,75.0
74,42.36641610336573,36.97418940113586,75.0
75,22.69993237036802,70.06043494556036,75.0
76,20.802453209547554,63.9676932782683,75.0
77,50.21214845003638,60.61965144204733,75.0
78,41.20099258582728,33.098526587886845,75.0
79,33.60645483669888,34.72778607803026,75.0
80,46.043503566879444,51.91219484131058,75.0
81,26.465942753352603,58.10911243017799,75.0
82,18.86561457874693,67.02668567545555,75.0
83,32.066635552385335,58.1327193614507,75.0
84,57.02767608631212,51.74696024977911,75.0
85,31.624544539385656,66.98673350463413,75.0
86,23.791135560376624,49.82861148216192,75.0
87,51.835060299240496,46.48535257284773,75.0
88,15.181865134805319,67.05019217552581,75.0
89,21.819293089045793,62.115071904464,75.0
90,31.947821789930888,55.262087914925225,75.0
91,31.315364834451255,45.684363730679415,75.0
92,34.51302906294753,54.1132373405374,75.0
93,25.26105446152473,57.089192509051074,75.0
94,27.8851510210055,53.76547986231185,75.0
95,25.888661576031677,54.07858734879772,75.0
96,26.772467840381108,51.664078516964324,75.0
97,42.959966652294526,52.926850811387276,75.0
98,26.093771609830895,56.637803271491535,75.0
99,34.6903252176816,56.34840528426804,75.0
100,23.373010444572813,68.71811811047695,75.0
101,25.5425784701415,55.5198790348187,75.0
102,15.376017433328183,74.79037753645196,75.0
103,30.43934447653544,60.162895751982255,75.0
104,14.996984490129172,57.168007842337154,75.0
105,24.36701443062965,62.521923150755505,75.0
