unit_id,JobThroughput,RackInletTemp,CoolingSetpoint,CpuClock,FanSpeed,do_fan_controller
0,23.71076293423424,47.16313865295189,50.036806625082484,42.2050405875566,74.24765272206233,75.0
1,26.752516831109745,41.092402952156974,46.0876404345849,62.070654630896954,75.89340991308663,75.0
2,23.246825554502777,51.63203579056355,49.062951212366045,56.41331094571288,77.03445106202622,75.0
3,4.883999752083877,62.275613499937215,44.91159541345491,55.65466168653292,74.27696438970857,75.0
4,20.221561183131346,64.56447884296146,49.599271943148416,40.500233124287995,74.12662043063905,75.0
5,11.633952130046774,49.69476936773754,54.064149847262215,40.53588212250323,77.48691047135644,75.0
6,27.106442373755755,36.101370249740974,50.25296450506686,52.92140028176524,74.72009783532843,75.0
7,5.580411294111791,70.03518528553309,50.81694650779068,60.16213982400917,74.3025570316857,75.0
8,29.13592605044739,32.38421880317572,38.88302666073581,37.55323033399128,73.83913696981863,75.0
9,14.262095657559577,40.59966495994292,64.09317178113913,45.51342189924037,75.94355647231838,75.0
10,17.729095580467504,52.48008224185707,49.49192215374886,41.88398721885675,74.19381026967464,75.0
11,-4.341852768918842,77.93915638918949,52.14257231620601,53.06253001350503,75.86306737197417,75.0
12,6.981746836681989,59.23957952185525,51.590966428243185,68.22890382217949,72.51787974228117,75.0
13,5.032567816533148,62.11966671850601,52.942932870169685,38.39302854785159,76.93766635058813,75.0
14,-0.5637814212558798,81.11471900844269,36.89785029814572,27.89625603039282,74.52943965066173,75.0
15,-1.4611412741266374,71.85657933208626,55.13982127704911,69.83509212039706,75.2147349117413,75.0
16,4.624741913941553,70.82298094712131,55.11631495317978,38.93889062277899,76.49373391109091,75.0
17,14.596197905716924,46.377920962334116,55.22478052554223,60.09303637370232,75.43730460283122,75.0
18,5.046491096415181,57.41348492772253,48.282817593545744,61.35199490079576,74.78839199724311,75.0
19,17.197143062290507,43.06482626198386,43.884206776997054,65.23650982702333,76.02918575359719,75.0
20,16.265052860158438,51.61682921877515,65.04985437563151,47.84856877298272,73.33353163273566,75.0
21,4.822984443739903,58.64774239799241,45.135810346616026,44.82148598879996,74.48815839973443,75.0
22,22.938380339498853,31.067112188670965,55.94409133477837,55.08253550614273,77.30740876167111,75.0
23,11.077238063041733,52.667105923094226,31.1076727206272,51.25284760250853,76.86456722503276,75.0
24,27.33419219691128,49.25138718464988,54.78560117561575,38.9790571870638,77.05084176346213,75.0
25,16.493817059930976,53.09645875050921,64.87238323962454,57.79228755998543,76.62773500482534,75.0
26,15.21647458275668,56.143197731472824,47.893330272358114,52.30934402387622,75.6200605720213,75.0
27,14.636099829969677,47.77779877348437,40.58839041861913,42.54705418176074,75.05253509132874,75.0
28,17.71747312765407,44.950920982223145,54.49841355445197,66.2187866130873,74.84662355344577,75.0
29,4.623255606682956,60.77405983470854,59.62199345342531,54.03991990206085,74.12696205108168,75.0
30,23.135101438587988,47.40159173590769,44.501976333041725,48.60518373176855,75.15653014764534,75.0
31,5.075881531865447,73.48125287583768,44.52929234959997,66.1822990100534,75.16812421720695,75.0
32,30.99406128489211,56.70033529148651,63.64747166479075,51.40832696153913,76.30090269224092,75.0
33,17.285761181445327,74.3126099869672,79.5675878049302,45.773655540180506,74.99656351960847,75.0
34,24.647040777414375,33.677128848954226,39.16605369808372,45.46573786991231,75.3387729804533,75.0
35,33.419801362066075,39.89775117961461,62.4570853647727,43.94040690821533,74.58205250829343,75.0
36,15.981372206261113,58.68672960686299,54.16183441889328,66.82844762203035,74.3731471203902,75.0
37,25.857099583899657,33.31297231253129,66.80080503084669,43.973379496655404,76.03856690280011,75.0
38,55.49728047012979,59.98146742631826,67.84440668895297,40.38301558928829,76.19742445485788,75.0
39,4.483240642511991,73.10230153013374,57.111738393135425,56.68594443089382,73.76719349569015,75.0
40,13.113768430529962,85.15212490909244,53.507826035502276,41.055366650806064,73.57515297522197,75.0
41,18.46130727605245,53.408805669787895,57.08602067748146,46.571375401501456,75.77251715604238,75.0
42,12.516070651511177,61.83193312328994,41.81855299029675,40.89819031563099,74.63088952562235,75.0
43,13.400922744897429,62.6904588571416,56.5461143234447,49.940725168766214,75.13610809072198,75.0
44,6.128540389421303,61.42449893070343,51.36126618773822,39.28685024315027,76.26840859585829,75.0
45,24.65947164793056,51.819955623495275,67.39557616715716,43.83353195901211,75.20720872493827,75.0
46,20.11364832076551,39.04691648708543,42.29740794463744,51.08058818795307,75.15114904023434,75.0
47,6.13845069362449,70.58115410258252,53.914166522209555,48.622903365847,77.00649753314403,75.0
48,5.712114629326703,59.52709824255491,53.64520765990471,54.30948657254958,75.71411034105382,75.0
49,19.28217374033275,56.869066495015524,64.52048564369574,59.6684357975342,75.00910064922066,75.0
50,16.360553186083504,43.0110358886696,42.79801414421458,63.76938133419201,74.74734788119021,75.0
51,-3.007184243290597,73.00289698568321,54.76650696639813,41.25619616189324,72.82052545801058,75.0
52,22.798933263167598,44.79431214788382,53.87464571660498,34.06914698241311,75.44722776825331,75.0
53,-3.2859063714014125,68.27031449742158,41.23069655791592,69.80754146557489,76.56054666769067,75.0
54,45.21183853635442,56.475082866855395,65.58719599428476,42.3591349934596,75.50540082886062,75.0
55,14.645690615812374,62.6328335633802,52.03571569652738,50.40269359582936,73.79582715483986,75.0
56,20.21880274338064,57.43711294106555,69.53509477688486,41.88333378353924,74.57869312352865,75.0
57,20.73885473136619,51.970425067379814,59.539292756122265,52.767107034832854,75.59297721779299,75.0
58,14.214980968022404,66.80997058327016,59.8796653119079,33.59876170824147,73.9521057193331,75.0
59,28.328341463104334,56.53006458242813,61.403218749830835,56.41801166784187,74.39981466736903,75.0
60,20.889218548493293,59.99855256459462,61.03369785059238,37.59125667202875,73.62363353302088,75.0
61,6.454289492014809,61.41952682790812,57.836405925593226,38.85167380192796,74.76322161079676,75.0
62,10.470095327720154,60.289187818807136,42.78032054406253,39.778239562945785,74.58914258635119,75.0
63,7.233819999697267,77.22029641186646,51.727071251129615,52.599104975575,75.76424172572747,75.0
64,-3.658419740221155,68.27290415885719,42.885349132420586,42.93250945498397,75.03626723598033,75.0
