unit_id,ConversionEfficiency,EffluentByproduct
0,27.8620459042913,9.97518699959016
1,31.594784510784546,10.26473647276165
2,25.403392916954406,9.337416926776697
3,21.191423899447038,9.626821073890989
4,32.48622583315355,10.552504896920176
5,32.9474296525112,9.604500695883429
6,29.829656222884935,9.372382933417587
7,30.966706930893768,10.2329120085677
8,32.906210403862765,9.794383682025899
9,31.654690586292254,10.225258243642466
10,28.444970588380162,8.946428134420357
11,33.74804183146262,9.601740827576583
12,24.74329974170654,9.752500425037796
13,36.64043656437552,8.758161167123014
14,31.835120059600296,9.045461919126465
15,33.78455254134618,9.404014771252893
16,34.988768964035934,9.957087193296445
17,32.41526530192923,9.020837300444159
18,29.488012643959145,10.140533817337658
19,27.485956233721446,9.901753309170436
20,31.9794373994823,9.489556933388181
21,28.709965223514576,10.306462420425229
22,24.65213628646871,8.868479181040378
23,32.299333447624065,9.72180392120313
24,36.66237893801337,9.902798802001602
25,24.884004498111658,9.602672595210917
26,29.798418151088807,9.416499838397794
27,28.5536219144173,9.563552456091164
28,34.427896103346775,8.723217112309769
29,28.768842828066788,9.333369071684576
30,31.324119745179036,10.176011488534938
31,33.37236963299496,8.63781827966956
32,32.49502334077739,9.099061783497824
33,31.102002886454798,9.194472045503193
34,36.89160600769055,9.974377838464626
35,30.931350286581235,9.949186834486996
36,30.1457979268912,9.15077863502843
37,31.89478544492856,9.516979321869398
38,29.797094113634813,9.588928407486824
39,29.720229885965104,9.688650560248366
40,25.82122313754864,9.208621123983791
41,23.897389100811253,9.560327040244282
42,28.05237055433214,9.220565178584208
43,27.865016838982985,9.82311395123215
44,37.597849827587055,10.210142500784439
45,32.060896026261986,10.159074586393857
46,33.95148149288208,10.191913033119196
47,27.665473414124587,9.14794630422577
48,34.24388306056541,9.027326536757956
49,31.928450267209524,9.418143414237873
50,32.251457857527114,9.146262185207874
51,37.86781476812817,10.402942573797457
52,31.1222139805503,8.757793134875344
53,23.10257660711747,9.121535934748469
54,33.86045942849614,9.723503096511719
55,23.225630689216878,10.210152832156945
56,27.70343235643332,9.120918640775965
57,36.28704357337598,9.604822806758733
58,33.70394541668212,9.351400247627135
59,28.619439755030808,8.853982559663967
60,33.44529268318981,9.48979150303373
61,29.225056706994383,9.665802523364448
62,32.06765705811687,10.168444135167382
63,34.403605072750366,10.11059523808742
64,29.487380595075166,9.268114045333855
65,34.14733000089263,9.362452727660731
66,28.863087533910942,8.932109189313291
67,34.63101733468724,9.995058270703396
68,31.085487992186856,9.35816016836775
69,27.53022648691878,8.358853092382601
70,31.692748510543034,8.36226765919679
71,24.33110576104911,10.011234994243896
72,31.17421493565913,9.740452492200466
73,30.47919088634199,8.844910979748839
74,33.30014263729353,9.331871536781698
75,22.338866314035,10.143971537061702
76,34.489530393801694,11.239618018490425
77,32.029295201259536,9.660713589015703
78,39.423655519043095,9.164087797621919
79,28.28445993935207,9.338913083534614
80,29.767749726308587,10.142993659219554
81,30.437014549720743,10.550135976231104
82,28.764754617581914,9.371737411227675
83,24.524485112151453,9.938807770853998
84,31.652451220922483,9.605725299096951
85,31.45710236342698,10.635427780621685
86,30.966630346196325,10.389988697564645
87,27.206466435194784,9.661449276633588
88,31.014064696281718,9.462478977435902
89,35.35119978270601,9.382630489561503
90,27.707933396831965,9.231313621534898
91,30.838150774093048,10.040967247920626
92,35.46866536224355,8.934707181813069
93,33.0230400342166,9.159357150832761
94,27.508963544611944,10.764261899018562
95,24.137968479848453,9.364006619518156
96,36.55724097093748,9.293107582917287
97,29.92329655733177,9.009963991848117
98,28.854949844142986,10.076047401190786
99,27.257513789861925,9.751748781996364
100,28.338987218720657,9.68624328883546
101,29.86619728809757,10.391414005601767
102,33.38947086797385,9.871415851109061
103,33.29695108775986,9.588946479828763
104,29.671681233326595,8.796491464086415
105,41.14910252692334,9.835775029911217
106,29.493819165020085,9.522372846006641
107,31.44283037659554,11.075339929859382
108,26.364330797871556,9.484875575960327
109,28.47908780318725,9.739720838723652
110,37.493899119496795,9.477228651628014
111,33.65989433765151,10.777322174487434
112,27.923425179641672,8.620118767892327
113,25.338097109209393,9.393583308322741
114,40.769639812549336,9.860413483401622
115,28.779040920577053,9.298458941958895
116,34.54121696482293,10.46890363177015
117,30.27114132836401,9.135397291430007
118,33.16202291359875,8.55395747786852
119,28.194542582884786,10.53421586714499
120,33.955736899954125,9.935490445329286
121,28.18107999790426,10.288655054675104
122,27.73118759458973,10.09855611036027
123,32.91376772993338,9.204629235996743
124,29.768355744879532,9.438558109545928
125,29.122294164122938,9.674886537406946
126,31.561775059155586,8.917687833732527
127,31.6422924767046,10.169600530316107
128,33.12954204322421,8.621068261926746
129,32.65105493866464,10.296314485099943
130,33.292991757420765,10.00559642045474
131,29.18717159770662,9.995100627551688
132,30.072978800247714,10.34369985355378
133,27.850999156244377,9.425654137019226
134,23.85165563211297,9.49304075263822
135,32.469623101319236,9.52855606153006
136,28.406780292808996,8.848888980348443
137,27.027392205950022,9.92379467599565
138,32.93985827736998,9.93697192860092
139,36.264780068262766,9.400713126105522
140,36.8831343160284,9.012020431347075
141,36.477211755532906,9.637471892062962
142,36.059531680819866,9.707642465497496
143,26.848758866783637,10.477678340128417
144,27.398452912797467,8.902306587291918
145,28.964004779136427,9.489180051469496
146,24.96418028220019,8.973585611536063
147,31.846018102974718,10.545351625559617
148,30.060103279021682,9.42643614812826
149,37.76575916414236,9.527038518147066
150,30.6136883287183,9.495599271983956
151,34.97793063156318,9.757858692457068
152,27.459840243144907,9.497665739639984
153,34.51802497229252,9.802702564260935
154,24.127193235368622,9.109231768888131
155,31.25727882602249,10.090591367216646
156,35.158732206008324,9.679253811377722
157,29.73864741331786,10.056557452387402
158,24.805628279200022,10.173389980174933
159,30.839149666358175,9.087151213677533
160,30.995398745691187,8.888787334827033
161,27.44307745573518,9.317268291686483
162,34.99440592059433,9.502366950813823
163,28.86374800954292,9.725070613976108
164,28.478415947170923,8.854914435270004
165,33.0328542142352,8.865107938388125
166,26.958037992120133,9.491873608547683
167,33.062882060359115,9.790096236243029
168,28.920994949973853,10.17541289915803
169,33.58631298312299,10.909990342182983
170,22.01974820030152,9.894501802795048
171,28.17384145743891,9.799206463165481
172,33.22659940560335,9.73457966069302
173,29.27260764225213,9.272043897619712
174,24.707170630907516,10.106358718054665
175,33.2723333846624,8.653421478931492
176,31.546885726542914,9.167768677727157
177,29.53475630370001,9.773330612217284
178,31.721977042413243,9.93168589118689
179,29.530427808833764,9.596032796486432
180,33.86150419073286,9.309792202926182
181,30.898161383981815,9.25051866642128
182,33.815286030664545,10.393594317802494
183,28.336702997373532,8.65539805911874
184,25.30693623067979,9.146112222516006
185,32.8600575722298,8.9337766694114
186,32.743531061081356,9.461854006145717
187,28.50536830794622,9.154412624819601
188,28.37223234313999,8.943962282604877
189,26.188383821283846,8.973322232471734
190,31.500109370685045,9.928673917043383
191,31.09790123191501,9.069452079796482
192,32.21915170770846,9.535606072816018
193,35.34951804556675,9.64504739402182
194,31.550030534720005,9.944681694950773
195,30.942592301857484,9.342372969838914
196,34.54946001370942,8.817281827811529
197,35.59528627783555,8.59700953162838
198,29.128081297684975,8.952469206889983
199,29.104227279169333,9.172848219147525
200,34.90883765907857,9.275154818354833
201,30.38175003174908,9.380505585767889
202,32.20893118118634,10.318735883272659
203,30.411510980214615,9.997352920179166
204,35.35407332784819,8.767620387040637
205,27.943887278035774,9.321639659027747
206,30.793424260100164,8.313363749916476
207,36.05853328842832,9.858236268257938
208,31.324322838255846,8.559922937771791
