unit_id,EthanolYield,OrganicAcidTiter,do_FixTraceMetalDeficiency
0,-3.736937737339094,42.69842450727913,100.0
1,9.208343904366068,45.066249256572334,100.0
2,-20.64264965180306,44.78713966913145,100.0
3,-6.544193170743455,51.62047415280941,100.0
4,-8.308393426845063,60.54246911527124,100.0
5,-10.177433408025546,47.19414115455483,100.0
6,-10.260532105936441,44.58864342012466,100.0
7,-4.871206556978493,15.057265483549191,100.0
8,-22.401849505967373,47.334263646751644,100.0
9,-8.519416254673157,50.75787001361643,100.0
10,-7.321395957930451,44.251786390305234,100.0
11,-10.018963291546967,37.67542742106631,100.0
12,-3.4314657297801068,46.652007912165246,100.0
13,15.694724445338773,37.580765024375125,100.0
14,3.0564376547703285,56.14831095429878,100.0
15,19.92014340128451,40.198181264887126,100.0
16,-14.915862306228552,38.08176495954292,100.0
17,-12.386391623414742,33.05584543383013,100.0
18,12.302920560790836,19.68798757315237,100.0
19,-11.58232190644311,70.18285900532123,100.0
20,1.8609565451989698,39.34714454093444,100.0
21,-12.988033345638732,48.8590490061677,100.0
22,36.15173220407943,26.045657651950194,100.0
23,1.1704876326039688,35.3147067474214,100.0
24,-3.082693298007592,59.573320993583884,100.0
25,0.6637692257600334,19.500360407986978,100.0
26,7.415909428879951,43.27643843950755,100.0
27,19.83998766918616,37.89596972301487,100.0
28,-8.445173518519844,33.79439353746956,100.0
29,-15.105609004285917,55.85341906838593,100.0
30,-6.071681145659424,40.36244492789151,100.0
31,-12.681309691028014,35.46169686972384,100.0
32,9.162618024590387,5.95725787998121,100.0
33,2.789886288570959,46.67221161207031,100.0
34,-8.73733185772366,45.16481081334156,100.0
35,-13.244418442156565,46.7686960007655,100.0
36,5.182136258469237,39.26807522435297,100.0
37,2.083116425247316,51.34270310001113,100.0
38,-20.868984032326573,45.94070710884693,100.0
39,-3.4625511815315093,43.44294034892512,100.0
40,-18.648685138135125,64.42815792427879,100.0
41,12.749853257435507,26.704821018499615,100.0
42,6.724547469682937,40.62544662629441,100.0
43,-3.258849865858231,41.63765863772451,100.0
44,-10.479093254400203,49.00298716118282,100.0
45,4.189152118487678,15.393623473946464,100.0
46,-5.861772195183686,80.26321644293998,100.0
47,2.0349669294696193,27.56094837518473,100.0
48,-7.788348023704009,41.28022572821434,100.0
49,-1.5847688208941886,31.19397728854396,100.0
50,-1.6024816253827068,50.79311378734248,100.0
51,-25.94730303502258,41.52053460423342,100.0
52,4.855608335325677,33.52615947499985,100.0
53,22.30818699831034,35.894002123967994,100.0
54,-8.603182866258663,26.263937944905088,100.0
55,5.752294542353871,48.83144917241714,100.0
56,-11.456691298831448,26.251994820785907,100.0
57,-10.180422425516833,55.47757291260386,100.0
58,-0.6670450819376641,48.16405201883323,100.0
59,9.720214890358896,48.289437579242424,100.0
60,-14.543233422247251,51.22111879132883,100.0
61,-27.00721755289784,24.728419807642926,100.0
62,14.938112149050768,46.725152972250754,100.0
63,1.7291423870832618,47.73227513009995,100.0
64,-5.139751667494368,59.20943887414573,100.0
65,-13.930819685886483,48.646337880080516,100.0
66,-16.387928210977183,49.14412055181868,100.0
67,13.896231900187894,27.8088953209001,100.0
68,-1.4181603015946083,25.739232900276527,100.0
69,-2.9856273458156806,24.844979893630555,100.0
70,0.897267760861869,44.84962077884824,100.0
71,-25.873477651225674,56.48879335854387,100.0
72,-2.604800158007974,29.008982696171923,100.0
73,-18.88579827369037,35.35779116612033,100.0
74,1.6742527168395744,35.87568183406808,100.0
75,-11.313559917787332,54.453071599450496,100.0
76,-3.232887985198203,51.92548392380222,100.0
77,-17.734934334198062,50.11287046305949,100.0
78,0.9657075942373069,44.46884332160618,100.0
79,-13.494141341263873,55.34059572007025,100.0
80,-14.073652682744868,42.438993367380284,100.0
81,-8.480729872443048,56.282012662163105,100.0
82,5.321478258519042,29.11669087698765,100.0
83,-8.402072964059911,38.6546784479546,100.0
84,-14.186741920993882,30.74111272455428,100.0
85,-4.384776176486502,63.568677512792654,100.0
86,5.449250421313285,23.409110232203126,100.0
87,16.244580141948433,28.137231900932907,100.0
88,-27.177372236452143,61.03007601888867,100.0
89,-8.54853499411269,59.58206683989326,100.0
90,-31.65337991151321,52.40528440021567,100.0
91,1.3991673458854574,53.88141768304185,100.0
92,-2.4066769126908323,44.36027441314941,100.0
93,2.768231749466813,21.61254641818892,100.0
94,-0.35347665905708414,42.818622651520776,100.0
95,23.42903784580077,17.296873411392024,100.0
96,-7.044263144825397,43.030286285318816,100.0
97,-4.5317914031000885,47.07491033282249,100.0
98,-12.398130417024152,57.21042407791166,100.0
99,-21.70140387675977,57.427022552383114,100.0
100,0.9154911478634888,24.936681433354437,100.0
101,4.667158625913074,51.754856784363945,100.0
102,-17.49337254894533,48.366525675750495,100.0
103,-2.5692289579195586,28.582243937061133,100.0
104,0.9835093170228539,17.294208507566555,100.0
105,-2.3585172426177476,41.648554501750766,100.0
106,-11.183510356094875,52.71456359470632,100.0
107,21.029164684262696,37.59906213603366,100.0
108,4.8841155306726804,41.14061672250594,100.0
109,-7.306615295061516,59.47335665276174,100.0
110,-2.2473634990939697,42.97004914188026,100.0
111,1.1542486344798046,34.084707065706716,100.0
112,-17.722804898176566,35.675569381431266,100.0
113,38.59845397662442,9.400619098431815,100.0
114,3.450629750696673,41.78280709396623,100.0
115,-5.605826997788052,34.423881295165785,100.0
116,1.9034072396026467,39.57979157718402,100.0
117,-10.592040652498113,22.56040047666128,100.0
118,4.891587172441566,55.52672582088241,100.0
119,5.040588881294896,27.97198964751041,100.0
120,-21.231878495262837,42.53232622455031,100.0
121,-8.689869185674477,31.72527149176428,100.0
122,-13.389662687701836,78.56406047107977,100.0
123,-12.47245583145005,33.89241322154755,100.0
124,-9.078573797736922,53.816208982536615,100.0
125,-7.017688493531083,54.84668731386486,100.0
126,9.697496390239325,29.39766936892013,100.0
127,11.786662053099043,49.888068164856506,100.0
128,-18.796490835706997,71.78868229837754,100.0
129,17.57136958894464,29.92492974328034,100.0
130,-5.543382151593103,45.100942021135594,100.0
131,-3.377933511224877,62.96003121223816,100.0
132,-9.476932793622728,32.22120940599497,100.0
133,-4.8618295005337515,48.47857356496345,100.0
134,-6.838350589058597,45.632651125473636,100.0
135,-2.298794914580422,29.447163719180306,100.0
136,23.084027752378063,19.127053934243904,100.0
137,-1.9367835352018514,43.0344438619626,100.0
138,6.235080861893367,45.35657559453065,100.0
139,-7.707943243154892,60.36699643645705,100.0
140,-4.992595140798569,52.620026139486384,100.0
141,16.180702900997677,13.765996959268318,100.0
142,-17.401068749703306,69.25968908927965,100.0
143,-3.49754614553299,30.74786924578522,100.0
144,-7.018691983465928,48.097807362467954,100.0
145,-8.710140654988447,57.67810930235766,100.0
146,-0.5053667451468651,60.46276606313663,100.0
147,-3.8780623089151787,32.35571146466873,100.0
148,-1.7210131211915245,43.60605318979086,100.0
149,10.18981645994701,44.31146185642598,100.0
150,-0.5355330097966278,35.12948338318012,100.0
151,5.734549310001898,45.74506389303197,100.0
152,10.788302750202025,55.635148687359575,100.0
153,-7.933310132066543,51.29950054322963,100.0
154,14.818262557329728,18.437440964533632,100.0
155,-16.497801051791335,57.59369284072554,100.0
156,-26.196567651482113,37.10316646832642,100.0
157,-14.7640189761523,71.58208738448958,100.0
158,-5.981678735964587,40.28518987949451,100.0
159,14.430598462874201,37.008669584786404,100.0
160,3.4486923937031086,32.98773231674938,100.0
161,-6.399515826152178,41.84308875943441,100.0
162,-7.45583276365161,46.727933054573555,100.0
163,6.214886355690601,30.260258326497276,100.0
164,7.601584805327988,36.00874510396641,100.0
165,-25.2657724519384,49.82752809387584,100.0
166,-21.679666839207705,63.16293744034809,100.0
167,0.708306389400703,29.2219836090343,100.0
168,-4.237421710285299,39.619788522231474,100.0
169,-21.184133659565767,44.94817291549429,100.0
170,5.692619355317024,32.24750138287017,100.0
171,6.065759203928498,18.110269513047445,100.0
172,-6.765407787027913,46.57599690440619,100.0
173,-4.891638930193879,37.793174030032546,100.0
174,3.88463275491831,34.44179436308328,100.0
175,-6.48317643434609,31.723158600955912,100.0
176,-4.307891216245074,50.34804047133314,100.0
177,-18.391768184277687,40.27208856190561,100.0
178,1.7129970190252548,49.53432199841766,100.0
179,10.676173115051142,52.19510083859819,100.0
180,18.893156310738647,12.06429035205812,100.0
181,-10.946971268932364,61.90657059099251,100.0
182,4.3496935156247805,31.928732192550907,100.0
183,-12.098868928257446,64.797882831308,100.0
184,-9.166264859496408,69.82352402515295,100.0
185,-9.444932669131104,39.84855957273416,100.0
186,31.910672085620906,10.395351204902651,100.0
187,-16.798542345157053,50.21774044590389,100.0
188,-0.6490190142892143,20.683961726011756,100.0
189,-11.189946875057977,62.492382544488464,100.0
190,-7.438380411835558,45.22094562472621,100.0
191,-0.8687844345165932,48.18092962777131,100.0
192,-30.84487011765139,38.09915448103352,100.0
193,12.39325853456918,45.78030039491617,100.0
194,17.104854097577352,40.11300909542282,100.0
195,-12.059100742738675,54.64237494852769,100.0
196,19.65084599886459,28.368033831956012,100.0
197,-19.660752848596466,48.29427893701137,100.0
198,-18.997684593854387,62.984151581138875,100.0
199,2.598728968847377,40.842123069375845,100.0
200,-7.325154638348819,64.6090013304768,100.0
201,-8.505048344332762,48.41581335285507,100.0
202,27.539967464566892,18.854186701968064,100.0
203,-15.504411595418423,50.09402737075398,100.0
204,6.876751282336264,32.9190322974589,100.0
205,32.657376936102835,15.181137639398628,100.0
206,0.3383138998667343,37.411395987661095,100.0
207,-6.34384961458967,42.21464848031686,100.0
208,-7.8220677811837485,48.43682738117781,100.0
209,-18.67167938246537,51.27011646209849,100.0
210,-15.53975524899776,56.14365280890691,100.0
211,-6.260668450050504,45.04837256632259,100.0
212,-6.508435594340326,8.538445604777777,100.0
213,-7.545202558585496,66.1254066358013,100.0
214,-2.341090496835271,57.37229822989847,100.0
215,-18.48015855007733,57.334399445709415,100.0
216,6.214339341601972,28.557169583895753,100.0
217,27.700818723826053,22.473179297144505,100.0
218,-13.012690825841709,36.667616839214276,100.0
219,-13.271757303062174,33.315396445863556,100.0
220,-7.517508230493041,27.546065879499153,100.0
221,7.560059304743475,37.32774098068448,100.0
222,0.859497593574893,56.60619806431366,100.0
223,4.744699469123779,34.372183518269566,100.0
224,-19.273098250088317,58.34993838931413,100.0
225,-5.97356770338633,42.423297518151884,100.0
226,-4.25284424727735,52.67164985422027,100.0
227,-1.9398045661145167,40.51586990356791,100.0
228,-0.1729327338090001,51.57113805385553,100.0
229,-0.6394643957265425,40.87496361624093,100.0
230,-6.248674681690193,71.08599140327203,100.0
231,-21.29893277202826,32.926583185361665,100.0
232,-6.354992794765384,46.67604859402082,100.0
233,3.1576248422559523,36.05208231645169,100.0
234,-31.423973321782057,64.5414659287324,100.0
235,-4.928417747263548,40.63169129849284,100.0
236,-7.822884928926277,62.7669151273945,100.0
237,-17.18269218132327,61.680319238121534,100.0
238,-15.695365243728277,62.36282230391792,100.0
239,2.981476297169264,23.79507784997154,100.0
240,-8.02254133521855,28.793731211236334,100.0
241,-0.48103205424287454,38.33270033131339,100.0
242,-24.227855504324257,48.30310862073425,100.0
243,-6.455790261467526,56.72679003898444,100.0
244,24.56108183221979,28.63708780935142,100.0
245,-3.9902690017411007,50.491497175643474,100.0
