unit_id,WaferYield,DefectDensity,GasFlowArgon,HumidityFab
0,25.699410630920703,9.873553840839634,21.222780321758407,52.99876767940414
1,23.999611358712862,9.32391479021717,19.889558660439693,58.56755699647297
2,31.10671238785592,8.781816456995989,4.858155813762865,26.265322756171116
3,19.96486118204332,9.229324839034788,22.821265152175503,65.70456265147779
4,22.64032933787637,9.934008668352742,20.26046482127664,52.196827675071646
5,24.650290996472076,8.389884455424331,10.79523268101284,38.935162054270734
6,29.325569522593966,8.723436013836277,11.421258360367032,54.371409596476795
7,28.07337613703438,9.464721346370538,8.431536590352728,37.3602595875435
8,30.99106218203168,9.13284456166128,1.0042940641880875,56.59090869396578
9,23.599513155605543,8.915283752690296,27.72047642966445,46.8701574378317
10,23.992698163098225,9.839557483465741,7.991800851063973,50.612191544387
11,28.35537155625452,9.670474748939519,17.43196477300343,65.17440390635119
12,23.721469896132486,9.288122122654121,29.26482621768166,39.77414288050405
13,21.792608370419597,9.733188212030898,24.574310336098932,55.21278433535081
14,25.499578171003133,10.13623010635942,28.524286981713537,33.87109427324638
15,20.614008951906058,9.57163564056564,7.87860626843768,31.93215259773418
16,30.016918521635905,10.479493967721867,10.871183637204256,48.01918319091345
17,25.428994666093875,9.64604345246716,32.91645178508429,34.81501876592376
18,28.15340358744009,8.92376307999056,18.37077660990174,62.371066073488045
19,23.972144067629348,10.12831205300342,21.84714088872685,54.521698853204505
20,28.2225972327468,9.39054497687082,20.8942909121227,28.008421830115907
21,21.63946396921289,9.965464542897188,20.827307576766685,44.650706993050704
22,27.95935611074665,8.956904547219251,32.48139750012474,45.66264878598403
23,25.239116331967995,9.39405241233767,12.009679071397004,71.18404292219297
24,26.860578825203795,10.239661870020909,30.505891888326957,44.62190508519841
25,27.171987602103897,9.669985915945015,27.83334980494817,72.37456623311571
26,22.840532302307558,9.516528370918243,19.806553946410947,47.24355777963984
27,28.50681334443746,9.593718500788187,26.513641928776117,60.790639033397625
28,27.521067993561875,9.416057128421018,32.10623569995291,53.84266358486874
29,27.944999555972302,9.430767334866696,21.24318368761924,61.778812798446246
30,25.32239954721824,9.158141611659746,33.120052640736276,50.27014933517152
31,30.387537113964378,10.875558821982064,31.082127803278627,75.58311020131796
32,22.91242295205163,10.487509451109947,33.3071541768441,68.85655168671283
33,28.65798999594351,8.880763031249593,14.337635964291934,17.914935828441465
34,31.880229791031596,9.427566227782327,29.444284451789386,22.554389121177834
35,23.121796677282575,8.483538612357222,7.484795634117374,49.244048082947145
36,32.57550358043888,9.861370759544053,22.98850895774997,53.78270188968747
37,26.18883636540567,9.21892212374402,17.035612595142176,54.76264931256414
38,18.103656228988875,10.487983800381068,19.173019943441993,38.6354177295
39,22.099908281254184,9.771085387458983,29.9859592183977,44.44124213457096
40,30.452147339075264,9.761676341296447,1.0240408180108007,40.12667182376556
41,25.649055302368172,10.029586202700163,24.095178217705875,32.16588888001209
42,28.52738794575108,10.152057472595844,14.852677657758587,42.643473500099056
43,23.59236343522164,10.90499659404615,41.86169325728323,38.966837835852225
