unit_id,DefectDensity,WaferYield
0,8.91669493171212,28.86243930055417
1,9.469271607871034,31.436891438071875
2,8.694150040409017,25.729476043359004
3,8.558470585196643,26.43174722334941
4,9.645466647899871,33.058446439468334
5,9.566228521039873,27.253215987845696
6,8.988738942003174,26.37634933021785
7,9.361004308371019,30.803822363783418
8,9.585233138321712,27.467621045347098
9,9.600781268170651,30.15002651229664
10,9.043513771754936,20.989798611509837
11,10.14111609351723,25.995505799279048
12,8.791324141384052,26.12127471545654
13,10.447572161958654,22.243639771330066
14,9.284184263999745,23.187357683482215
15,9.788456606204196,25.474518639734725
16,10.127082593110197,28.266755434149292
17,9.420949910893338,24.682200368786518
18,10.053870220031449,26.957210027366553
19,8.932729606877023,29.268844304129527
20,9.749232580784636,25.109844174266257
21,9.278981699635569,30.283766777679183
22,9.003777518214275,18.98628348623655
23,9.368636245501243,27.66583436335003
24,10.131566033449738,27.037392666580594
25,8.404684530136926,26.49502883913664
26,10.125840134861413,22.74694026316274
27,9.14529615901516,26.44017260438691
28,9.789358978864652,22.653610175072334
29,9.056502345112424,25.11024258250851
30,9.446718376548398,29.434681099236194
31,10.12144304490052,18.953088622480248
32,9.603418975586463,26.117700913337696
33,9.887090921487063,22.092964008510634
34,10.444671066786977,28.162080702037954
35,9.33010724196823,26.962812228126495
36,9.608313388310604,22.6847789645114
37,9.535808749692475,25.315081941391217
38,9.311627579702666,27.81394759705184
39,9.148214475766299,28.076223586059584
40,8.563864471184877,25.76239937091916
41,8.883981947104681,24.977707244945545
42,9.575414638500861,22.161404180635206
43,9.019991413015417,28.08101109693696
44,10.31504101840994,30.873033736867754
45,9.828001302611272,29.695350933044303
46,9.695517305445286,29.861241243828037
47,9.291518871119115,21.68610518961136
48,9.562290970385698,24.498934132578203
49,9.885658561975006,24.025635222143613
50,10.040797271127671,24.034642553450126
51,10.09136052767642,34.31211576365082
52,9.715718546790455,21.130045957566534
53,8.632870403502787,21.12859471640797
54,9.432682600707427,30.75011667186042
55,8.981559537394297,28.649702565369385
56,9.412158071244836,22.830597612111784
57,10.043903041125471,27.39456900338147
58,9.721721453190161,27.75999337325515
59,8.986395254500879,23.050107447499578
60,9.947591013250774,25.091601746422036
61,9.973241680877273,25.344168774488406
62,9.853388682688447,24.23445334881689
63,9.973609753444142,29.876769972521636
64,9.547329245097034,25.18228871720826
65,10.585682990892002,27.27376986168769
66,9.23485001637768,22.80062408112554
67,9.225843662164277,31.80468472958845
68,9.359460927501457,23.627499463202707
69,8.807507238333896,19.219450074589155
70,9.552120656179007,19.826009486762587
71,8.808295336198848,28.603044715070684
72,9.204438435406583,27.9909253050827
73,9.42667544843173,23.329996649872623
74,9.50808910561706,27.14089729373599
75,7.975070781133343,30.610988756404744
76,9.827956808077797,31.69872242412402
77,9.123098253349445,30.536932215900798
78,10.794404112978455,25.447932416925784
79,9.528605481550962,23.12246028508482
80,9.751661002836906,20.94715948137599
81,9.602009136112338,31.04613952244706
82,8.856253401555492,26.656005748525352
83,9.61369823643489,22.827705882036202
84,9.484956232468273,28.310750869306226
85,9.35327138810696,33.85656161204502
86,9.246797691046027,24.52819413592443
87,8.952213826527167,26.62952094823019
88,9.117725603983635,27.84681753140123
89,11.154680267107834,27.554910942841683
90,9.264653609474092,22.31781152009349
91,9.501751505688206,27.273043335370957
92,9.946791062992409,24.53696225297025
93,9.544115646477962,24.749172250531792
94,9.653216770006923,28.35456524522987
95,8.835733615038626,22.744676420717923
96,10.017800111398428,27.739395963377405
97,9.777649631762106,21.673073144383366
98,9.4503744807757,27.796790415674607
99,9.260116621777954,24.484820134856015
100,9.091322318444814,26.866611158045618
101,9.075059560082128,33.66514446436294
102,9.758061638003028,30.495468038990186
