unit_id,WaferYield,DefectDensity,do_GasFlowArgon
0,57.23946233960387,49.612049035950264,100.0
1,49.36530790488904,29.920021417667435,100.0
2,22.296736411530503,11.152150286025982,100.0
3,38.83160843992307,23.306980892210603,100.0
4,59.78108237936703,46.381508746297655,100.0
5,22.81652440958016,10.017500154079483,100.0
6,24.951557900858894,12.461926231196939,100.0
7,61.556254337149376,42.9382561546686,100.0
8,62.42468794642986,48.581527251199454,100.0
9,23.233611058581985,10.330644553829407,100.0
10,25.217932787629692,11.681117313793663,100.0
11,35.09221627254031,18.147500870430115,100.0
12,50.63439871644764,38.31131526691037,100.0
13,26.396223505632566,10.819662955513872,100.0
14,52.64468599902376,42.2479025746644,100.0
15,45.24593836349137,34.35728577814033,100.0
16,35.00219051191888,20.53829081489306,100.0
17,27.17259188951145,12.012384985616823,100.0
18,27.101436830828327,13.641622859795566,100.0
19,30.545772109489707,16.739228987925195,100.0
20,63.074386099154566,46.717332042304136,100.0
21,34.739293991777025,20.780818226658482,100.0
22,54.676652839691926,42.16658487506032,100.0
23,44.009462757518314,24.44765467384117,100.0
24,49.358301003751265,34.47687334611997,100.0
25,31.316829415022294,12.80228098227625,100.0
26,58.725486992835826,45.16420252016543,100.0
27,29.03929284482777,12.742115427956142,100.0
28,51.94351953851682,43.30594263496506,100.0
29,32.52509287467599,14.641814336066501,100.0
30,29.046113412967202,10.508943357802574,100.0
31,62.94624658575285,48.3560684601652,100.0
32,39.63057871154302,20.847052819491115,100.0
33,34.04719267894396,26.954841808461858,100.0
34,55.07700814843809,45.768154090819245,100.0
35,33.05116191702019,14.302065336584718,100.0
36,62.899266324538246,47.94837430886377,100.0
37,28.286934273610537,15.493215973176662,100.0
38,38.78417531439593,23.702708715374232,100.0
39,56.59903112735846,37.89989977289015,100.0
40,27.709486534631342,12.18787487181016,100.0
41,46.41790209483312,29.1315922460375,100.0
42,33.61028201688202,19.428911729779255,100.0
43,43.45389702049483,29.962711594504988,100.0
44,28.710622366541607,12.686159186131132,100.0
45,38.56239786690839,20.84112575836538,100.0
46,35.57874000726422,14.980588759217463,100.0
47,34.05909338009441,20.159872814100325,100.0
48,32.2025437291472,13.9475731266283,100.0
49,28.09000113883241,11.704490907702949,100.0
50,38.65549885819008,20.151890943611228,100.0
51,31.34997447076298,10.043791525838856,100.0
52,56.27937197265233,41.6262672928379,100.0
53,42.48274300415199,30.652759941879996,100.0
54,40.54281497853695,27.416074251493637,100.0
55,60.34332989861435,44.7075611549278,100.0
56,30.00046896151345,17.63726822943973,100.0
57,33.300385213993316,17.83024795781088,100.0
58,26.285798726190365,17.098828363931453,100.0
59,33.480707147855824,17.093249054714846,100.0
60,35.84726450583358,14.76118742665645,100.0
61,58.98620128913605,45.46755927363397,100.0
62,54.07814398865827,34.49547976976248,100.0
63,26.219205495444744,9.733850578639826,100.0
64,25.69375230843875,10.032415694318935,100.0
65,43.24292249703687,29.303789952553814,100.0
66,39.20441403930737,29.317894548454223,100.0
67,31.881122132850734,14.784335915490631,100.0
68,23.64415272057132,11.40204965924224,100.0
69,32.117744786344794,26.03847021040165,100.0
70,60.99645885910956,44.80966605514334,100.0
71,24.242004873388236,10.697543901928698,100.0
72,24.81134900556052,16.30528304666487,100.0
73,29.541144491043305,20.160202956553512,100.0
74,54.776808225996575,37.05714921041564,100.0
75,59.34155805798288,42.94592211940631,100.0
76,25.820533945707094,13.32746043817653,100.0
77,32.59385903829444,22.181762142865697,100.0
78,26.413363345459103,13.818271535671675,100.0
79,53.77170457209872,37.85631163858524,100.0
80,58.07821518211127,51.365519634865194,100.0
81,56.55134634859535,39.497946704236575,100.0
82,30.495807744599,10.3207854298877,100.0
83,53.15108586793155,39.62945056163662,100.0
84,41.06106730839501,25.58590705412037,100.0
85,27.486940737340877,11.437088314521679,100.0
86,30.791308714010093,11.542060532399521,100.0
87,33.29931720047452,10.34254281158774,100.0
88,41.58173860691324,30.840969211721728,100.0
89,58.010312749535544,46.090107809737376,100.0
90,23.25757098455356,11.533463818899792,100.0
91,49.58289529404889,34.812976952635694,100.0
92,44.52424428836723,29.73490633820376,100.0
93,65.17725171473101,51.23914281892988,100.0
94,37.01331594958019,19.266820206639533,100.0
95,31.188468157607378,19.83375173015883,100.0
96,55.16912430092513,42.78833606981742,100.0
97,34.420180613623636,18.219162584969258,100.0
98,26.758339410972866,10.834713271338185,100.0
99,36.4951599904837,23.93965491356349,100.0
100,39.07411100633819,18.305373804992687,100.0
101,25.83560681547409,10.116131802240918,100.0
102,38.11462001088387,25.583581876157865,100.0
103,19.02707271470156,9.791331119255831,100.0
104,33.84111701826868,14.991577935663301,100.0
105,24.28111121167774,11.633729012858732,100.0
106,36.521320331029635,11.042731135078764,100.0
107,29.14268475422355,15.8648614183405,100.0
108,55.58208934465282,46.64855840244242,100.0
109,27.736736515302972,12.233355977597412,100.0
110,32.060286317709505,14.8959052331076,100.0
111,32.88050164006389,17.070117148071144,100.0
112,47.1082369291752,36.74694482339965,100.0
113,55.90253931026519,45.439954025400766,100.0
114,35.96343568990427,23.612336756673965,100.0
115,28.648438513817553,11.17973318655662,100.0
116,25.76998723813599,9.747697334896154,100.0
117,24.355995835113358,10.250978312058571,100.0
118,59.55651766681731,43.84756825304101,100.0
119,30.718148668647533,14.45808815886439,100.0
120,31.94863544459609,11.76712721436493,100.0
121,49.55205090822782,41.726906756781865,100.0
122,52.88060385846613,39.80193247074575,100.0
123,31.0234886300637,15.089403220353006,100.0
124,33.80333198221774,9.798071209938703,100.0
125,47.64032549927809,36.08418569066219,100.0
126,24.06371438410342,12.762218250640188,100.0
127,36.573365864779255,25.87638314902903,100.0
128,27.829840900096443,11.155339034811023,100.0
129,51.548314079643355,37.88397986360342,100.0
130,36.201733360442425,20.532040877846434,100.0
131,34.3349114477889,14.58795942994254,100.0
132,40.69921048801878,32.20455596284427,100.0
133,61.41995305686379,50.02936380347483,100.0
134,22.011754115767445,10.590216346659473,100.0
135,28.208434490689896,13.655151102261705,100.0
136,23.509858778146086,9.363074834254995,100.0
137,26.608167059383682,14.680508235102938,100.0
138,43.684592613049844,24.9646618698629,100.0
139,28.79778154289948,12.32251420061264,100.0
140,36.74026961729289,24.274057399884743,100.0
141,31.56282707278421,12.570236155187587,100.0
142,54.693892861169005,46.06212493782961,100.0
143,57.60066418207966,40.883334110537554,100.0
144,57.97832319219659,41.81150284152561,100.0
145,35.68373200957293,21.522853817853896,100.0
146,31.740026210389047,17.250646647938076,100.0
147,51.056648763276854,41.50905423652409,100.0
148,37.49284628704943,24.131764897685144,100.0
149,41.97788709597816,30.42298056938348,100.0
150,46.89192059959607,32.7115864638437,100.0
151,27.906204752805177,12.177079451559884,100.0
152,31.721558002870687,12.3487460539235,100.0
153,57.19139412815907,41.68560310132705,100.0
154,35.671791724121945,14.74992939466078,100.0
155,37.91726454207548,25.835825188452365,100.0
156,36.54140275663828,19.2738330659028,100.0
157,25.258722473117434,15.322653709396914,100.0
158,28.290712685021933,11.240710770779996,100.0
159,31.276905816879513,14.861372519229224,100.0
160,33.047814589623414,18.901760168524184,100.0
161,30.119797289572656,11.441936380454903,100.0
162,40.841165216678654,29.419687428927148,100.0
163,31.62686439663468,11.14048312705117,100.0
164,24.73909863795566,9.442952513254564,100.0
165,27.06066786484004,11.212262683410252,100.0
166,34.2351599599574,11.538525961627503,100.0
167,27.748069228816572,10.427076931048889,100.0
168,27.744331929964805,10.827534539789582,100.0
169,33.16286694937334,18.00971775407556,100.0
170,40.30206028163451,28.483293534183282,100.0
171,55.61474647882269,49.00816076514731,100.0
172,45.860167395308686,33.33288759893187,100.0
173,39.26634954634744,27.21084612192367,100.0
174,49.35024669169695,39.91261066161133,100.0
