unit_id,WaferYield,GasFlowArgon,DefectDensity,HumidityFab,DepositionRate
0,25.5475569289304,21.767336012339563,8.755648428198878,21.178184696934558,29.24129313487709
1,27.243578148214308,24.98812119998203,9.449142000139265,52.42596218943895,27.991977252117763
2,18.92940452694088,31.310054688910277,9.60331358347458,56.73813773331183,43.06278623819918
3,29.0577439138571,21.91847205547091,9.788861408434572,58.70618215357119,48.85691148903574
4,27.875429753558304,14.003203943392261,10.050872306382496,37.67780320240264,74.11483271008595
5,28.599119782445136,17.147917638990908,9.903442312775148,48.10564462725867,33.62262471674034
6,27.48924354233489,26.363113302843143,9.85596106457117,29.08923091636258,37.615603818208996
7,24.60718595038526,12.688727922170223,9.685840815968477,44.06311062495702,32.05838288103113
8,26.57493349545078,31.639294629061073,11.07655948381114,37.36754899200669,51.44559461651564
9,23.90818559902653,25.782236446266694,8.822676850755087,62.20821227967561,20.84836874191355
10,27.494353102349272,12.29606925956767,9.647948444764381,56.88712407915059,40.580210367227394
11,27.793990131634075,17.49968822375056,9.961096310509781,48.81251961548278,17.182525634203618
12,28.53672583169889,20.922204700535136,9.325951562995364,71.12744973372637,22.664645459842536
13,30.838968027650964,13.2677445687602,9.575145194722937,50.17507106608623,22.822804110804725
14,18.471313128155003,6.114311013541485,8.621003201174577,57.961077064562325,48.46588664438933
15,27.524074725909674,27.53060960511728,10.228564409611765,60.46334523758518,34.195896773161
16,24.02745632783009,34.52626227780039,8.468976917269032,49.88628829207929,19.7675876679695
17,24.27296377777382,18.622858508871055,9.217301041068273,56.832402105287876,42.62571040448386
18,27.583965645117402,12.503012607368193,8.631105434860693,64.71210605480535,42.598865248482255
19,21.09500512467146,18.002989835439774,9.57521575324695,43.341168039781934,46.56034285970035
20,23.39883609388064,21.975770446161953,8.762344810039316,61.695418588705216,33.77891662773207
21,19.988434704631388,14.456262765577197,9.171106219289284,68.73534081795582,35.80296153489622
22,30.969501505164633,20.388914266178976,9.571989127849413,29.762230785889216,26.16923601517189
23,21.579439875138437,21.539637784461036,8.414048036919805,40.269601386178536,42.962053121831595
24,24.548963860075418,23.655845097183605,8.881112661965178,49.46090780302238,32.136616218271854
25,22.966591489740367,20.383596412224122,9.403564022170183,60.43130763913063,41.713953102812425
26,33.62282009551213,2.492237475166161,9.047158838052308,23.582822292879083,19.006260825716375
27,22.352784644143814,12.1517872526963,10.158004440906417,29.94862440454967,30.89634046120853
28,23.35149840800669,23.08672174624131,9.471698115889266,38.397202061791944,30.570441724478943
29,24.847565825342997,29.518971230438563,8.78759774753972,38.26162268140429,24.909464376168565
30,27.00930697137412,7.517420976540091,9.707862602161013,58.23999702191743,33.709775761859746
31,24.99566356653409,20.515711806849048,10.235108209010612,51.68668850172815,55.50922950201834
32,24.91342466728141,24.910876273182012,8.660897382160613,47.782528263599765,49.8422415724452
33,21.51492093734092,33.29209992498456,10.528935682482386,53.79562328594431,45.9488953191096
34,20.837580005805776,15.268438989434564,9.745606387662873,47.65584337615872,36.48209783129023
35,32.05090040190569,18.607730938255152,10.387776315327859,47.64353091401162,44.655266895711875
36,26.385832505800558,26.88589945460945,9.084725134390233,42.38808442798284,34.3280995136417
37,25.266057541956755,23.623713330896898,9.78106784242531,46.755976748068434,38.472420902800316
38,24.285673848429113,20.818146249338586,9.36782542250258,28.94201654860752,24.897490614634496
39,20.931273687960466,26.2417499740694,9.149301447674674,64.11292661581408,32.73572244993151
40,21.949923847792473,30.470643540359784,10.321792288066854,66.65389595776435,50.61499525372211
41,25.718688480961827,3.4110789874702236,10.041721244295692,55.92995619744269,28.196015394088775
42,27.08115119608199,12.267002109194076,9.476569790673334,49.20447300612635,43.09979902856239
43,23.702035084829287,23.075501461640354,9.251137136488644,55.15828274069981,17.49941330022943
44,30.64119482227395,24.993797590409393,10.004503042899907,56.15044171685261,71.84454144793118
45,29.381044273248584,19.474058371142256,8.618867133090392,57.70278270411721,18.496571953048726
46,29.699987889440873,18.347364277514416,9.432764026437617,46.7597866891819,39.23706782523422
47,22.74888580568,19.58214128406253,10.309386915192468,62.707311240263685,23.807958605161385
48,24.856634444156715,15.231385019303996,9.109368809000898,35.767393886569536,54.418047266239064
49,26.89720530838086,22.73638593643189,9.593526400915367,53.48543945056032,55.01534615993939
50,27.112097731546562,38.377285503832,9.432856821304933,44.570854637464066,31.777249391085256
51,20.30722909575215,27.95718807178613,9.967186947128546,54.32854893373119,13.812815608085934
52,33.87455128221359,9.81727901526669,9.273930545492544,48.69423753152878,40.0944341463993
53,19.817058898576164,11.278627035688995,9.904462769185137,55.37699020544547,44.635533069022046
54,20.82012027612707,31.823641655761342,9.743533330048926,34.80103890194984,46.90528090158132
55,25.212060819335864,24.27078646937425,9.118613606057732,44.54272694352459,33.62450439090184
56,27.730216094826893,11.432737030940647,9.684948538961443,58.62348391575548,25.432581619505065
57,26.615437603832184,17.043653736244064,8.917088125405542,45.568749165739035,29.943570847068532
58,20.183085423795994,21.928507842313874,8.734863078883615,60.25126075570737,23.754835567508643
59,19.42373406029043,22.217736760637013,9.552253961063153,50.97818189285031,60.036655610314284
60,23.416494072847758,18.30354401145582,9.772553909385326,43.49314602479547,41.678218694448
61,31.31474200121681,17.402503760290475,10.116947137431456,80.13422504223135,28.842816419450056
62,16.849982184063464,16.29857575981633,9.34979386059699,36.633933466015684,63.33273638869867
63,29.81238732958941,23.636698005396195,9.758161598384694,47.349414807645594,27.225266593457235
64,29.961903676667394,39.53423836955066,10.149267546013618,44.271085301093244,28.335958190965115
65,25.575453154020664,17.096400974132926,10.065036628781662,53.133312133658755,51.309996218526194
66,28.494437553470718,34.147323309368055,10.018279235611747,24.85562718170666,47.092614782310044
67,22.06117947592541,18.356796711259992,9.779873200377587,53.54233623123008,37.057712225487364
68,23.665099499844843,29.607693182462476,10.495242775882854,61.56459351299908,54.26185634288027
69,29.21485288362438,12.556954083194324,9.302793914696979,47.05648088379431,41.26174190288614
70,28.306102922906252,12.520272685090369,9.295499460192481,53.7992954125898,53.847645393987186
71,27.150166305880035,8.30494615949373,9.679223897781537,60.707996327930616,53.21565666892721
72,21.743214612235253,28.199215173649236,9.44479646027898,49.07249282677066,36.49109649529919
73,28.02159648329488,11.303750035524914,9.506875415814978,61.09171889616086,31.074333355154412
74,23.21478705521886,27.072026805950788,9.06212872408599,47.39987153051761,57.061828706475104
75,23.85219002139943,13.984362931162186,8.97325286976245,55.072376611358976,43.11749205111276
76,27.740259483176843,13.931082907306239,9.681074456368039,37.09241105341129,61.747177652127974
77,27.901793464335455,22.193547165771072,9.743864666187553,36.14561037846377,25.96368461095922
78,21.71944574106419,21.892560303731088,9.622839366176972,56.44156127194242,40.32902828562621
79,24.67029400409553,16.669957634672194,9.152816457007026,49.59844892813796,46.79553385983855
80,27.81518551088447,26.932017066505225,9.089602970237268,43.97376734907721,39.241910929966515
81,26.78656998171801,16.610806750333786,9.056235284632914,68.93991607582443,32.203279511126034
82,26.633941023684667,24.230587301432596,9.729414956697818,77.6322186107062,39.58491823993516
83,26.921692439278136,17.50087441749141,9.497867364752107,34.79668509283274,50.98906446055187
84,22.28071951247104,26.008455638040488,9.265228927148573,56.559528531786356,13.848340655804872
85,21.60134077791617,10.927058169844306,9.41848711966147,47.39915079185137,43.7479673333886
86,27.525795605754645,15.200774746406223,9.158396422934741,61.56876704845211,46.309394109961644
87,31.595620010813207,20.823134160597018,9.345164319221219,65.76689204745554,32.048698400259966
88,25.325983928611283,21.276180131933064,9.073391613428818,50.34819836055984,42.01579177155859
89,21.995305935189286,22.401594336808103,9.385100595769194,59.158906388019204,39.9142852380073
90,26.16351607676209,17.061939792593545,9.522633398360734,61.95724285879079,60.395175672455636
91,18.884043422239184,13.610743757598335,8.708580803970067,26.64691481701729,35.58593892249274
92,27.465216473992324,21.572239378991313,8.838622865900142,30.270504134882078,36.87457325143348
93,23.20393948862512,26.73134982273931,10.942876414979944,47.38327536640355,23.688127611426477
94,26.593374005958626,18.68368398627066,9.385634351865848,46.11761091251096,40.728288701211106
95,19.99602739537736,25.04655209975523,9.627402848181113,49.06105041481541,46.04079938001062
96,29.751043881442257,9.390977383182923,9.652004107824384,58.678187350403,23.892663118942213
97,27.231605102426858,21.059477815813807,10.341766302614348,46.118435937457285,38.66111526475371
98,28.227593430864815,28.462164046052333,10.255901429339199,59.99719717091316,47.629603558505295
99,23.089525726068327,21.285380893285755,9.259854896307122,51.75253028747725,32.70540565451631
100,24.04099983954461,20.655688665817475,9.450733916323145,52.487781320278856,30.116549521380552
101,24.939627911995462,19.285204513056268,10.162412000507764,46.57734743746161,46.68814073397466
102,25.497851183785443,10.064270983717623,9.806330245803522,64.20474456641188,39.62978767560851
103,26.182697914030786,1.641327088105071,9.337685816009978,60.79351463499283,24.62506530704092
104,27.885954963202686,7.176050017558862,9.307250500541162,70.52600858234315,63.939829838249885
105,34.60500189532665,8.259991523767965,10.004576977976201,51.40342543027434,55.254700294780484
106,26.9530446489531,13.429495086213572,9.86666718015699,49.545921296179976,32.37144666712875
107,31.401611392890107,12.680305476136809,10.234403663154893,54.1325264105967,19.39530559977942
108,25.464339542313322,24.484521789604088,9.294704949832845,34.18461915256949,43.05860658005258
109,26.9351129527739,19.859441170982087,9.892291763552862,64.328976037563,40.95212868353307
110,28.21503304781748,31.405039521980843,9.742216491218148,49.63192297988026,38.49342287281498
111,32.80528023510401,45.374631900262045,10.697050632625508,33.72886751216515,41.636133544089944
112,25.40788736377947,3.717226500075643,8.402508535865167,44.3161176271673,38.91420253614542
113,20.962261844871335,4.875506522546683,9.203161658119487,63.06053658484781,35.627875801591834
114,26.107392597165656,6.5403921527431015,9.335162784883872,59.61443929108263,62.16124157321604
115,26.827489282440762,26.051465779858322,9.59407229921756,79.38530239931329,31.0485091554546
116,24.485283915055586,8.688401071075438,9.651342431306968,50.777248217608275,30.023014524057004
117,24.477510715904568,10.009760594439722,9.563056257257635,36.119903797760124,2.7233122562458725
118,25.785873423030946,15.616267278594329,9.808553359405183,70.19755845375056,46.475782098570335
119,22.36945149599657,11.991338956784853,10.107366879824395,30.14047381739516,32.12503934732285
120,24.477825196331175,24.2317530783027,9.649019457622337,43.774266135877106,38.947747078019084
121,24.99874305080012,29.603504300637045,11.569574417997915,50.396195751786436,58.755533896181966
122,27.733601303885795,21.261119520287075,9.342666059702315,69.29349600229503,25.408705288598533
123,25.592577848392054,13.698035885153015,9.65808046934016,42.181415784374344,51.09873319579811
124,22.473947137695788,21.92558029129952,8.602016746499842,28.39186630286225,33.745231995380365
125,22.421558509122065,25.493660348839107,9.92929679419818,40.25668199018055,25.006267172530954
126,26.056014368793516,13.287813027460338,9.13377886525536,35.47510681054343,39.20121558655935
127,23.456162349040625,9.491637610343766,9.644328361652128,51.58884368915484,49.64904877426138
128,21.851569698631195,23.81774438244521,10.18165032582761,47.45648269488523,49.43109381934891
129,30.187954566393696,28.955830195930535,10.550521466937088,46.08723861636568,48.42502191996444
130,23.492620181410157,-2.7920628634493285,9.842777396567673,64.87738544021336,26.126468776813137
