unit_id,WaferYield,DefectDensity,ChamberFlowUniformity,DepositionRate,do_GasFlowArgon
0,24.68205046868927,12.333256668640232,57.552882627970256,51.48396466781776,40.0
1,28.03975340407031,9.920920385105491,53.02096782788495,41.10567168362138,40.0
2,23.651209169605032,9.947350317771145,36.01959303278731,36.70807647817911,40.0
3,19.350978747952453,11.147506580520561,41.7782250555669,46.73760135393903,40.0
4,31.437184586265662,11.425123938421024,58.90009394247754,54.53606548096935,40.0
5,30.01049314416946,11.67341669525911,62.691176270841304,41.889299692542274,40.0
6,25.541488619363143,10.44305322168155,56.960792305117835,37.292882947017446,40.0
7,23.80595177808499,13.674483056847919,47.381016074448645,56.17482204246867,40.0
8,29.420731933704577,9.288560531263208,56.276246927918855,38.87901435231814,40.0
9,23.846118434715503,9.772356223801689,45.338827142284,30.33360241357424,40.0
10,30.481155744535105,16.37240498727685,35.04555663350752,69.31726992669645,40.0
11,32.29857995126624,10.944591639159274,53.708106653768624,46.66282352260941,40.0
12,25.14548283919324,9.643114043378377,60.946167697180066,39.10965197127739,40.0
13,27.89291184264921,10.873595218236648,61.334318532322364,47.990798812194754,40.0
14,27.056321110454526,10.382941609808528,68.00374975089657,36.30727613343996,40.0
15,21.43732774810147,9.372519168137114,47.131906373521886,24.61382417349025,40.0
16,34.371182905918026,17.91783181271292,38.418212298360395,73.40492425051734,40.0
17,22.292726496185008,9.505151293951423,62.772980941572676,38.1918460806866,40.0
18,23.266767826582235,11.038171254189686,43.16254525203856,46.46138341456353,40.0
19,24.82571606563612,9.767606054886294,33.29685765481528,40.059944066493024,40.0
20,28.63820284247988,12.15179021698476,46.07417925132271,50.597189035559005,40.0
21,25.387739309654922,10.278290739811375,45.63550735840586,54.95056816906447,40.0
22,20.98177647066354,10.649314313880554,64.65627869457614,42.0924777349205,40.0
23,24.88407731110955,10.481711595214662,30.081642671213494,40.70722815271009,40.0
24,27.34923526418889,9.770408171000023,38.073050223669014,30.565540309686682,40.0
25,30.025885728184342,9.511001482023595,24.970166713170567,40.00354283617305,40.0
26,22.633694458860504,9.234874204352554,45.395602502908005,16.980193507665163,40.0
27,28.558146982915936,12.146318278833686,36.0605892751769,56.27432668686652,40.0
28,28.324650332219036,9.419481705359544,58.58768121831518,39.70846972143736,40.0
29,22.404595731966182,10.557968858566278,55.627851162353394,46.016455046612734,40.0
30,29.06379833610227,9.711038278464542,53.159735429545975,52.002379614510254,40.0
31,29.52971410080462,9.581871910960054,53.71237991803205,32.15398065502787,40.0
32,28.465227507073827,10.045727107049055,40.07035247962336,38.590461313480034,40.0
33,25.20820535515512,11.154192844440676,44.55677780127453,25.636498634951444,40.0
34,20.853235559847136,9.893493267030209,66.35530296367546,39.20275225383108,40.0
35,30.123523098945196,12.170559023657125,39.27276246486826,47.9956970641967,40.0
36,31.365536739638635,10.040908624453548,44.346686458211,40.7739492031213,40.0
37,30.350064595524024,15.546572339165248,45.08329882962423,59.69828102004837,40.0
38,22.61581188459656,10.131420359666267,42.754247152647615,42.161081764757185,40.0
39,30.231208499602523,9.399395405968383,29.597355016329292,26.16284226282174,40.0
40,28.119189500369973,9.623803176889398,45.1978372932679,47.36919096850409,40.0
41,31.4956303753398,11.581801665775847,61.47861224211274,47.8121610650356,40.0
42,26.069582208312973,10.415886174133266,46.216981377685926,46.18856801303073,40.0
43,26.282804166807757,10.062527956645056,55.58305263621771,31.712917848809596,40.0
44,29.04551788693852,11.233640768912839,49.47028370249713,46.04553918700633,40.0
45,33.248919612757675,10.456890607019009,55.22295647020044,44.2285357885378,40.0
46,18.280279696565636,9.706775355723336,76.77745460059978,16.437624582424274,40.0
47,23.76075989280743,12.273131517322195,43.96359281011241,54.17123152440257,40.0
48,26.9007026287747,10.172536363781882,61.87642122264944,37.11865344286188,40.0
49,23.9513504252751,9.125774035547469,41.43097495225806,33.851275986428284,40.0
50,28.225104779823873,12.692354541861082,47.36986322508812,46.77083540800808,40.0
51,19.093156224247696,9.117755204642336,53.632145750361204,28.876633913081314,40.0
52,25.879607176808936,10.836252308418642,50.94473650437256,39.22639297884759,40.0
53,30.543479579589196,10.634199223998111,67.62578637683352,42.557427802416086,40.0
54,33.28507152105116,13.518890876193353,33.42194766702434,51.35881530906592,40.0
55,36.55151697855938,19.49878887210119,63.08145610557891,79.38558146397688,40.0
56,32.05034578449441,17.484567372738002,50.24385252493347,68.8265551259662,40.0
57,22.706572335533544,9.934337382234819,36.31535873877283,34.85273803239134,40.0
58,28.887773204917355,9.652724157112893,67.54000429670533,22.915214131862864,40.0
59,28.33397788418904,13.872532470147988,39.88160582219427,57.759690385050554,40.0
60,25.45130018621285,9.868750176351677,69.80931646879037,28.643524112429898,40.0
61,28.452259962562703,9.88357864609422,39.13967903431658,34.340141142038696,40.0
62,23.817032638221658,11.466656690019772,60.13939267340508,46.446777066489695,40.0
63,28.91755147256136,11.889511822656754,56.11682697418268,51.13981695780752,40.0
64,28.98663165454926,9.946361956886717,67.88867050893404,36.39219679550725,40.0
65,30.267851564970236,10.308896854967623,42.853990706192704,45.02207416327507,40.0
66,36.098194189571316,14.247971529682118,56.88913157483033,58.718361435693964,40.0
67,30.721813004587975,10.043826055879553,53.0398328328965,35.95341086126959,40.0
68,26.401515221597418,11.110418723691929,50.00544284358483,41.89467663621783,40.0
69,29.074471279717102,9.755439220288308,36.283879328138504,28.609288806547582,40.0
70,28.800438703309368,12.400338462662694,61.85158960057003,48.71853232492194,40.0
71,24.726237583886835,9.802598628191268,54.00325155637866,43.46273266170458,40.0
72,27.084023382129757,9.193594431362346,49.29644627914459,35.26807455469927,40.0
73,23.1641231918692,10.198861169994704,48.289410277967185,32.76493361787904,40.0
74,26.83055222513256,9.843055919895125,69.09425687996331,31.677670078645768,40.0
75,29.408253783931087,11.215469988613153,59.58833546198788,40.521477691092,40.0
76,31.203074988071513,10.221448459916521,55.81003861615861,29.790510669536143,40.0
77,21.821265090340596,9.913726767391207,57.44428372342463,41.75240529067938,40.0
78,30.13609180284703,14.653400238484588,44.92527864764568,52.25331296419442,40.0
79,20.84172012327177,9.135442019179493,52.40969038310509,30.948211085023633,40.0
80,24.087336288614008,10.324836058070945,58.25961501480422,38.78971325562664,40.0
81,29.41293470140708,17.431064450063825,73.66760503189637,70.16259201866414,40.0
82,21.82226216603767,9.3926607619211,39.38732909655151,18.82211721489465,40.0
83,29.870963381544364,9.721913465564294,55.699082379356874,30.7540502768351,40.0
84,27.2150035793578,10.309332394039693,56.891032037252145,38.58252175852945,40.0
85,26.535214136300425,10.132645666999796,55.07901650619348,39.15848951999293,40.0
86,25.786816829595832,9.964249908868942,66.5155236454368,37.88113884708112,40.0
87,27.19453113596924,9.645361562904391,54.34422357424304,29.816772794155032,40.0
88,25.500740104307784,11.034510802190784,52.39476408435311,46.135460647545834,40.0
89,28.02008162729505,10.410399244624632,86.72736856252702,43.40299100053408,40.0
90,23.96688548099402,10.316139547475208,43.80226058045357,30.841284428416156,40.0
91,27.68380081577597,10.638729840145528,36.29979882614007,42.5188319442068,40.0
92,27.990360617053927,10.268066633468818,65.25755497747998,32.00445940402158,40.0
93,23.520782379751687,9.581878049150404,64.23990010546578,38.11863804509302,40.0
94,29.452524086188898,9.093573182298602,52.03532284852529,23.99713766206832,40.0
95,22.325375873262118,10.542344254034886,46.3604078981082,42.54250205292115,40.0
96,25.716520085354762,11.757648455301437,32.33486176428797,49.39092874530271,40.0
97,20.68098497600741,11.264190838292604,36.2266224064167,47.00454471641729,40.0
98,20.891877368030084,9.110822270907889,38.00403837406625,12.848005991938818,40.0
99,29.826442749114637,11.81715692913196,47.650091434215696,52.02110082003897,40.0
100,29.826283170787114,13.64807338978372,31.382365875619243,53.411786024804634,40.0
101,18.93784354741054,11.050214420086949,42.35832899755046,43.01505663437113,40.0
102,28.266016818167678,9.534689800841994,47.48610184268037,17.57949942947941,40.0
103,30.92713849560531,9.062340255041365,59.58756624334233,29.08691868596646,40.0
