unit_id,WaferYield,DefectDensity,do_GasFlowArgon
0,31.159134269634876,8.881036259538236,80.0
1,36.12210349335245,14.103244398719635,80.0
2,42.8039472671253,29.620001829306272,80.0
3,32.57110574618796,10.589233656789832,80.0
4,52.39619492394411,43.67715508002507,80.0
5,38.21251054683619,23.77570613742553,80.0
6,54.930471940312394,43.55350482418075,80.0
7,56.066942699621706,41.02616517009902,80.0
8,50.76262554824116,44.3288262208016,80.0
9,25.20436739843245,13.342842272370946,80.0
10,62.32468747034257,50.790920313345445,80.0
11,26.8178042947128,15.52548573558949,80.0
12,28.578461181908306,11.401636575178669,80.0
13,35.330269629046214,15.718831127124208,80.0
14,31.387733703619215,11.769102362292012,80.0
15,28.71553765141739,10.713995883673459,80.0
16,36.79563438279761,22.853033666036378,80.0
17,45.118878624895245,28.553683067334262,80.0
18,33.145032543702676,12.677135864019583,80.0
19,57.41762423635638,47.029140563244695,80.0
20,37.33615843569773,23.575098548553655,80.0
21,39.18868944946873,17.190263242289504,80.0
22,43.00249510110698,35.62832024560447,80.0
23,61.857894818760755,48.13279060424118,80.0
24,34.03402959481778,24.67995458173678,80.0
25,38.010031871182356,15.360939408927855,80.0
26,20.204030183306052,9.872167709242476,80.0
27,50.061670391782314,33.728034955952076,80.0
28,19.40113249958537,10.012744883680885,80.0
29,43.15972269767264,30.291014284447517,80.0
30,54.25728662685809,44.06862967456252,80.0
31,47.62017127751456,24.54653660737647,80.0
32,42.63337459329139,30.322815872137095,80.0
33,22.22763591229192,10.47411052664669,80.0
34,38.10092244117929,31.380665214647532,80.0
35,24.97729797768761,10.562383809782643,80.0
36,23.991515773948887,11.132182415439233,80.0
37,48.277277643137154,39.694380012425725,80.0
38,34.03888122345285,18.829161158542394,80.0
39,32.44298032541142,9.90655773913292,80.0
40,29.326841199977963,11.68140768607266,80.0
41,28.062078536569636,15.204666127730851,80.0
42,29.304883740304085,12.028145420715939,80.0
43,28.38242072757536,12.814042492095641,80.0
44,63.480026079434595,45.77651973580883,80.0
45,26.852332639857934,11.793427961410506,80.0
46,26.615725204780027,11.555338409585588,80.0
47,27.208495137600732,10.171417928357755,80.0
48,37.57286895259031,21.324538522231574,80.0
49,42.68730669484592,29.87031522008008,80.0
50,58.35187299583313,40.46541777502918,80.0
51,26.773537092693104,11.76807876661362,80.0
52,29.32429364513385,11.511951465592267,80.0
53,48.1005918041003,26.34742771868296,80.0
54,46.241069294828556,33.518323957144084,80.0
55,30.404471043955386,13.902193541162289,80.0
56,62.906257994238324,50.87535205126298,80.0
57,25.55587229405205,12.648423815432952,80.0
58,28.88631992004503,9.501967557092454,80.0
59,30.363228671000094,13.840643158484886,80.0
60,28.44811612638297,16.332251082606096,80.0
61,39.53089023419672,22.249583456438593,80.0
62,35.88583317039726,22.61807484527469,80.0
63,44.94651826174132,34.75975455025537,80.0
64,35.52383729035498,14.579873646832235,80.0
65,49.62437206502777,30.366905319774,80.0
66,31.595634730947943,9.35360669332585,80.0
67,52.0436364697576,40.27492718330883,80.0
68,59.778748029668186,42.66540078167329,80.0
69,35.59251130852312,13.307249836586918,80.0
70,31.29763958425915,19.243564274334986,80.0
71,37.102595237323435,17.565848378637554,80.0
72,45.690862412146686,36.3039429147205,80.0
73,64.53562129550485,47.69264235062494,80.0
74,28.464027688964336,9.793500677472604,80.0
75,62.69509506989654,49.33236773384675,80.0
76,23.550802696994683,9.06076597626642,80.0
77,45.199760952530404,36.480970641104044,80.0
78,29.722942445523405,16.28496052231028,80.0
79,35.3830080606999,18.0152193344085,80.0
80,41.43815514897236,25.067055981881076,80.0
81,35.348569500751765,14.239757289497005,80.0
82,50.627119531950086,41.640930656915536,80.0
83,26.943333446395396,15.508719533504568,80.0
84,25.45890121986432,11.31393831049294,80.0
85,24.350549142038524,14.266065936145369,80.0
86,39.556939946808235,22.15042475281844,80.0
87,33.53399084421196,18.864823030180037,80.0
88,62.3954990945475,49.20114664238316,80.0
89,41.77741328888883,26.25352103288207,80.0
90,42.10469252343214,26.848074918069468,80.0
91,27.720130095306963,18.060216610876417,80.0
92,39.03866863547876,24.988306984399504,80.0
93,23.298401810861503,14.276366664367039,80.0
94,30.42938466699751,15.237911520568067,80.0
95,26.228724954144063,9.816794463664424,80.0
96,31.62664999002836,15.066833042258539,80.0
97,25.708609999317762,10.743814756122287,80.0
98,46.36193399100764,30.935693672422605,80.0
99,30.403721651921703,14.109000674115533,80.0
100,25.168634638060905,10.456680457596887,80.0
101,23.692439354815534,9.55055948784754,80.0
102,34.585659538515735,17.221393822250167,80.0
103,42.374673940183406,30.77345294873032,80.0
104,37.2421050501259,23.101792916938138,80.0
105,50.88464095235998,34.24275888675941,80.0
106,28.136093290772067,13.037489062482681,80.0
107,24.818210562467225,9.503885027164092,80.0
108,30.47523916024545,10.689514232264134,80.0
109,43.68471519059184,30.299238918735426,80.0
110,23.374850826404753,13.543163463802848,80.0
111,43.16569841690892,22.14547999888146,80.0
112,57.60166884807131,41.89450182864164,80.0
113,31.320808232362246,13.444690460922038,80.0
114,26.615805518748118,10.149639615820341,80.0
115,67.99727981750303,47.72439100025064,80.0
116,30.330015331816526,18.6456736677651,80.0
117,37.062376377415745,21.214960556916548,80.0
118,59.66526014907472,46.330878547068664,80.0
119,27.485200193808925,11.713219109823939,80.0
120,29.075116967835616,9.510342391511424,80.0
121,26.849705994701658,15.922708837100979,80.0
122,27.24548149727054,13.435563706320881,80.0
123,24.887482559012817,10.749204107900244,80.0
124,25.87937481324095,18.550747070403638,80.0
125,33.37020582565642,17.057654040699354,80.0
126,20.646948151526615,10.69224222648826,80.0
127,40.909004984900406,27.173323245870346,80.0
