unit_id,HarvestBiomass,PlasmaCortisol
0,-15.384725376892145,61.90951635706372
1,-6.973981218538483,70.14831067272158
2,16.883395338863494,13.762077535603211
3,3.105035620680585,32.26251288565474
4,9.201820604488537,62.926819284757144
5,-4.662228429604981,47.797970379275434
6,-15.629914895836162,50.51680479956134
7,-11.418264366033341,69.76252096896046
8,-3.1604081941270032,44.27258090552502
9,-9.36663946071319,66.41531191009433
10,-14.920605719124598,24.7055255637843
11,-22.777207260426742,56.432631635212964
12,-15.253607538949769,50.403480558533374
13,-8.194995849883519,28.532220665342887
14,-15.726290376431251,34.49473027705601
15,-18.196688472950544,53.38175155053626
16,-18.812345985513435,71.0844891046495
17,-4.906943947512859,34.73821752423086
18,-12.098024644114094,60.87887021661162
19,8.602304140453402,41.00118978399004
20,-5.383198866623449,38.60148192679702
21,-9.62907052229297,61.51732477371411
22,-31.494505334662918,34.68928533178404
23,-20.11408104282292,65.13557204317209
24,14.048248837827998,29.233595955978963
25,-1.234115814571406,33.33379794537148
26,-30.40366040619718,50.82510109668958
27,-7.736708142977559,45.80253031860618
28,-7.934711752355115,29.293310115511204
29,10.844756729548267,19.478824800511436
30,-15.317349144290358,68.11705895106786
31,-20.205230743255395,27.25669498098941
32,-7.073591545346598,39.885714829888386
33,-27.531322576441298,42.79563520652985
34,-6.449502721174158,60.77257629748476
35,19.854090715363764,20.72486363792175
36,-10.512245701709945,33.16954945215479
37,-25.14669778770937,58.67711720238215
38,-1.0683005552635918,45.44085306552907
39,-20.9344705853073,63.605153989733566
40,-11.433823361712601,41.22987779633096
41,-19.936646658491792,50.62377893402217
42,-6.271396300162996,28.22956802384001
43,-4.228039337297303,49.7364004629475
44,-9.756530710034403,74.98628584114444
45,-8.008264418374166,66.10470783443995
46,-16.76024527427602,74.8940206238701
47,-17.947025152942754,34.81226894858892
48,-14.787654983686632,44.22367737907569
49,-11.707587537755572,43.70581522751275
50,-11.143228649364712,40.30672402219177
51,-8.091934451466798,84.64552128114858
52,-10.04117652340926,25.085148775607614
53,-19.024598379290836,30.5033468939749
54,-9.426623162992506,62.51416921186473
55,-1.7274816422935237,51.61734362416716
56,-12.518114153880234,35.46349222513277
57,-6.975010412696706,53.877409787053566
58,-1.4759212299077937,47.25237632511341
59,24.361022794123176,-4.388692961530264
60,-13.875497494733612,48.98431126025888
61,1.864316051099581,37.12845223234407
62,-30.706098876942303,57.20647827224691
63,-7.303563146941432,66.06553199750495
64,-0.4106859461169372,34.01251330602647
65,-4.417458983463345,35.38055412674432
66,-0.7325975974628516,20.527149230938303
67,-10.427714401779856,72.0915648698126
68,-26.893245594523112,53.537263375123274
69,-10.362076361761194,8.876982395376231
70,5.104429994579904,1.4368297478956578
71,-0.10447054583962245,47.12212689653635
72,-13.160740702609235,58.56175483312844
73,-4.862237413188417,28.046953711356277
74,2.3060015358530737,37.8663654953907
75,-16.407324558129606,67.23716974637198
76,-7.110578658516234,71.81950822734524
77,7.9164285246125505,46.10840446533572
78,-0.9522246462133843,40.158691677721706
79,-13.528655284638049,37.49202273604993
80,-27.953979485677078,43.98966088567051
81,-2.73688533337472,66.15104971212631
82,-9.103939575189695,45.234196221189244
83,-39.31461173052591,56.51492453661621
84,-3.759394165821259,51.571580709068186
85,-13.246029906723772,87.29328885851993
86,-18.7286811663513,43.61568294450265
87,-15.535425084837073,53.70639193352584
88,-12.185312903770502,53.75096143805023
89,-17.711234041770815,55.7528129828144
90,-17.356341160806235,37.96395288565926
91,-23.222930405231043,68.23589604408068
92,7.847742366970095,22.182326503160454
93,-14.850321368670906,43.67874237224008
94,-13.54125289586329,66.31912255717762
95,-25.084304340041832,45.430160890463775
96,11.677117104828497,34.95920317276154
97,-16.362091812089503,34.44541691956972
98,-25.23894345413037,72.72464794565457
99,-19.29769889243123,49.85351005346027
100,-0.5385239979550271,40.205646615643474
101,7.733016300406058,63.006846038594716
102,4.0608356744692795,55.555301981051215
103,-12.304920322372073,59.80675350312843
104,-17.223588589360617,30.251056192423377
105,-8.430261773479277,63.26034971292524
106,-20.835089071674005,58.75558399200476
107,-14.663871365923228,77.56092300510406
108,-21.965617152450786,52.24170340467893
109,-22.525862256720696,63.38022517817446
110,-11.277942380842488,56.11628819203769
111,-27.322863331063814,38.39303325450449
112,-25.369713103416398,27.353406627139176
113,-14.651952181634456,37.249204603483015
114,9.113475482385729,50.36597927512038
115,-9.997828355686014,34.118995831775166
116,11.198809524230576,59.00457829799946
117,21.06523759764236,6.966118069384372
118,-1.3969491097190831,14.460611088428742
119,-15.075658932698325,49.24689247082361
120,-4.170441449788457,46.27872732695521
121,-11.528722082576415,67.51894579645808
122,-14.074396076229249,62.078471988625985
123,1.4196525221712184,31.74938498720454
124,-15.118444357820911,49.56738622595976
125,-9.107857450173903,56.99823573540416
126,-13.021143323797729,34.942539060492095
127,10.267599060929236,47.41716301217248
128,-7.851577002161088,16.60368859330676
129,-24.735577223810818,50.45893550815553
130,0.9947489544722927,50.871652716751115
131,17.38259182082424,33.5450547316845
132,-31.45870622633953,85.18383644294897
133,-19.015073862690485,37.780866864656126
134,-12.860418645355974,40.464840841619974
135,-7.499827036772038,33.77752849429408
136,-19.024516937886812,30.98788577691965
137,-33.33362783551838,61.16482097321281
138,-2.537728299263615,60.061425293790805
139,-8.345577450261567,43.527890198451686
140,-11.91732046057746,32.52027308787602
141,-13.542179868608507,63.624646945345546
142,-21.136723196830886,48.86318239217746
143,2.359718631515263,51.135930116939775
144,-18.100767367506634,32.08034440161265
145,1.0322981503446913,28.6978005334238
146,-25.341067194629833,34.25885813855615
147,1.1937267988640285,70.87925009475214
148,6.3809454387755045,27.086957528628552
149,-5.523089110279612,56.66462018856415
150,-5.240137497680327,40.05142637532089
151,-16.596432947220933,65.64662751280314
152,-22.660721076422234,50.84953994290386
153,-6.748189664706402,62.5119644323306
154,-17.90913947670137,36.432709447945086
155,-10.291824784176487,59.925815723899284
156,2.2206432771313915,57.34566069868151
157,-11.612020650000456,56.11630360615383
158,-21.766071228161536,63.25265588583176
159,-2.547192092902897,38.859361955924875
160,-8.281731871147713,30.148527520723146
161,-2.7424162144028017,32.724789809921795
162,-4.611472108667567,45.90168295906771
163,-6.250491047960449,57.206668591696875
164,0.6373039600640826,23.916966770321636
165,-14.427245726813231,24.25489053546208
166,-7.962855412982121,39.38062959735873
167,-14.229822969698933,59.94474389603156
168,-26.72906413331452,58.144131751896396
169,3.5331000490493905,32.43534913953494
170,-24.414031958611254,57.76473793390862
171,7.799345260481931,33.121077712157216
172,3.33353167549348,47.77236933209124
173,-7.370366700469333,36.54517932263505
174,-31.271406751926815,70.54720590210862
175,-10.877962098537868,21.08251465183593
