unit_id,ReadmissionRate,CongestionBiomarker,do_diuretic_titration
0,57.892652616572185,48.96545694270298,75.0
1,49.15087111049491,12.955869768740058,75.0
2,53.46885317480284,30.568066237168033,75.0
3,38.83610812654853,50.65824372680021,75.0
4,32.62252506020348,-20.250409805740258,75.0
5,59.17853265741205,54.58726711865147,75.0
6,57.27517692267994,55.92033034102363,75.0
7,41.23519989925433,39.85575636298688,75.0
8,91.02009979048253,45.81177388425924,75.0
9,59.28702724655861,45.34278134984759,75.0
10,28.327710914551563,7.187393387102215,75.0
11,73.33666589944002,10.458281008339569,75.0
12,58.34086213092148,9.788416819181652,75.0
13,87.50398066923375,34.67454619443408,75.0
14,79.29569319896265,69.2539639758987,75.0
15,17.662344047835543,-2.6828334431140863,75.0
16,37.1188275795351,12.087778475735883,75.0
17,38.80347688902302,0.6619299584145253,75.0
18,55.8005832226626,75.91837283025546,75.0
19,72.14407062019546,39.68285186783349,75.0
20,55.7468779929975,9.673757693353334,75.0
21,39.10772774913196,-6.839696595436433,75.0
22,82.63979372263232,55.5492620593486,75.0
23,41.24234166792732,32.614013923198264,75.0
24,58.6954955490501,48.03111619235079,75.0
25,44.71651984169752,-21.557612118342718,75.0
26,33.582738719754275,9.357471879783425,75.0
27,33.02465217142742,-1.5256530562706807,75.0
28,59.52424704170119,5.7820182469865955,75.0
29,55.65063537007506,22.707123619635876,75.0
30,75.71384796834268,-6.335020161582904,75.0
31,41.95289101071055,1.6726608870087327,75.0
32,44.0603407028909,18.251237124834315,75.0
33,48.26783247205444,100.80019734385283,75.0
34,47.02142522582832,34.149294648422384,75.0
35,61.662222017789254,52.71953706354602,75.0
36,33.103777583315974,-4.167510557903418,75.0
37,35.31562470966196,17.883494037299222,75.0
38,32.85655000924824,12.751240977455693,75.0
39,96.65969770077814,54.201723343449245,75.0
40,50.79164321103768,-9.359208157086496,75.0
41,80.04330502970326,77.73429964281851,75.0
42,53.90117980477695,29.84538872877624,75.0
43,36.86592545433571,28.776720048503776,75.0
44,54.48017944759597,33.66852943698246,75.0
45,58.97410205917389,-3.2341942422740466,75.0
46,30.35670858062459,31.701580126433676,75.0
47,15.685653912300632,7.967308810801249,75.0
48,63.32668773648372,37.48723956459961,75.0
49,32.513907653584916,-24.155731716584118,75.0
50,62.24665146523395,50.323887868872,75.0
51,50.889608109854315,21.217255800539125,75.0
52,34.72863034085969,23.392636442961038,75.0
53,45.463408988537715,17.98191282670993,75.0
54,68.00145663179671,14.420873885450632,75.0
55,41.014543083779195,44.90315033998059,75.0
56,70.505269823103,65.88901427125222,75.0
57,63.174108943509495,27.951288750025817,75.0
58,42.36898747609572,10.662449055970928,75.0
59,64.5847348246834,31.909128340038656,75.0
60,61.17588396232108,50.515159177495725,75.0
61,57.343223249805646,41.8111993255243,75.0
62,29.169112092052877,43.40222754319579,75.0
63,54.81600577132189,36.59100218615792,75.0
64,41.3721361619362,6.4312209053862235,75.0
65,46.84368062081287,-2.7457771304904988,75.0
66,39.569931602079336,-4.817424437036234,75.0
67,75.74782647278776,50.249537389648985,75.0
68,51.243965529686136,18.572734246387675,75.0
69,60.76175290030798,39.606418638711574,75.0
70,38.92475256008159,49.102227905961634,75.0
71,65.25767708576917,26.071927330339506,75.0
72,55.58349472991218,-6.613320406674269,75.0
73,43.12269325449899,42.63410505433343,75.0
74,58.37840283197641,36.54995514883106,75.0
75,108.83967205461815,98.75494544136885,75.0
76,71.85704060292042,69.31549912865005,75.0
77,31.961989397350788,-11.4551044753459,75.0
78,55.044813621000756,76.57551419489158,75.0
79,63.430749145279876,26.243188254477275,75.0
80,60.67737777052661,51.97626996861299,75.0
81,61.06843218524272,66.39592167714667,75.0
82,74.54338914252882,60.551009596552845,75.0
83,36.933628038770415,14.753298874414874,75.0
84,51.24217130122053,46.468475115792586,75.0
85,52.143381088179204,47.38563070759401,75.0
86,42.487537529373974,30.841508395525437,75.0
87,59.33391890560525,37.91011051548989,75.0
88,57.5365866396483,38.620608828644684,75.0
89,42.384619595989626,14.449502916260052,75.0
90,65.15868930204253,71.82253444817337,75.0
91,44.0003456027554,19.109408430903585,75.0
92,97.37073058517612,87.34052265935033,75.0
93,53.017536072652604,28.86873748437207,75.0
94,40.324752756142516,-6.952010866734511,75.0
95,52.29043398407771,23.780027328366007,75.0
96,41.42799444647681,35.57534706049801,75.0
97,50.970354025624864,39.31142972258448,75.0
98,49.52905501914792,11.367583830550835,75.0
99,54.325925867752495,34.78895919654183,75.0
100,41.93338646466479,39.028881500042175,75.0
101,29.03202627374483,48.53680191095944,75.0
102,49.36312823717576,23.162146975680496,75.0
103,51.56859074007141,0.7800786614723769,75.0
104,31.435305470055297,74.549775591654,75.0
105,44.91947249166159,30.674498550928604,75.0
106,61.58498854479932,59.530064685642415,75.0
107,42.82356187569527,11.926313680718053,75.0
108,66.98404626347347,37.59674919072607,75.0
109,25.825445353367797,24.239708978643264,75.0
110,30.631210130833786,-5.695124946730903,75.0
111,55.53121303201924,25.12853620266301,75.0
112,60.77726942520914,74.29727422590136,75.0
113,60.53127663495481,50.329794705777616,75.0
114,47.44138342665178,34.97065177287655,75.0
115,29.521352362833348,-23.892907058116492,75.0
116,79.1153950166859,52.82642834388758,75.0
117,83.86273912045705,66.31165435637274,75.0
118,26.960824578134115,35.95768854550177,75.0
119,42.08159973919431,33.896848205047085,75.0
120,93.83251349586536,87.19663211080098,75.0
121,38.01930058075625,-2.197265218822654,75.0
122,61.791574502694566,54.60682611885984,75.0
123,36.75518794792601,19.102466965452205,75.0
124,65.73386483931951,31.5809681062356,75.0
125,53.96864513735642,59.34253425211744,75.0
126,44.98012655114028,51.03428753384007,75.0
127,58.20394607744315,50.31632315213825,75.0
128,77.00840576825644,54.25378236120646,75.0
129,24.288345408691068,-7.1946363594935505,75.0
130,60.081327562922674,22.63252771801173,75.0
131,40.39454744744065,0.6517001387453796,75.0
132,50.516087325269325,41.7165999588511,75.0
133,44.2092971301458,52.98920967004117,75.0
134,29.79675134747106,28.859451117665856,75.0
135,83.74765516514134,74.68738438861008,75.0
136,55.39738965466913,1.3180181709184744,75.0
137,52.59322588252061,85.708899516977,75.0
138,39.122025224979176,8.182590343344117,75.0
139,68.48128123413358,42.764582829756144,75.0
140,47.9374693666181,9.797258035240887,75.0
141,45.48854998301344,40.65038752454839,75.0
142,54.81024867465627,44.9978231081812,75.0
143,73.20205217968488,48.71518513472354,75.0
144,58.315611177385314,26.778282045709208,75.0
145,50.75713281702452,24.449380101812125,75.0
146,83.71288219866008,78.46867553311816,75.0
147,35.79532096203412,-26.011438073488787,75.0
148,71.28993849257509,60.22594440940112,75.0
149,49.37439976230456,-13.732287641823781,75.0
150,87.74370302447741,13.426737112699854,75.0
151,94.11766669414092,56.97729108634368,75.0
152,44.68191079455424,-3.422366138282584,75.0
153,48.08138362430329,40.51959300064957,75.0
154,53.24148355146065,6.813136991979263,75.0
155,45.595071036627765,18.475678144465164,75.0
156,68.48007176444592,59.665485019498895,75.0
157,40.26590440104054,9.503736386276763,75.0
158,30.307159130738818,27.874613547849698,75.0
159,89.28841712256674,37.60106778092887,75.0
160,37.62784660598461,26.024615315542803,75.0
161,75.75161788848831,46.83673143899182,75.0
162,36.551565919039064,19.0145441757639,75.0
163,35.85178326174575,-0.6080937866891016,75.0
164,67.23124454077936,24.82637884350285,75.0
165,71.26286751898895,48.75459376998142,75.0
166,54.6510244700115,32.765156338838175,75.0
167,61.28877899775186,53.00944313216178,75.0
168,55.842728470869226,31.78342973531811,75.0
169,39.113989375084266,-5.877993972988431,75.0
170,53.77942070238506,74.58325077617812,75.0
171,89.80759972091663,77.679807750311,75.0
172,67.82608341141113,41.26114772298056,75.0
173,35.10337623197719,-4.818427032127289,75.0
174,26.439185262286472,17.57147758996714,75.0
175,51.01647749417577,10.907780558623438,75.0
176,54.455992095390194,60.73510448146023,75.0
177,74.60726546307222,64.06062277929887,75.0
178,39.93583961027693,-46.00018153858203,75.0
179,41.62191442202995,48.03679160109595,75.0
180,42.3344571715034,-26.829069368951714,75.0
181,71.9416779659348,-3.526796037085589,75.0
182,52.078125176250104,29.14844909306538,75.0
183,33.8250802974235,0.6879924705780454,75.0
184,35.02303586371176,-0.9897580427548061,75.0
185,54.88738851757149,54.250913634988606,75.0
186,73.74299884745042,54.538492366231786,75.0
187,66.37787250678957,35.79338432554658,75.0
188,49.03344278862629,25.606351932960067,75.0
189,77.45223086037484,89.4219043531944,75.0
190,55.08090309017257,27.689914382847007,75.0
191,96.09084076015196,74.4430764312523,75.0
192,50.92042919807953,28.475032628744096,75.0
193,54.15236685945725,36.947002759028045,75.0
194,30.71808089262928,-23.751568411406545,75.0
195,27.221063817932855,13.421850591912301,75.0
196,25.808054783656075,-11.5943019561853,75.0
197,91.10252078636728,69.77566513213715,75.0
198,63.66349412151725,55.20133720261918,75.0
199,60.16827790155616,71.89628981987548,75.0
200,54.57599903297243,20.46625415961807,75.0
201,56.85399772340221,56.53334873736872,75.0
202,53.87250018925771,-10.90412002402585,75.0
203,81.49687377705104,76.29832112009119,75.0
204,51.82706360178812,44.103533700788205,75.0
205,60.32746108225218,52.331734733520456,75.0
206,103.3880076385908,74.1108223025482,75.0
207,41.00372618672916,-26.705399225054844,75.0
208,40.791993023408125,1.4685943129909198,75.0
209,44.06725567439755,52.19184763756721,75.0
210,42.64613270414317,33.30921336409412,75.0
211,60.65096467107597,40.77752460439079,75.0
212,38.57458636741704,6.334753893914382,75.0
213,75.5970914676307,46.1857554771188,75.0
214,63.78221955235504,51.65746104138027,75.0
215,23.07671038831222,9.965452285501486,75.0
216,23.563045420274893,3.494599630882288,75.0
217,75.95037373153083,54.61630840191157,75.0
218,44.1523482309499,4.54957386080566,75.0
219,60.0622172062189,22.537361859751805,75.0
220,61.725801639360704,53.50117579684785,75.0
221,23.751492286644265,31.905040866108983,75.0
222,46.77426648996497,21.85395523855115,75.0
223,61.12318499808479,45.40448222699948,75.0
224,81.27681754201382,43.32281182814597,75.0
225,84.79688589061445,100.75377744629033,75.0
226,40.78746849236756,-19.831075427945706,75.0
227,65.66388572048989,82.13126755053743,75.0
228,64.72657850794147,72.21895878699428,75.0
229,42.800242385587545,16.02014852369326,75.0
230,61.03299647788025,3.9596601705254315,75.0
231,50.74755777879623,31.64801808123721,75.0
232,33.95533086317053,14.93412725223751,75.0
233,43.488389428132635,15.13765753885589,75.0
234,48.83965873150035,34.004923890580066,75.0
235,42.33422873298086,-26.484652743091182,75.0
236,62.85887681467994,51.71856081170009,75.0
237,81.05000778276238,62.78728776170907,75.0
238,45.54982732224458,-17.527261813661664,75.0
239,54.18049409641763,30.545821144164385,75.0
240,52.21210540347923,31.051992768145308,75.0
241,66.5374705993298,15.47827197275275,75.0
242,71.29661473880059,40.17252239329117,75.0
243,52.35478073603889,-3.3174212572112687,75.0
244,36.25413960561265,16.115745817056247,75.0
245,41.44798485394922,-12.447323895762326,75.0
246,62.747258248369704,16.5113292259628,75.0
247,71.24593492795958,14.474567349434487,75.0
248,30.284420630867462,6.48828125394418,75.0
249,39.90269658840152,35.017076273763976,75.0
250,44.104957645612984,14.454194424752295,75.0
251,50.45523270005808,62.53198797613515,75.0
252,43.34301160290926,25.078444312839217,75.0
253,49.07766924327203,40.35305484438334,75.0
254,51.3066319334323,21.925798497228424,75.0
255,56.21213396631613,50.91773553684652,75.0
256,44.69183399829186,64.84517961217463,75.0
257,67.6027523835869,43.79864429460166,75.0
258,49.83972096062071,28.697464443154068,75.0
259,35.50958857296057,19.659926326076825,75.0
260,67.01855900788499,36.7418481068195,75.0
261,40.557459548268696,2.0877446444023384,75.0
262,45.525798472387294,1.948580594474656,75.0
263,38.2621311308609,22.42901681251405,75.0
264,66.82253733847244,23.826018877619816,75.0
265,37.69766024245083,-8.052526044559318,75.0
266,63.477197654477536,30.214251475214326,75.0
267,73.37302193972451,64.98358097958287,75.0
268,64.48911114461973,52.814389954023326,75.0
269,80.87353138676438,108.3253061850771,75.0
270,61.320870544791646,22.23407308616199,75.0
271,50.72847085467597,34.11601673965846,75.0
272,58.10314488267642,47.65683393757371,75.0
273,57.599157411367386,23.779351746926487,75.0
274,72.59702654011494,29.950777020540425,75.0
275,45.972089717063945,19.87078918105771,75.0
276,61.733401517008275,38.65918866247249,75.0
277,46.483178611720405,-7.134835103259977,75.0
278,37.33563128500671,21.650051018086828,75.0
279,78.40536948203123,47.2578548211185,75.0
280,56.58912176222357,38.988347243235594,75.0
281,32.36971067604197,19.933198023022165,75.0
282,35.759114739090336,-9.295678565754375,75.0
283,51.100901303614926,4.8502319702714605,75.0
284,34.64659651951092,2.6732721098727805,75.0
285,50.99579544085693,10.878669290998728,75.0
286,20.630277132386194,-17.066225969710963,75.0
287,42.67786431075288,28.923975597580903,75.0
288,43.28041559986978,0.6785395836582673,75.0
289,43.54338861684862,-22.243730972374845,75.0
290,78.35481480802513,26.599225481676108,75.0
291,61.48502824514286,44.18160752261416,75.0
292,61.43831662165774,40.77039536406965,75.0
293,57.175241461421855,51.007192210584904,75.0
294,26.577163857895655,5.920988488210456,75.0
295,88.62875691357395,80.84121623243523,75.0
296,32.433276036841775,-1.2141367062079116,75.0
297,70.99254008177326,38.202222335558986,75.0
298,74.92138416051003,67.26614160740397,75.0
299,31.187869811914265,39.319356641025735,75.0
300,51.824818601458404,27.956145741878643,75.0
301,53.68889650505169,40.362978399366185,75.0
302,64.23744001913833,60.61808577039034,75.0
303,44.26454127789795,42.6417225325297,75.0
304,22.131392766981367,-7.474283085388402,75.0
305,36.420232325098205,-22.561475305714136,75.0
306,30.198851414917616,5.62321422878182,75.0
307,63.76776978791682,51.89867626233051,75.0
308,70.33827166400656,91.76701992266919,75.0
309,44.883271601934425,-13.236706109949107,75.0
310,46.44947753622508,38.01810125480104,75.0
311,53.3621534840016,33.106289543047815,75.0
312,71.3384130754387,78.37215937764257,75.0
313,66.67863132010737,72.52344441254255,75.0
314,81.77103794509573,79.2312747654827,75.0
315,89.56056716974592,8.785551753241037,75.0
316,68.23043959534976,22.997067633518476,75.0
317,81.35211068143542,53.62971719207836,75.0
318,63.99307298366472,58.25946558917994,75.0
319,47.66292920220928,-23.163406584229556,75.0
320,36.75777041541112,37.646024884620985,75.0
321,56.45030708578688,29.63675000163449,75.0
322,50.79993870688747,51.00172894301106,75.0
323,52.20408976811367,54.87214057653179,75.0
324,42.93471107062498,8.479991232304211,75.0
325,70.82578164310296,30.81214776449327,75.0
326,34.36181755683573,-25.162921751054192,75.0
327,66.62870694851138,58.84515294775872,75.0
328,38.13504657552979,-51.13354060883871,75.0
329,52.087934203577646,86.30376923482879,75.0
330,31.818567916978147,11.739352371424479,75.0
331,38.014996148589745,-3.5307877929801332,75.0
332,57.56287448823606,14.682709343893151,75.0
333,41.00436298515459,34.71713512796512,75.0
334,57.55946609697621,-2.7176427909757237,75.0
335,72.70656527737144,27.03820432017065,75.0
336,46.14898571844082,19.275948499442798,75.0
337,39.904349148391105,12.42127021544084,75.0
338,46.3482303866629,28.04678234208143,75.0
339,61.05703778180446,77.2992601614917,75.0
340,64.40760354554983,80.06586286356139,75.0
341,61.223019891747654,26.073070288649397,75.0
342,57.56081683281977,12.089093526028869,75.0
343,30.93626775854957,-40.596419940074455,75.0
344,35.98948644910158,1.595477841908565,75.0
345,36.80885556576495,63.044748090420484,75.0
346,21.34161095723306,3.5722911422122285,75.0
347,59.73524379924714,87.34000266891938,75.0
348,48.98887018270078,17.450500857336685,75.0
349,30.765475838689234,-11.349114862265582,75.0
350,41.95999297817494,27.225139164867596,75.0
351,51.12067748009447,9.872401544570641,75.0
352,65.76806320193059,57.730513357289226,75.0
353,58.06546203347386,54.477657935777394,75.0
354,39.04755266759311,-3.9812585393941937,75.0
355,51.9216965900828,2.2533406310412474,75.0
356,38.305747542754645,10.558935183549744,75.0
357,77.8029605461893,57.142049932138086,75.0
358,56.81105177671846,10.452778545793883,75.0
359,46.1258783156392,13.378572978794102,75.0
360,57.184716261181805,55.35309208877767,75.0
361,44.117891271855974,-11.529087990809288,75.0
362,30.718560978335976,19.411437757355042,75.0
363,42.83653360219485,-12.06905664257721,75.0
364,51.0361751656782,41.74948913590512,75.0
365,24.383194052903924,-11.559426954965122,75.0
366,74.20610353819592,54.3836588651634,75.0
367,58.03886184765755,2.1521452817110998,75.0
368,50.00250029048759,-1.6449475226441201,75.0
369,67.65539617521762,31.439857296322565,75.0
370,33.14025845510611,18.013246805379588,75.0
371,24.77745344034564,-30.468364060953952,75.0
372,46.89128980632283,30.983135691879127,75.0
373,24.261513037372332,36.1019941661982,75.0
374,62.27267658750127,28.652973084523957,75.0
375,80.14456443790311,105.25964148509081,75.0
376,36.52961354705879,32.12519289204916,75.0
377,44.87167769741101,20.326631476992524,75.0
378,65.82634382517823,51.16355078738619,75.0
379,67.77706452728344,59.72993994594252,75.0
380,85.80850391676677,35.34745669072667,75.0
381,38.07068006665233,8.424165069273416,75.0
382,85.06161453453885,43.49072203590117,75.0
383,68.27509532733167,31.037471134403045,75.0
384,71.0828021469953,50.57558336135732,75.0
385,91.95959560048782,65.65878879124836,75.0
386,41.967745740384,-0.9518085475017575,75.0
387,51.29112154530769,49.11931268311721,75.0
388,85.60116593872061,81.6922445336361,75.0
389,50.790959534913796,33.44546937535153,75.0
390,37.32419510957927,40.442070797524025,75.0
391,33.85720980984427,-19.584899418455784,75.0
392,82.00869790586852,32.70973865470696,75.0
393,46.31032395267578,26.024830446410515,75.0
394,47.67380017079143,37.99120332322016,75.0
395,22.4358295279046,-23.32792455152599,75.0
396,69.73201419739014,62.28422138630997,75.0
397,42.78473328025952,23.419356168369376,75.0
398,41.77989248062363,83.9868210385817,75.0
399,39.0551997688783,57.165134894037124,75.0
