unit_id,RackInletTemp,FanSpeed,JobThroughput
0,62.94451073351491,52.12583086022226,38.8383664305187
1,38.858095948228886,50.65208525913677,23.374631844126558
2,58.576037694065434,60.24133185270051,3.7567357413906057
3,77.34429332998181,57.026990846294524,14.379129944091732
4,66.01527633087758,64.57595248269925,46.41512768614874
5,69.35863715306819,52.91858383118559,28.245528139707577
6,47.32812002094474,71.32143353095302,18.368147695921312
7,40.44012261085403,70.0597423049896,21.772907398484698
8,53.72430878502894,72.963105507956,42.954543513431666
9,67.29562758595824,50.71865071278508,13.346010792261746
10,66.17912327070293,61.25989714354096,0.22712040699963554
11,52.12464788525852,53.69498014885499,13.727935416717793
12,36.89833309703001,52.56045133886722,32.357267724975536
13,66.38818840107018,75.15438226526767,2.302840796851652
14,42.23364518974996,65.0609479956933,20.01924597697891
15,54.19428093668291,52.22342166550255,27.116766399496562
16,53.54826552726078,63.75141962751255,40.66609163812283
17,54.55180299006307,48.495388275485894,3.514050679922036
18,59.26178424539925,63.385391960986944,5.89962485043267
19,48.541123239653615,42.97271289038471,19.72891938505508
20,58.86839317348602,51.0237941480142,28.827462626226332
21,50.382765580393276,46.52642617059013,20.557606815361005
22,68.24471885973185,43.20111480320313,14.33393760440622
23,40.170837139392944,34.59536042804254,45.40157188250126
24,53.20734506166935,77.32777390384337,14.606672903698852
25,56.98652738033708,59.68927120603229,13.47838260340962
26,54.84029362505763,60.16279960892195,26.59071479865908
27,59.5289435480514,46.09213749620242,-2.820273383182472
28,44.88764773584337,57.4346920581494,40.475210809156806
29,50.24686061091969,60.8690349511135,8.496669528206654
30,46.92141527767274,53.14183608847985,4.718556458388304
31,45.78867686395973,72.27877514688969,22.344229058186947
32,54.7243466923038,53.41486877938846,17.358551207536408
33,45.29577674029335,50.8408663130293,26.978706842487224
34,60.93933885118698,62.74173564653013,29.585136000438474
35,48.92500568641745,63.63440507711404,11.714405326794576
36,52.57031456327607,57.2589077044768,18.68209996393326
37,51.11459296685005,75.48589259857926,3.9504293620940345
38,46.24465031639708,52.681469054047795,23.96840487663963
39,60.02389526371858,49.533703838597475,22.043518920399514
40,53.45319546185061,57.015584816429254,10.875015869296032
41,59.061341869748965,73.03089726139294,9.011263460146235
42,52.11401725064217,49.88860396750538,7.641916284208324
43,61.92104797106596,67.79955863221362,28.835468737391356
44,52.33357656644538,71.39976778005366,5.872821418197272
45,61.74709824855239,64.94483224845688,11.176749257138113
46,69.55384668237542,62.15548124944985,2.137095160276154
47,50.858078728118045,54.63913416187543,27.32723780986658
48,62.690324721766885,53.586579498456665,6.101971342871518
49,44.67994208784089,60.71855425499908,19.50694125239636
50,58.1083293547923,50.37740628655143,21.366095585288118
51,53.329926953454034,77.3771943153874,1.9035697433200536
52,61.015364773724684,58.56116005925045,25.849098863198396
53,39.93202462209799,45.88855737671878,26.634010961335843
54,51.91787686813797,68.5592672656172,25.769891161334648
55,75.21844008350227,69.77683667012808,25.719437195536127
56,73.2659568049008,52.74072435897963,20.295034459613138
57,72.30316345051995,53.55341314886532,34.214203165072654
58,45.882751940338736,63.72068644714231,22.09878699709651
59,49.916561241405425,48.088803640068626,18.147349811629223
60,81.94151781170602,59.86404582674235,1.1254266376688289
61,49.39293986583537,63.93330535397517,14.88748695722489
