unit_id,JobThroughput,RackInletTemp,CpuClock,JobQueueDepth,GpuTemp
0,0.32263724857025267,67.87168808333934,45.929419594010774,51.09953946571708,61.51774463966395
1,11.695177647433983,60.24379389296641,58.352409999892515,52.74740089393892,43.57946030172871
2,6.119684110892251,41.56512244216587,53.01266639654162,34.620482823794156,50.422618722404955
3,-2.6938436333067735,69.68758846169999,37.41690227638322,54.1254090667438,66.15892977047116
4,21.589501387777467,47.964846749837925,52.890781171567426,66.56456518049949,37.78869343823334
5,14.231978720533379,51.967155471152736,46.86002737934734,41.46240652089326,32.90555740844403
6,12.655236811753674,55.84392265050256,54.81921918001523,36.27811232675038,53.540106129287956
7,21.47764218704057,54.34329225963259,51.18266877161492,41.159997033441556,41.27927032840429
8,8.80415860009643,51.28471087754955,47.20232789247196,69.9729125656158,35.21399514184247
9,5.491291128311821,66.69862033941119,57.02077958301654,48.79436184946784,59.98197412022532
10,11.769419839618042,49.905461993512546,35.11851775415651,71.54812789762265,41.37496326086596
11,16.725996648463955,77.02999509578255,60.239034976032244,65.20112296253417,41.8744899314846
12,17.658242464375945,55.524262003546625,67.00924048678995,50.4087736327951,42.401203622930154
13,19.179901075740496,48.61633868164845,47.895893913728834,47.986243991641274,53.468875104151756
14,3.639767368435627,61.91687686409966,69.87566849069827,73.94934214760795,61.176106109305366
15,17.113114441760658,65.54221236205692,53.62519860633441,51.969838677719956,49.82338209511485
16,21.057052887016347,73.69207582225206,43.90799801472503,62.28338286314777,43.37866888785924
17,13.068162420902992,49.42682679756145,41.69708407624096,52.86326894080549,52.19150131671083
18,39.62615223487417,67.64739285555076,55.20374330115787,55.56871537355963,34.3640440255998
19,9.703808564135564,47.29698572412395,57.54762146170246,50.01073522339002,55.27966778184397
20,13.952269244778794,50.64149507309586,63.66076758515952,33.95861153003125,39.62606927366211
21,11.529468855853079,53.25539205142135,29.170079328776456,59.089564224411866,44.97922641414148
22,52.222028452308415,55.446286020440695,52.03177126314987,32.890159212785406,50.56600700428946
23,17.623163262915607,70.0106527553718,55.34934740662622,21.095694265995547,42.24165400152815
24,7.310179418064231,50.7557007068435,44.29856805716242,63.290694139479434,56.439657439207416
25,-1.1615839060266344,53.11022370080929,38.99559128744605,49.339567702878476,47.10267752436301
26,41.1326694592382,64.1428228824254,44.41829047800853,26.329433548106305,39.21645314089352
27,18.263208890836943,50.014769916986445,38.50006733009286,36.03260542296367,45.33548711594827
28,2.222200634804865,62.61795791336178,60.36709827911548,58.68992204273005,59.60200809345596
29,21.719430058589587,34.88376221473046,38.068787492005875,63.42028649678518,47.055517440716564
30,21.996999979677444,57.57175971393616,40.49547609886929,25.86359816786938,42.41038712128938
31,41.69965775941388,49.190672841001714,48.887352911946195,28.26329572532571,41.13594382359802
32,9.032706063512627,50.70657315057915,59.20331561975302,52.06479403334343,78.7504724497528
33,52.62691341833571,47.901083842328575,70.16367283210273,42.68735579361092,47.47623057669206
34,39.56835872660195,50.631677141974805,37.66834351825649,31.135040378502033,39.347110215622095
35,18.42180539758736,35.46099450598155,58.27201478136558,57.25159323038818,55.200901709315396
36,33.073298747042,44.176779423144374,54.69319448932141,31.926621508637815,70.72302991355394
37,36.62941255482454,61.29925692069754,55.54567292400307,51.2698435901525,56.486650845194355
38,2.085074880069611,60.755742501940574,43.50369665048558,50.456170882081196,40.76590816593669
39,1.6619454226436732,76.64453815281769,45.86592112933494,79.10521408651321,47.29527462457746
40,-2.5960178635417464,61.30239638573383,45.09547165571163,35.57460427300487,52.51943192283795
41,7.213515265109776,73.7745946028264,45.79144530055233,40.73966167277802,42.56941229479432
42,41.63303938553269,45.92680108299487,51.796177671781,58.39032539937472,47.84674869426699
43,18.650638683005194,49.418643600543525,41.75659749547688,59.43620898246746,34.94083349064154
44,27.247959126561973,60.131498093995596,48.9172592797785,78.38122828529521,34.209266832648595
45,12.021533609421068,65.80469333579771,64.33518828984025,70.02642509078791,56.46130314830565
46,35.60113146927044,59.06780663574812,60.11197692529216,53.20855197311634,41.08538671392761
47,32.50888821704574,50.00346608212576,40.75051287632077,61.8884060803374,49.005765708038744
48,12.384309356812164,62.928359502713775,39.260878721597486,45.62499923386392,51.82126092372735
49,35.59415519589866,51.02163175757067,59.166578700951156,58.88485552600033,50.07770205217983
50,2.1340583449065997,69.05297821156606,59.4962306678868,51.89654492654741,55.84113345988779
51,11.642315190322051,71.22084622113594,44.694193531751466,45.57320562190611,30.92131214911921
52,10.346058484695199,55.67628121527923,46.84381964115374,67.60728826192864,65.76720387790053
53,47.94746391638804,44.791835518549455,38.26398645976071,45.07873441953286,53.80795988050127
54,6.0832702488624575,62.62082979245921,53.188396832442734,67.60305200105545,27.537832418876892
55,16.248681842224517,64.69921152694157,47.570585412803354,45.0259991732048,36.02493189024609
56,11.127067873045506,63.68146126590707,56.48575381964583,28.086285441070988,42.948884767006895
57,23.91245058568837,52.53262491056948,61.89075765407354,52.47608640396613,52.90708456406794
58,-0.6672431915392458,67.32442699233361,52.76733193567647,36.76344858930813,43.02453579137229
59,22.683453940758877,25.542661998153218,45.62632223206489,72.82674665491172,35.50163733175286
60,27.64428788607137,52.7588546690473,60.74674651277664,58.3725673010884,47.49268142480939
61,6.15358007373993,75.1345017146738,42.49409478134147,57.858067908827884,57.30324951721924
62,54.153536996218605,56.206731709838785,54.06624580982499,43.3457778683555,60.496534739464735
63,20.08103076030344,57.3064983086967,66.91659595086658,71.78479665945756,32.96049466630331
64,-3.0408793148711397,69.9314416220481,55.41319429551417,49.908299138223974,64.32386757059173
65,8.440728813960177,47.34632798383375,41.90226371075646,45.9161948661151,59.77422538959008
66,11.351708726499558,44.37750389229109,53.10769459285791,43.32741284991979,55.63055122218608
67,12.378495858229073,64.02545906468367,59.20882456744362,49.312355590312954,59.057528543320046
68,44.45980946399807,59.254085169242245,51.53792206901109,64.88957918548829,28.066764083216015
69,1.2987940575669148,48.691279611925694,49.76632247433572,35.08227064691656,46.968710886103786
70,11.387520951282715,38.922635401546756,36.80533257587409,36.28515337690644,62.16095462705525
71,8.92933074825288,55.145907339909314,46.630499635413834,67.29285792617827,43.54044603563128
72,21.989787715996616,53.80489993318246,58.61926853499293,38.33466450631755,31.341585857716026
73,0.8327084362994372,60.088680344323315,51.121651336940346,56.51028282969434,67.4415922921602
74,9.714391432727108,47.51687261276547,49.5846078848761,40.96290367206138,39.33123142439996
75,4.41878372827718,59.68748334005504,57.0063716647477,36.284553431843705,53.51444457671563
76,11.555784585472816,61.4834046558037,51.628279213444145,54.95235400130921,57.7213240219767
77,-0.5785304918971177,57.29047781789655,59.61851432484367,48.70834431389604,65.75591172123264
78,14.2820191620198,55.038317476087755,38.332926585068655,48.47820031710735,45.097362637164885
79,18.493234579070744,54.66945715588258,59.78424287229746,41.38186417802532,27.94403187281206
80,48.66842251051487,60.43069674416597,40.0726049519087,70.86824807822401,53.07826596489828
81,26.743450736297845,51.76952539017732,46.367936579290536,79.19526323270567,62.55645279267096
82,9.004529761765788,52.75220874911399,44.40140109000792,48.54922318558362,47.35311191758914
83,50.0282846059882,66.72880936045868,48.63266184394834,46.62536073915455,24.14811752879039
84,4.720872203699888,61.23859589764941,42.99464998378026,48.38775545809526,34.53285397493778
85,8.859310029946878,70.25179286684164,51.24197866149948,55.822399997278566,54.8875158113839
86,19.90177774732885,51.563404543577775,44.480107813762174,41.39910309713226,48.57660960670811
87,16.100569512010512,57.21208984700286,52.601236317029276,51.44428884456287,45.75469827037817
88,6.686276812807848,59.035675494533585,50.66209781746242,63.58333899087698,51.675343945638645
89,14.072397750363049,71.29751102243534,64.0187627639485,75.25082496039717,74.27578343983232
90,43.57475905677549,48.59851934693967,46.85303684503481,50.7939386235614,50.164067481799975
91,23.338412130874158,71.28129807796654,45.30398876046615,50.97676701356876,42.180365847172276
92,17.121379364087076,38.937915876819964,46.287007075743176,46.08770498566983,63.78975710801861
93,28.664951071879496,47.88623065128263,47.596521104208804,66.10344786882742,60.08189012766556
94,33.249936116151645,66.18239820250636,41.33802532220976,52.27415699594916,49.77822232564523
95,39.65475495092946,56.14564118887227,48.73100743288735,59.85291103824527,36.037774925197695
96,12.24877929637519,46.55879715994908,48.99271544167011,43.88020139824307,38.48507315950194
97,24.536866474721016,53.371901533719985,36.687029784437335,21.173803427671213,43.944528409083155
98,22.966747459370254,74.84504804654777,56.377904282749675,48.596161243450645,40.40370725177604
99,50.27454978162609,48.211884039587076,44.58222703080987,40.0820676906528,53.96382091127876
100,17.144157872559322,46.224470125768114,51.19186276710734,67.75911390603127,53.30602488622091
101,5.582233900385484,55.973915589986944,49.70988274315256,42.73202910298011,45.0925274315656
102,4.174062324368196,62.476419670145354,49.73007459401429,47.30939585313015,43.53615049374477
103,7.13259773486931,64.06393274576318,39.46614689874537,50.20284819236811,38.366251470081295
104,8.247179858984028,56.7006716304006,47.63877442418909,33.765058661405284,52.23046720309624
105,21.881861688659775,66.81167866981917,49.83220509303194,43.86769507936893,53.126602255828956
106,8.596315108646444,67.67620693207796,52.82620317345914,50.13207277101762,37.812986611575695
107,26.627799635127282,57.83749875089533,46.34452016515343,43.81851672942084,36.93386821105039
108,19.986814537051167,61.051075699068626,38.0189954238115,46.111540511077614,37.06503214759154
109,2.649375259144263,77.70143969475303,50.78169220913701,48.355300994188,50.454665337601554
110,18.564360079420254,61.98326403677299,51.932619312077186,66.13438329570504,49.07475027926914
111,21.342093794120053,76.86325651538641,54.89929547420293,29.12892671371537,53.704818574629456
112,25.117018695554556,57.214302007266085,58.37722987541414,51.42906343253192,54.8090593628009
113,31.03103535545943,49.30538411360375,48.74138811850971,54.8835997412773,50.76587420509568
114,20.474705369262452,50.68115456305315,54.32651430013164,66.94358385749368,80.45170391899623
115,19.90565361141016,54.84292018367508,46.10613887171905,34.22379679864387,53.04349727242351
116,31.5526264531093,50.79415570476524,50.557912779201736,50.93375997838815,24.08989426377571
117,15.05786237626716,34.81399435663465,37.4009729827584,37.578437520462444,53.77737003852456
118,28.48785388120825,34.153177357320295,37.95097564991246,57.513968029130616,41.46928612826402
119,1.576677536921796,60.02092842835366,33.12642846170302,47.06995553580497,32.465245931865134
120,38.304252090656234,41.028101774451535,50.817112153637574,60.99533316647792,40.0084198575651
121,18.56287583148324,62.15495051913423,44.04946410157631,59.21641985530285,54.75412688179046
122,-5.253895156442635,73.96790005187569,46.65689772604183,62.07663288612732,34.551349731987415
123,23.319562440746253,42.768034025424406,46.58503122221883,47.31990248562127,36.84423330361207
124,9.240417852758858,61.73652241553119,36.80931547384027,57.888111779300644,66.35061533683567
125,-5.3850611287199035,71.94968387935226,64.22417060473286,31.48471167097823,37.55381509743036
126,11.6913257352038,56.24368567727328,37.951340184383945,41.17455264191801,48.382539101366305
127,10.80178321071789,46.25303415021019,47.73938864646832,44.81156372132704,54.05154183610964
128,19.31358202590397,40.857984152334126,43.26337815271295,63.43609407770033,32.33507658193258
129,39.779372777804895,60.23634811186787,50.793002368809866,61.80236370522246,56.105201605854276
130,38.94940512373196,46.47274984960552,58.36472854587088,48.21684105775748,56.33410489093978
131,22.724709657644503,37.38861773938146,49.916258963139946,59.503182519675846,41.033032062194586
132,36.01003810944226,84.37501871630175,61.35780839166872,59.07416611748098,37.69595496345591
133,65.7066918828787,48.617164448329625,54.09923415867863,47.77433371173713,58.03874932168097
134,22.249758810834084,61.244545488218364,60.89587885761938,34.31706866396595,45.91474937580417
135,48.53484691493596,39.765368870165794,53.14416703086244,59.52659277613877,31.21713925381304
136,27.41109482808638,48.50793800443721,54.65895579433925,31.947202984173927,41.513924657724054
137,53.28073522687219,69.30433706650129,59.67445915917151,46.04361805808615,42.2681518072512
138,7.335813876454673,66.00268431999415,57.49775292212847,62.31029462743177,42.6529581112462
139,18.794573907107022,52.71711594281596,50.446679834702486,62.34848716253198,67.33382755657462
140,43.235048947800315,42.077088059011984,36.443052716245504,48.78533627843914,53.55945664765129
141,7.112920681978095,77.85268515183412,45.00015617977026,47.28945220265145,63.99529196189747
142,46.12104839966417,53.21344180107014,62.32766342665831,39.6635011538223,53.83306720843108
143,64.28714573938012,43.03416716999617,45.74465500431758,50.49505745632394,50.9021619719814
144,3.0376085246854547,60.97790603844248,54.180606672851724,10.965094049019713,67.73076582131372
145,47.678223533550614,38.875593441854996,40.11420462735211,52.59200310138827,54.220632164693
146,37.035179410306604,49.691664975017545,41.40114144828974,60.185527960472456,60.550167104658115
147,11.988116109307837,63.7954326690542,49.14965171766482,46.93888911212037,49.556171949412686
148,19.581804873468062,44.21256443590132,34.85553226770763,45.531249336423095,40.97849011616427
149,13.093047443689239,57.77439968707104,49.292307471548284,52.81257875716152,42.500827943391464
150,23.072139808911192,50.26719070512295,61.11805768026695,36.87846707806255,44.31255897315843
151,25.644003656016384,63.161212365939974,64.3788488295562,69.25305710070991,48.27925946655591
152,9.598122487768922,63.54694593596884,51.86789392071661,49.973484612710244,58.5427536963068
153,7.1069943642910225,62.64458182670939,38.1526285382301,47.14040549262798,68.76415991002256
154,10.661678776215519,54.764273823526565,55.13942585886109,59.61897062630578,50.20202426503825
155,47.624438873601804,55.13635843953004,54.10528369365999,33.38045873761044,31.84604183109455
156,-1.326196299571591,68.66691594298548,59.25023158514903,48.02040264805862,47.23724665564859
157,31.868514860065922,52.349780505805086,52.922573582619776,52.956756364732634,38.34518226756463
158,0.329371063641144,76.58490812247217,50.75725340478996,53.08490987807634,44.52261346665526
159,1.489471464534013,53.62929981893501,48.95273767109612,69.75828265375509,60.764189639219715
160,0.17846387847795864,72.13862373068353,41.67004283402284,54.07613829714829,27.73544068107166
161,12.07279896875255,52.468291636493575,43.18065741665379,61.23859510497046,52.8527557518798
162,22.43867699973036,53.59375636414995,49.82717632884473,40.650772455925164,80.07760505687646
163,-0.9554112736808529,62.1719126000883,51.38625031053248,70.76857031846818,64.82880552823944
164,-1.0266311774163643,58.136559390680524,33.719105174124245,56.04076080366118,45.411234606402594
165,8.645031730833038,63.01166264323697,43.683669411301366,73.05994048707436,32.09526992350878
166,21.038265633008375,57.7090388028297,52.66826573477906,37.55386770152686,59.38744460773485
167,18.028633412848283,65.15467130488923,57.47459133905433,38.84172523362054,63.17468380944079
168,48.35751032650379,63.56980293433943,44.85270290331463,67.14226033053117,37.19334295343599
169,18.69170068263965,45.51889208664738,44.52764153399534,36.78848367312625,29.44184434649634
170,24.944487270306077,63.132803807409005,49.90813776827968,24.878474509123894,40.657180370257606
171,22.144932361583557,42.62563815530862,53.13024350295946,46.74456989654779,73.5034541649319
172,9.696053454934372,49.464295284038656,42.5541174763489,40.49086681917851,38.26288526748174
173,16.81100015845945,51.58979300229592,58.55391312311294,61.08585555851381,56.523495629853684
174,38.99331238538387,74.77371094335845,54.31756137950829,42.27401821653767,58.146041037945196
175,11.586378126199307,47.41018533004334,58.171785344473136,40.05596894486302,26.65181121949654
176,8.792164163977919,63.16647129897214,51.21692438005236,58.52714954039227,54.12772318574588
177,19.210530436568888,56.68876680179537,44.36094616875598,82.7352900397224,45.33888094069786
178,13.881458330067607,68.0094769924099,49.543479765146714,57.48359279685647,62.39931543156282
179,19.935598134987167,42.78711732873704,46.418024935480524,55.617854567795675,24.94861890932386
180,46.656696846224264,56.058585889624766,49.05927116456924,56.87560749101466,64.0666780782919
181,19.379689772197437,48.06342265356461,35.61184757237793,37.49493744424438,54.47768759727217
182,2.2530875493534133,66.4399694929534,62.1712546088295,35.581016907644525,56.082089496089814
183,2.164398196104866,41.856969987902744,54.27393418739097,43.54261049468912,62.7423075641731
184,15.193678260259697,37.60520998769723,45.88112494242956,49.4419824576549,53.15866940812854
185,16.738136928390393,39.115385664405764,50.671962971376665,66.86769318211273,55.19214427801278
186,56.4811154586863,62.50359118966187,41.7774317945305,40.76560946809701,29.308363065739336
187,10.241186830887838,46.058426553681336,54.68614078705716,69.20441314594036,44.12493818463769
188,8.673681357496978,54.090467095309414,52.43932206641881,26.984562654718022,62.93737669159386
189,38.97792405792349,32.523158020956025,56.48184438100402,27.06193258497293,36.83370949136169
190,6.0093773610441685,60.90284511988433,58.49720521521538,44.589828680261746,63.943194349217585
191,30.20944637117706,51.68151859221415,48.98426373552132,27.783819982425186,55.7485440637005
192,15.127684604317963,44.28291726317702,50.4698037457091,46.22647311865433,62.45511545054922
193,1.8087562094277283,69.14135788497552,57.0557007910336,18.573891028132888,41.45886976310387
194,7.453097113402905,64.33523013102135,48.631164386796875,40.84506110094509,60.78200870417931
195,20.76258220637124,41.348891308417684,53.887292769832385,62.37944677145509,56.6228369540949
196,18.31859054040487,42.32900462127387,52.23612805860242,43.291644335373476,67.31374172937704
197,36.3442103865748,48.648357016561896,47.090513571754045,43.76238417982906,72.99044888067858
198,17.21713166718787,74.32737964925161,57.892350488853566,31.46457039959372,52.565055769359624
199,10.892451847790898,53.21911663495848,54.9658246660516,56.558594355876075,44.317193865503874
200,14.357000330710825,45.93884431070367,40.944090167225774,28.165643970739588,52.633516648450296
201,5.212348094212504,59.65053802401455,48.459979446920855,31.78553380342876,53.28053893597253
202,36.020180463521946,62.28703732380488,55.10106368519119,53.28522508871591,54.703887981580216
203,8.952245520042526,65.66784037443766,53.26712649612211,60.95082210415393,34.06895778653412
204,21.859149120404492,40.94627261117043,47.444813218329934,50.74048617007501,35.88656475268585
205,15.15814105912344,60.55168161462375,50.18554550337472,49.473480631421424,35.770843014076334
206,28.812772609130683,19.999349811980167,57.00688075278672,66.38502657958355,42.80632145892652
207,43.40710008313462,58.89602757616481,58.17808651982026,55.883774848570646,54.13023481611143
208,28.424442796342813,36.50397015184478,69.98150454002251,54.25888403091795,54.978971735237536
209,27.16118706749215,44.14215058788027,43.25503427050262,53.35539714534073,57.31818549999808
210,8.163136797417318,40.45548620314781,48.06915638092244,43.72019942653977,46.04154721958477
211,17.168565045491636,48.67209884551304,44.6139364495966,51.73392344989431,68.5082614659614
212,9.922668694109358,49.62971671811867,46.49601555337507,52.816423731374606,42.856376364206625
213,30.326213587223247,59.379430892925996,38.87563960388461,69.68171957375272,32.580489473425516
214,32.2731934274931,41.898717078718775,31.019487599442815,38.4922949219672,43.20523760544652
215,10.69655652590409,54.50949267910947,55.31966077634946,65.45356504091454,52.30035393012833
216,38.65376869294397,52.11004025258592,49.65014884794016,56.46338043477009,62.97015950733513
217,18.391851957809816,62.67767416650227,47.08267509953055,48.77322166234627,51.860711635659676
218,43.30249537499016,57.650687205542944,52.050365344047464,37.468303567786144,45.453032642113044
219,-0.2500508669510966,61.627107426924454,40.623513543122414,37.09939381378045,42.32221357236241
