unit_id,RackInletTemp,CoolingSetpoint,FanSpeed
0,54.464566733296564,72.03161556613365,50.97151107935213
1,40.52707584065592,52.73941159387586,51.68729380640419
2,70.97802913520893,51.98585107175401,50.237692388687826
3,61.328739021238086,70.31667556644561,57.90982367349099
4,41.85833317622508,54.57999422437743,81.1601791956468
5,62.43854708679882,69.84888573563694,60.26743077438741
6,67.65024026264338,43.031797771822006,43.9964129111516
7,44.45770026819226,42.400063509813045,87.02229924504502
8,62.592019725557726,54.75746799985029,71.67006986152774
9,54.79393409070529,38.894694676868994,59.41447298052589
10,38.60787328615379,54.911363852907776,70.24232882775017
11,59.06174742203456,68.4849948554174,51.555565093198915
12,48.16434709180919,62.03779165452192,68.24853538440156
13,38.60283833679078,53.02892705148346,43.05901203085405
14,53.48632357531376,55.95454764091015,58.36330142983458
15,53.67947501427192,52.32716139441453,60.30275349340562
16,54.136058155190696,50.34629384330101,64.1018002451349
17,48.65660813205052,43.29376875395668,69.15523337020001
18,55.58178524675786,57.3623127190275,49.54042734564349
19,51.963102079197114,45.87947326554949,62.78417528205131
20,52.39395253601923,50.297697974047615,44.72823962941181
21,52.31296066309554,67.88199932703986,58.90201346712404
22,29.746601844509822,48.649204765559716,73.0418060019972
23,56.507845110272115,60.11496866216273,38.396830123731995
24,38.995758411220244,53.19755838550345,63.27000682654456
25,35.90227920250445,44.56418868670311,74.77123654947883
26,51.90484327126554,45.878175827980805,57.01834190806579
27,37.12314580906049,66.10757712192031,65.2148320373338
28,56.34352137863045,40.25840046946446,69.17100653000998
29,76.50015971241463,44.27539701369091,49.954993825130074
30,66.3828728640719,50.04455166771748,64.2075300517756
31,46.976452214620295,51.45208560521787,47.0619562870149
32,44.70152944396984,45.29251469513258,60.17002686535493
33,54.153973995772944,79.39136660624176,52.499861487757215
34,52.06353214658498,80.79079012369391,69.30827666889999
35,60.64522716273201,51.51228484674784,56.280661167134774
36,42.03384982413146,57.67141809885884,44.78912158502308
37,39.47255973516901,71.03887423353214,33.04004178287568
38,49.73586477700553,67.85211359680697,64.57562089904273
39,65.10509259321175,71.89991111020117,57.50801156445958
40,61.5194988837314,47.615626832118416,64.29591962995815
41,53.006459137418496,43.001056629045365,71.85658360615864
42,67.62896803623171,68.38765738924054,52.63547406096615
43,57.29734150472347,55.887994266084,68.59247684467918
44,58.149637563004426,71.61249815020807,56.592245931832466
45,33.34539164213282,52.874218969456216,59.03265016303716
46,62.503077785600496,66.11035746171498,58.737343288173165
47,50.012854183214806,57.828729737095365,57.88918590483263
48,53.01044649414489,67.8849096782677,32.98211343709836
49,50.31658842897327,50.134051658543015,56.55588295266554
50,51.04757849247873,41.419695721039496,35.45875436035619
51,67.1635956452296,64.11087405031493,59.77816301526012
52,50.17748577400958,42.39991391733637,76.52207940975188
53,27.989731511580025,58.648262445554664,53.67766143159975
54,54.69156664649485,44.4771506618263,70.2699451086509
55,45.44384898655498,57.87879943187753,63.574516877700766
56,47.65759686350458,40.43002597637081,57.78055500413692
57,62.57986332808625,67.32052966608632,67.54455308830119
