unit_id,ProductTiter,do_FeedWaterFlowRate
0,24.689040251691388,0.0
1,25.005402254227434,0.0
2,22.55085943502917,0.0
3,15.108822404819186,0.0
4,28.994372076816536,0.0
5,27.398814172900998,0.0
6,27.300875057179788,0.0
7,24.402206132630244,0.0
8,35.5374309925469,0.0
9,27.377874482260545,0.0
10,21.39223164710801,0.0
11,43.47556433352912,0.0
12,28.90418327448829,0.0
13,36.42567995396184,0.0
14,25.422450357665458,0.0
15,15.810978942619585,0.0
16,26.018023936976554,0.0
17,22.727291165458205,0.0
18,22.43302421758742,0.0
19,24.6953471784632,0.0
20,31.483700879217807,0.0
21,22.44030778787405,0.0
22,29.023684423655258,0.0
23,28.006184903896884,0.0
24,29.757422323941594,0.0
25,38.104976121747384,0.0
26,21.459502652921966,0.0
27,24.219813640839433,0.0
28,34.782900889198345,0.0
29,24.739249508507825,0.0
30,39.90554687599497,0.0
31,36.62236196270201,0.0
32,32.94790206624861,0.0
33,27.70193609225023,0.0
34,23.57423429944381,0.0
35,37.825221185615185,0.0
36,29.326071439781096,0.0
37,30.22393976753727,0.0
38,24.135098401056176,0.0
39,45.779299988668996,0.0
40,33.563195453318066,0.0
41,28.818068137798974,0.0
42,30.096723091466586,0.0
43,25.113263219729177,0.0
44,28.67284451437453,0.0
45,35.4316392807622,0.0
46,16.860873998304363,0.0
47,10.878083031666387,0.0
48,36.01881144918111,0.0
49,24.308874552450263,0.0
50,22.38454121688668,0.0
51,18.470159670722403,0.0
52,29.537347211726257,0.0
53,36.376305000664836,0.0
54,39.32528945801695,0.0
55,32.76223862616911,0.0
56,36.93283536064154,0.0
57,30.052111884369936,0.0
58,40.43492129652088,0.0
59,29.734357197150135,0.0
60,29.009785811373238,0.0
61,30.958558745612866,0.0
62,15.377199574989287,0.0
63,37.10327604363009,0.0
64,31.65848837472058,0.0
65,34.37840493163694,0.0
66,37.55317764858084,0.0
67,43.02493713435674,0.0
68,26.467206742661688,0.0
69,32.26182602176047,0.0
70,26.757251357582646,0.0
71,27.422119805582206,0.0
72,37.739945576351296,0.0
73,25.870283192458775,0.0
74,31.91208412646058,0.0
75,31.63761872632056,0.0
76,36.6175821247141,0.0
77,20.14674430314025,0.0
78,40.00621973226335,0.0
79,20.818070358887766,0.0
80,24.518091104770118,0.0
81,21.396436598255114,0.0
82,22.544098176993604,0.0
83,32.60158995417419,0.0
84,29.68647157235884,0.0
85,32.62046922543408,0.0
86,20.424404525459373,0.0
87,31.88990296841316,0.0
88,24.932142778981888,0.0
89,26.12623687761276,0.0
90,25.609090763284687,0.0
91,31.748860876658828,0.0
92,40.56420408720356,0.0
93,18.30060014558333,0.0
94,34.58669234548121,0.0
95,19.19630038559417,0.0
96,27.578111417546456,0.0
97,25.802467491839337,0.0
98,31.24531094537092,0.0
99,34.28759059145333,0.0
100,25.518246826909227,0.0
101,19.89176282603698,0.0
102,36.43288098622264,0.0
103,33.65375236677151,0.0
104,29.398702020235657,0.0
105,23.224965738593994,0.0
106,28.004997763562244,0.0
107,40.860759664414935,0.0
108,28.157576923420603,0.0
109,23.061759687243693,0.0
110,26.451406937132223,0.0
111,37.9116254569701,0.0
112,18.232119567304522,0.0
113,31.298773008946277,0.0
114,18.440203031310418,0.0
115,25.666015671704905,0.0
116,37.83792804720981,0.0
117,33.04965197499991,0.0
118,19.950527169726374,0.0
119,22.538277545154465,0.0
120,30.538665082200577,0.0
121,31.87324868831129,0.0
122,28.2932473697223,0.0
123,33.874169046495894,0.0
124,30.71927729054751,0.0
125,30.639165423429038,0.0
126,26.516167101749275,0.0
127,33.88800443366428,0.0
128,31.348873532180264,0.0
129,19.427377253660918,0.0
130,34.058360739398935,0.0
131,30.211632360340687,0.0
132,29.456138878654667,0.0
133,31.68454598288363,0.0
134,19.50433445489063,0.0
135,25.014343233188534,0.0
136,34.336056621654194,0.0
137,20.196404093101677,0.0
138,12.923010767695391,0.0
139,30.76811569458204,0.0
140,30.554187115337147,0.0
141,35.327203039678864,0.0
142,20.4340195792317,0.0
143,31.71924272463351,0.0
144,38.49349823447284,0.0
145,35.30043026872507,0.0
146,37.003686756603265,0.0
147,30.158847945548672,0.0
148,24.822691013832134,0.0
149,41.82570716526088,0.0
150,40.04128665201796,0.0
151,36.448931692384214,0.0
152,26.981141372740872,0.0
153,25.215103073702934,0.0
154,36.210454803167195,0.0
155,31.90867581419702,0.0
156,25.85753377309787,0.0
157,28.446340772156148,0.0
158,26.16390816884468,0.0
159,45.71449787535316,0.0
160,18.251581472298135,0.0
161,28.999725327117076,0.0
162,21.747754543268485,0.0
163,28.822460512512947,0.0
164,39.59814645333778,0.0
165,28.79087808827371,0.0
166,28.914926061197374,0.0
167,35.00937019224317,0.0
168,32.67047616572831,0.0
169,26.872385720065516,0.0
170,27.51603030599772,0.0
171,26.8739154331954,0.0
172,35.3638900404528,0.0
173,29.163134912172055,0.0
174,22.77846290023051,0.0
175,47.41386411355235,0.0
176,18.714375289303916,0.0
177,35.49857228661172,0.0
178,32.4993043725548,0.0
179,31.936880382095655,0.0
180,33.71785632444033,0.0
181,40.48894304131534,0.0
182,36.93216980763716,0.0
183,27.31227038212426,0.0
184,24.926828111701766,0.0
185,30.212390626071024,0.0
186,23.873966700801272,0.0
187,40.81610454804675,0.0
188,41.06501615021335,0.0
189,23.0214664458317,0.0
190,33.327204993075306,0.0
191,41.65080353216104,0.0
192,43.22590345685134,0.0
193,34.15106534417902,0.0
194,20.24462261483737,0.0
195,17.260790049858212,0.0
196,17.330933296155173,0.0
197,43.741689863942774,0.0
198,31.175795932635054,0.0
199,28.309863748201344,0.0
200,31.06867525672338,0.0
201,27.551393575310346,0.0
202,28.292890911719997,0.0
203,24.522960762170754,0.0
204,19.157605945764814,0.0
205,39.34686481277087,0.0
206,41.86384716888475,0.0
207,31.13595001709823,0.0
208,26.093357206218297,0.0
209,23.754178928820266,0.0
210,21.15252061959645,0.0
211,31.317434411996327,0.0
212,20.44615242242116,0.0
213,36.81863279235352,0.0
214,27.95672409126537,0.0
215,20.92362537868838,0.0
216,20.5278438731743,0.0
217,40.59011760531021,0.0
218,31.306195241946973,0.0
219,38.32216543197935,0.0
220,24.621276212371473,0.0
221,15.580890916735598,0.0
222,35.85925957629953,0.0
223,23.697052074167992,0.0
224,31.071754493218947,0.0
225,44.63951160716926,0.0
226,38.32896708526142,0.0
227,28.075091365535908,0.0
228,32.26391176222467,0.0
229,22.49889777879249,0.0
230,31.11774118435505,0.0
231,38.82436028736558,0.0
232,17.445995779320345,0.0
233,29.166197854672546,0.0
234,23.74552216624094,0.0
235,40.49129451042842,0.0
236,31.503697193980766,0.0
237,37.222796592755735,0.0
238,39.550520655673886,0.0
239,36.37250594684771,0.0
240,38.03708754945251,0.0
241,22.092874200441198,0.0
242,36.75434605314433,0.0
243,35.98730596535586,0.0
244,27.523642478571478,0.0
245,30.75520391641668,0.0
